"row","page_id","phrase_id","vietnamese","english","source_lane","source_path","section_count","phrase_row_count","breakdown_token_count","audio_status","alias_count","verdict","issue_codes","issue_messages"
"462","viet-phrase-city-hcmc-place-russian-market","city-hcmc-place-russian-market","Chợ Nga","Russian Market","city-v1","content-draft/viet/city-library/v1.json","6","1","0","planned","1","FAIL","missing_breakdown|missing_breakdown_tokens|three_text_only_sections","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows. || must_fix:Three consecutive text-only sections: Worth it if | Before you go | Good to know"
"463","viet-phrase-city-hcmc-place-saigon-railway-station","city-hcmc-place-saigon-railway-station","Ga Sài Gòn","Saigon Railway Station","city-v1","content-draft/viet/city-library/v1.json","6","1","0","planned","1","FAIL","missing_breakdown|missing_breakdown_tokens|three_text_only_sections","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows. || must_fix:Three consecutive text-only sections: Worth it if | Before you go | Good to know"
"464","viet-phrase-city-hcmc-place-saigon-river","city-hcmc-place-saigon-river","Sông Sài Gòn","Saigon River","city-v1","content-draft/viet/city-library/v1.json","6","6","0","ready","1","FAIL","missing_breakdown|missing_breakdown_tokens","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows."
"465","viet-phrase-city-hcmc-place-saigon-river-boat","city-hcmc-place-saigon-river-boat","Đi thuyền sông Sài Gòn","Saigon River boat ride","city-v1","content-draft/viet/city-library/v1.json","6","6","0","planned","1","FAIL","missing_breakdown|missing_breakdown_tokens","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows."
"466","viet-phrase-city-hcmc-place-saigon-skydeck","city-hcmc-place-saigon-skydeck","Saigon Skydeck","Saigon Skydeck","city-v1","content-draft/viet/city-library/v1.json","6","6","0","planned","1","FAIL","missing_breakdown|missing_breakdown_tokens","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows."
"467","viet-phrase-city-hcmc-place-saigon-square","city-hcmc-place-saigon-square","Saigon Square","Saigon Square","city-v1","content-draft/viet/city-library/v1.json","6","1","0","planned","1","FAIL","missing_breakdown|missing_breakdown_tokens|three_text_only_sections","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows. || must_fix:Three consecutive text-only sections: Worth it if | Before you go | Good to know"
"468","viet-phrase-city-hcmc-place-southern-women-museum","city-hcmc-place-southern-women-museum","Bảo tàng Phụ nữ Nam Bộ","Southern Women's Museum","city-v1","content-draft/viet/city-library/v1.json","6","6","0","planned","1","FAIL","missing_breakdown|missing_breakdown_tokens","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows."
"469","viet-phrase-city-hcmc-place-street-food-evening","city-hcmc-place-street-food-evening","Ăn vặt Sài Gòn buổi tối","Saigon street-food evening","city-v1","content-draft/viet/city-library/v1.json","6","6","0","planned","1","FAIL","missing_breakdown|missing_breakdown_tokens","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows."
"470","viet-phrase-city-hcmc-place-takashimaya-saigon-centre","city-hcmc-place-takashimaya-saigon-centre","Saigon Centre","Takashimaya Saigon Centre","city-v1","content-draft/viet/city-library/v1.json","6","1","0","planned","1","FAIL","missing_breakdown|missing_breakdown_tokens|three_text_only_sections","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows. || must_fix:Three consecutive text-only sections: Worth it if | Before you go | Good to know"
"471","viet-phrase-city-hcmc-place-tan-son-nhat-airport","city-hcmc-place-tan-son-nhat-airport","Sân bay Tân Sơn Nhất","Tan Son Nhat International Airport","city-v1","content-draft/viet/city-library/v1.json","6","3","0","ready","1","FAIL","missing_breakdown|missing_breakdown_tokens|three_text_only_sections","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows. || must_fix:Three consecutive text-only sections: Worth it if | Before you go | Good to know"
"472","viet-phrase-city-hcmc-place-tao-dan-park","city-hcmc-place-tao-dan-park","Công viên Tao Đàn","Tao Dan Park","city-v1","content-draft/viet/city-library/v1.json","6","6","0","ready","1","FAIL","missing_breakdown|missing_breakdown_tokens","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows."
"473","viet-phrase-city-hcmc-place-thao-dien","city-hcmc-place-thao-dien","Thảo Điền","Thao Dien","city-v1","content-draft/viet/city-library/v1.json","6","2","0","ready","1","FAIL","missing_breakdown|missing_breakdown_tokens|three_text_only_sections","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows. || must_fix:Three consecutive text-only sections: Worth it if | Before you go | Good to know"
"474","viet-phrase-city-hcmc-place-thien-hau-pagoda","city-hcmc-place-thien-hau-pagoda","Chùa Bà Thiên Hậu","Thien Hau Pagoda","city-v1","content-draft/viet/city-library/v1.json","6","6","0","planned","1","FAIL","missing_breakdown|missing_breakdown_tokens","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows."
"475","viet-phrase-city-hcmc-place-thu-thiem-riverfront","city-hcmc-place-thu-thiem-riverfront","Bờ sông Thủ Thiêm","Thu Thiem riverfront","city-v1","content-draft/viet/city-library/v1.json","6","6","0","planned","1","FAIL","missing_breakdown|missing_breakdown_tokens","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows."
"476","viet-phrase-city-hcmc-place-ton-duc-thang-museum","city-hcmc-place-ton-duc-thang-museum","Bảo tàng Tôn Đức Thắng","Ton Duc Thang Museum","city-v1","content-draft/viet/city-library/v1.json","6","6","0","planned","1","FAIL","missing_breakdown|missing_breakdown_tokens","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows."
"477","viet-phrase-city-hcmc-place-turtle-lake","city-hcmc-place-turtle-lake","Hồ Con Rùa","Turtle Lake","city-v1","content-draft/viet/city-library/v1.json","6","6","0","ready","1","FAIL","missing_breakdown|missing_breakdown_tokens","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows."
"478","viet-phrase-city-hcmc-place-vincom-dong-khoi","city-hcmc-place-vincom-dong-khoi","Vincom Đồng Khởi","Vincom Center Dong Khoi","city-v1","content-draft/viet/city-library/v1.json","6","1","0","planned","1","FAIL","missing_breakdown|missing_breakdown_tokens|three_text_only_sections","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows. || must_fix:Three consecutive text-only sections: Worth it if | Before you go | Good to know"
"479","viet-phrase-city-hcmc-place-vinhomes-central-park","city-hcmc-place-vinhomes-central-park","Công viên Vinhomes Central Park","Vinhomes Central Park","city-v1","content-draft/viet/city-library/v1.json","6","6","0","planned","1","FAIL","missing_breakdown|missing_breakdown_tokens","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows."
"480","viet-phrase-city-hcmc-place-war-remnants-museum","city-hcmc-place-war-remnants-museum","Bảo tàng Chứng tích Chiến tranh","War Remnants Museum","city-v1","content-draft/viet/city-library/v1.json","6","6","0","ready","1","FAIL","missing_breakdown|missing_breakdown_tokens","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows."
"481","viet-phrase-city-hcmc-place-workshop-coffee","city-hcmc-place-workshop-coffee","The Workshop Coffee","The Workshop Coffee","city-v1","content-draft/viet/city-library/v1.json","6","5","0","planned","1","FAIL","missing_breakdown|missing_breakdown_tokens","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows."
"482","viet-phrase-city-hcmc-place-zoo-botanical-gardens","city-hcmc-place-zoo-botanical-gardens","Thảo Cầm Viên Sài Gòn","Saigon Zoo and Botanical Gardens","city-v1","content-draft/viet/city-library/v1.json","6","6","0","ready","1","FAIL","missing_breakdown|missing_breakdown_tokens","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows."
"483","viet-phrase-city-hcmc-reservation-anan","city-hcmc-reservation-anan","Tôi có đặt bàn ở Anăn Sài Gòn","I have a reservation at Anan Saigon","city-v1","content-draft/viet/city-library/v1.json","3","5","6","planned","1","PASS","",""
"484","viet-phrase-city-hcmc-sim-ben-thanh","city-hcmc-sim-ben-thanh","Tôi muốn mua SIM gần chợ Bến Thành","I want to buy a SIM near Ben Thanh Market","city-v1","content-draft/viet/city-library/v1.json","3","5","7","planned","1","PASS","",""
"485","viet-phrase-city-hcmc-stop-anan-saigon","city-hcmc-stop-anan-saigon","Cho tôi xuống gần nhà hàng Anăn Sài Gòn.","Let me off near Anăn Sài Gòn restaurant.","city-v1","content-draft/viet/city-library/v1.json","3","5","7","planned","1","PASS","",""
"486","viet-phrase-city-hcmc-stop-ben-thanh-market","city-hcmc-stop-ben-thanh-market","Dừng ở Chợ Bến Thành","Stop at Ben Thanh Market","city-v1","content-draft/viet/city-library/v1.json","3","5","3","planned","1","PASS","",""
"487","viet-phrase-city-hcmc-stop-binh-tay-market","city-hcmc-stop-binh-tay-market","Dừng ở Chợ Bình Tây","Stop at Binh Tay Market","city-v1","content-draft/viet/city-library/v1.json","3","5","3","planned","1","PASS","",""
"488","viet-phrase-city-hcmc-stop-bui-vien-street","city-hcmc-stop-bui-vien-street","Dừng ở Phố Bùi Viện","Stop at Bui Vien Street","city-v1","content-draft/viet/city-library/v1.json","3","5","3","planned","1","PASS","",""
"489","viet-phrase-city-hcmc-stop-cho-lon","city-hcmc-stop-cho-lon","Dừng ở Chợ Lớn","Stop at Cho Lon","city-v1","content-draft/viet/city-library/v1.json","3","5","3","planned","1","PASS","",""
"490","viet-phrase-city-hcmc-stop-district-1","city-hcmc-stop-district-1","Dừng ở Quận 1","Stop at District 1","city-v1","content-draft/viet/city-library/v1.json","3","5","3","planned","1","PASS","",""
"491","viet-phrase-city-hcmc-stop-dong-khoi-street","city-hcmc-stop-dong-khoi-street","Dừng ở Đường Đồng Khởi","Stop at Dong Khoi Street","city-v1","content-draft/viet/city-library/v1.json","3","5","3","planned","1","PASS","",""
"492","viet-phrase-city-hcmc-stop-ho-thi-ky-flower-market","city-hcmc-stop-ho-thi-ky-flower-market","Dừng ở Chợ hoa Hồ Thị Kỷ","Stop at Ho Thi Ky Flower Market","city-v1","content-draft/viet/city-library/v1.json","3","5","3","planned","1","PASS","",""
"493","viet-phrase-city-hcmc-stop-le-thanh-ton-street","city-hcmc-stop-le-thanh-ton-street","Dừng ở Đường Lê Thánh Tôn","Stop at Le Thanh Ton Street","city-v1","content-draft/viet/city-library/v1.json","3","2","3","planned","1","PASS","",""
"494","viet-phrase-city-hcmc-stop-nguyen-hue","city-hcmc-stop-nguyen-hue","Dừng ở phố đi bộ Nguyễn Huệ","Stop at Nguyen Hue Walking Street","city-v1","content-draft/viet/city-library/v1.json","3","4","3","planned","1","PASS","",""
"495","viet-phrase-city-hcmc-stop-nguyen-trai-street","city-hcmc-stop-nguyen-trai-street","Dừng ở Đường Nguyễn Trãi","Stop at Nguyen Trai Street","city-v1","content-draft/viet/city-library/v1.json","3","2","3","planned","1","PASS","",""
"496","viet-phrase-city-hcmc-stop-pasteur-street","city-hcmc-stop-pasteur-street","Dừng ở Đường Pasteur","Stop at Pasteur Street","city-v1","content-draft/viet/city-library/v1.json","3","2","3","planned","1","PASS","",""
"497","viet-phrase-city-hcmc-stop-pham-ngu-lao-street","city-hcmc-stop-pham-ngu-lao-street","Dừng ở Phố Phạm Ngũ Lão","Stop at Pham Ngu Lao Street","city-v1","content-draft/viet/city-library/v1.json","3","2","3","planned","1","PASS","",""
"498","viet-phrase-city-hcmc-where-anan","city-hcmc-where-anan","Nhà hàng Anăn Sài Gòn ở đâu?","Where is Anan Saigon restaurant?","city-v1","content-draft/viet/city-library/v1.json","3","5","4","planned","1","PASS","",""
"499","viet-phrase-city-hcmc-where-anan-saigon","city-hcmc-where-anan-saigon","Anăn Sài Gòn ở đâu?","Where is Anan Saigon?","city-v1","content-draft/viet/city-library/v1.json","3","5","3","planned","1","PASS","",""
"500","viet-phrase-city-hcmc-where-ben-thanh","city-hcmc-where-ben-thanh","Chợ Bến Thành ở đâu?","Where is Ben Thanh Market?","city-v1","content-draft/viet/city-library/v1.json","3","5","3","planned","1","PASS","",""
"501","viet-phrase-city-hcmc-where-binh-tay-market","city-hcmc-where-binh-tay-market","Chợ Bình Tây ở đâu?","Where is Binh Tay Market?","city-v1","content-draft/viet/city-library/v1.json","3","5","3","planned","1","PASS","",""
"502","viet-phrase-city-hcmc-where-bui-vien-street","city-hcmc-where-bui-vien-street","Phố Bùi Viện ở đâu?","Where is Bui Vien Street?","city-v1","content-draft/viet/city-library/v1.json","3","5","3","planned","1","PASS","",""
"503","viet-phrase-city-hcmc-where-cho-lon","city-hcmc-where-cho-lon","Chợ Lớn ở đâu?","Where is Cho Lon?","city-v1","content-draft/viet/city-library/v1.json","3","5","3","planned","1","PASS","",""
"504","viet-phrase-city-hcmc-where-district-1","city-hcmc-where-district-1","Quận 1 ở đâu?","Where is District 1?","city-v1","content-draft/viet/city-library/v1.json","3","5","3","planned","1","PASS","",""
"505","viet-phrase-city-hcmc-where-dong-khoi-street","city-hcmc-where-dong-khoi-street","Đường Đồng Khởi ở đâu?","Where is Dong Khoi Street?","city-v1","content-draft/viet/city-library/v1.json","3","5","3","planned","1","PASS","",""
"506","viet-phrase-city-hcmc-where-ho-thi-ky-flower-market","city-hcmc-where-ho-thi-ky-flower-market","Chợ hoa Hồ Thị Kỷ ở đâu?","Where is Ho Thi Ky Flower Market?","city-v1","content-draft/viet/city-library/v1.json","3","5","3","planned","1","PASS","",""
"507","viet-phrase-city-hcmc-where-pho-hoa-pasteur","city-hcmc-where-pho-hoa-pasteur","Phở Hòa Pasteur ở đâu?","Where is Pho Hoa Pasteur?","city-v1","content-draft/viet/city-library/v1.json","3","5","3","planned","1","PASS","",""
"508","viet-phrase-city-hcmc-where-tan-son-nhat-airport","city-hcmc-where-tan-son-nhat-airport","Sân bay Tân Sơn Nhất ở đâu?","Where is Tan Son Nhat Airport?","city-v1","content-draft/viet/city-library/v1.json","3","2","3","planned","1","PASS","",""
"509","viet-phrase-city-hoian-atm-an-hoi-island","city-hoian-atm-an-hoi-island","Có ATM gần Đảo An Hội không?","Is there an ATM near An Hoi Island?","city-v1","content-draft/viet/city-library/v1.json","3","5","6","planned","1","PASS","",""
"510","viet-phrase-city-hoian-atm-ancient-town","city-hoian-atm-ancient-town","Có ATM gần Phố cổ Hội An không?","Is there an ATM near Hoi An Ancient Town?","city-v1","content-draft/viet/city-library/v1.json","3","5","6","planned","1","PASS","",""
"511","viet-phrase-city-hoian-atm-banh-mi-phuong","city-hoian-atm-banh-mi-phuong","Có ATM gần Bánh mì Phượng không?","Is there an ATM near Banh Mi Phuong?","city-v1","content-draft/viet/city-library/v1.json","3","5","6","planned","1","PASS","",""
"512","viet-phrase-city-hoian-atm-cam-chau","city-hoian-atm-cam-chau","Có ATM gần Cẩm Châu không?","Is there an ATM near Cam Chau?","city-v1","content-draft/viet/city-library/v1.json","3","4","6","planned","1","PASS","",""
"513","viet-phrase-city-hoian-atm-cam-nam","city-hoian-atm-cam-nam","Có ATM gần Cẩm Nam không?","Is there an ATM near Cam Nam?","city-v1","content-draft/viet/city-library/v1.json","3","4","6","planned","1","PASS","",""
"514","viet-phrase-city-hoian-atm-cao-lau-city","city-hoian-atm-cao-lau-city","Ở đây có cao lầu không?","Do you have cao lau here?","city-v1","content-draft/viet/city-library/v1.json","3","5","6","planned","1","PASS","",""
"515","viet-phrase-city-hoian-atm-faifo-coffee","city-hoian-atm-faifo-coffee","Có ATM gần Faifo Coffee không?","Is there an ATM near Faifo Coffee?","city-v1","content-draft/viet/city-library/v1.json","3","5","6","planned","1","PASS","",""
"516","viet-phrase-city-hoian-atm-market","city-hoian-atm-market","Có ATM gần chợ Hội An không?","Is there an ATM near Hoi An Market?","city-v1","content-draft/viet/city-library/v1.json","3","5","6","planned","1","PASS","",""
"517","viet-phrase-city-hoian-cao-lau","city-hoian-cao-lau","Tôi muốn ăn cao lầu ở Hội An","I want to eat cao lau in Hoi An","city-v1","content-draft/viet/city-library/v1.json","3","5","5","planned","1","PASS","",""
"518","viet-phrase-city-hoian-eat-near-an-hoi-island","city-hoian-eat-near-an-hoi-island","Ăn gần Đảo An Hội","Eat near An Hoi Island","city-v1","content-draft/viet/city-library/v1.json","3","5","4","planned","1","PASS","",""
"519","viet-phrase-city-hoian-eat-near-ancient-town","city-hoian-eat-near-ancient-town","Ăn gần Phố cổ Hội An","Eat near Hoi An Ancient Town","city-v1","content-draft/viet/city-library/v1.json","3","5","4","planned","1","PASS","",""
"520","viet-phrase-city-hoian-entrance-market","city-hoian-entrance-market","Lối vào Chợ Hội An ở đâu?","Where is the entrance to Hoi An Market?","city-v1","content-draft/viet/city-library/v1.json","3","5","4","planned","1","PASS","",""
"521","viet-phrase-city-hoian-entrance-nguyen-hoang-night-market","city-hoian-entrance-nguyen-hoang-night-market","Lối vào Chợ đêm Nguyễn Hoàng ở đâu?","Where is the entrance to Nguyen Hoang Night Market?","city-v1","content-draft/viet/city-library/v1.json","3","5","4","planned","1","PASS","",""
"522","viet-phrase-city-hoian-go-an-hoi-island","city-hoian-go-an-hoi-island","Đi Đảo An Hội","Go to An Hoi Island","city-v1","content-draft/viet/city-library/v1.json","3","5","3","planned","1","PASS","",""
"523","viet-phrase-city-hoian-go-ancient-town","city-hoian-go-ancient-town","Đi phố cổ Hội An","Go to Hoi An Ancient Town","city-v1","content-draft/viet/city-library/v1.json","3","5","3","planned","1","PASS","",""
"524","viet-phrase-city-hoian-go-banh-mi-phuong","city-hoian-go-banh-mi-phuong","Cho tôi đến nhà hàng Bánh mì Phượng.","Please take me to Bánh mì Phượng restaurant.","city-v1","content-draft/viet/city-library/v1.json","3","5","6","planned","1","PASS","",""
"525","viet-phrase-city-hoian-go-cam-chau","city-hoian-go-cam-chau","Đi Cẩm Châu","Go to Cam Chau","city-v1","content-draft/viet/city-library/v1.json","3","4","3","planned","1","PASS","",""
"526","viet-phrase-city-hoian-go-cam-nam","city-hoian-go-cam-nam","Đi Cẩm Nam","Go to Cam Nam","city-v1","content-draft/viet/city-library/v1.json","3","4","3","planned","1","PASS","",""
"527","viet-phrase-city-hoian-go-cao-lau-city","city-hoian-go-cao-lau-city","Ăn cao lầu ở đâu?","Where can I eat cao lau?","city-v1","content-draft/viet/city-library/v1.json","3","5","4","planned","1","PASS","",""
"528","viet-phrase-city-hoian-go-faifo-coffee","city-hoian-go-faifo-coffee","Đi Faifo Coffee","Go to Faifo Coffee","city-v1","content-draft/viet/city-library/v1.json","3","5","3","planned","1","PASS","",""
"529","viet-phrase-city-hoian-go-market","city-hoian-go-market","Đi Chợ Hội An","Go to Hoi An Market","city-v1","content-draft/viet/city-library/v1.json","3","5","3","planned","1","PASS","",""
"530","viet-phrase-city-hoian-go-morning-glory","city-hoian-go-morning-glory","Cho tôi đến nhà hàng Morning Glory Hội An.","Please take me to Morning Glory Hội An restaurant.","city-v1","content-draft/viet/city-library/v1.json","3","5","6","planned","1","PASS","",""
"531","viet-phrase-city-hoian-go-nguyen-hoang-night-market","city-hoian-go-nguyen-hoang-night-market","Đi Chợ đêm Nguyễn Hoàng","Go to Nguyen Hoang Night Market","city-v1","content-draft/viet/city-library/v1.json","3","5","3","planned","1","PASS","",""
"532","viet-phrase-city-hoian-go-reach-out-tea-house","city-hoian-go-reach-out-tea-house","Đi Reaching Out Tea House","Go to Reaching Out Tea House","city-v1","content-draft/viet/city-library/v1.json","3","5","3","planned","1","PASS","",""
"533","viet-phrase-city-hoian-go-tran-phu-street","city-hoian-go-tran-phu-street","Đi Phố Trần Phú","Go to Tran Phu Street","city-v1","content-draft/viet/city-library/v1.json","3","2","3","planned","1","PASS","",""
"534","viet-phrase-city-hoian-near-an-hoi-island","city-hoian-near-an-hoi-island","Đảo An Hội gần đây không?","Is An Hoi Island near here?","city-v1","content-draft/viet/city-library/v1.json","3","5","4","planned","1","PASS","",""
"535","viet-phrase-city-hoian-near-ancient-town","city-hoian-near-ancient-town","Phố cổ Hội An gần đây không?","Is Hoi An Ancient Town near here?","city-v1","content-draft/viet/city-library/v1.json","3","5","4","planned","1","PASS","",""
"536","viet-phrase-city-hoian-near-market","city-hoian-near-market","Chợ Hội An gần đây không?","Is Hoi An Market near here?","city-v1","content-draft/viet/city-library/v1.json","3","5","4","planned","1","PASS","",""
"537","viet-phrase-city-hoian-near-nguyen-hoang-night-market","city-hoian-near-nguyen-hoang-night-market","Chợ đêm Nguyễn Hoàng gần đây không?","Is Nguyen Hoang Night Market near here?","city-v1","content-draft/viet/city-library/v1.json","3","5","4","planned","1","PASS","",""
"538","viet-phrase-city-hoian-near-night-market","city-hoian-near-night-market","Chợ đêm Hội An gần đây không?","Is Hoi An Night Market near here?","city-v1","content-draft/viet/city-library/v1.json","3","4","4","planned","1","PASS","",""
"539","viet-phrase-city-hoian-night-market","city-hoian-night-market","Đi chợ đêm Hội An","Go to Hoi An Night Market","city-v1","content-draft/viet/city-library/v1.json","3","4","3","planned","1","PASS","",""
"540","viet-phrase-city-hoian-pharmacy-ancient-town","city-hoian-pharmacy-ancient-town","Có nhà thuốc gần phố cổ Hội An không?","Is there a pharmacy near Hoi An Ancient Town?","city-v1","content-draft/viet/city-library/v1.json","3","5","6","planned","1","PASS","",""
"541","viet-phrase-city-hoian-place-an-bang","city-hoian-place-an-bang","Biển An Bàng","An Bang Beach","city-v1","content-draft/viet/city-library/v1.json","6","6","0","ready","1","FAIL","missing_breakdown|missing_breakdown_tokens","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows."
"542","viet-phrase-city-hoian-place-an-hoi-bridge","city-hoian-place-an-hoi-bridge","Cầu An Hội","An Hoi Bridge","city-v1","content-draft/viet/city-library/v1.json","6","6","0","planned","1","FAIL","missing_breakdown|missing_breakdown_tokens","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows."
"543","viet-phrase-city-hoian-place-an-hoi-island","city-hoian-place-an-hoi-island","Đảo An Hội","An Hoi Island","city-v1","content-draft/viet/city-library/v1.json","6","4","0","ready","1","FAIL","missing_breakdown|missing_breakdown_tokens|three_text_only_sections","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows. || must_fix:Three consecutive text-only sections: Worth it if | Before you go | Good to know"
"544","viet-phrase-city-hoian-place-ancient-town","city-hoian-place-ancient-town","Phố cổ Hội An","Hoi An Ancient Town","city-v1","content-draft/viet/city-library/v1.json","6","4","0","ready","1","FAIL","missing_breakdown|missing_breakdown_tokens|three_text_only_sections","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows. || must_fix:Three consecutive text-only sections: Worth it if | Before you go | Good to know"
"545","viet-phrase-city-hoian-place-ancient-town-ticket-booth","city-hoian-place-ancient-town-ticket-booth","Quầy vé phố cổ Hội An","Hoi An Ancient Town ticket booth","city-v1","content-draft/viet/city-library/v1.json","6","6","0","planned","1","FAIL","missing_breakdown|missing_breakdown_tokens","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows."
"546","viet-phrase-city-hoian-place-bach-dang-boat-pier","city-hoian-place-bach-dang-boat-pier","Bến thuyền Bạch Đằng","Bach Dang boat pier","city-v1","content-draft/viet/city-library/v1.json","6","1","0","planned","1","FAIL","missing_breakdown|missing_breakdown_tokens|three_text_only_sections","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows. || must_fix:Three consecutive text-only sections: Worth it if | Before you go | Good to know"
"547","viet-phrase-city-hoian-place-bach-dang-street","city-hoian-place-bach-dang-street","Đường Bạch Đằng ở Hội An","Bach Dang Street","city-v1","content-draft/viet/city-library/v1.json","6","1","0","planned","1","FAIL","missing_breakdown|missing_breakdown_tokens|three_text_only_sections","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows. || must_fix:Three consecutive text-only sections: Worth it if | Before you go | Good to know"
"548","viet-phrase-city-hoian-place-bale-well","city-hoian-place-bale-well","Giếng Bà Lễ","Bale Well","city-v1","content-draft/viet/city-library/v1.json","6","5","0","planned","1","FAIL","missing_breakdown|missing_breakdown_tokens","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows."
"549","viet-phrase-city-hoian-place-banh-dap-hen-xao","city-hoian-place-banh-dap-hen-xao","Bánh đập hến xào ở Hội An","Cracked rice paper and clams","city-v1","content-draft/viet/city-library/v1.json","6","2","0","planned","1","FAIL","missing_breakdown|missing_breakdown_tokens|three_text_only_sections","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows. || must_fix:Three consecutive text-only sections: Worth it if | Before you go | Good to know"
"550","viet-phrase-city-hoian-place-banh-mi","city-hoian-place-banh-mi","Bánh mì Hội An","Banh mi in Hoi An","city-v1","content-draft/viet/city-library/v1.json","6","2","0","planned","1","FAIL","missing_breakdown|missing_breakdown_tokens|three_text_only_sections","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows. || must_fix:Three consecutive text-only sections: Worth it if | Before you go | Good to know"
"551","viet-phrase-city-hoian-place-banh-mi-phuong","city-hoian-place-banh-mi-phuong","Bánh mì Phượng","Banh Mi Phuong","city-v1","content-draft/viet/city-library/v1.json","6","8","0","ready","1","FAIL","missing_breakdown|missing_breakdown_tokens","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows."
"552","viet-phrase-city-hoian-place-banh-xeo","city-hoian-place-banh-xeo","Bánh xèo Hội An","Hoi An banh xeo","city-v1","content-draft/viet/city-library/v1.json","6","2","0","planned","1","FAIL","missing_breakdown|missing_breakdown_tokens|three_text_only_sections","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows. || must_fix:Three consecutive text-only sections: Worth it if | Before you go | Good to know"
"553","viet-phrase-city-hoian-place-bay-mau-coconut-forest","city-hoian-place-bay-mau-coconut-forest","Rừng dừa Bảy Mẫu","Bay Mau Coconut Forest","city-v1","content-draft/viet/city-library/v1.json","6","6","0","ready","1","FAIL","missing_breakdown|missing_breakdown_tokens","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows."
"554","viet-phrase-city-hoian-place-bebe-tailor","city-hoian-place-bebe-tailor","BeBe Tailor","BeBe Tailor","city-v1","content-draft/viet/city-library/v1.json","6","1","0","planned","1","FAIL","missing_breakdown|missing_breakdown_tokens|three_text_only_sections","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows. || must_fix:Three consecutive text-only sections: Worth it if | Before you go | Good to know"
"555","viet-phrase-city-hoian-place-bus-station","city-hoian-place-bus-station","Bến xe Hội An","Hoi An Bus Station","city-v1","content-draft/viet/city-library/v1.json","6","1","0","planned","1","FAIL","missing_breakdown|missing_breakdown_tokens|three_text_only_sections","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows. || must_fix:Three consecutive text-only sections: Worth it if | Before you go | Good to know"
"556","viet-phrase-city-hoian-place-cam-chau","city-hoian-place-cam-chau","Cẩm Châu","Cam Chau","city-v1","content-draft/viet/city-library/v1.json","6","4","0","ready","1","FAIL","missing_breakdown|missing_breakdown_tokens|three_text_only_sections","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows. || must_fix:Three consecutive text-only sections: Worth it if | Before you go | Good to know"
"557","viet-phrase-city-hoian-place-cam-kim-island","city-hoian-place-cam-kim-island","Cẩm Kim","Cam Kim Island","city-v1","content-draft/viet/city-library/v1.json","6","6","0","planned","1","FAIL","missing_breakdown|missing_breakdown_tokens","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows."
"558","viet-phrase-city-hoian-place-cam-nam","city-hoian-place-cam-nam","Cẩm Nam","Cam Nam","city-v1","content-draft/viet/city-library/v1.json","6","4","0","ready","1","FAIL","missing_breakdown|missing_breakdown_tokens|three_text_only_sections","must_fix:Missing required breakdown section. || must_fix:Breakdown section has no reusable token rows. || must_fix:Three consecutive text-only sections: Worth it if | Before you go | Good to know"
