"page_id","phrase_id","vietnamese","english","source_lane","source_path","verdict","review_codes","evidence"
"viet-phrase-v900-dire-navi-which-entrance-should-i-use","v900-dire-navi-which-entrance-should-i-use","Tôi nên sử dụng lối vào nào?","Which entrance should I use?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-emer-safe-can-you-help-me-cancel-my-card","v900-emer-safe-can-you-help-me-cancel-my-card","Bạn có thể giúp tôi hủy thẻ được không?","Can you help me cancel my card?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-emer-safe-i-am-safe-now","v900-emer-safe-i-am-safe-now","Bây giờ tôi đã an toàn","I am safe now","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-emer-safe-i-did-not-agree-to-that-price","v900-emer-safe-i-did-not-agree-to-that-price","Tôi không đồng ý với mức giá đó","I did not agree to that price","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-emer-safe-i-do-not-want-any-trouble","v900-emer-safe-i-do-not-want-any-trouble","Tôi không muốn bất kỳ rắc rối nào","I do not want any trouble","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-emer-safe-i-need-a-temporary-travel-document","v900-emer-safe-i-need-a-temporary-travel-document","Tôi cần giấy thông hành tạm thời","I need a temporary travel document","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-emer-safe-i-think-this-is-a-scam","v900-emer-safe-i-think-this-is-a-scam","Tôi nghĩ đây là một trò lừa đảo","I think this is a scam","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-emer-safe-please-call-emergency-services","v900-emer-safe-please-call-emergency-services","Vui lòng gọi dịch vụ khẩn cấp","Please call emergency services","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-emer-safe-please-call-the-manager-now","v900-emer-safe-please-call-the-manager-now","Hãy gọi ngay cho người quản lý","Please call the manager now","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-emer-safe-please-help-me-get-out-of-here","v900-emer-safe-please-help-me-get-out-of-here","Xin hãy giúp tôi ra khỏi đây","Please help me get out of here","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-emer-safe-please-send-my-location-to-this-person","v900-emer-safe-please-send-my-location-to-this-person","Vui lòng gửi vị trí của tôi cho người này","Please send my location to this person","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-emer-safe-please-take-me-to-the-hospital","v900-emer-safe-please-take-me-to-the-hospital","Làm ơn đưa tôi đến bệnh viện","Please take me to the hospital","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-emer-safe-please-write-down-what-happened","v900-emer-safe-please-write-down-what-happened","Hãy viết ra điều gì đã xảy ra","Please write down what happened","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-emer-safe-this-person-is-bothering-me","v900-emer-safe-this-person-is-bothering-me","Người này đang làm phiền tôi","This person is bothering me","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-a-table-for-four-please","v900-food-drin-a-table-for-four-please","Vui lòng cho một bàn cho bốn người","A table for four, please","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-a-table-for-one-please","v900-food-drin-a-table-for-one-please","Vui lòng cho một bàn","A table for one, please","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-can-i-have-a-cup-of-ice","v900-food-drin-can-i-have-a-cup-of-ice","Tôi có thể có một cốc đá được không?","Can I have a cup of ice?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-can-i-have-chili-sauce","v900-food-drin-can-i-have-chili-sauce","Tôi có thể dùng tương ớt được không?","Can I have chili sauce?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-can-i-have-lime","v900-food-drin-can-i-have-lime","Tôi có thể có vôi không?","Can I have lime?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-can-i-have-napkins","v900-food-drin-can-i-have-napkins","Tôi có thể có khăn ăn được không?","Can I have napkins?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-can-i-have-rice-with-this","v900-food-drin-can-i-have-rice-with-this","Tôi có thể ăn cơm với cái này không?","Can I have rice with this?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-can-i-have-soup-on-the-side","v900-food-drin-can-i-have-soup-on-the-side","Tôi có thể ăn súp bên cạnh được không?","Can I have soup on the side?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-can-i-order-half-a-portion","v900-food-drin-can-i-order-half-a-portion","Tôi có thể gọi một nửa phần được không?","Can I order half a portion?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-can-i-order-this-without-meat","v900-food-drin-can-i-order-this-without-meat","Tôi có thể gọi món này mà không có thịt được không?","Can I order this without meat?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-can-i-pay-the-bill-by-card","v900-food-drin-can-i-pay-the-bill-by-card","Tôi có thể thanh toán hóa đơn bằng thẻ không?","Can I pay the bill by card?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-can-we-sit-by-the-fan","v900-food-drin-can-we-sit-by-the-fan","Chúng ta có thể ngồi cạnh quạt được không?","Can we sit by the fan?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-can-we-sit-inside","v900-food-drin-can-we-sit-inside","Chúng ta có thể ngồi bên trong được không?","Can we sit inside?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-can-we-sit-outside","v900-food-drin-can-we-sit-outside","Chúng ta có thể ngồi bên ngoài được không?","Can we sit outside?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-can-you-change-this","v900-food-drin-can-you-change-this","Bạn có thể thay đổi điều này?","Can you change this?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-can-you-clean-this-table","v900-food-drin-can-you-clean-this-table","Bạn có thể lau cái bàn này được không?","Can you clean this table?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-can-you-remove-this-from-the-bill","v900-food-drin-can-you-remove-this-from-the-bill","Bạn có thể loại bỏ điều này khỏi hóa đơn?","Can you remove this from the bill?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-do-we-order-here-or-at-the-counter","v900-food-drin-do-we-order-here-or-at-the-counter","Chúng ta đặt hàng ở đây hay tại quầy?","Do we order here or at the counter?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-do-you-have-beer","v900-food-drin-do-you-have-beer","Bạn có bia không?","Do you have beer?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-does-this-contain-fish-sauce","v900-food-drin-does-this-contain-fish-sauce","Cái này có nước mắm không?","Does this contain fish sauce?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-i-asked-for-this-not-spicy","v900-food-drin-i-asked-for-this-not-spicy","Tôi yêu cầu món này không cay.","I asked for this not spicy.","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-i-cannot-eat-dairy","v900-food-drin-i-cannot-eat-dairy","Tôi không thể ăn sữa","I cannot eat dairy","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-i-cannot-eat-gluten","v900-food-drin-i-cannot-eat-gluten","Tôi không thể ăn gluten","I cannot eat gluten","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-i-do-not-eat-beef","v900-food-drin-i-do-not-eat-beef","Tôi không ăn thịt bò","I do not eat beef","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-i-do-not-eat-pork","v900-food-drin-i-do-not-eat-pork","Tôi không ăn thịt lợn","I do not eat pork","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-i-do-not-eat-seafood","v900-food-drin-i-do-not-eat-seafood","Tôi không ăn hải sản","I do not eat seafood","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-i-have-been-waiting-a-long-time","v900-food-drin-i-have-been-waiting-a-long-time","Tôi đã chờ đợi rất lâu rồi","I have been waiting a long time","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-i-think-there-is-a-mistake-on-the-bill","v900-food-drin-i-think-there-is-a-mistake-on-the-bill","Tôi nghĩ có sai sót trên hóa đơn","I think there is a mistake on the bill","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-id-like-it-to-go-please","v900-food-drin-id-like-it-to-go-please","Tôi muốn nó đi, làm ơn.","I'd like it to go, please.","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-ill-have-what-they-are-having","v900-food-drin-ill-have-what-they-are-having","Tôi sẽ có những gì họ đang có","I’ll have what they are having","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-is-there-a-wait-for-a-table","v900-food-drin-is-there-a-wait-for-a-table","Có phải đợi bàn không?","Is there a wait for a table?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-is-this-cooked","v900-food-drin-is-this-cooked","Cái này đã được nấu chín chưa?","Is this cooked?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-is-this-pork-beef-or-chicken","v900-food-drin-is-this-pork-beef-or-chicken","Đây là thịt lợn, thịt bò hay thịt gà?","Is this pork, beef, or chicken?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-it-is-okay-now-thank-you","v900-food-drin-it-is-okay-now-thank-you","Bây giờ thì ổn rồi, cảm ơn bạn","It is okay now, thank you","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-less-sugar-please","v900-food-drin-less-sugar-please","Làm ơn bớt đường đi","Less sugar, please","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-no-msg-please","v900-food-drin-no-msg-please","Không có bột ngọt, làm ơn","No MSG, please","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-no-straw-please","v900-food-drin-no-straw-please","Làm ơn đừng có rơm","No straw, please","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-one-fresh-coconut-please","v900-food-drin-one-fresh-coconut-please","Làm ơn cho một quả dừa tươi","One fresh coconut, please","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-one-hot-coffee-please","v900-food-drin-one-hot-coffee-please","Làm ơn cho một ly cà phê nóng","One hot coffee, please","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-one-iced-tea-please","v900-food-drin-one-iced-tea-please","Làm ơn cho một ly trà đá","One iced tea, please","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-one-more-please","v900-food-drin-one-more-please","Xin thêm một cái nữa","One more, please","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-one-sugarcane-juice-please","v900-food-drin-one-sugarcane-juice-please","Xin cho một ly nước mía","One sugarcane juice, please","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-please-make-it-less-spicy","v900-food-drin-please-make-it-less-spicy","Làm ơn làm cho nó bớt cay đi","Please make it less spicy","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-please-make-it-without-meat","v900-food-drin-please-make-it-without-meat","Hãy làm món này không có thịt","Please make it without meat","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-please-pack-it-to-go","v900-food-drin-please-pack-it-to-go","Hãy đóng gói nó để đi.","Please pack it to go.","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-sauce-on-the-side-please","v900-food-drin-sauce-on-the-side-please","Xin vui lòng cho nước sốt vào bên cạnh","Sauce on the side, please","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-that-was-very-good","v900-food-drin-that-was-very-good","Điều đó rất tốt","That was very good","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-thats-all-thank-you","v900-food-drin-thats-all-thank-you","Đó là tất cả, cảm ơn bạn.","That's all, thank you.","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-this-is-undercooked","v900-food-drin-this-is-undercooked","Món này chưa được nấu chín kỹ","This is undercooked","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-two-of-these-please","v900-food-drin-two-of-these-please","Xin vui lòng cho hai trong số này","Two of these, please","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-what-do-you-recommend","v900-food-drin-what-do-you-recommend","Bạn đề xuất món gì?","What do you recommend?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-food-drin-what-is-not-too-spicy","v900-food-drin-what-is-not-too-spicy","Cái gì không quá cay?","What is not too spicy?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-heal-phar-can-i-drink-alcohol-with-this","v900-heal-phar-can-i-drink-alcohol-with-this","Tôi có thể uống rượu với cái này không?","Can I drink alcohol with this?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-heal-phar-can-i-get-a-medical-report","v900-heal-phar-can-i-get-a-medical-report","Tôi có thể nhận được báo cáo y tế không?","Can I get a medical report?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-heal-phar-can-i-get-a-receipt-for-insurance","v900-heal-phar-can-i-get-a-receipt-for-insurance","Tôi có thể nhận được biên nhận bảo hiểm không?","Can I get a receipt for insurance?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-heal-phar-can-i-pay-the-clinic-bill-by-card","v900-heal-phar-can-i-pay-the-clinic-bill-by-card","Tôi có thể thanh toán hóa đơn phòng khám bằng thẻ không?","Can I pay the clinic bill by card?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-heal-phar-can-you-call-an-ambulance","v900-heal-phar-can-you-call-an-ambulance","Bạn có thể gọi xe cứu thương được không?","Can you call an ambulance?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-heal-phar-can-you-email-the-report-to-me","v900-heal-phar-can-you-email-the-report-to-me","Bạn có thể gửi email báo cáo cho tôi được không?","Can you email the report to me?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-heal-phar-can-you-help-me-call-my-travel-insurance","v900-heal-phar-can-you-help-me-call-my-travel-insurance","Bạn có thể giúp tôi gọi bảo hiểm du lịch của tôi được không?","Can you help me call my travel insurance?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-heal-phar-do-i-need-to-come-back","v900-heal-phar-do-i-need-to-come-back","Tôi có cần quay lại không?","Do I need to come back?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-heal-phar-do-you-have-this-medicine","v900-heal-phar-do-you-have-this-medicine","Bạn có thuốc này không?","Do you have this medicine?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-heal-phar-how-long-is-the-clinic-wait","v900-heal-phar-how-long-is-the-clinic-wait","Phòng khám phải đợi bao lâu?","How long is the clinic wait?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-heal-phar-how-many-days-should-i-take-it","v900-heal-phar-how-many-days-should-i-take-it","Tôi nên dùng nó trong bao nhiêu ngày?","How many days should I take it?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-heal-phar-how-many-pills-each-time","v900-heal-phar-how-many-pills-each-time","Mỗi lần bao nhiêu viên?","How many pills each time?","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-heal-phar-i-am-allergic-to-penicillin","v900-heal-phar-i-am-allergic-to-penicillin","Tôi bị dị ứng với penicillin","I am allergic to penicillin","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-heal-phar-i-have-a-cough","v900-heal-phar-i-have-a-cough","tôi bị ho","I have a cough","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-heal-phar-i-have-a-rash","v900-heal-phar-i-have-a-rash","tôi bị phát ban","I have a rash","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-heal-phar-i-have-a-sore-throat","v900-heal-phar-i-have-a-sore-throat","Tôi bị đau họng","I have a sore throat","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-heal-phar-i-have-high-blood-pressure","v900-heal-phar-i-have-high-blood-pressure","Tôi bị cao huyết áp","I have high blood pressure","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-heal-phar-i-have-trouble-breathing","v900-heal-phar-i-have-trouble-breathing","Tôi khó thở","I have trouble breathing","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-heal-phar-i-hurt-my-arm","v900-heal-phar-i-hurt-my-arm","tôi bị thương ở tay","I hurt my arm","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
"viet-phrase-v900-heal-phar-i-hurt-my-foot","v900-heal-phar-i-hurt-my-foot","Tôi bị thương ở chân","I hurt my foot","catalog-built","native-ios/Resources/viet-phrase-catalog.json","NEEDS_REVIEW","catalog_built_no_authored_source","Page is built from catalog defaults and needs durable authored source to meet the human-quality standard."
