pageID,source,title,englishTitle,categoryIDs,heroImageName,auditStatus,currentBackgroundSystem,needsBackdropWork,recommendedAsset,recommendation,rolloutBucket,imageTheme,routeContext,canonicalPageID,humanAccessVerdict,isHumanReachable,accessProof,deletionReview,reachabilityStatus,normalUserPath,backdropRisk,nextAction,searchReachable,relatedEntry,browseBackdropOverride,reachabilityChannels,incomingRelationCount,outgoingRelationCount,supportReference,assetExists,priority,runtimeExists,runtimePhraseID,runtimeAccessTier,runtimeSourceFamily,runtimeAudioStatus,runtimeAudioUsageCount,runtimeAudioFileCount,runtimeAudioFilesExist,runtimeMissingAudioCount,runtimeSearchIndexed,runtimeAliasStatus,searchAuditDecision,searchAuditReason,searchOnlyWhyCreated,searchDeleteRecommendation
viet-family-bathroom-use,tier-one phrase page,Tôi dùng nhà vệ sinh được không?,Can I use the bathroom?,bathroom-personal-needs,,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryEssentials,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryEssentials.,Needs essentials/services mini-pool,"Convenience store, service counter, public restroom sign, everyday travel errand.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-bathroom-use,Reachable: Search plus detail links,Yes,Search index contains this canonical page; 5 detail pages link to it.,No - reachable through normal app UI.,Search + related only,Search results and links from detail pages.,"Lower: reachable, but usually after a search or another detail page.",Lower than Home/Browse. Batch these after the front-facing rows or give them broad category fallbacks.,Yes,Yes,No,Search result | Related from 5 pages,5,5,No,Yes,P0 tier-one,Yes,bathroom-use,starter,Starter/base phrase catalog,ready,6,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,Promote/review,"This is tier-one traveler content. It is live in Search now, but deserves product review for Browse/Home promotion.",Created as core phrase content; current Home/Browse shelves are curated and do not expose every core row.,"Do not delete: the display ID is legacy-looking, but it resolves to a live canonical runtime page."
viet-family-bathroom-soap,tier-one phrase page,Có xà phòng không?,Do you have soap?,bathroom-personal-needs,,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryEssentials,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryEssentials.,Needs essentials/services mini-pool,"Convenience store, service counter, public restroom sign, everyday travel errand.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-bath-3,Reachable: Search plus detail links,Yes,Search index contains this canonical page; 12 detail pages link to it.,No - reachable through normal app UI.,Search + related only,Search results and links from detail pages.,"Lower: reachable, but usually after a search or another detail page.",Lower than Home/Browse. Batch these after the front-facing rows or give them broad category fallbacks.,Yes,Yes,No,Search result | Related from 12 pages,12,5,No,Yes,P0 tier-one,Yes,bath-3,starter,Starter/base phrase catalog,ready,13,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,Promote/review,"This is tier-one traveler content. It is live in Search now, but deserves product review for Browse/Home promotion.",Created as core phrase content; current Home/Browse shelves are curated and do not expose every core row.,"Do not delete: the display ID is legacy-looking, but it resolves to a live canonical runtime page."
viet-family-bathroom-wash-hands,tier-one phrase page,Tôi rửa tay ở đây được không?,Can I wash my hands here?,bathroom-personal-needs,,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryEssentials,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryEssentials.,Needs essentials/services mini-pool,"Convenience store, service counter, public restroom sign, everyday travel errand.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-bath-4,Reachable: Search plus detail links,Yes,Search index contains this canonical page; 12 detail pages link to it.,No - reachable through normal app UI.,Search + related only,Search results and links from detail pages.,"Lower: reachable, but usually after a search or another detail page.",Lower than Home/Browse. Batch these after the front-facing rows or give them broad category fallbacks.,Yes,Yes,No,Search result | Related from 12 pages,12,5,No,Yes,P0 tier-one,Yes,bath-4,starter,Starter/base phrase catalog,ready,13,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,Promote/review,"This is tier-one traveler content. It is live in Search now, but deserves product review for Browse/Home promotion.",Created as core phrase content; current Home/Browse shelves are curated and do not expose every core row.,"Do not delete: the display ID is legacy-looking, but it resolves to a live canonical runtime page."
viet-family-bathroom-water,tier-one phrase page,Tôi cần nước,I need water,bathroom-personal-needs,,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryEssentials,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryEssentials.,Needs essentials/services mini-pool,"Convenience store, service counter, public restroom sign, everyday travel errand.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-bath-5,Reachable: Search plus detail links,Yes,Search index contains this canonical page; 12 detail pages link to it.,No - reachable through normal app UI.,Search + related only,Search results and links from detail pages.,"Lower: reachable, but usually after a search or another detail page.",Lower than Home/Browse. Batch these after the front-facing rows or give them broad category fallbacks.,Yes,Yes,No,Search result | Related from 12 pages,12,5,No,Yes,P0 tier-one,Yes,bath-5,starter,Starter/base phrase catalog,ready,13,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,Promote/review,"This is tier-one traveler content. It is live in Search now, but deserves product review for Browse/Home promotion.",Created as core phrase content; current Home/Browse shelves are curated and do not expose every core row.,"Do not delete: the display ID is legacy-looking, but it resolves to a live canonical runtime page."
viet-family-emergency-police,tier-one phrase page,Gọi công an,Call the police,emergency-safety,,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryEmergency,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryEmergency.,Use emergency hero carefully; add clinic/pharmacy mini-pool,"Clinic/pharmacy frontage, calm help desk, police/assistance sign, not alarmist.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-emergency-1,Front-facing: visible from Home,Yes,Home > Help & emergency; page also exists in runtime phrase_page and Search index.,No - reachable through normal app UI.,Home visible,Home > Help & emergency,High: a user can hit this from Home and see the old single-layer detail.,Fix first: add an intrinsic page image or category fallback so Home/Search/Saved do not show screenshot 1.,Yes,Yes,Yes,Home > Help & emergency | Browse > Emergency > Safety | Search result | Related from 9 pages,9,8,No,Yes,P0 tier-one,Yes,emergency-1,starter,Starter/base phrase catalog,ready,10,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,,,,
viet-family-emergency-ambulance,tier-one phrase page,Gọi xe cứu thương,Call an ambulance,emergency-safety,,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryEmergency,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryEmergency.,Use emergency hero carefully; add clinic/pharmacy mini-pool,"Clinic/pharmacy frontage, calm help desk, police/assistance sign, not alarmist.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-emergency-2,Front-facing: visible from Browse,Yes,Browse > Emergency > Safety; Browse collection renders this page from category/city content.,No - reachable through normal app UI.,Browse visible,Browse > Emergency > Safety,"Medium: Browse has a category image path, direct entry can still show screenshot 1.","Good first-pass candidate for category fallback; Browse can pass a category image, but direct Search/Saved still need intrinsic metadata.",Yes,Yes,Yes,Browse > Emergency > Safety | Search result | Related from 9 pages,9,8,No,Yes,P0 tier-one,Yes,emergency-2,starter,Starter/base phrase catalog,ready,10,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,,,,
viet-family-emergency-passport,tier-one phrase page,Tôi mất hộ chiếu,I lost my passport,emergency-safety,,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryEmergency,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryEmergency.,Use emergency hero carefully; add clinic/pharmacy mini-pool,"Clinic/pharmacy frontage, calm help desk, police/assistance sign, not alarmist.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-emergency-3,Front-facing: visible from Home,Yes,Home > Help & emergency; page also exists in runtime phrase_page and Search index.,No - reachable through normal app UI.,Home visible,Home > Help & emergency,High: a user can hit this from Home and see the old single-layer detail.,Fix first: add an intrinsic page image or category fallback so Home/Search/Saved do not show screenshot 1.,Yes,Yes,No,Home > Help & emergency | Search result | Related from 9 pages,9,8,No,Yes,P0 tier-one,Yes,emergency-3,starter,Starter/base phrase catalog,ready,10,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,,,,
viet-family-emergency-not-safe,tier-one phrase page,Tôi cảm thấy không an toàn,I feel unsafe,emergency-safety,,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryEmergency,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryEmergency.,Use emergency hero carefully; add clinic/pharmacy mini-pool,"Clinic/pharmacy frontage, calm help desk, police/assistance sign, not alarmist.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-emergency-4,Front-facing: visible from Home,Yes,Home > Help & emergency; page also exists in runtime phrase_page and Search index.,No - reachable through normal app UI.,Home visible,Home > Help & emergency,High: a user can hit this from Home and see the old single-layer detail.,Fix first: add an intrinsic page image or category fallback so Home/Search/Saved do not show screenshot 1.,Yes,Yes,No,Home > Help & emergency | Search result | Related from 43 pages,43,8,No,Yes,P0 tier-one,Yes,emergency-4,starter,Starter/base phrase catalog,ready,44,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,,,,
viet-family-emergency-emergency,tier-one phrase page,Đây là trường hợp khẩn cấp,This is an emergency,emergency-safety,,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryEmergency,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryEmergency.,Use emergency hero carefully; add clinic/pharmacy mini-pool,"Clinic/pharmacy frontage, calm help desk, police/assistance sign, not alarmist.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-emergency-emergency,Reachable: Search plus detail links,Yes,Search index contains this canonical page; 44 detail pages link to it.,No - reachable through normal app UI.,Search + related only,Search results and links from detail pages.,"Lower: reachable, but usually after a search or another detail page.",Lower than Home/Browse. Batch these after the front-facing rows or give them broad category fallbacks.,Yes,Yes,No,Search result | Related from 44 pages,44,10,No,Yes,P0 tier-one,Yes,emergency-emergency,starter,Starter/base phrase catalog,ready,44,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,Promote/review,"This is tier-one traveler content. It is live in Search now, but deserves product review for Browse/Home promotion.",Created as core phrase content; current Home/Browse shelves are curated and do not expose every core row.,"Do not delete: the display ID is legacy-looking, but it resolves to a live canonical runtime page."
viet-family-emergency-hospital,tier-one phrase page,Bệnh viện gần nhất ở đâu?,Where is the nearest hospital?,emergency-safety,,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryEmergency,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryEmergency.,Use emergency hero carefully; add clinic/pharmacy mini-pool,"Clinic/pharmacy frontage, calm help desk, police/assistance sign, not alarmist.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-emergency-hospital,Front-facing: visible from Home,Yes,Home > Help & emergency; page also exists in runtime phrase_page and Search index.,No - reachable through normal app UI.,Home visible,Home > Help & emergency,High: a user can hit this from Home and see the old single-layer detail.,Fix first: add an intrinsic page image or category fallback so Home/Search/Saved do not show screenshot 1.,Yes,Yes,Yes,Home > Help & emergency | Browse > Emergency > Safety | Search result | Related from 43 pages,43,8,No,Yes,P0 tier-one,Yes,emergency-hospital,starter,Starter/base phrase catalog,ready,44,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,,,,
viet-family-social-from-us,tier-one phrase page,Tôi đến từ Mỹ,I’m from the United States,social-small-talk,,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryGreetings,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryGreetings.,Use category hero or shared Vietnam pool,"Warm local greeting scene, cafe/shop doorway, street conversation.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-smalltalk-1,Reachable: Search plus detail links,Yes,Search index contains this canonical page; 6 detail pages link to it.,No - reachable through normal app UI.,Search + related only,Search results and links from detail pages.,"Lower: reachable, but usually after a search or another detail page.",Lower than Home/Browse. Batch these after the front-facing rows or give them broad category fallbacks.,Yes,Yes,No,Search result | Related from 6 pages,6,10,No,Yes,P0 tier-one,Yes,smalltalk-1,starter,Starter/base phrase catalog,ready,7,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,Promote/review,"This is tier-one traveler content. It is live in Search now, but deserves product review for Browse/Home promotion.",Created as core phrase content; current Home/Browse shelves are curated and do not expose every core row.,"Do not delete: the display ID is legacy-looking, but it resolves to a live canonical runtime page."
viet-family-social-from-uk,tier-one phrase page,Tôi từ Anh,I’m from England,social-small-talk,,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryGreetings,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryGreetings.,Use category hero or shared Vietnam pool,"Warm local greeting scene, cafe/shop doorway, street conversation.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-smalltalk-2,Reachable: Search plus detail links,Yes,Search index contains this canonical page; 5 detail pages link to it.,No - reachable through normal app UI.,Search + related only,Search results and links from detail pages.,"Lower: reachable, but usually after a search or another detail page.",Lower than Home/Browse. Batch these after the front-facing rows or give them broad category fallbacks.,Yes,Yes,No,Search result | Related from 5 pages,5,10,No,Yes,P0 tier-one,Yes,smalltalk-2,starter,Starter/base phrase catalog,ready,6,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,Promote/review,"This is tier-one traveler content. It is live in Search now, but deserves product review for Browse/Home promotion.",Created as core phrase content; current Home/Browse shelves are curated and do not expose every core row.,"Do not delete: the display ID is legacy-looking, but it resolves to a live canonical runtime page."
viet-family-social-first-time,tier-one phrase page,Đây là lần đầu của tôi,This is my first time,social-small-talk,,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryGreetings,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryGreetings.,Use category hero or shared Vietnam pool,"Warm local greeting scene, cafe/shop doorway, street conversation.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-smalltalk-3,Reachable: Search plus detail links,Yes,Search index contains this canonical page; 5 detail pages link to it.,No - reachable through normal app UI.,Search + related only,Search results and links from detail pages.,"Lower: reachable, but usually after a search or another detail page.",Lower than Home/Browse. Batch these after the front-facing rows or give them broad category fallbacks.,Yes,Yes,No,Search result | Related from 5 pages,5,10,No,Yes,P0 tier-one,Yes,smalltalk-3,starter,Starter/base phrase catalog,ready,6,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,Promote/review,"This is tier-one traveler content. It is live in Search now, but deserves product review for Browse/Home promotion.",Created as core phrase content; current Home/Browse shelves are curated and do not expose every core row.,"Do not delete: the display ID is legacy-looking, but it resolves to a live canonical runtime page."
viet-family-social-like-vietnam,tier-one phrase page,Tôi thích Việt Nam,I like Vietnam,social-small-talk,,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryGreetings,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryGreetings.,Use category hero or shared Vietnam pool,"Warm local greeting scene, cafe/shop doorway, street conversation.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-smalltalk-4,Reachable: Search plus detail links,Yes,Search index contains this canonical page; 16 detail pages link to it.,No - reachable through normal app UI.,Search + related only,Search results and links from detail pages.,"Lower: reachable, but usually after a search or another detail page.",Lower than Home/Browse. Batch these after the front-facing rows or give them broad category fallbacks.,Yes,Yes,No,Search result | Related from 16 pages,16,10,No,Yes,P0 tier-one,Yes,smalltalk-4,starter,Starter/base phrase catalog,ready,17,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,Promote/review,"This is tier-one traveler content. It is live in Search now, but deserves product review for Browse/Home promotion.",Created as core phrase content; current Home/Browse shelves are curated and do not expose every core row.,"Do not delete: the display ID is legacy-looking, but it resolves to a live canonical runtime page."
viet-family-social-food-good,tier-one phrase page,Đồ ăn ngon quá,The food is so good,social-small-talk,,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryGreetings,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryGreetings.,Use category hero or shared Vietnam pool,"Warm local greeting scene, cafe/shop doorway, street conversation.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-smalltalk-5,Reachable: Search plus detail links,Yes,Search index contains this canonical page; 15 detail pages link to it.,No - reachable through normal app UI.,Search + related only,Search results and links from detail pages.,"Lower: reachable, but usually after a search or another detail page.",Lower than Home/Browse. Batch these after the front-facing rows or give them broad category fallbacks.,Yes,Yes,No,Search result | Related from 15 pages,15,10,No,Yes,P0 tier-one,Yes,smalltalk-5,starter,Starter/base phrase catalog,ready,16,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,Promote/review,"This is tier-one traveler content. It is live in Search now, but deserves product review for Browse/Home promotion.",Created as core phrase content; current Home/Browse shelves are curated and do not expose every core row.,"Do not delete: the display ID is legacy-looking, but it resolves to a live canonical runtime page."
viet-family-social-weather-hot,tier-one phrase page,Thời tiết nóng quá,The weather is so hot,social-small-talk,,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryGreetings,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryGreetings.,Use category hero or shared Vietnam pool,"Warm local greeting scene, cafe/shop doorway, street conversation.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-smalltalk-6,Reachable: Search plus detail links,Yes,Search index contains this canonical page; 15 detail pages link to it.,No - reachable through normal app UI.,Search + related only,Search results and links from detail pages.,"Lower: reachable, but usually after a search or another detail page.",Lower than Home/Browse. Batch these after the front-facing rows or give them broad category fallbacks.,Yes,Yes,No,Search result | Related from 15 pages,15,10,No,Yes,P0 tier-one,Yes,smalltalk-6,starter,Starter/base phrase catalog,ready,16,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,Promote/review,"This is tier-one traveler content. It is live in Search now, but deserves product review for Browse/Home promotion.",Created as core phrase content; current Home/Browse shelves are curated and do not expose every core row.,"Do not delete: the display ID is legacy-looking, but it resolves to a live canonical runtime page."
viet-family-sight-ticket,tier-one phrase page,Vé bao nhiêu?,How much is the ticket?,sightseeing-activities,,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryGettingAround,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryGettingAround.,Use landmarks/city hero pool,"Ticket booth, attraction entrance, landmark walkway, photo-friendly place scene.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-sight-1,Reachable: Search plus detail links,Yes,Search index contains this canonical page; 8 detail pages link to it.,No - reachable through normal app UI.,Search + related only,Search results and links from detail pages.,"Lower: reachable, but usually after a search or another detail page.",Lower than Home/Browse. Batch these after the front-facing rows or give them broad category fallbacks.,Yes,Yes,No,Search result | Related from 8 pages,8,5,No,Yes,P0 tier-one,Yes,sight-1,starter,Starter/base phrase catalog,ready,9,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,Promote/review,"This is tier-one traveler content. It is live in Search now, but deserves product review for Browse/Home promotion.",Created as core phrase content; current Home/Browse shelves are curated and do not expose every core row.,"Do not delete: the display ID is legacy-looking, but it resolves to a live canonical runtime page."
viet-family-sight-start,tier-one phrase page,Bắt đầu ở đâu?,Where do we start?,sightseeing-activities,,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryGettingAround,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryGettingAround.,Use landmarks/city hero pool,"Ticket booth, attraction entrance, landmark walkway, photo-friendly place scene.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-sight-2,Reachable: Search plus detail links,Yes,Search index contains this canonical page; 35 detail pages link to it.,No - reachable through normal app UI.,Search + related only,Search results and links from detail pages.,"Lower: reachable, but usually after a search or another detail page.",Lower than Home/Browse. Batch these after the front-facing rows or give them broad category fallbacks.,Yes,Yes,No,Search result | Related from 35 pages,35,5,No,Yes,P0 tier-one,Yes,sight-2,starter,Starter/base phrase catalog,ready,36,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,Promote/review,"This is tier-one traveler content. It is live in Search now, but deserves product review for Browse/Home promotion.",Created as core phrase content; current Home/Browse shelves are curated and do not expose every core row.,"Do not delete: the display ID is legacy-looking, but it resolves to a live canonical runtime page."
viet-family-sight-photos,tier-one phrase page,Tôi chụp hình ở đây được không?,Can I take photos here?,sightseeing-activities,,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryGettingAround,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryGettingAround.,Use landmarks/city hero pool,"Ticket booth, attraction entrance, landmark walkway, photo-friendly place scene.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-sight-3,Reachable: Search plus detail links,Yes,Search index contains this canonical page; 162 detail pages link to it.,No - reachable through normal app UI.,Search + related only,Search results and links from detail pages.,"Lower: reachable, but usually after a search or another detail page.",Lower than Home/Browse. Batch these after the front-facing rows or give them broad category fallbacks.,Yes,Yes,No,Search result | Related from 162 pages,162,5,No,Yes,P0 tier-one,Yes,sight-3,starter,Starter/base phrase catalog,ready,163,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,Promote/review,"This is tier-one traveler content. It is live in Search now, but deserves product review for Browse/Home promotion.",Created as core phrase content; current Home/Browse shelves are curated and do not expose every core row.,"Do not delete: the display ID is legacy-looking, but it resolves to a live canonical runtime page."
viet-family-sight-close,tier-one phrase page,Mấy giờ đóng cửa?,What time does it close?,sightseeing-activities,,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryGettingAround,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryGettingAround.,Use landmarks/city hero pool,"Ticket booth, attraction entrance, landmark walkway, photo-friendly place scene.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-sight-4,Reachable: Search plus detail links,Yes,Search index contains this canonical page; 41 detail pages link to it.,No - reachable through normal app UI.,Search + related only,Search results and links from detail pages.,"Lower: reachable, but usually after a search or another detail page.",Lower than Home/Browse. Batch these after the front-facing rows or give them broad category fallbacks.,Yes,Yes,No,Search result | Related from 41 pages,41,5,No,Yes,P0 tier-one,Yes,sight-4,starter,Starter/base phrase catalog,ready,42,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,Promote/review,"This is tier-one traveler content. It is live in Search now, but deserves product review for Browse/Home promotion.",Created as core phrase content; current Home/Browse shelves are curated and do not expose every core row.,"Do not delete: the display ID is legacy-looking, but it resolves to a live canonical runtime page."
viet-family-sight-meeting-point,tier-one phrase page,Điểm gặp ở đâu?,Where is the meeting point?,sightseeing-activities,,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryGettingAround,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryGettingAround.,Use landmarks/city hero pool,"Ticket booth, attraction entrance, landmark walkway, photo-friendly place scene.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-sight-5,Reachable: Search plus detail links,Yes,Search index contains this canonical page; 78 detail pages link to it.,No - reachable through normal app UI.,Search + related only,Search results and links from detail pages.,"Lower: reachable, but usually after a search or another detail page.",Lower than Home/Browse. Batch these after the front-facing rows or give them broad category fallbacks.,Yes,Yes,No,Search result | Related from 78 pages,78,5,No,Yes,P0 tier-one,Yes,sight-5,starter,Starter/base phrase catalog,ready,79,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,Promote/review,"This is tier-one traveler content. It is live in Search now, but deserves product review for Browse/Home promotion.",Created as core phrase content; current Home/Browse shelves are curated and do not expose every core row.,"Do not delete: the display ID is legacy-looking, but it resolves to a live canonical runtime page."
viet-family-service-water,tier-one phrase page,Cho tôi chai nước,A bottle of water please,local-services-everyday-tasks,,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryEssentials,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryEssentials.,Needs essentials/services mini-pool,"Convenience store, service counter, public restroom sign, everyday travel errand.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-store-1,Front-facing: visible from Home,Yes,Home > Use now; page also exists in runtime phrase_page and Search index.,No - reachable through normal app UI.,Home visible,Home > Use now,High: a user can hit this from Home and see the old single-layer detail.,Fix first: add an intrinsic page image or category fallback so Home/Search/Saved do not show screenshot 1.,Yes,Yes,Yes,Home > Use now | Browse > Eating Out > Order drinks | Search result | Related from 41 pages,41,7,No,Yes,P0 tier-one,Yes,store-1,starter,Starter/base phrase catalog,ready,42,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,,,,
viet-family-service-bag,tier-one phrase page,Có túi không?,Do you have a bag?,local-services-everyday-tasks,,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryEssentials,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryEssentials.,Needs essentials/services mini-pool,"Convenience store, service counter, public restroom sign, everyday travel errand.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-store-2,Reachable: Search plus detail links,Yes,Search index contains this canonical page; 8 detail pages link to it.,No - reachable through normal app UI.,Search + related only,Search results and links from detail pages.,"Lower: reachable, but usually after a search or another detail page.",Lower than Home/Browse. Batch these after the front-facing rows or give them broad category fallbacks.,Yes,Yes,No,Search result | Related from 8 pages,8,7,No,Yes,P0 tier-one,Yes,store-2,starter,Starter/base phrase catalog,ready,9,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,Promote/review,"This is tier-one traveler content. It is live in Search now, but deserves product review for Browse/Home promotion.",Created as core phrase content; current Home/Browse shelves are curated and do not expose every core row.,"Do not delete: the display ID is legacy-looking, but it resolves to a live canonical runtime page."
