"﻿phrase_id","scenario_id","family_id","family_title","family_summary","audio_key","english_text","target_text","canonical_target_text","pronunciation","access_tier","variant_role","context","you_may_hear","search_aliases","warning_note_type","audio_status","emoji","notes","status"
"v900-hote-acco-can-i-stay-one-more-night","hotel-accommodation","v900-hote-acco-can-i-stay-one-more-night","Can I stay one more night","Ask this when you need can i stay one more night.","v900-hote-acco-can-i-stay-one-more-night","Can I stay one more night?","Tôi có thể ở lại thêm một đêm nữa được không?","Tôi có thể ở lại thêm một đêm nữa được không?","Toi co the o lai them mot dem nua duoc khong","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","can i stay one more night?|can i stay one more night","","ready","🏨","cleanup import: Hotel & Accommodation / Checkout, Extensions & Payment / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-the-room-smells-like-smoke","hotel-accommodation","v900-hote-acco-the-room-smells-like-smoke","The room smells like smoke","Use this when you need to say the room smells like smoke.","v900-hote-acco-the-room-smells-like-smoke","The room smells like smoke","Căn phòng có mùi khói","Căn phòng có mùi khói","Can phong co mui khoi","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","the room smells like smoke","","ready","🏨","cleanup import: Hotel & Accommodation / Room Problems / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-the-shower-is-not-draining","hotel-accommodation","v900-hote-acco-the-shower-is-not-draining","The shower is not draining","Use this when you need to say the shower is not draining.","v900-hote-acco-the-shower-is-not-draining","The shower is not draining","Vòi sen không chảy nước","Vòi sen không chảy nước","Voi sen khong chay nuoc","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","the shower is not draining","","ready","🏨","cleanup import: Hotel & Accommodation / Room Problems / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-how-much-is-one-extra-night","hotel-accommodation","v900-hote-acco-how-much-is-one-extra-night","How much is one extra night","Ask this when you need how much is one extra night.","v900-hote-acco-how-much-is-one-extra-night","How much is one extra night?","Thêm một đêm là bao nhiêu?","Thêm một đêm là bao nhiêu?","Them mot dem la bao nhieu","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","how much is one extra night?|how much is one extra night","","ready","🏨","cleanup import: Hotel & Accommodation / Checkout, Extensions & Payment / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-id-like-to-check-in-please","hotel-accommodation","v900-hote-acco-id-like-to-check-in-please","I’d like to check in, please","Use this when you need to explain that i’d like to check in, please.","v900-hote-acco-id-like-to-check-in-please","I’d like to check in, please","Tôi muốn nhận phòng, vui lòng","Tôi muốn nhận phòng, vui lòng","Toi muon nhan phong vui long","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","i’d like to check in, please|i d like to check in please","","ready","🏨","cleanup import: Hotel & Accommodation / Check-In & Reservation / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-can-you-clean-the-room-today","hotel-accommodation","v900-hote-acco-can-you-clean-the-room-today","Can you clean the room today","Ask this when you need can you clean the room today.","v900-hote-acco-can-you-clean-the-room-today","Can you clean the room today?","Hôm nay bạn có thể dọn phòng được không?","Hôm nay bạn có thể dọn phòng được không?","Hom nay ban co the don phong duoc khong","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","can you clean the room today?|can you clean the room today","","ready","🏨","cleanup import: Hotel & Accommodation / Housekeeping & Supplies / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-can-you-email-me-the-invoice","hotel-accommodation","v900-hote-acco-can-you-email-me-the-invoice","Can you email me the invoice","Ask this when you need can you email me the invoice.","v900-hote-acco-can-you-email-me-the-invoice","Can you email me the invoice?","Bạn có thể gửi email cho tôi hóa đơn được không?","Bạn có thể gửi email cho tôi hóa đơn được không?","Ban co the gui email cho toi hoa don duoc khong","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","can you email me the invoice?|can you email me the invoice","","ready","🏨","cleanup import: Hotel & Accommodation / Checkout, Extensions & Payment / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-can-you-help-me-with-my-bags","hotel-accommodation","v900-hote-acco-can-you-help-me-with-my-bags","Can you help me with my bags","Ask this when you need can you help me with my bags.","v900-hote-acco-can-you-help-me-with-my-bags","Can you help me with my bags?","Bạn có thể giúp tôi mang túi xách được không?","Bạn có thể giúp tôi mang túi xách được không?","Ban co the giup toi mang tui xach duoc khong","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","can you help me with my bags?|can you help me with my bags","","ready","🏨","cleanup import: Hotel & Accommodation / Luggage, Taxi & Services / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-there-are-insects-in-the-room","hotel-accommodation","v900-hote-acco-there-are-insects-in-the-room","There are insects in the room","Use this when you need to say there are insects in the room.","v900-hote-acco-there-are-insects-in-the-room","There are insects in the room","Có côn trùng trong phòng","Có côn trùng trong phòng","Co con trung trong phong","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","there are insects in the room","","ready","🏨","cleanup import: Hotel & Accommodation / Room Problems / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-this-is-not-the-room-i-booked","hotel-accommodation","v900-hote-acco-this-is-not-the-room-i-booked","This is not the room I booked","Use this when you need to say this is not the room i booked.","v900-hote-acco-this-is-not-the-room-i-booked","This is not the room I booked","Đây không phải là phòng tôi đã đặt","Đây không phải là phòng tôi đã đặt","Day khong phai la phong toi da dat","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","this is not the room i booked","","ready","🏨","cleanup import: Hotel & Accommodation / Complaints, Changes & Refunds / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-can-i-have-a-non-smoking-room","hotel-accommodation","v900-hote-acco-can-i-have-a-non-smoking-room","Can I have a non-smoking room","Ask this when you need can i have a non-smoking room.","v900-hote-acco-can-i-have-a-non-smoking-room","Can I have a non-smoking room?","Tôi có thể có phòng không hút thuốc được không?","Tôi có thể có phòng không hút thuốc được không?","Toi co the co phong khong hut thuoc duoc khong","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","can i have a non-smoking room?|can i have a non smoking room","","ready","🏨","cleanup import: Hotel & Accommodation / Room Requests & Preferences / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-can-you-arrange-a-taxi-for-me","hotel-accommodation","v900-hote-acco-can-you-arrange-a-taxi-for-me","Can you arrange a taxi for me","Ask this when you need can you arrange a taxi for me.","v900-hote-acco-can-you-arrange-a-taxi-for-me","Can you arrange a taxi for me?","Bạn có thể sắp xếp một chiếc taxi cho tôi được không?","Bạn có thể sắp xếp một chiếc taxi cho tôi được không?","Ban co the sap xep mot chiec taxi cho toi duoc khong","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","can you arrange a taxi for me?|can you arrange a taxi for me","","ready","🏨","cleanup import: Hotel & Accommodation / Luggage, Taxi & Services / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-can-i-have-more-drinking-water","hotel-accommodation","v900-hote-acco-can-i-have-more-drinking-water","Can I have more drinking water","Ask this when you need can i have more drinking water.","v900-hote-acco-can-i-have-more-drinking-water","Can I have more drinking water?","Tôi có thể uống thêm nước được không?","Tôi có thể uống thêm nước được không?","Toi co the uong them nuoc duoc khong","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","can i have more drinking water?|can i have more drinking water","","ready","🏨","cleanup import: Hotel & Accommodation / Housekeeping & Supplies / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-can-you-put-us-in-nearby-rooms","hotel-accommodation","v900-hote-acco-can-you-put-us-in-nearby-rooms","Can you put us in nearby rooms","Ask this when you need can you put us in nearby rooms.","v900-hote-acco-can-you-put-us-in-nearby-rooms","Can you put us in nearby rooms?","Bạn có thể đưa chúng tôi vào phòng gần đó được không?","Bạn có thể đưa chúng tôi vào phòng gần đó được không?","Ban co the dua chung toi vao phong gan do duoc khong","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","can you put us in nearby rooms?|can you put us in nearby rooms","","ready","🏨","cleanup import: Hotel & Accommodation / Room Requests & Preferences / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-is-this-room-available-tonight","hotel-accommodation","v900-hote-acco-is-this-room-available-tonight","Is this room available tonight","Ask this when you need is this room available tonight.","v900-hote-acco-is-this-room-available-tonight","Is this room available tonight?","Phòng này có trống tối nay không?","Phòng này có trống tối nay không?","Phong nay co trong toi nay khong","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","is this room available tonight?|is this room available tonight","","ready","🏨","cleanup import: Hotel & Accommodation / Room Requests & Preferences / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-where-can-i-pick-up-my-luggage","hotel-accommodation","v900-hote-acco-where-can-i-pick-up-my-luggage","Where can I pick up my luggage","Ask this when you need where can i pick up my luggage.","v900-hote-acco-where-can-i-pick-up-my-luggage","Where can I pick up my luggage?","Tôi có thể nhận hành lý của mình ở đâu?","Tôi có thể nhận hành lý của mình ở đâu?","Toi co the nhan hanh ly cua minh o dau","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","where can i pick up my luggage?|where can i pick up my luggage","","ready","🏨","cleanup import: Hotel & Accommodation / Luggage, Taxi & Services / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-can-i-get-a-refund-for-the-room","hotel-accommodation","v900-hote-acco-can-i-get-a-refund-for-the-room","Can I get a refund for the room","Ask this when you need can i get a refund for the room.","v900-hote-acco-can-i-get-a-refund-for-the-room","Can I get a refund for the room?","Tôi có thể được hoàn lại tiền phòng không?","Tôi có thể được hoàn lại tiền phòng không?","Toi co the duoc hoan lai tien phong khong","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","can i get a refund for the room?|can i get a refund for the room","","ready","🏨","cleanup import: Hotel & Accommodation / Complaints, Changes & Refunds / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-can-i-have-a-room-with-a-window","hotel-accommodation","v900-hote-acco-can-i-have-a-room-with-a-window","Can I have a room with a window","Ask this when you need can i have a room with a window.","v900-hote-acco-can-i-have-a-room-with-a-window","Can I have a room with a window?","Tôi có thể đặt phòng có cửa sổ được không?","Tôi có thể đặt phòng có cửa sổ được không?","Toi co the dat phong co cua so duoc khong","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","can i have a room with a window?|can i have a room with a window","","ready","🏨","cleanup import: Hotel & Accommodation / Room Requests & Preferences / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-can-i-have-a-room-with-two-beds","hotel-accommodation","v900-hote-acco-can-i-have-a-room-with-two-beds","Can I have a room with two beds","Ask this when you need can i have a room with two beds.","v900-hote-acco-can-i-have-a-room-with-two-beds","Can I have a room with two beds?","Tôi có thể đặt một phòng có hai giường được không?","Tôi có thể đặt một phòng có hai giường được không?","Toi co the dat mot phong co hai giuong duoc khong","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","can i have a room with two beds?|can i have a room with two beds","","ready","🏨","cleanup import: Hotel & Accommodation / Room Requests & Preferences / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-can-you-print-my-document-for-me","hotel-accommodation","v900-hote-acco-can-you-print-my-document-for-me","Can you print my document for me","Ask this when you need can you print my document for me.","v900-hote-acco-can-you-print-my-document-for-me","Can you print my document for me?","Bạn có thể in tài liệu cho tôi được không?","Bạn có thể in tài liệu cho tôi được không?","Ban co the in tai lieu cho toi duoc khong","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","can you print my document for me?|can you print my document for me","","ready","🏨","cleanup import: Hotel & Accommodation / Luggage, Taxi & Services / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-can-you-book-a-car-to-the-airport","hotel-accommodation","v900-hote-acco-can-you-book-a-car-to-the-airport","Can you book a car to the airport","Ask this when you need can you book a car to the airport.","v900-hote-acco-can-you-book-a-car-to-the-airport","Can you book a car to the airport?","Bạn có thể đặt xe tới sân bay được không?","Bạn có thể đặt xe tới sân bay được không?","Ban co the dat xe toi san bay duoc khong","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","can you book a car to the airport?|can you book a car to the airport","","ready","🏨","cleanup import: Hotel & Accommodation / Luggage, Taxi & Services / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-please-do-not-clean-the-room-today","hotel-accommodation","v900-hote-acco-please-do-not-clean-the-room-today","Please do not clean the room today","Use this when you need direct help with the next step.","v900-hote-acco-please-do-not-clean-the-room-today","Please do not clean the room today","Xin vui lòng không dọn phòng ngày hôm nay","Xin vui lòng không dọn phòng ngày hôm nay","Xin vui long khong don phong ngay hom nay","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","please do not clean the room today","","ready","🏨","cleanup import: Hotel & Accommodation / Housekeeping & Supplies / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-the-reservation-is-under-this-name","hotel-accommodation","v900-hote-acco-the-reservation-is-under-this-name","The reservation is under this name","Use this when you need to say the reservation is under this name.","v900-hote-acco-the-reservation-is-under-this-name","The reservation is under this name","Đặt chỗ dưới tên này","Đặt chỗ dưới tên này","Dat cho duoi ten nay","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","the reservation is under this name","","ready","🏨","cleanup import: Hotel & Accommodation / Check-In & Reservation / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-can-i-leave-my-bags-until-check-in","hotel-accommodation","v900-hote-acco-can-i-leave-my-bags-until-check-in","Can I leave my bags until check-in","Ask this when you need can i leave my bags until check-in.","v900-hote-acco-can-i-leave-my-bags-until-check-in","Can I leave my bags until check-in?","Tôi có thể để lại hành lý của mình cho đến khi nhận phòng không?","Tôi có thể để lại hành lý của mình cho đến khi nhận phòng không?","Toi co the de lai hanh ly cua minh cho den khi nhan phong khong","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","can i leave my bags until check-in?|can i leave my bags until check in","","ready","🏨","cleanup import: Hotel & Accommodation / Check-In & Reservation / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-the-wi-fi-is-not-working-in-my-room","hotel-accommodation","v900-hote-acco-the-wi-fi-is-not-working-in-my-room","The Wi-Fi is not working in my room","Use this when you need to say the wi-fi is not working in my room.","v900-hote-acco-the-wi-fi-is-not-working-in-my-room","The Wi-Fi is not working in my room","Wi-Fi không hoạt động trong phòng tôi","Wi-Fi không hoạt động trong phòng tôi","Wi-Fi khong hoat dong trong phong toi","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","the wi-fi is not working in my room|the wi fi is not working in my room","","ready","🏨","cleanup import: Hotel & Accommodation / Room Problems / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-can-i-have-a-room-away-from-the-street","hotel-accommodation","v900-hote-acco-can-i-have-a-room-away-from-the-street","Can I have a room away from the street","Ask this when you need can i have a room away from the street.","v900-hote-acco-can-i-have-a-room-away-from-the-street","Can I have a room away from the street?","Tôi có thể có một phòng cách xa đường phố được không?","Tôi có thể có một phòng cách xa đường phố được không?","Toi co the co mot phong cach xa duong pho duoc khong","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","can i have a room away from the street?|can i have a room away from the street","","ready","🏨","cleanup import: Hotel & Accommodation / Room Requests & Preferences / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-can-you-store-my-luggage-after-check-out","hotel-accommodation","v900-hote-acco-can-you-store-my-luggage-after-check-out","Can you store my luggage after check-out","Ask this when you need can you store my luggage after check-out.","v900-hote-acco-can-you-store-my-luggage-after-check-out","Can you store my luggage after check-out?","Bạn có thể gửi hành lý của tôi sau khi trả phòng không?","Bạn có thể gửi hành lý của tôi sau khi trả phòng không?","Ban co the gui hanh ly cua toi sau khi tra phong khong","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","can you store my luggage after check-out?|can you store my luggage after check out","","ready","🏨","cleanup import: Hotel & Accommodation / Luggage, Taxi & Services / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-i-was-charged-for-something-i-did-not-use","hotel-accommodation","v900-hote-acco-i-was-charged-for-something-i-did-not-use","I was charged for something I did not use","Use this when you need to explain that i was charged for something i did not use.","v900-hote-acco-i-was-charged-for-something-i-did-not-use","I was charged for something I did not use","Tôi đã bị tính phí cho thứ mà tôi không sử dụng","Tôi đã bị tính phí cho thứ mà tôi không sử dụng","Toi da bi tinh phi cho thu ma toi khong su dung","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","i was charged for something i did not use","","ready","🏨","cleanup import: Hotel & Accommodation / Checkout, Extensions & Payment / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-can-you-write-down-the-cancellation-policy","hotel-accommodation","v900-hote-acco-can-you-write-down-the-cancellation-policy","Can you write down the cancellation policy","Ask this when you need can you write down the cancellation policy.","v900-hote-acco-can-you-write-down-the-cancellation-policy","Can you write down the cancellation policy?","Bạn có thể viết ra chính sách hủy được không?","Bạn có thể viết ra chính sách hủy được không?","Ban co the viet ra chinh sach huy duoc khong","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","can you write down the cancellation policy?|can you write down the cancellation policy","","ready","🏨","cleanup import: Hotel & Accommodation / Complaints, Changes & Refunds / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-can-i-have-a-baby-crib","hotel-accommodation","v900-hote-acco-can-i-have-a-baby-crib","Can I have a baby crib","Ask this when you need can i have a baby crib.","v900-hote-acco-can-i-have-a-baby-crib","Can I have a baby crib?","Tôi có thể có một cái cũi em bé được không?","Tôi có thể có một cái cũi em bé được không?","Toi co the co mot cai cui em be duoc khong","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","can i have a baby crib?|can i have a baby crib","","ready","🏨","cleanup import: Hotel & Accommodation / Room Requests & Preferences / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-everything-was-good-thank-you","hotel-accommodation","v900-hote-acco-everything-was-good-thank-you","Everything was good, thank you","Use this when you need to say everything was good, thank you.","v900-hote-acco-everything-was-good-thank-you","Everything was good, thank you","Mọi thứ đều tốt, cảm ơn bạn","Mọi thứ đều tốt, cảm ơn bạn","Moi thu deu tot cam on ban","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","everything was good, thank you|everything was good thank you","","ready","🏨","cleanup import: Hotel & Accommodation / Checkout, Extensions & Payment / keep_as_is; selected as 900 premium fill","approved"
"v900-hote-acco-can-you-recommend-a-nearby-restaurant","hotel-accommodation","v900-hote-acco-can-you-recommend-a-nearby-restaurant","Can you recommend a nearby restaurant","Ask this when you need can you recommend a nearby restaurant.","v900-hote-acco-can-you-recommend-a-nearby-restaurant","Can you recommend a nearby restaurant?","Bạn có thể giới thiệu một nhà hàng gần đó không?","Bạn có thể giới thiệu một nhà hàng gần đó không?","Ban co the gioi thieu mot nha hang gan do khong","premium","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","can you recommend a nearby restaurant?|can you recommend a nearby restaurant","","ready","🏨","cleanup import: Hotel & Accommodation / Luggage, Taxi & Services / keep_as_is; selected as 900 premium fill","approved"
"v900-food-drin-no-msg-please","food-drink","v900-food-drin-no-msg-please","No MSG, please","Use this when you need to say no msg, please.","v900-food-drin-no-msg-please","No MSG, please","Không có bột ngọt, làm ơn","Không có bột ngọt, làm ơn","Khong co bot ngot lam on","premium","say-first","Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.","","no msg, please|no msg please","","ready","🍽️","cleanup import: Food & Drink / Customization & Condiments / keep_as_is; selected as 900 premium fill","approved"
"v900-food-drin-is-this-cooked","food-drink","v900-food-drin-is-this-cooked","Is this cooked","Ask this when you need is this cooked.","v900-food-drin-is-this-cooked","Is this cooked?","Cái này đã được nấu chín chưa?","Cái này đã được nấu chín chưa?","Cai nay da duoc nau chin chua","premium","say-first","Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.","","is this cooked?|is this cooked","","ready","🍽️","cleanup import: Food & Drink / Ordering Food / keep_as_is; selected as 900 premium fill","approved"
"v900-food-drin-can-i-have-lime","food-drink","v900-food-drin-can-i-have-lime","Can I have lime","Ask this when you need can i have lime.","v900-food-drin-can-i-have-lime","Can I have lime?","Tôi có thể có vôi không?","Tôi có thể có vôi không?","Toi co the co voi khong","premium","say-first","Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.","","can i have lime?|can i have lime","","ready","🍽️","cleanup import: Food & Drink / Customization & Condiments / keep_as_is; selected as 900 premium fill","approved"
"v900-food-drin-one-more-please","food-drink","v900-food-drin-one-more-please","One more, please","Use this when you need to say one more, please.","v900-food-drin-one-more-please","One more, please","Xin thêm một cái nữa","Xin thêm một cái nữa","Xin them mot cai nua","premium","say-first","Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.","","one more, please|one more please","","ready","🍽️","cleanup import: Food & Drink / Ordering Food / keep_as_is; selected as 900 premium fill","approved"
"v900-food-drin-i-do-not-eat-beef","food-drink","v900-food-drin-i-do-not-eat-beef","I do not eat beef","Use this when you need to explain that i do not eat beef.","v900-food-drin-i-do-not-eat-beef","I do not eat beef","Tôi không ăn thịt bò","Tôi không ăn thịt bò","Toi khong an thit bo","premium","say-first","Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.","","i do not eat beef","","ready","🍽️","cleanup import: Food & Drink / Dietary Needs & Allergies / keep_as_is; selected as 900 premium fill","approved"
"v900-food-drin-i-do-not-eat-pork","food-drink","v900-food-drin-i-do-not-eat-pork","I do not eat pork","Use this when you need to explain that i do not eat pork.","v900-food-drin-i-do-not-eat-pork","I do not eat pork","Tôi không ăn thịt lợn","Tôi không ăn thịt lợn","Toi khong an thit lon","premium","say-first","Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.","","i do not eat pork","","ready","🍽️","cleanup import: Food & Drink / Dietary Needs & Allergies / keep_as_is; selected as 900 premium fill","approved"
"v900-food-drin-i-cannot-eat-dairy","food-drink","v900-food-drin-i-cannot-eat-dairy","I cannot eat dairy","Use this when you need to explain that i cannot eat dairy.","v900-food-drin-i-cannot-eat-dairy","I cannot eat dairy","Tôi không thể ăn sữa","Tôi không thể ăn sữa","Toi khong the an sua","premium","say-first","Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.","","i cannot eat dairy","","ready","🍽️","cleanup import: Food & Drink / Dietary Needs & Allergies / keep_as_is; selected as 900 premium fill","approved"
"v900-food-drin-less-sugar-please","food-drink","v900-food-drin-less-sugar-please","Less sugar, please","Use this when you need to say less sugar, please.","v900-food-drin-less-sugar-please","Less sugar, please","Làm ơn bớt đường đi","Làm ơn bớt đường đi","Lam on bot duong di","premium","say-first","Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.","","less sugar, please|less sugar please","","ready","🍽️","cleanup import: Food & Drink / Customization & Condiments / keep_as_is; selected as 900 premium fill","approved"
"v900-food-drin-can-i-have-napkins","food-drink","v900-food-drin-can-i-have-napkins","Can I have napkins","Ask this when you need can i have napkins.","v900-food-drin-can-i-have-napkins","Can I have napkins?","Tôi có thể có khăn ăn được không?","Tôi có thể có khăn ăn được không?","Toi co the co khan an duoc khong","premium","say-first","Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.","","can i have napkins?|can i have napkins","","ready","🍽️","cleanup import: Food & Drink / Customization & Condiments / keep_as_is; selected as 900 premium fill","approved"
"v900-food-drin-i-cannot-eat-gluten","food-drink","v900-food-drin-i-cannot-eat-gluten","I cannot eat gluten","Use this when you need to explain that i cannot eat gluten.","v900-food-drin-i-cannot-eat-gluten","I cannot eat gluten","Tôi không thể ăn gluten","Tôi không thể ăn gluten","Toi khong the an gluten","premium","say-first","Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.","","i cannot eat gluten","","ready","🍽️","cleanup import: Food & Drink / Dietary Needs & Allergies / keep_as_is; selected as 900 premium fill","approved"
"v900-food-drin-this-is-undercooked","food-drink","v900-food-drin-this-is-undercooked","This is undercooked","Use this when you need to say this is undercooked.","v900-food-drin-this-is-undercooked","This is undercooked","Món này chưa được nấu chín kỹ","Món này chưa được nấu chín kỹ","Mon nay chua duoc nau chin ky","premium","say-first","Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.","","this is undercooked","","ready","🍽️","cleanup import: Food & Drink / Order Problems & Recovery / keep_as_is; selected as 900 premium fill","approved"
"v900-food-drin-can-you-change-this","food-drink","v900-food-drin-can-you-change-this","Can you change this","Ask this when you need can you change this.","v900-food-drin-can-you-change-this","Can you change this?","Bạn có thể thay đổi điều này?","Bạn có thể thay đổi điều này?","Ban co the thay doi dieu nay","premium","say-first","Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.","","can you change this?|can you change this","","ready","🍽️","cleanup import: Food & Drink / Order Problems & Recovery / keep_as_is; selected as 900 premium fill","approved"
"v900-food-drin-i-do-not-eat-seafood","food-drink","v900-food-drin-i-do-not-eat-seafood","I do not eat seafood","Use this when you need to explain that i do not eat seafood.","v900-food-drin-i-do-not-eat-seafood","I do not eat seafood","Tôi không ăn hải sản","Tôi không ăn hải sản","Toi khong an hai san","premium","say-first","Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.","","i do not eat seafood","","ready","🍽️","cleanup import: Food & Drink / Dietary Needs & Allergies / keep_as_is; selected as 900 premium fill","approved"
"v900-food-drin-one-iced-tea-please","food-drink","v900-food-drin-one-iced-tea-please","One iced tea, please","Use this when you need to say one iced tea, please.","v900-food-drin-one-iced-tea-please","One iced tea, please","Làm ơn cho một ly trà đá","Làm ơn cho một ly trà đá","Lam on cho mot ly tra da","premium","say-first","Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.","","one iced tea, please|one iced tea please","","ready","🍽️","cleanup import: Food & Drink / Coffee, Drinks & Dessert / keep_as_is; selected as 900 premium fill","approved"
"v900-food-drin-two-of-these-please","food-drink","v900-food-drin-two-of-these-please","Two of these, please","Use this when you need to say two of these, please.","v900-food-drin-two-of-these-please","Two of these, please","Xin vui lòng cho hai trong số này","Xin vui lòng cho hai trong số này","Xin vui long cho hai trong so nay","premium","say-first","Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.","","two of these, please|two of these please","","ready","🍽️","cleanup import: Food & Drink / Ordering Food / keep_as_is; selected as 900 premium fill","approved"
"v900-food-drin-can-we-sit-by-the-fan","food-drink","v900-food-drin-can-we-sit-by-the-fan","Can we sit by the fan","Ask this when you need can we sit by the fan.","v900-food-drin-can-we-sit-by-the-fan","Can we sit by the fan?","Chúng ta có thể ngồi cạnh quạt được không?","Chúng ta có thể ngồi cạnh quạt được không?","Chung ta co the ngoi canh quat duoc khong","premium","say-first","Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.","","can we sit by the fan?|can we sit by the fan","","ready","🍽️","cleanup import: Food & Drink / Seating & Menu / keep_as_is; selected as 900 premium fill","approved"
"v900-food-drin-one-hot-coffee-please","food-drink","v900-food-drin-one-hot-coffee-please","One hot coffee, please","Use this when you need to say one hot coffee, please.","v900-food-drin-one-hot-coffee-please","One hot coffee, please","Làm ơn cho một ly cà phê nóng","Làm ơn cho một ly cà phê nóng","Lam on cho mot ly ca phe nong","premium","say-first","Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.","","one hot coffee, please|one hot coffee please","","ready","🍽️","cleanup import: Food & Drink / Coffee, Drinks & Dessert / keep_as_is; selected as 900 premium fill","approved"
