priority,pageID,title,englishTitle,intent,sectionID,kind,audioKey,text
p0,viet-family-city-hanoi-place-trang-tien-street,Phố Tràng Tiền,Trang Tien Street,street,hero,hero,audio-authored-pho-trang-tien-d3acb6b03c,Phố Tràng Tiền
p0,viet-family-city-hanoi-place-trieu-viet-vuong-coffee-street,Phố cà phê Triệu Việt Vương,Trieu Viet Vuong Coffee Street,street,hero,hero,audio-authored-pho-ca-phe-trieu-viet-vuong-85fc3c798e,Phố cà phê Triệu Việt Vương
p0,viet-family-city-hanoi-place-turtle-tower,Tháp Rùa,Turtle Tower,landmark_micro_place,hero,hero,audio-authored-thap-rua-4d7d98dc57,Tháp Rùa
p0,viet-family-city-hanoi-place-tuyet-bun-cha-34,Tuyết Bún Chả 34,Tuyet Bun Cha 34,restaurant,hero,hero,audio-authored-tuyet-bun-cha-34-2d78219ef8,Tuyết Bún Chả 34
p0,viet-family-city-hanoi-place-udam,Ưu Đàm,Uu Dam,restaurant,hero,hero,audio-authored-uu-dam-a262dbb9b3,Ưu Đàm
p0,viet-family-city-hanoi-place-vietnam-art-gallery,Vietnam Art Gallery,Vietnam Art Gallery,landmark_micro_place,hero,hero,audio-authored-vietnam-art-gallery-8e2b081508,Vietnam Art Gallery
p0,viet-family-city-hanoi-place-vietnam-circus,Rạp Xiếc Trung ương,Vietnam Central Circus,landmark_micro_place,hero,hero,audio-authored-rap-xiec-trung-uong-81994aa3ad,Rạp Xiếc Trung ương
p0,viet-family-city-hanoi-place-vietnam-fine-arts-museum,Bảo tàng Mỹ thuật Việt Nam,Vietnam Fine Arts Museum,landmark_micro_place,hero,hero,audio-authored-bao-tang-my-thuat-viet-nam-169ff31d43,Bảo tàng Mỹ thuật Việt Nam
p0,viet-family-city-hanoi-place-vietnam-military-history-museum,Bảo tàng Lịch sử Quân sự Việt Nam,Vietnam Military History Museum,landmark_micro_place,hero,hero,audio-authored-bao-tang-lich-su-quan-su-viet-nam-3f2035de01,Bảo tàng Lịch sử Quân sự Việt Nam
p0,viet-family-city-hanoi-place-vietnam-national-tuong-theatre,Nhà hát Tuồng Việt Nam,Vietnam National Tuong Theatre,landmark_micro_place,hero,hero,audio-authored-nha-hat-tuong-viet-nam-fa1c45bd3b,Nhà hát Tuồng Việt Nam
p0,viet-family-city-hanoi-place-weekend-night-market,Chợ đêm phố cổ Hà Nội,Hanoi Weekend Night Market,landmark_micro_place,hero,hero,audio-authored-cho-dem-pho-co-ha-noi-30a6c46265,Chợ đêm phố cổ Hà Nội
p0,viet-family-city-hanoi-place-west-lake-loop,Vòng Hồ Tây,West Lake loop,landmark_micro_place,hero,hero,audio-authored-vong-ho-tay-e7508384b6,Vòng Hồ Tây
p0,viet-family-city-hanoi-place-womens-museum,Bảo tàng Phụ nữ Việt Nam,Vietnamese Women's Museum,landmark_micro_place,hero,hero,audio-authored-bao-tang-phu-nu-viet-nam-d7c2fc5a1f,Bảo tàng Phụ nữ Việt Nam
p0,viet-family-city-hanoi-place-xoi-xeo,Xôi xéo ở Hà Nội,Sticky rice with mung bean,dish,hero,hero,audio-authored-xoi-xeo-o-ha-noi-04e158b92d,Xôi xéo ở Hà Nội
p0,viet-family-city-hanoi-place-yen-so-park,Công viên Yên Sở,Yen So Park,landmark_micro_place,hero,hero,audio-authored-cong-vien-yen-so-db67277cbf,Công viên Yên Sở
p0,viet-family-city-hcmc-place-42-nguyen-hue-apartment,Chung cư 42 Nguyễn Huệ,42 Nguyen Hue apartment building,landmark_micro_place,hero,hero,audio-authored-chung-cu-42-nguyen-hue-360354e46d,Chung cư 42 Nguyễn Huệ
p0,viet-family-city-hcmc-place-akuna,Akuna,Akuna,restaurant,hero,hero,audio-authored-akuna-f0751e1ac8,Akuna
p0,viet-family-city-hcmc-place-an-dong-market,Chợ An Đông,An Dong Market,landmark_micro_place,hero,hero,audio-authored-cho-an-dong-28e56c0db8,Chợ An Đông
p0,viet-family-city-hcmc-place-ao-dai-museum,Bảo tàng Áo Dài,Ao Dai Museum,landmark_micro_place,hero,hero,audio-authored-bao-tang-ao-dai-759595cf89,Bảo tàng Áo Dài
p0,viet-family-city-hcmc-place-bach-dang-waterbus-station,Bến tàu thủy Bạch Đằng,Bach Dang Waterbus Station,landmark_micro_place,hero,hero,audio-authored-ben-tau-thuy-bach-dang-7d66283361,Bến tàu thủy Bạch Đằng
p0,viet-family-city-hcmc-place-banh-mi,Bánh mì ở Thành phố Hồ Chí Minh,Banh mi,dish,hero,hero,audio-authored-banh-mi-o-thanh-pho-ho-chi-minh-bef8ba92a6,Bánh mì ở Thành phố Hồ Chí Minh
p0,viet-family-city-hcmc-place-banh-mi-huynh-hoa,Bánh mì Huỳnh Hoa,Banh Mi Huynh Hoa,restaurant,hero,hero,audio-authored-banh-mi-huynh-hoa-f18e062918,Bánh mì Huỳnh Hoa
p0,viet-family-city-hcmc-place-banh-xeo,Bánh xèo ở Thành phố Hồ Chí Minh,Southern sizzling pancake,dish,hero,hero,audio-authored-banh-xeo-o-thanh-pho-ho-chi-minh-766c86fdfb,Bánh xèo ở Thành phố Hồ Chí Minh
p0,viet-family-city-hcmc-place-banh-xeo-46a,Bánh xèo 46A,Banh Xeo 46A,restaurant,hero,hero,audio-authored-banh-xeo-46a-022ae05492,Bánh xèo 46A
p0,viet-family-city-hcmc-place-ben-thanh-metro-station,Ga Bến Thành,Ben Thanh Metro Station,landmark_micro_place,hero,hero,audio-authored-ga-ben-thanh-cb1e6c7694,Ga Bến Thành
p0,viet-family-city-hcmc-place-bep-me-in,Bếp Mẹ Ỉn,Bep Me In,restaurant,hero,hero,audio-authored-bep-me-in-d91765ab8f,Bếp Mẹ Ỉn
p0,viet-family-city-hcmc-place-bo-kho-ganh,Bò Kho Gánh,Bo Kho Ganh,restaurant,hero,hero,audio-authored-bo-kho-ganh-8ac95feb1b,Bò Kho Gánh
p0,viet-family-city-hcmc-place-bo-la-lot,Bò lá lốt ở Thành phố Hồ Chí Minh,Beef in betel leaves,dish,hero,hero,audio-authored-bo-la-lot-o-thanh-pho-ho-chi-minh-cb56c4fc0d,Bò lá lốt ở Thành phố Hồ Chí Minh
p0,viet-family-city-hcmc-place-bot-chien,Bột chiên ở Thành phố Hồ Chí Minh,Fried rice-flour cakes,dish,hero,hero,audio-authored-bot-chien-o-thanh-pho-ho-chi-minh-3e269a670e,Bột chiên ở Thành phố Hồ Chí Minh
p0,viet-family-city-hcmc-place-bun-bo-hue-14b,Bún Bò Huế 14B,Bun Bo Hue 14B,restaurant,hero,hero,audio-authored-bun-bo-hue-14b-2a8e8f3a8f,Bún Bò Huế 14B
p0,viet-family-city-hcmc-place-bun-thit-nuong,Bún thịt nướng ở Thành phố Hồ Chí Minh,Grilled pork vermicelli,dish,hero,hero,audio-authored-bun-thit-nuong-o-thanh-pho-ho-chi-minh-8b83f4f4f2,Bún thịt nướng ở Thành phố Hồ Chí Minh
p0,viet-family-city-hcmc-place-ca-phe-sua-da,Cà phê sữa đá Sài Gòn ở Thành phố Hồ Chí Minh,Saigon iced milk coffee,dish,hero,hero,audio-authored-ca-phe-sua-da-sai-gon-o-thanh-pho-ho-chi-minh-698ab8b692,Cà phê sữa đá Sài Gòn ở Thành phố Hồ Chí Minh
p0,viet-family-city-hcmc-place-cafe-apartment-nguyen-hue,Chung cư cà phê Nguyễn Huệ,Cafe Apartment on Nguyen Hue,restaurant,hero,hero,audio-authored-chung-cu-ca-phe-nguyen-hue-1dc569b92f,Chung cư cà phê Nguyễn Huệ
p0,viet-family-city-hcmc-place-cafe-hop-nguyen-hue,Đi cà phê Nguyễn Huệ,Nguyen Hue cafe hop,landmark_micro_place,hero,hero,audio-authored-di-ca-phe-nguyen-hue-6163312445,Đi cà phê Nguyễn Huệ
p0,viet-family-city-hcmc-place-cafe-vot-pham-ngoc-thach,Cà phê vợt Phạm Ngọc Thạch,Pham Ngoc Thach cloth-filter coffee,restaurant,hero,hero,audio-authored-ca-phe-vot-pham-ngoc-thach-0fc7817606,Cà phê vợt Phạm Ngọc Thạch
p0,viet-family-city-hcmc-place-che,Chè Sài Gòn ở Thành phố Hồ Chí Minh,Sweet soup dessert,dish,hero,hero,audio-authored-che-sai-gon-o-thanh-pho-ho-chi-minh-2c5f800660,Chè Sài Gòn ở Thành phố Hồ Chí Minh
p0,viet-family-city-hcmc-place-cheo-leo-cafe,Cà phê Cheo Leo,Cheo Leo Cafe,restaurant,hero,hero,audio-authored-ca-phe-cheo-leo-82473e61ba,Cà phê Cheo Leo
p0,viet-family-city-hcmc-place-cho-lon-walking-route,Đi bộ Chợ Lớn,Cho Lon walking route,landmark_micro_place,hero,hero,audio-authored-di-bo-cho-lon-8034f7f69f,Đi bộ Chợ Lớn
p0,viet-family-city-hcmc-place-ciel,CieL,CieL,restaurant,hero,hero,audio-authored-ciel-60ea67bff7,CieL
p0,viet-family-city-hcmc-place-city-hall,Trụ sở UBND Thành phố,Ho Chi Minh City Hall,landmark_micro_place,hero,hero,audio-authored-tru-so-ubnd-thanh-pho-67803e039d,Trụ sở UBND Thành phố
p0,viet-family-city-hcmc-place-coco-dining,Coco Dining,Coco Dining,restaurant,hero,hero,audio-authored-coco-dining-2112cf326b,Coco Dining
p0,viet-family-city-hcmc-place-com-tam,Cơm tấm ở Thành phố Hồ Chí Minh,Broken rice,dish,hero,hero,audio-authored-com-tam-o-thanh-pho-ho-chi-minh-81edec0974,Cơm tấm ở Thành phố Hồ Chí Minh
p0,viet-family-city-hcmc-place-com-tam-ba-ghien,Cơm tấm Ba Ghiền,Com Tam Ba Ghien,restaurant,hero,hero,audio-authored-com-tam-ba-ghien-e287c8bf43,Cơm tấm Ba Ghiền
p0,viet-family-city-hcmc-place-cong-ca-phe-dong-khoi,Cộng Cà Phê Đồng Khởi,Cong Ca Phe Dong Khoi,restaurant,hero,hero,audio-authored-cong-ca-phe-dong-khoi-757820768b,Cộng Cà Phê Đồng Khởi
p0,viet-family-city-hcmc-place-cu-chi-day-trip,Đi Củ Chi trong ngày,Cu Chi day trip,landmark_micro_place,hero,hero,audio-authored-di-cu-chi-trong-ngay-4084e64bde,Đi Củ Chi trong ngày
p0,viet-family-city-hcmc-place-cu-chi-tunnels,Địa đạo Củ Chi,Cu Chi Tunnels,landmark_micro_place,hero,hero,audio-authored-dia-dao-cu-chi-7fd05e2e91,Địa đạo Củ Chi
p0,viet-family-city-hcmc-place-cuc-gach-quan,Cục Gạch Quán,Cuc Gach Quan,restaurant,hero,hero,audio-authored-cuc-gach-quan-27044c65c5,Cục Gạch Quán
p0,viet-family-city-hcmc-place-district-3,Quận 3,District 3,landmark_micro_place,hero,hero,audio-authored-quan-3-6ad010875f,Quận 3
p0,viet-family-city-hcmc-place-dong-khoi-landmark-walk,Đi bộ Đồng Khởi,Dong Khoi landmark walk,landmark_micro_place,hero,hero,audio-authored-di-bo-dong-khoi-e217e08f80,Đi bộ Đồng Khởi
p0,viet-family-city-hcmc-place-fito-museum,Bảo tàng Y học Cổ truyền Việt Nam,FITO Museum,landmark_micro_place,hero,hero,audio-authored-bao-tang-y-hoc-co-truyen-viet-nam-993c364190,Bảo tàng Y học Cổ truyền Việt Nam
p0,viet-family-city-hcmc-place-gia-dinh-park,Công viên Gia Định,Gia Dinh Park,landmark_micro_place,hero,hero,audio-authored-cong-vien-gia-dinh-2735344d76,Công viên Gia Định
p0,viet-family-city-hcmc-place-goi-cuon,Gỏi cuốn ở Thành phố Hồ Chí Minh,Fresh spring rolls,dish,hero,hero,audio-authored-goi-cuon-o-thanh-pho-ho-chi-minh-d6ece127e1,Gỏi cuốn ở Thành phố Hồ Chí Minh
p0,viet-family-city-hcmc-place-golden-dragon-water-puppet,Nhà hát Múa rối nước Rồng Vàng,Golden Dragon Water Puppet Theater,landmark_micro_place,hero,hero,audio-authored-nha-hat-mua-roi-nuoc-rong-vang-e2d3b098e6,Nhà hát Múa rối nước Rồng Vàng
p0,viet-family-city-hcmc-place-history-museum,Bảo tàng Lịch sử Thành phố Hồ Chí Minh,Museum of Vietnamese History,landmark_micro_place,hero,hero,audio-authored-bao-tang-lich-su-thanh-pho-ho-chi-minh-752959991b,Bảo tàng Lịch sử Thành phố Hồ Chí Minh
p0,viet-family-city-hcmc-place-ho-chi-minh-city-museum,Bảo tàng Thành phố Hồ Chí Minh,Ho Chi Minh City Museum,landmark_micro_place,hero,hero,audio-authored-bao-tang-thanh-pho-ho-chi-minh-b73d6ad34d,Bảo tàng Thành phố Hồ Chí Minh
p0,viet-family-city-hcmc-place-hu-tieu,Hủ tiếu ở Thành phố Hồ Chí Minh,Hu tieu,dish,hero,hero,audio-authored-hu-tieu-o-thanh-pho-ho-chi-minh-cd92eff357,Hủ tiếu ở Thành phố Hồ Chí Minh
p0,viet-family-city-hcmc-place-japan-town,Khu phố Nhật Lê Thánh Tôn,Japan Town Saigon,landmark_micro_place,hero,hero,audio-authored-khu-pho-nhat-le-thanh-ton-a8232351fc,Khu phố Nhật Lê Thánh Tôn
p0,viet-family-city-hcmc-place-le-van-tam-park,Công viên Lê Văn Tám,Le Van Tam Park,landmark_micro_place,hero,hero,audio-authored-cong-vien-le-van-tam-4d9c7ed5f7,Công viên Lê Văn Tám
p0,viet-family-city-hcmc-place-little-hanoi-egg-coffee,Little HaNoi Egg Coffee,Little HaNoi Egg Coffee Saigon,restaurant,hero,hero,audio-authored-little-hanoi-egg-coffee-f056ea17b9,Little HaNoi Egg Coffee
p0,viet-family-city-hcmc-place-long-trieu,Long Triều,Long Trieu,restaurant,hero,hero,audio-authored-long-trieu-609fea9696,Long Triều
p0,viet-family-city-hcmc-place-lusine-thao-dien,L'Usine Thảo Điền,L'Usine Thao Dien,restaurant,hero,hero,audio-authored-l-usine-thao-dien-35e487f149,L'Usine Thảo Điền
p0,viet-family-city-hcmc-place-man-moi,Mặn Mòi,Man Moi,restaurant,hero,hero,audio-authored-man-moi-48010685ea,Mặn Mòi
p0,viet-family-city-hcmc-place-mariamman-temple,Đền Mariamman,Mariamman Hindu Temple,landmark_micro_place,hero,hero,audio-authored-den-mariamman-ecdb56da2f,Đền Mariamman
p0,viet-family-city-hcmc-place-mien-dong-bus-station,Bến xe Miền Đông,Mien Dong Bus Station,landmark_micro_place,hero,hero,audio-authored-ben-xe-mien-dong-f354e60e21,Bến xe Miền Đông
p0,viet-family-city-hcmc-place-mien-tay-bus-station,Bến xe Miền Tây,Mien Tay Bus Station,landmark_micro_place,hero,hero,audio-authored-ben-xe-mien-tay-8d9b686d78,Bến xe Miền Tây
p0,viet-family-city-hcmc-place-motorbike-food-tour,Tour ăn tối bằng xe máy,Saigon motorbike food tour,landmark_micro_place,hero,hero,audio-authored-tour-an-toi-bang-xe-may-6413c47c9f,Tour ăn tối bằng xe máy
p0,viet-family-city-hcmc-place-municipal-theatre-square,Công trường Lam Sơn,Lam Son Square,landmark_micro_place,hero,hero,audio-authored-cong-truong-lam-son-1077f7b06a,Công trường Lam Sơn
p0,viet-family-city-hcmc-place-nephele,Nephele,Nephele,restaurant,hero,hero,audio-authored-nephele-495e5abf78,Nephele
p0,viet-family-city-hcmc-place-nhieu-loc-canal,Kênh Nhiêu Lộc - Thị Nghè,Nhieu Loc - Thi Nghe Canal,landmark_micro_place,hero,hero,audio-authored-kenh-nhieu-loc-thi-nghe-19682d65d7,Kênh Nhiêu Lộc - Thị Nghè
p0,viet-family-city-hcmc-place-oc,Ốc Sài Gòn ở Thành phố Hồ Chí Minh,Saigon snails and seafood,dish,hero,hero,audio-authored-oc-sai-gon-o-thanh-pho-ho-chi-minh-0091ddb6f2,Ốc Sài Gòn ở Thành phố Hồ Chí Minh
p0,viet-family-city-hcmc-place-opera-a-o-show,À Ố Show,A O Show at Saigon Opera House,landmark_micro_place,hero,hero,audio-authored-a-o-show-e2c4e99abc,À Ố Show
p0,viet-family-city-hcmc-place-pha-lau,Phá lấu ở Thành phố Hồ Chí Minh,Pha lau,dish,hero,hero,audio-authored-pha-lau-o-thanh-pho-ho-chi-minh-37a27e4ef6,Phá lấu ở Thành phố Hồ Chí Minh
p0,viet-family-city-hcmc-place-pho-huong-binh,Phở Hương Bình,Pho Huong Binh,restaurant,hero,hero,audio-authored-pho-huong-binh-95e00b6721,Phở Hương Bình
p0,viet-family-city-hcmc-place-pho-le-district-5,Phở Lệ,Pho Le District 5,restaurant,hero,hero,audio-authored-pho-le-236e106099,Phở Lệ
p0,viet-family-city-hcmc-place-pho-minh,Phở Minh,Pho Minh,restaurant,hero,hero,audio-authored-pho-minh-aeaa526364,Phở Minh
p0,viet-family-city-hcmc-place-pho-nam,Phở Sài Gòn ở Thành phố Hồ Chí Minh,Southern pho,dish,hero,hero,audio-authored-pho-sai-gon-o-thanh-pho-ho-chi-minh-07c73304c9,Phở Sài Gòn ở Thành phố Hồ Chí Minh
p0,viet-family-city-hcmc-place-rex-hotel-rooftop,Sân thượng khách sạn Rex,Rex Hotel rooftop,landmark_micro_place,hero,hero,audio-authored-san-thuong-khach-san-rex-c738d60ad6,Sân thượng khách sạn Rex
p0,viet-family-city-hcmc-place-russian-market,Chợ Nga,Russian Market,landmark_micro_place,hero,hero,audio-authored-cho-nga-fe0dcff5dc,Chợ Nga
p0,viet-family-city-hcmc-place-saigon-railway-station,Ga Sài Gòn,Saigon Railway Station,landmark_micro_place,hero,hero,audio-authored-ga-sai-gon-4dda0633fe,Ga Sài Gòn
p0,viet-family-city-hcmc-place-saigon-river-boat,Đi thuyền sông Sài Gòn,Saigon River boat ride,landmark_micro_place,hero,hero,audio-authored-di-thuyen-song-sai-gon-7f6884874f,Đi thuyền sông Sài Gòn
p0,viet-family-city-hcmc-place-saigon-skydeck,Saigon Skydeck,Saigon Skydeck,landmark_micro_place,hero,hero,audio-authored-saigon-skydeck-98f2aef0fe,Saigon Skydeck
p0,viet-family-city-hcmc-place-saigon-square,Saigon Square,Saigon Square,landmark_micro_place,hero,hero,audio-authored-saigon-square-bf0ff38beb,Saigon Square
p0,viet-family-city-hcmc-place-southern-women-museum,Bảo tàng Phụ nữ Nam Bộ,Southern Women's Museum,landmark_micro_place,hero,hero,audio-authored-bao-tang-phu-nu-nam-bo-d8a9b28f8a,Bảo tàng Phụ nữ Nam Bộ
p0,viet-family-city-hcmc-place-street-food-evening,Ăn vặt Sài Gòn buổi tối,Saigon street-food evening,landmark_micro_place,hero,hero,audio-authored-an-vat-sai-gon-buoi-toi-d2537ad213,Ăn vặt Sài Gòn buổi tối
p0,viet-family-city-hcmc-place-takashimaya-saigon-centre,Saigon Centre,Takashimaya Saigon Centre,landmark_micro_place,hero,hero,audio-authored-saigon-centre-f9062a6cfd,Saigon Centre
p0,viet-family-city-hcmc-place-thien-hau-pagoda,Chùa Bà Thiên Hậu,Thien Hau Pagoda,landmark_micro_place,hero,hero,audio-authored-chua-ba-thien-hau-e9ed3e2400,Chùa Bà Thiên Hậu
p0,viet-family-city-hcmc-place-thu-thiem-riverfront,Bờ sông Thủ Thiêm,Thu Thiem riverfront,landmark_micro_place,hero,hero,audio-authored-bo-song-thu-thiem-caf94f7580,Bờ sông Thủ Thiêm
p0,viet-family-city-hcmc-place-ton-duc-thang-museum,Bảo tàng Tôn Đức Thắng,Ton Duc Thang Museum,landmark_micro_place,hero,hero,audio-authored-bao-tang-ton-duc-thang-d0f1a429f7,Bảo tàng Tôn Đức Thắng
p0,viet-family-city-hcmc-place-vincom-dong-khoi,Vincom Đồng Khởi,Vincom Center Dong Khoi,landmark_micro_place,hero,hero,audio-authored-vincom-dong-khoi-4e8e7288cc,Vincom Đồng Khởi
p0,viet-family-city-hcmc-place-vinhomes-central-park,Công viên Vinhomes Central Park,Vinhomes Central Park,landmark_micro_place,hero,hero,audio-authored-cong-vien-vinhomes-central-park-a1270efe0f,Công viên Vinhomes Central Park
p0,viet-family-city-hcmc-place-workshop-coffee,The Workshop Coffee,The Workshop Coffee,restaurant,hero,hero,audio-authored-the-workshop-coffee-98f3701621,The Workshop Coffee
p0,viet-family-city-hoian-place-an-hoi-bridge,Cầu An Hội,An Hoi Bridge,landmark_micro_place,hero,hero,audio-authored-cau-an-hoi-5e632805c6,Cầu An Hội
p0,viet-family-city-hoian-place-ancient-town-ticket-booth,Quầy vé phố cổ Hội An,Hoi An Ancient Town ticket booth,landmark_micro_place,hero,hero,audio-authored-quay-ve-pho-co-hoi-an-bc4c17278c,Quầy vé phố cổ Hội An
p0,viet-family-city-hoian-place-bach-dang-boat-pier,Bến thuyền Bạch Đằng,Bach Dang boat pier,landmark_micro_place,hero,hero,audio-authored-ben-thuyen-bach-dang-79c57a32c1,Bến thuyền Bạch Đằng
p0,viet-family-city-hoian-place-bach-dang-street,Đường Bạch Đằng ở Hội An,Bach Dang Street,street,hero,hero,audio-authored-duong-bach-dang-o-hoi-an-16c6498a72,Đường Bạch Đằng ở Hội An
p0,viet-family-city-hoian-place-bale-well,Giếng Bà Lễ,Bale Well,restaurant,hero,hero,audio-authored-gieng-ba-le-57d1fd28b2,Giếng Bà Lễ
p0,viet-family-city-hoian-place-banh-dap-hen-xao,Bánh đập hến xào ở Hội An,Cracked rice paper and clams,dish,hero,hero,audio-authored-banh-dap-hen-xao-o-hoi-an-c55ec9a18f,Bánh đập hến xào ở Hội An
p0,viet-family-city-hoian-place-banh-mi,Bánh mì Hội An,Banh mi in Hoi An,dish,hero,hero,audio-authored-banh-mi-hoi-an-9e36daaef4,Bánh mì Hội An
p0,viet-family-city-hoian-place-banh-xeo,Bánh xèo Hội An,Hoi An banh xeo,dish,hero,hero,audio-authored-banh-xeo-hoi-an-4cd6207170,Bánh xèo Hội An
p0,viet-family-city-hoian-place-bebe-tailor,BeBe Tailor,BeBe Tailor,landmark_micro_place,hero,hero,audio-authored-bebe-tailor-ab808f483f,BeBe Tailor
p0,viet-family-city-hoian-place-bus-station,Bến xe Hội An,Hoi An Bus Station,landmark_micro_place,hero,hero,audio-authored-ben-xe-hoi-an-c02d36e91e,Bến xe Hội An
p0,viet-family-city-hoian-place-cam-kim-island,Cẩm Kim,Cam Kim Island,landmark_micro_place,hero,hero,audio-authored-cam-kim-14257e5d2e,Cẩm Kim
p0,viet-family-city-hoian-place-cam-pho,Cẩm Phô,Cam Pho,landmark_micro_place,hero,hero,audio-authored-cam-pho-330c9ae017,Cẩm Phô
p0,viet-family-city-hoian-place-cam-thanh,Cẩm Thanh,Cam Thanh,landmark_micro_place,hero,hero,audio-authored-cam-thanh-c71c7d9717,Cẩm Thanh
p0,viet-family-city-hoian-place-cam-thanh-basket-boat,Thuyền thúng Cẩm Thanh,Cam Thanh basket boat,landmark_micro_place,hero,hero,audio-authored-thuyen-thung-cam-thanh-d3a7bfe4cc,Thuyền thúng Cẩm Thanh
p0,viet-family-city-hoian-place-cantonese-assembly-hall,Hội quán Quảng Đông,Cantonese Assembly Hall,landmark_micro_place,hero,hero,audio-authored-hoi-quan-quang-dong-4a329f750c,Hội quán Quảng Đông
p0,viet-family-city-hoian-place-cao-lau-thanh,Cao Lầu Thanh,Cao Lau Thanh,restaurant,hero,hero,audio-authored-cao-lau-thanh-0bdbf4f4cd,Cao Lầu Thanh
p0,viet-family-city-hoian-place-cargo-club,Cargo Club,Cargo Club,restaurant,hero,hero,audio-authored-cargo-club-f6e95b0fa6,Cargo Club
p0,viet-family-city-hoian-place-cham-islands-snorkel-boat,Tàu đi Cù Lao Chàm,Cham Islands snorkel boat,landmark_micro_place,hero,hero,audio-authored-tau-di-cu-lao-cham-9382231d9a,Tàu đi Cù Lao Chàm
p0,viet-family-city-hoian-place-che-bap-cam-nam,Chè bắp Cẩm Nam ở Hội An,Cam Nam corn sweet soup,dish,hero,hero,audio-authored-che-bap-cam-nam-o-hoi-an-159eeec4d2,Chè bắp Cẩm Nam ở Hội An
p0,viet-family-city-hoian-place-chuc-thanh-pagoda,Chùa Chúc Thánh,Chuc Thanh Pagoda,landmark_micro_place,hero,hero,audio-authored-chua-chuc-thanh-95eb0e91cf,Chùa Chúc Thánh
p0,viet-family-city-hoian-place-cocobox,Cocobox,Cocobox,restaurant,hero,hero,audio-authored-cocobox-1c558a54fc,Cocobox
p0,viet-family-city-hoian-place-com-ga-ba-buoi,Cơm Gà Bà Buội,Com Ga Ba Buoi,restaurant,hero,hero,audio-authored-com-ga-ba-buoi-2d4a58c908,Cơm Gà Bà Buội
p0,viet-family-city-hoian-place-cooking-class,Lớp học nấu ăn Hội An,Hoi An cooking class,landmark_micro_place,hero,hero,audio-authored-lop-hoc-nau-an-hoi-an-6fc044c6e7,Lớp học nấu ăn Hội An
p0,viet-family-city-hoian-place-countryside-bicycle-loop,Đạp xe vùng quê Hội An,Hoi An countryside bicycle loop,landmark_micro_place,hero,hero,audio-authored-dap-xe-vung-que-hoi-an-3ed4d695c8,Đạp xe vùng quê Hội An
p0,viet-family-city-hoian-place-cua-dai-estuary,Cửa Đại,Cua Dai Estuary,landmark_micro_place,hero,hero,audio-authored-cua-dai-a01117cdd5,Cửa Đại
p0,viet-family-city-hoian-place-cua-dai-pier,Bến tàu Cửa Đại,Cua Dai Pier,landmark_micro_place,hero,hero,audio-authored-ben-tau-cua-dai-cf857ce770,Bến tàu Cửa Đại
p0,viet-family-city-hoian-place-duc-an-old-house,Nhà cổ Đức An,Duc An Old House,landmark_micro_place,hero,hero,audio-authored-nha-co-duc-an-a9a0801fb7,Nhà cổ Đức An
p0,viet-family-city-hoian-place-espresso-station,The Espresso Station,The Espresso Station,restaurant,hero,hero,audio-authored-the-espresso-station-fc187b07c7,The Espresso Station
p0,viet-family-city-hoian-place-folk-culture-museum,Bảo tàng Văn hóa Dân gian,Museum of Folk Culture,landmark_micro_place,hero,hero,audio-authored-bao-tang-van-hoa-dan-gian-946c331ac6,Bảo tàng Văn hóa Dân gian
p0,viet-family-city-hoian-place-from-danang-airport,Sân bay Đà Nẵng đi Hội An,Da Nang Airport for Hoi An,landmark_micro_place,hero,hero,audio-authored-san-bay-da-nang-di-hoi-an-9b7990eb31,Sân bay Đà Nẵng đi Hội An
p0,viet-family-city-hoian-place-from-danang-railway-station,Ga Đà Nẵng đi Hội An,Da Nang Railway Station for Hoi An,landmark_micro_place,hero,hero,audio-authored-ga-da-nang-di-hoi-an-f83c0dc62d,Ga Đà Nẵng đi Hội An
p0,viet-family-city-hoian-place-hainan-assembly-hall,Hội quán Hải Nam,Hainan Assembly Hall,landmark_micro_place,hero,hero,audio-authored-hoi-quan-hai-nam-7915e9b9cc,Hội quán Hải Nam
p0,viet-family-city-hoian-place-handicraft-workshop,Xưởng thủ công mỹ nghệ Hội An,Hoi An Handicraft Workshop,landmark_micro_place,hero,hero,audio-authored-xuong-thu-cong-my-nghe-hoi-an-f808fed33a,Xưởng thủ công mỹ nghệ Hội An
p0,viet-family-city-hoian-place-history-culture-museum,Bảo tàng Lịch sử - Văn hóa Hội An,Museum of History and Culture,landmark_micro_place,hero,hero,audio-authored-bao-tang-lich-su-van-hoa-hoi-an-90693c6b85,Bảo tàng Lịch sử - Văn hóa Hội An
p0,viet-family-city-hoian-place-lantern-boat,Thuyền hoa đăng Hội An,Lantern boat ride,landmark_micro_place,hero,hero,audio-authored-thuyen-hoa-dang-hoi-an-f1c955ece2,Thuyền hoa đăng Hội An
p0,viet-family-city-hoian-place-lantern-making-class,Lớp làm lồng đèn Hội An,Lantern-making class,landmark_micro_place,hero,hero,audio-authored-lop-lam-long-den-hoi-an-41d4111f7a,Lớp làm lồng đèn Hội An
p0,viet-family-city-hoian-place-lune-center,Hoi An Lune Center,Hoi An Lune Center,landmark_micro_place,hero,hero,audio-authored-hoi-an-lune-center-8c9bc56508,Hoi An Lune Center
p0,viet-family-city-hoian-place-madam-khanh,Madam Khánh,Madam Khanh,restaurant,hero,hero,audio-authored-madam-khanh-c0a2705b1a,Madam Khánh
