severity,score,pageID,tierRole,title,englishTitle,phraseCards,breakdownCards,visibleWords,issueCodes,sourcePath,worstSnippet
PASS,0,viet-family-city-hanoi-go-long-bien-market,city-v1,Đi Chợ Long Biên,Go to Long Bien Market,5,3,115,,,
PASS,0,viet-family-city-hanoi-go-noi-bai-airport,city-v1,Đi Sân bay Nội Bài,Go to Noi Bai Airport,3,3,95,,,
PASS,0,viet-family-city-hanoi-go-old-quarter,city-v1,Đi Phố cổ Hà Nội,Go to Hanoi Old Quarter,5,3,122,,,
PASS,0,viet-family-city-hanoi-go-phan-dinh-phung-street,city-v1,Đi Phố Phan Đình Phùng,Go to Phan Dinh Phung Street,3,3,102,,,
PASS,0,viet-family-city-hanoi-go-pho-bat-dan,city-v1,Cho tôi đến nhà hàng Phở Bát Đàn.,Please take me to Phở Bát Đàn restaurant.,5,6,127,,,
PASS,0,viet-family-city-hanoi-go-ta-hien,city-v1,Đi phố Tạ Hiện,Go to Ta Hien Street,3,3,76,,,
PASS,0,viet-family-city-hanoi-go-tam-vi,city-v1,Cho tôi đến nhà hàng Tầm Vị.,Please take me to Tầm Vị restaurant.,5,6,121,,,
PASS,0,viet-family-city-hanoi-go-tay-ho,city-v1,Đi Tây Hồ,Go to Tay Ho,3,3,74,,,
PASS,0,viet-family-city-hanoi-go-train-street,city-v1,Đi Phố đường tàu Hà Nội,Go to Hanoi Train Street,3,3,100,,,
PASS,0,viet-family-city-hanoi-near-dong-xuan-market,city-v1,Chợ Đồng Xuân gần đây không?,Is Dong Xuan Market near here?,5,4,123,,,
PASS,0,viet-family-city-hanoi-near-hang-bac-street,city-v1,Phố Hàng Bạc gần đây không?,Is Hang Bac Street near here?,5,4,123,,,
PASS,0,viet-family-city-hanoi-near-hang-gai-street,city-v1,Phố Hàng Gai gần đây không?,Is Hang Gai Street near here?,5,4,128,,,
PASS,0,viet-family-city-hanoi-near-long-bien-market,city-v1,Chợ Long Biên gần đây không?,Is Long Bien Market near here?,5,4,123,,,
PASS,0,viet-family-city-hanoi-near-old-quarter,city-v1,Phố cổ Hà Nội gần đây không?,Is Hanoi Old Quarter near here?,5,4,123,,,
PASS,0,viet-family-city-hanoi-pharmacy-dong-xuan,city-v1,Có nhà thuốc gần chợ Đồng Xuân không?,Is there a pharmacy near Dong Xuan Market?,5,6,127,,,
PASS,0,viet-family-city-hanoi-place-ba-dinh-district,city-v1,Quận Ba Đình,Ba Dinh District,3,0,221,,,
PASS,0,viet-family-city-hanoi-place-ba-dinh-square,city-v1,Quảng trường Ba Đình,Ba Dinh Square,3,0,227,,,
PASS,0,viet-family-city-hanoi-place-banh-cuon,city-v1,Bánh cuốn ở Hà Nội,Steamed rice rolls,3,0,209,,,
PASS,0,viet-family-city-hanoi-place-banh-cuon-ba-hoanh,city-v1,Bánh Cuốn Bà Hoành,Banh Cuon Ba Hoanh,3,0,207,,,
PASS,0,viet-family-city-hanoi-place-banh-cuon-ba-xuan,city-v1,Bánh Cuốn Bà Xuân,Banh Cuon Ba Xuan,3,0,220,,,
PASS,0,viet-family-city-hanoi-place-bay-mau-lake,city-v1,Hồ Bảy Mẫu,Bay Mau Lake,3,0,202,,,
PASS,0,viet-family-city-hanoi-place-bia-hoi,city-v1,Bia hơi Hà Nội,Fresh beer,3,0,198,,,
PASS,0,viet-family-city-hanoi-place-botanical-garden,city-v1,Vườn Bách Thảo Hà Nội,Hanoi Botanical Garden,3,0,174,,,
PASS,0,viet-family-city-hanoi-place-bun-cha,city-v1,Bún chả ở Hà Nội,Bun cha,4,0,176,,,
PASS,0,viet-family-city-hanoi-place-bun-cha-dac-kim,city-v1,Bún Chả Đắc Kim,Bun Cha Dac Kim,3,0,219,,,
PASS,0,viet-family-city-hanoi-place-bun-cha-huong-lien,city-v1,Bún chả Hương Liên,Bun Cha Huong Lien,3,0,236,,,
PASS,0,viet-family-city-hanoi-place-bun-cha-ta,city-v1,Bún Chả Ta,Bun Cha Ta,3,0,228,,,
PASS,0,viet-family-city-hanoi-place-bun-thang,city-v1,Bún thang ở Hà Nội,Bun thang,3,0,179,,,
PASS,0,viet-family-city-hanoi-place-ca-phe-sua-da,city-v1,Cà phê sữa đá ở Hà Nội,Iced milk coffee,4,0,217,,,
PASS,0,viet-family-city-hanoi-place-cha-ca,city-v1,Chả cá ở Hà Nội,Turmeric dill fish,3,0,200,,,
PASS,0,viet-family-city-hanoi-place-cha-ca-thang-long,city-v1,Chả cá Thăng Long,Cha Ca Thang Long,3,0,200,,,
PASS,0,viet-family-city-hanoi-place-cho-buoi-market,city-v1,Chợ Bưởi,Buoi Market,3,0,196,,,
PASS,0,viet-family-city-hanoi-place-coffee-hop,city-v1,Đi cà phê Hà Nội,Hanoi coffee hop,3,0,203,,,
PASS,0,viet-family-city-hanoi-place-cong-ca-phe-trieu-viet-vuong,city-v1,Cộng Cà Phê,Cong Ca Phe,3,0,208,,,
PASS,0,viet-family-city-hanoi-place-cyclo-old-quarter,city-v1,Xích lô phố cổ,Old Quarter cyclo ride,3,0,214,,,
PASS,0,viet-family-city-hanoi-place-dinh-cafe,city-v1,Cà phê Đinh,Dinh Cafe,3,0,191,,,
PASS,0,viet-family-city-hanoi-place-dong-da,city-v1,Đống Đa,Dong Da,3,0,209,,,
PASS,0,viet-family-city-hanoi-place-dong-xuan,city-v1,Chợ Đồng Xuân,Dong Xuan Market,3,0,177,,,
PASS,0,viet-family-city-hanoi-place-egg-coffee,city-v1,Cà phê trứng ở Hà Nội,Egg coffee,4,0,219,,,
PASS,0,viet-family-city-hanoi-place-ethnology-museum,city-v1,Bảo tàng Dân tộc học,Vietnam Museum of Ethnology,3,0,198,,,
PASS,0,viet-family-city-hanoi-place-french-quarter,city-v1,Khu phố Pháp,French Quarter,3,0,211,,,
PASS,0,viet-family-city-hanoi-place-french-quarter-walk,city-v1,Đi bộ khu phố Pháp,French Quarter walk,3,0,172,,,
PASS,0,viet-family-city-hanoi-place-gia,city-v1,Gia,Gia,3,0,201,,,
PASS,0,viet-family-city-hanoi-place-gia-lam-station,city-v1,Ga Gia Lâm,Gia Lam Railway Station,3,0,190,,,
PASS,0,viet-family-city-hanoi-place-giang-cafe,city-v1,Cà phê Giảng,Cafe Giang,3,0,221,,,
PASS,0,viet-family-city-hanoi-place-giap-bat-bus-station,city-v1,Bến xe Giáp Bát,Giap Bat Bus Station,3,0,199,,,
PASS,0,viet-family-city-hanoi-place-hang-bac-street,city-v1,Phố Hàng Bạc,Hang Bac Street,3,0,182,,,
PASS,0,viet-family-city-hanoi-place-hang-da-market,city-v1,Chợ Hàng Da,Hang Da Market,3,0,204,,,
PASS,0,viet-family-city-hanoi-place-hang-gai-street,city-v1,Phố Hàng Gai,Hang Gai Street,3,0,191,,,
PASS,0,viet-family-city-hanoi-place-hanoi-flag-tower,city-v1,Cột cờ Hà Nội,Hanoi Flag Tower,3,0,192,,,
PASS,0,viet-family-city-hanoi-place-hanoi-railway-station,city-v1,Ga Hà Nội,Hanoi Railway Station,3,0,177,,,
PASS,0,viet-family-city-hanoi-place-hibana-by-koki,city-v1,Hibana by Koki,Hibana by Koki,3,0,223,,,
PASS,0,viet-family-city-hanoi-place-ho-chi-minh-mausoleum,city-v1,Lăng Bác,Ho Chi Minh Mausoleum,3,0,198,,,
PASS,0,viet-family-city-hanoi-place-ho-chi-minh-museum,city-v1,Bảo tàng Hồ Chí Minh,Ho Chi Minh Museum,3,0,186,,,
PASS,0,viet-family-city-hanoi-place-hoa-lo-prison,city-v1,Nhà tù Hỏa Lò,Hoa Lo Prison Relic,3,0,197,,,
PASS,0,viet-family-city-hanoi-place-hoan-kiem,city-v1,Hồ Hoàn Kiếm,Hoan Kiem Lake,3,0,193,,,
PASS,0,viet-family-city-hanoi-place-hom-market,city-v1,Chợ Hôm,Hom Market,3,0,199,,,
PASS,0,viet-family-city-hanoi-place-imperial-citadel,city-v1,Hoàng thành Thăng Long,Imperial Citadel of Thang Long,3,0,191,,,
PASS,0,viet-family-city-hanoi-place-lam-cafe,city-v1,Cà phê Lâm,Lam Cafe,3,0,226,,,
PASS,0,viet-family-city-hanoi-place-lamai-garden,city-v1,Lamai Garden,Lamai Garden,3,0,184,,,
PASS,0,viet-family-city-hanoi-place-lenin-park,city-v1,Công viên Lê Nin,Lenin Park,3,0,194,,,
PASS,0,viet-family-city-hanoi-place-literature-museum,city-v1,Bảo tàng Văn học Việt Nam,Vietnam Literature Museum,3,0,177,,,
PASS,0,viet-family-city-hanoi-place-loading-t-cafe,city-v1,Loading T Cafe,Loading T Cafe,3,0,198,,,
PASS,0,viet-family-city-hanoi-place-long-bien-bridge,city-v1,Cầu Long Biên,Long Bien Bridge,3,0,186,,,
PASS,0,viet-family-city-hanoi-place-long-bien-market,city-v1,Chợ Long Biên,Long Bien Market,3,0,168,,,
PASS,0,viet-family-city-hanoi-place-manzi-art-space,city-v1,Manzi,Manzi Art Space,3,0,196,,,
PASS,0,viet-family-city-hanoi-place-mien-luon,city-v1,Miến lươn ở Hà Nội,Eel glass noodles,3,0,200,,,
PASS,0,viet-family-city-hanoi-place-mien-luon-chan-cam,city-v1,Miến lươn Chân Cầm,Mien Luon Chan Cam,3,0,228,,,
PASS,0,viet-family-city-hanoi-place-my-dinh-bus-station,city-v1,Bến xe Mỹ Đình,My Dinh Bus Station,3,0,193,,,
PASS,0,viet-family-city-hanoi-place-nang-cafe,city-v1,Cà phê Năng,Nang Cafe,3,0,221,,,
PASS,0,viet-family-city-hanoi-place-national-museum-history,city-v1,Bảo tàng Lịch sử Quốc gia,Vietnam National Museum of History,3,0,198,,,
PASS,0,viet-family-city-hanoi-place-nem-cua-be,city-v1,Nem cua bể ở Hà Nội,Crab spring rolls,3,0,183,,,
PASS,0,viet-family-city-hanoi-place-ngoc-son-temple,city-v1,Đền Ngọc Sơn,Ngoc Son Temple,3,0,202,,,
PASS,0,viet-family-city-hanoi-place-nguyen-huu-huan-street,city-v1,Phố Nguyễn Hữu Huân,Nguyen Huu Huan Street,3,0,199,,,
PASS,0,viet-family-city-hanoi-place-night-market-walk,city-v1,Đi chợ đêm phố cổ,Old Quarter night market walk,3,0,172,,,
PASS,0,viet-family-city-hanoi-place-noi-bai-airport,city-v1,Sân bay Nội Bài,Noi Bai International Airport,3,0,185,,,
PASS,0,viet-family-city-hanoi-place-nuoc-ngam-bus-station,city-v1,Bến xe Nước Ngầm,Nuoc Ngam Bus Station,3,0,182,,,
PASS,0,viet-family-city-hanoi-place-old-quarter,city-v1,Phố cổ Hà Nội,Old Quarter,3,0,192,,,
PASS,0,viet-family-city-hanoi-place-old-quarter-walking-tour,city-v1,Tuyến đi bộ Phố cổ,Old Quarter walking route,3,0,183,,,
PASS,0,viet-family-city-hanoi-place-one-pillar-pagoda,city-v1,Chùa Một Cột,One Pillar Pagoda,3,0,199,,,
PASS,0,viet-family-city-hanoi-place-opera-house,city-v1,Nhà hát Lớn Hà Nội,Hanoi Opera House,3,0,164,,,
PASS,0,viet-family-city-hanoi-place-phan-dinh-phung-street,city-v1,Phố Phan Đình Phùng,Phan Dinh Phung Street,3,0,186,,,
PASS,0,viet-family-city-hanoi-place-pho-10-ly-quoc-su,city-v1,Phở 10 Lý Quốc Sư,Pho 10 Ly Quoc Su,3,0,230,,,
PASS,0,viet-family-city-hanoi-place-pho-bat-dan,city-v1,Phở Bát Đàn,Pho Bat Dan,3,0,210,,,
PASS,0,viet-family-city-hanoi-place-pho-bo,city-v1,Phở bò ở Hà Nội,Beef pho,4,0,192,,,
PASS,0,viet-family-city-hanoi-place-pho-bo-lam,city-v1,Phở Bò Lâm,Pho Bo Lam,3,0,209,,,
PASS,0,viet-family-city-hanoi-place-pho-ga,city-v1,Phở gà ở Hà Nội,Chicken pho,4,0,183,,,
PASS,0,viet-family-city-hanoi-place-pho-ga-nguyet,city-v1,Phở Gà Nguyệt,Pho Ga Nguyet,3,0,197,,,
PASS,0,viet-family-city-hanoi-place-pho-gia-truyen,city-v1,Phở Gia Truyền,Pho Gia Truyen,3,0,218,,,
PASS,0,viet-family-city-hanoi-place-quan-thanh-temple,city-v1,Đền Quán Thánh,Quan Thanh Temple,3,0,179,,,
PASS,0,viet-family-city-hanoi-place-quang-ba-flower-market,city-v1,Chợ hoa Quảng Bá,Quang Ba Flower Market,3,0,191,,,
PASS,0,viet-family-city-hanoi-place-red-river,city-v1,Sông Hồng,Red River,3,0,183,,,
PASS,0,viet-family-city-hanoi-place-st-joseph-cathedral,city-v1,Nhà thờ Lớn Hà Nội,St. Joseph's Cathedral,3,0,180,,,
PASS,0,viet-family-city-hanoi-place-street-food-walk,city-v1,Đi bộ ăn vặt Hà Nội,Hanoi street-food walk,3,0,197,,,
PASS,0,viet-family-city-hanoi-place-ta-hien,city-v1,Phố Tạ Hiện,Ta Hien Street,3,0,194,,,
PASS,0,viet-family-city-hanoi-place-tam-vi,city-v1,Tầm Vị,Tam Vi,3,0,197,,,
PASS,0,viet-family-city-hanoi-place-tay-ho,city-v1,Tây Hồ,Tay Ho,3,0,229,,,
PASS,0,viet-family-city-hanoi-place-temple-literature,city-v1,Văn Miếu,Temple of Literature,3,0,181,,,
PASS,0,viet-family-city-hanoi-place-the-note-coffee,city-v1,The Note Coffee,The Note Coffee,3,0,185,,,
PASS,0,viet-family-city-hanoi-place-thong-nhat-park,city-v1,Công viên Thống Nhất,Thong Nhat Park,3,0,208,,,
PASS,0,viet-family-city-hanoi-place-train-street,city-v1,Phố đường tàu Hà Nội,Hanoi Train Street,3,0,183,,,
PASS,0,viet-family-city-hanoi-place-tran-quoc-pagoda,city-v1,Chùa Trấn Quốc,Tran Quoc Pagoda,3,0,188,,,
PASS,0,viet-family-city-hanoi-place-trang-tien-plaza,city-v1,Tràng Tiền Plaza,Trang Tien Plaza,3,0,192,,,
PASS,0,viet-family-city-hanoi-place-trang-tien-street,city-v1,Phố Tràng Tiền,Trang Tien Street,3,0,186,,,
PASS,0,viet-family-city-hanoi-place-trieu-viet-vuong-coffee-street,city-v1,Phố cà phê Triệu Việt Vương,Trieu Viet Vuong Coffee Street,3,0,195,,,
PASS,0,viet-family-city-hanoi-place-truc-bach-lake,city-v1,Hồ Trúc Bạch,Truc Bach Lake,3,0,203,,,
PASS,0,viet-family-city-hanoi-place-turtle-tower,city-v1,Tháp Rùa,Turtle Tower,3,0,193,,,
PASS,0,viet-family-city-hanoi-place-tuyet-bun-cha-34,city-v1,Tuyết Bún Chả 34,Tuyet Bun Cha 34,3,0,215,,,
PASS,0,viet-family-city-hanoi-place-udam,city-v1,Ưu Đàm,Uu Dam,3,0,193,,,
PASS,0,viet-family-city-hanoi-place-vietnam-art-gallery,city-v1,Vietnam Art Gallery,Vietnam Art Gallery,3,0,224,,,
PASS,0,viet-family-city-hanoi-place-vietnam-circus,city-v1,Rạp Xiếc Trung ương,Vietnam Central Circus,3,0,159,,,
PASS,0,viet-family-city-hanoi-place-vietnam-fine-arts-museum,city-v1,Bảo tàng Mỹ thuật Việt Nam,Vietnam Fine Arts Museum,3,0,189,,,
PASS,0,viet-family-city-hanoi-place-vietnam-military-history-museum,city-v1,Bảo tàng Lịch sử Quân sự Việt Nam,Vietnam Military History Museum,3,0,204,,,
PASS,0,viet-family-city-hanoi-place-vietnam-national-tuong-theatre,city-v1,Nhà hát Tuồng Việt Nam,Vietnam National Tuong Theatre,3,0,188,,,
PASS,0,viet-family-city-hanoi-place-water-puppet-theatre,city-v1,Nhà hát Múa rối Thăng Long,Thang Long Water Puppet Theatre,3,0,186,,,
PASS,0,viet-family-city-hanoi-place-weekend-night-market,city-v1,Chợ đêm phố cổ Hà Nội,Hanoi Weekend Night Market,3,0,178,,,
PASS,0,viet-family-city-hanoi-place-west-lake,city-v1,Hồ Tây,West Lake,3,0,192,,,
PASS,0,viet-family-city-hanoi-place-west-lake-loop,city-v1,Vòng Hồ Tây,West Lake loop,3,0,197,,,
PASS,0,viet-family-city-hanoi-place-womens-museum,city-v1,Bảo tàng Phụ nữ Việt Nam,Vietnamese Women's Museum,3,0,169,,,
PASS,0,viet-family-city-hanoi-place-xoi-xeo,city-v1,Xôi xéo ở Hà Nội,Sticky rice with mung bean,3,0,182,,,
PASS,0,viet-family-city-hanoi-place-yen-so-park,city-v1,Công viên Yên Sở,Yen So Park,3,0,195,,,
PASS,0,viet-family-city-hanoi-reservation-tam-vi,city-v1,Tôi có đặt bàn ở Tầm Vị,I have a reservation at Tam Vi,5,6,124,,,
PASS,0,viet-family-city-hanoi-stop-bun-cha-huong-lien,city-v1,Cho tôi xuống gần nhà hàng Bún chả Hương Liên.,Let me off near Bún chả Hương Liên restaurant.,5,7,155,,,
PASS,0,viet-family-city-hanoi-stop-cha-ca-thang-long,city-v1,Cho tôi xuống gần nhà hàng Chả cá Thăng Long.,Let me off near Chả cá Thăng Long restaurant.,5,7,155,,,
PASS,0,viet-family-city-hanoi-stop-dong-xuan-market,city-v1,Dừng ở Chợ Đồng Xuân,Stop at Dong Xuan Market,5,3,113,,,
PASS,0,viet-family-city-hanoi-stop-giang-cafe,city-v1,Dừng ở Cà phê Giảng,Stop at Giang Cafe,5,3,105,,,
PASS,0,viet-family-city-hanoi-stop-hang-bac-street,city-v1,Dừng ở Phố Hàng Bạc,Stop at Hang Bac Street,5,3,113,,,
PASS,0,viet-family-city-hanoi-stop-hang-gai-street,city-v1,Dừng ở Phố Hàng Gai,Stop at Hang Gai Street,5,3,118,,,
PASS,0,viet-family-city-hanoi-stop-long-bien-market,city-v1,Dừng ở Chợ Long Biên,Stop at Long Bien Market,5,3,113,,,
PASS,0,viet-family-city-hanoi-stop-noi-bai-airport,city-v1,Dừng ở Sân bay Nội Bài,Stop at Noi Bai Airport,3,3,93,,,
PASS,0,viet-family-city-hanoi-stop-old-quarter,city-v1,Dừng ở phố cổ Hà Nội,Stop in Hanoi Old Quarter,5,3,114,,,
PASS,0,viet-family-city-hanoi-stop-phan-dinh-phung-street,city-v1,Dừng ở Phố Phan Đình Phùng,Stop at Phan Dinh Phung Street,3,3,100,,,
PASS,0,viet-family-city-hanoi-stop-pho-bat-dan,city-v1,Cho tôi xuống gần nhà hàng Phở Bát Đàn.,Let me off near Phở Bát Đàn restaurant.,5,7,136,,,
PASS,0,viet-family-city-hanoi-stop-ta-hien-street,city-v1,Dừng ở Phố Tạ Hiện,Stop at Ta Hien Street,3,3,86,,,
PASS,0,viet-family-city-hanoi-stop-tam-vi,city-v1,Cho tôi xuống gần nhà hàng Tầm Vị.,Let me off near Tầm Vị restaurant.,5,7,124,,,
PASS,0,viet-family-city-hanoi-stop-tay-ho,city-v1,Dừng ở Tây Hồ,Stop at Tay Ho,3,3,72,,,
PASS,0,viet-family-city-hanoi-stop-train-street,city-v1,Dừng ở Phố đường tàu Hà Nội,Stop at Hanoi Train Street,3,3,98,,,
PASS,0,viet-family-city-hanoi-where-bun-cha-huong-lien,city-v1,Bún chả Hương Liên ở đâu?,Where is Bun Cha Huong Lien?,5,3,136,,,
PASS,0,viet-family-city-hanoi-where-cha-ca-thang-long,city-v1,Chả cá Thăng Long ở đâu?,Where is Cha Ca Thang Long?,5,3,136,,,
PASS,0,viet-family-city-hanoi-where-dong-xuan,city-v1,Chợ Đồng Xuân ở đâu?,Where is Dong Xuan Market?,5,3,105,,,
PASS,0,viet-family-city-hanoi-where-giang-cafe,city-v1,Quán cà phê Giảng ở đâu?,Where is Giang Cafe?,5,4,104,,,
PASS,0,viet-family-city-hanoi-where-hang-bac,city-v1,Phố Hàng Bạc ở đâu?,Where is Hang Bac Street?,5,3,109,,,
PASS,0,viet-family-city-hanoi-where-hang-gai-street,city-v1,Phố Hàng Gai ở đâu?,Where is Hang Gai Street?,5,3,119,,,
PASS,0,viet-family-city-hanoi-where-long-bien-market,city-v1,Chợ Long Biên ở đâu?,Where is Long Bien Market?,5,3,113,,,
PASS,0,viet-family-city-hanoi-where-noi-bai-airport,city-v1,Sân bay Nội Bài ở đâu?,Where is Noi Bai Airport?,3,3,93,,,
PASS,0,viet-family-city-hanoi-where-old-quarter,city-v1,Phố cổ Hà Nội ở đâu?,Where is Hanoi Old Quarter?,5,3,120,,,
PASS,0,viet-family-city-hanoi-where-phan-dinh-phung-street,city-v1,Phố Phan Đình Phùng ở đâu?,Where is Phan Dinh Phung Street?,3,3,100,,,
PASS,0,viet-family-city-hanoi-where-pho-bat-dan,city-v1,Phở Bát Đàn ở đâu?,Where is Pho Bat Dan?,5,3,115,,,
PASS,0,viet-family-city-hanoi-where-ta-hien-street,city-v1,Phố Tạ Hiện ở đâu?,Where is Ta Hien Street?,3,3,86,,,
PASS,0,viet-family-city-hanoi-where-tam-vi,city-v1,Tầm Vị ở đâu?,Where is Tam Vi?,5,3,109,,,
PASS,0,viet-family-city-hanoi-where-tay-ho,city-v1,Tây Hồ ở đâu?,Where is Tay Ho?,3,3,72,,,
PASS,0,viet-family-city-hanoi-where-train-street,city-v1,Phố đường tàu Hà Nội ở đâu?,Where is Hanoi Train Street?,3,3,98,,,
PASS,0,viet-family-city-hcmc-atm-anan-saigon,city-v1,Có ATM gần Anăn Sài Gòn không?,Is there an ATM near Anan Saigon?,5,6,131,,,
PASS,0,viet-family-city-hcmc-atm-ben-thanh-market,city-v1,Có ATM gần Chợ Bến Thành không?,Is there an ATM near Ben Thanh Market?,5,6,129,,,
PASS,0,viet-family-city-hcmc-atm-binh-tay-market,city-v1,Có ATM gần Chợ Bình Tây không?,Is there an ATM near Binh Tay Market?,5,6,129,,,
PASS,0,viet-family-city-hcmc-atm-bui-vien-street,city-v1,Có ATM gần Phố Bùi Viện không?,Is there an ATM near Bui Vien Street?,5,6,124,,,
PASS,0,viet-family-city-hcmc-atm-cho-lon,city-v1,Có ATM gần Chợ Lớn không?,Is there an ATM near Cho Lon?,5,6,106,,,
PASS,0,viet-family-city-hcmc-atm-district-1,city-v1,Có ATM gần Quận 1 không?,Is there an ATM near District 1?,5,6,111,,,
PASS,0,viet-family-city-hcmc-atm-dong-khoi-street,city-v1,Có ATM gần Đường Đồng Khởi không?,Is there an ATM near Dong Khoi Street?,5,6,127,,,
PASS,0,viet-family-city-hcmc-atm-ho-thi-ky-flower-market,city-v1,Có ATM gần Chợ hoa Hồ Thị Kỷ không?,Is there an ATM near Ho Thi Ky Flower Market?,5,6,165,,,
PASS,0,viet-family-city-hcmc-atm-nguyen-hue,city-v1,Có ATM gần phố đi bộ Nguyễn Huệ không?,Is there an ATM near Nguyen Hue Walking Street?,4,6,133,,,
PASS,0,viet-family-city-hcmc-binh-tay-far,city-v1,Chợ Bình Tây xa không?,Is Binh Tay Market far?,5,4,105,,,
PASS,0,viet-family-city-hcmc-dong-khoi-route,city-v1,Đi đường Đồng Khởi được không?,Can we go by Dong Khoi Street?,5,4,119,,,
PASS,0,viet-family-city-hcmc-eat-near-anan-saigon,city-v1,Ăn gần Anăn Sài Gòn,Eat near Anan Saigon,5,4,111,,,
PASS,0,viet-family-city-hcmc-eat-near-ben-thanh-market,city-v1,Ăn gần Chợ Bến Thành,Eat near Ben Thanh Market,5,4,109,,,
PASS,0,viet-family-city-hcmc-eat-near-binh-tay-market,city-v1,Ăn gần Chợ Bình Tây,Eat near Binh Tay Market,5,4,109,,,
PASS,0,viet-family-city-hcmc-eat-near-bui-vien-street,city-v1,Ăn gần Phố Bùi Viện,Eat near Bui Vien Street,5,4,109,,,
PASS,0,viet-family-city-hcmc-eat-near-cho-lon,city-v1,Ăn gần Chợ Lớn,Eat near Cho Lon,5,4,91,,,
PASS,0,viet-family-city-hcmc-eat-near-district-1,city-v1,Ăn gần Quận 1,Eat near District 1,5,4,91,,,
PASS,0,viet-family-city-hcmc-eat-near-dong-khoi-street,city-v1,Ăn gần Đường Đồng Khởi,Eat near Dong Khoi Street,5,4,112,,,
PASS,0,viet-family-city-hcmc-entrance-ben-thanh-market,city-v1,Lối vào Chợ Bến Thành ở đâu?,Where is the entrance to Ben Thanh Market?,5,4,126,,,
PASS,0,viet-family-city-hcmc-entrance-binh-tay-market,city-v1,Lối vào Chợ Bình Tây ở đâu?,Where is the entrance to Binh Tay Market?,5,4,124,,,
PASS,0,viet-family-city-hcmc-entrance-ho-thi-ky-flower-market,city-v1,Lối vào Chợ hoa Hồ Thị Kỷ ở đâu?,Where is the entrance to Ho Thi Ky Flower Market?,5,4,162,,,
PASS,0,viet-family-city-hcmc-get-off-district-1,city-v1,Cho tôi xuống ở Quận 1,Let me get off in District 1,5,5,107,,,
PASS,0,viet-family-city-hcmc-go-anan-saigon,city-v1,Cho tôi đến nhà hàng Anăn Sài Gòn.,Please take me to Anăn Sài Gòn restaurant.,5,6,130,,,
PASS,0,viet-family-city-hcmc-go-ben-thanh,city-v1,Đi chợ Bến Thành,Go to Ben Thanh Market,5,3,105,,,
PASS,0,viet-family-city-hcmc-go-binh-tay-market,city-v1,Đi Chợ Bình Tây,Go to Binh Tay Market,5,3,113,,,
PASS,0,viet-family-city-hcmc-go-bui-vien,city-v1,Đi phố Bùi Viện,Go to Bui Vien Street,5,3,100,,,
PASS,0,viet-family-city-hcmc-go-cho-lon,city-v1,Đi Chợ Lớn,Go to Cho Lon,5,3,95,,,
PASS,0,viet-family-city-hcmc-go-district-1,city-v1,Đến Quận 1,Head to District 1,5,3,99,,,
PASS,0,viet-family-city-hcmc-go-dong-khoi-street,city-v1,Đi Đường Đồng Khởi,Go to Dong Khoi Street,5,3,116,,,
PASS,0,viet-family-city-hcmc-go-ho-thi-ky-flower-market,city-v1,Đi Chợ hoa Hồ Thị Kỷ,Go to Ho Thi Ky Flower Market,5,3,151,,,
PASS,0,viet-family-city-hcmc-go-le-thanh-ton-street,city-v1,Đi Đường Lê Thánh Tôn,Go to Le Thanh Ton Street,2,3,90,,,
PASS,0,viet-family-city-hcmc-go-nguyen-hue-walking-street,city-v1,Đi Phố đi bộ Nguyễn Huệ,Go to Nguyen Hue Walking Street,4,3,128,,,
PASS,0,viet-family-city-hcmc-go-nguyen-trai-street,city-v1,Đi Đường Nguyễn Trãi,Go to Nguyen Trai Street,2,3,78,,,
PASS,0,viet-family-city-hcmc-go-pasteur-street,city-v1,Đi Đường Pasteur,Go to Pasteur Street,2,3,66,,,
PASS,0,viet-family-city-hcmc-go-pham-ngu-lao-street,city-v1,Đi Phố Phạm Ngũ Lão,Go to Pham Ngu Lao Street,2,3,90,,,
PASS,0,viet-family-city-hcmc-go-pho-hoa-pasteur,city-v1,Cho tôi đến nhà hàng Phở Hòa Pasteur.,Please take me to Phở Hòa Pasteur restaurant.,5,6,127,,,
PASS,0,viet-family-city-hcmc-go-tan-son-nhat-airport,city-v1,Đi Sân bay Tân Sơn Nhất,Go to Tan Son Nhat Airport,2,3,96,,,
PASS,0,viet-family-city-hcmc-go-thao-dien,city-v1,Đi Thảo Điền,Go to Thao Dien,4,3,92,,,
PASS,0,viet-family-city-hcmc-hotel-district-1,city-v1,Khách sạn ở Quận 1,Hotel in District 1,5,4,93,,,
PASS,0,viet-family-city-hcmc-near-anan-saigon,city-v1,Anăn Sài Gòn gần đây không?,Is Anan Saigon near here?,5,4,125,,,
PASS,0,viet-family-city-hcmc-near-ben-thanh-market,city-v1,Chợ Bến Thành gần đây không?,Is Ben Thanh Market near here?,5,4,123,,,
PASS,0,viet-family-city-hcmc-near-binh-tay-market,city-v1,Chợ Bình Tây gần đây không?,Is Binh Tay Market near here?,5,4,123,,,
PASS,0,viet-family-city-hcmc-near-district-1,city-v1,Quận 1 gần đây không?,Is District 1 near here?,5,4,97,,,
PASS,0,viet-family-city-hcmc-near-ho-thi-ky-flower-market,city-v1,Chợ hoa Hồ Thị Kỷ gần đây không?,Is Ho Thi Ky Flower Market near here?,5,4,159,,,
