"selected_order","batch_role","selection_group","page_id","phrase_id","section_id","section_key","item_id","breakdown_token_id","sort_order","current_token_text","current_english_gloss","source_path","reviewer_notes","review_status","import_approval"
"18","active_review","airport_taxi","viet-phrase-v500-airp-bord-arri-where-is-the-taxi-counter","v500-airp-bord-arri-where-is-the-taxi-counter","viet-phrase-v500-airp-bord-arri-where-is-the-taxi-counter:breakdown","breakdown","viet-phrase-v500-airp-bord-arri-where-is-the-taxi-counter:breakdown:breakdown:2:a0549c4620e218a8","viet-phrase-v500-airp-bord-arri-where-is-the-taxi-counter:breakdown:breakdown:chunk-3","2","Quầy taxi ở đâu?","Where is the taxi counter","content-draft/viet/canonical-pages/catalog-promoted/airport-border-arrival/v500-airp-bord-arri-where-is-the-taxi-counter.json","","REVIEW_ONLY","REVIEW_ONLY"
"19","active_review","airport_baggage","viet-phrase-v900-airp-bord-arri-can-you-help-me-track-my-bag","v900-airp-bord-arri-can-you-help-me-track-my-bag","viet-phrase-v900-airp-bord-arri-can-you-help-me-track-my-bag:breakdown","breakdown","viet-phrase-v900-airp-bord-arri-can-you-help-me-track-my-bag:breakdown:breakdown:0:8089b57c4a975848","viet-phrase-v900-airp-bord-arri-can-you-help-me-track-my-bag:breakdown:breakdown:chunk-1","0","Bạn có thể","can you","content-draft/viet/canonical-pages/catalog-promoted/airport-border-arrival/v900-airp-bord-arri-can-you-help-me-track-my-bag.json","","REVIEW_ONLY","REVIEW_ONLY"
"19","active_review","airport_baggage","viet-phrase-v900-airp-bord-arri-can-you-help-me-track-my-bag","v900-airp-bord-arri-can-you-help-me-track-my-bag","viet-phrase-v900-airp-bord-arri-can-you-help-me-track-my-bag:breakdown","breakdown","viet-phrase-v900-airp-bord-arri-can-you-help-me-track-my-bag:breakdown:breakdown:1:a143b5730ae5a782","viet-phrase-v900-airp-bord-arri-can-you-help-me-track-my-bag:breakdown:breakdown:chunk-2","1","giúp tôi theo","help me","content-draft/viet/canonical-pages/catalog-promoted/airport-border-arrival/v900-airp-bord-arri-can-you-help-me-track-my-bag.json","","REVIEW_ONLY","REVIEW_ONLY"
"19","active_review","airport_baggage","viet-phrase-v900-airp-bord-arri-can-you-help-me-track-my-bag","v900-airp-bord-arri-can-you-help-me-track-my-bag","viet-phrase-v900-airp-bord-arri-can-you-help-me-track-my-bag:breakdown","breakdown","viet-phrase-v900-airp-bord-arri-can-you-help-me-track-my-bag:breakdown:breakdown:2:e23cf418211a5ee3","viet-phrase-v900-airp-bord-arri-can-you-help-me-track-my-bag:breakdown:breakdown:chunk-3","2","dõi túi","track my bag","content-draft/viet/canonical-pages/catalog-promoted/airport-border-arrival/v900-airp-bord-arri-can-you-help-me-track-my-bag.json","","REVIEW_ONLY","REVIEW_ONLY"
"19","active_review","airport_baggage","viet-phrase-v900-airp-bord-arri-can-you-help-me-track-my-bag","v900-airp-bord-arri-can-you-help-me-track-my-bag","viet-phrase-v900-airp-bord-arri-can-you-help-me-track-my-bag:breakdown","breakdown","viet-phrase-v900-airp-bord-arri-can-you-help-me-track-my-bag:breakdown:breakdown:3:21f9d6a05af5d6fe","viet-phrase-v900-airp-bord-arri-can-you-help-me-track-my-bag:breakdown:breakdown:chunk-4","3","của tôi","my / mine","content-draft/viet/canonical-pages/catalog-promoted/airport-border-arrival/v900-airp-bord-arri-can-you-help-me-track-my-bag.json","","REVIEW_ONLY","REVIEW_ONLY"
"19","active_review","airport_baggage","viet-phrase-v900-airp-bord-arri-can-you-help-me-track-my-bag","v900-airp-bord-arri-can-you-help-me-track-my-bag","viet-phrase-v900-airp-bord-arri-can-you-help-me-track-my-bag:breakdown","breakdown","viet-phrase-v900-airp-bord-arri-can-you-help-me-track-my-bag:breakdown:breakdown:4:b0922e364d15a70b","viet-phrase-v900-airp-bord-arri-can-you-help-me-track-my-bag:breakdown:breakdown:chunk-5","4","Bạn có thể giúp tôi theo dõi túi của tôi?","Can you help me track my bag","content-draft/viet/canonical-pages/catalog-promoted/airport-border-arrival/v900-airp-bord-arri-can-you-help-me-track-my-bag.json","","REVIEW_ONLY","REVIEW_ONLY"
"20","active_review","hotel_taxi","viet-phrase-hotel-9","hotel-9","viet-phrase-hotel-9:breakdown","breakdown","viet-phrase-hotel-9:breakdown:breakdown:0:ebedc58f7c270430","viet-phrase-hotel-9:breakdown:breakdown:chunk-1","0","Gọi taxi giúp","call","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/hotel-9.json","","REVIEW_ONLY","REVIEW_ONLY"
"20","active_review","hotel_taxi","viet-phrase-hotel-9","hotel-9","viet-phrase-hotel-9:breakdown","breakdown","viet-phrase-hotel-9:breakdown:breakdown:1:ddd2afe1b0fef014","viet-phrase-hotel-9:breakdown:breakdown:chunk-2","1","tôi","I / me","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/hotel-9.json","","REVIEW_ONLY","REVIEW_ONLY"
"20","active_review","hotel_taxi","viet-phrase-hotel-9","hotel-9","viet-phrase-hotel-9:breakdown","breakdown","viet-phrase-hotel-9:breakdown:breakdown:2:b76112793fd9a961","viet-phrase-hotel-9:breakdown:breakdown:chunk-3","2","được không","is it possible?","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/hotel-9.json","","REVIEW_ONLY","REVIEW_ONLY"
"20","active_review","hotel_taxi","viet-phrase-hotel-9","hotel-9","viet-phrase-hotel-9:breakdown","breakdown","viet-phrase-hotel-9:breakdown:breakdown:3:9fa8c290825493fa","viet-phrase-hotel-9:breakdown:breakdown:chunk-4","3","Gọi taxi giúp tôi được không?","Can you call a taxi for me","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/hotel-9.json","","REVIEW_ONLY","REVIEW_ONLY"
"21","active_review","hotel_taxi","viet-phrase-v900-hote-acco-can-you-arrange-a-taxi-for-me","v900-hote-acco-can-you-arrange-a-taxi-for-me","viet-phrase-v900-hote-acco-can-you-arrange-a-taxi-for-me:breakdown","breakdown","viet-phrase-v900-hote-acco-can-you-arrange-a-taxi-for-me:breakdown:breakdown:0:8089b57c4a975848","viet-phrase-v900-hote-acco-can-you-arrange-a-taxi-for-me:breakdown:breakdown:chunk-1","0","Bạn có thể","can you","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v900-hote-acco-can-you-arrange-a-taxi-for-me.json","","REVIEW_ONLY","REVIEW_ONLY"
"21","active_review","hotel_taxi","viet-phrase-v900-hote-acco-can-you-arrange-a-taxi-for-me","v900-hote-acco-can-you-arrange-a-taxi-for-me","viet-phrase-v900-hote-acco-can-you-arrange-a-taxi-for-me:breakdown","breakdown","viet-phrase-v900-hote-acco-can-you-arrange-a-taxi-for-me:breakdown:breakdown:1:77a2fa98759c9f6b","viet-phrase-v900-hote-acco-can-you-arrange-a-taxi-for-me:breakdown:breakdown:chunk-2","1","sắp xếp một chiếc taxi cho","a taxi for me","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v900-hote-acco-can-you-arrange-a-taxi-for-me.json","","REVIEW_ONLY","REVIEW_ONLY"
"21","active_review","hotel_taxi","viet-phrase-v900-hote-acco-can-you-arrange-a-taxi-for-me","v900-hote-acco-can-you-arrange-a-taxi-for-me","viet-phrase-v900-hote-acco-can-you-arrange-a-taxi-for-me:breakdown","breakdown","viet-phrase-v900-hote-acco-can-you-arrange-a-taxi-for-me:breakdown:breakdown:2:dec406b23eea661b","viet-phrase-v900-hote-acco-can-you-arrange-a-taxi-for-me:breakdown:breakdown:chunk-3","2","tôi","I / me","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v900-hote-acco-can-you-arrange-a-taxi-for-me.json","","REVIEW_ONLY","REVIEW_ONLY"
"21","active_review","hotel_taxi","viet-phrase-v900-hote-acco-can-you-arrange-a-taxi-for-me","v900-hote-acco-can-you-arrange-a-taxi-for-me","viet-phrase-v900-hote-acco-can-you-arrange-a-taxi-for-me:breakdown","breakdown","viet-phrase-v900-hote-acco-can-you-arrange-a-taxi-for-me:breakdown:breakdown:3:165972701cbbc84b","viet-phrase-v900-hote-acco-can-you-arrange-a-taxi-for-me:breakdown:breakdown:chunk-4","3","được không","is it possible?","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v900-hote-acco-can-you-arrange-a-taxi-for-me.json","","REVIEW_ONLY","REVIEW_ONLY"
"21","active_review","hotel_taxi","viet-phrase-v900-hote-acco-can-you-arrange-a-taxi-for-me","v900-hote-acco-can-you-arrange-a-taxi-for-me","viet-phrase-v900-hote-acco-can-you-arrange-a-taxi-for-me:breakdown","breakdown","viet-phrase-v900-hote-acco-can-you-arrange-a-taxi-for-me:breakdown:breakdown:4:0fe074cb474e9d95","viet-phrase-v900-hote-acco-can-you-arrange-a-taxi-for-me:breakdown:breakdown:chunk-5","4","Bạn có thể sắp xếp một chiếc taxi cho tôi được không?","Can you arrange a taxi for me","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v900-hote-acco-can-you-arrange-a-taxi-for-me.json","","REVIEW_ONLY","REVIEW_ONLY"
"22","active_review","food_allergy","viet-phrase-food-peanut-allergy","food-peanut-allergy","viet-phrase-food-peanut-allergy:breakdown","breakdown","viet-phrase-food-peanut-allergy:breakdown:breakdown:0:f2f785162bd9e469","viet-phrase-food-peanut-allergy:breakdown:breakdown:food-peanut-allergy-piece-1","0","Tôi bị","I have / got","content-draft/viet/canonical-pages/tier-one/food-drink/food-peanut-allergy.json","","REVIEW_ONLY","REVIEW_ONLY"
"22","active_review","food_allergy","viet-phrase-food-peanut-allergy","food-peanut-allergy","viet-phrase-food-peanut-allergy:breakdown","breakdown","viet-phrase-food-peanut-allergy:breakdown:breakdown:1:520eb4151046f806","viet-phrase-food-peanut-allergy:breakdown:breakdown:food-peanut-allergy-piece-2","1","dị","go","content-draft/viet/canonical-pages/tier-one/food-drink/food-peanut-allergy.json","","REVIEW_ONLY","REVIEW_ONLY"
"22","active_review","food_allergy","viet-phrase-food-peanut-allergy","food-peanut-allergy","viet-phrase-food-peanut-allergy:breakdown","breakdown","viet-phrase-food-peanut-allergy:breakdown:breakdown:2:b6a9cbb190c5b0d7","viet-phrase-food-peanut-allergy:breakdown:breakdown:food-peanut-allergy-piece-3","2","ứng","react / allergy","content-draft/viet/canonical-pages/tier-one/food-drink/food-peanut-allergy.json","","REVIEW_ONLY","REVIEW_ONLY"
"22","active_review","food_allergy","viet-phrase-food-peanut-allergy","food-peanut-allergy","viet-phrase-food-peanut-allergy:breakdown","breakdown","viet-phrase-food-peanut-allergy:breakdown:breakdown:3:07282a2a404aa587","viet-phrase-food-peanut-allergy:breakdown:breakdown:food-peanut-allergy-piece-4","3","đậu","bean / peanut","content-draft/viet/canonical-pages/tier-one/food-drink/food-peanut-allergy.json","","REVIEW_ONLY","REVIEW_ONLY"
"22","active_review","food_allergy","viet-phrase-food-peanut-allergy","food-peanut-allergy","viet-phrase-food-peanut-allergy:breakdown","breakdown","viet-phrase-food-peanut-allergy:breakdown:breakdown:4:a79ea2574387f9d2","viet-phrase-food-peanut-allergy:breakdown:breakdown:food-peanut-allergy-piece-5","4","phộng","room","content-draft/viet/canonical-pages/tier-one/food-drink/food-peanut-allergy.json","","REVIEW_ONLY","REVIEW_ONLY"
"22","active_review","food_allergy","viet-phrase-food-peanut-allergy","food-peanut-allergy","viet-phrase-food-peanut-allergy:breakdown","breakdown","viet-phrase-food-peanut-allergy:breakdown:breakdown:5:a07a67bce77f02de","viet-phrase-food-peanut-allergy:breakdown:breakdown:food-peanut-allergy-full","5","Tôi bị dị ứng đậu phộng","I am allergic to peanuts","content-draft/viet/canonical-pages/tier-one/food-drink/food-peanut-allergy.json","","REVIEW_ONLY","REVIEW_ONLY"
"23","active_review","food_allergy","viet-phrase-v500-food-drin-i-am-allergic-to-shellfish","v500-food-drin-i-am-allergic-to-shellfish","viet-phrase-v500-food-drin-i-am-allergic-to-shellfish:breakdown","breakdown","viet-phrase-v500-food-drin-i-am-allergic-to-shellfish:breakdown:breakdown:0:48fe268a5157490f","viet-phrase-v500-food-drin-i-am-allergic-to-shellfish:breakdown:breakdown:chunk-1","0","Tôi bị","I have / got","content-draft/viet/canonical-pages/catalog-promoted/food-drink/v500-food-drin-i-am-allergic-to-shellfish.json","","REVIEW_ONLY","REVIEW_ONLY"
"23","active_review","food_allergy","viet-phrase-v500-food-drin-i-am-allergic-to-shellfish","v500-food-drin-i-am-allergic-to-shellfish","viet-phrase-v500-food-drin-i-am-allergic-to-shellfish:breakdown","breakdown","viet-phrase-v500-food-drin-i-am-allergic-to-shellfish:breakdown:breakdown:1:5b2365f39599ede2","viet-phrase-v500-food-drin-i-am-allergic-to-shellfish:breakdown:breakdown:chunk-2","1","dị ứng với động vật có vỏ","go","content-draft/viet/canonical-pages/catalog-promoted/food-drink/v500-food-drin-i-am-allergic-to-shellfish.json","","REVIEW_ONLY","REVIEW_ONLY"
"23","active_review","food_allergy","viet-phrase-v500-food-drin-i-am-allergic-to-shellfish","v500-food-drin-i-am-allergic-to-shellfish","viet-phrase-v500-food-drin-i-am-allergic-to-shellfish:breakdown","breakdown","viet-phrase-v500-food-drin-i-am-allergic-to-shellfish:breakdown:breakdown:2:7b07d15028d4e70c","viet-phrase-v500-food-drin-i-am-allergic-to-shellfish:breakdown:breakdown:chunk-3","2","Tôi bị dị ứng với động vật có vỏ","I am allergic to shellfish","content-draft/viet/canonical-pages/catalog-promoted/food-drink/v500-food-drin-i-am-allergic-to-shellfish.json","","REVIEW_ONLY","REVIEW_ONLY"
"24","active_review","emergency_help","viet-phrase-emergency-hospital","emergency-hospital","viet-phrase-emergency-hospital:breakdown","breakdown","viet-phrase-emergency-hospital:breakdown:breakdown:0:71fa60b33f28fc79","viet-phrase-emergency-hospital:breakdown:breakdown:emergency-hospital-piece-1","0","Bệnh","illness","content-draft/viet/canonical-pages/tier-one/emergency-safety/emergency-hospital.json","","REVIEW_ONLY","REVIEW_ONLY"
"24","active_review","emergency_help","viet-phrase-emergency-hospital","emergency-hospital","viet-phrase-emergency-hospital:breakdown","breakdown","viet-phrase-emergency-hospital:breakdown:breakdown:1:e430846be27972b8","viet-phrase-emergency-hospital:breakdown:breakdown:emergency-hospital-piece-2","1","viện","institute / hospital","content-draft/viet/canonical-pages/tier-one/emergency-safety/emergency-hospital.json","","REVIEW_ONLY","REVIEW_ONLY"
"24","active_review","emergency_help","viet-phrase-emergency-hospital","emergency-hospital","viet-phrase-emergency-hospital:breakdown","breakdown","viet-phrase-emergency-hospital:breakdown:breakdown:2:cd6190fb8e99c7c5","viet-phrase-emergency-hospital:breakdown:breakdown:emergency-hospital-piece-3","2","gần nhất","nearest","content-draft/viet/canonical-pages/tier-one/emergency-safety/emergency-hospital.json","","REVIEW_ONLY","REVIEW_ONLY"
"24","active_review","emergency_help","viet-phrase-emergency-hospital","emergency-hospital","viet-phrase-emergency-hospital:breakdown","breakdown","viet-phrase-emergency-hospital:breakdown:breakdown:3:782361dbf1616a97","viet-phrase-emergency-hospital:breakdown:breakdown:emergency-hospital-piece-4","3","ở đâu?","where?","content-draft/viet/canonical-pages/tier-one/emergency-safety/emergency-hospital.json","","REVIEW_ONLY","REVIEW_ONLY"
"24","active_review","emergency_help","viet-phrase-emergency-hospital","emergency-hospital","viet-phrase-emergency-hospital:breakdown","breakdown","viet-phrase-emergency-hospital:breakdown:breakdown:4:71c75f9cd4761738","viet-phrase-emergency-hospital:breakdown:breakdown:emergency-hospital-full","4","Bệnh viện gần nhất ở đâu?","Where is the nearest hospital","content-draft/viet/canonical-pages/tier-one/emergency-safety/emergency-hospital.json","","REVIEW_ONLY","REVIEW_ONLY"
"25","active_review","emergency_passport","viet-phrase-emergency-3","emergency-3","viet-phrase-emergency-3:breakdown","breakdown","viet-phrase-emergency-3:breakdown:breakdown:0:c842f9442614930b","viet-phrase-emergency-3:breakdown:breakdown:emergency-3-piece-1","0","Tôi","I / me","content-draft/viet/canonical-pages/tier-one/emergency-safety/emergency-passport.json","","REVIEW_ONLY","REVIEW_ONLY"
"25","active_review","emergency_passport","viet-phrase-emergency-3","emergency-3","viet-phrase-emergency-3:breakdown","breakdown","viet-phrase-emergency-3:breakdown:breakdown:1:4ed116e9a932eb4a","viet-phrase-emergency-3:breakdown:breakdown:emergency-3-piece-2","1","mất","takes / loses","content-draft/viet/canonical-pages/tier-one/emergency-safety/emergency-passport.json","","REVIEW_ONLY","REVIEW_ONLY"
"25","active_review","emergency_passport","viet-phrase-emergency-3","emergency-3","viet-phrase-emergency-3:breakdown","breakdown","viet-phrase-emergency-3:breakdown:breakdown:2:2393ef8f24bada11","viet-phrase-emergency-3:breakdown:breakdown:emergency-3-piece-3","2","hộ chiếu","passport","content-draft/viet/canonical-pages/tier-one/emergency-safety/emergency-passport.json","","REVIEW_ONLY","REVIEW_ONLY"
"25","active_review","emergency_passport","viet-phrase-emergency-3","emergency-3","viet-phrase-emergency-3:breakdown","breakdown","viet-phrase-emergency-3:breakdown:breakdown:3:715bee26019334f6","viet-phrase-emergency-3:breakdown:breakdown:emergency-3-full","3","Tôi mất hộ chiếu","I lost my passport","content-draft/viet/canonical-pages/tier-one/emergency-safety/emergency-passport.json","","REVIEW_ONLY","REVIEW_ONLY"
