"selected_order","batch_role","selection_group","page_id","phrase_id","section_id","section_key","item_id","sort_order","target_phrase_id","target_page_id","target_resolution_status","detail_page_id","current_row_vietnamese","current_row_english","target_phrase_vietnamese","target_phrase_english","pronunciation","target_audio_status","source_path","reviewer_notes","review_status","import_approval"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","viet-phrase-city-hoian-place-cao-lau-city:ingredients-diet","ingredients-diet","viet-phrase-city-hoian-place-cao-lau-city:ingredients-diet:phrase:3:bdfa31d1c4741771","3","v900-food-drin-i-do-not-eat-pork","viet-phrase-v900-food-drin-i-do-not-eat-pork","resolved_one_canonical_page","viet-phrase-v900-food-drin-i-do-not-eat-pork","Tôi không ăn thịt lợn","I do not eat pork","Tôi không ăn thịt lợn","I do not eat pork","Toi khong an thit lon","ready","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","viet-phrase-city-hoian-place-cao-lau-city:ingredients-diet","ingredients-diet","viet-phrase-city-hoian-place-cao-lau-city:ingredients-diet:phrase:4:a0392dd60935c7d4","4","v900-food-drin-i-do-not-eat-seafood","viet-phrase-v900-food-drin-i-do-not-eat-seafood","resolved_one_canonical_page","viet-phrase-v900-food-drin-i-do-not-eat-seafood","Tôi không ăn hải sản","I do not eat seafood","Tôi không ăn hải sản","I do not eat seafood","Toi khong an hai san","ready","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","viet-phrase-city-hoian-place-cao-lau-city:explore-next","explore-next","viet-phrase-city-hoian-place-cao-lau-city:explore-next:phrase:0:8cd15e83c376d215","0","city-hoian-where-cao-lau-city","viet-phrase-city-hoian-where-cao-lau-city","resolved_one_canonical_page","viet-phrase-city-hoian-where-cao-lau-city","Cao lầu ở Hội An ở đâu?","Where is Cao lau in Hoi An?","Cao lầu ở Hội An ở đâu?","Where is Cao lau in Hoi An?","cao lau uh hoy an uh dow","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"4","active_review","dish","viet-phrase-city-hue-place-bun-bo-city","city-hue-place-bun-bo-city","viet-phrase-city-hue-place-bun-bo-city:quick-say","quick-say","viet-phrase-city-hue-place-bun-bo-city:quick-say:phrase:0:0b99d06077546b87","0","ves-order-bun-bo-hue-bowl","viet-phrase-ves-order-bun-bo-hue-bowl","resolved_one_canonical_page","viet-phrase-ves-order-bun-bo-hue-bowl","Dạ, cho tôi một tô bún bò Huế.","One bowl of bun bo Hue, please.","Dạ, cho tôi một tô bún bò Huế.","One bowl of bun bo Hue, please.","yah cho toy mot toh boon bo hway","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"4","active_review","dish","viet-phrase-city-hue-place-bun-bo-city","city-hue-place-bun-bo-city","viet-phrase-city-hue-place-bun-bo-city:place-brief","place-brief","viet-phrase-city-hue-place-bun-bo-city:place-brief:phrase:0:121d7113fe8ed2d4","0","city-hue-atm-bun-bo-city","viet-phrase-city-hue-atm-bun-bo-city","resolved_one_canonical_page","viet-phrase-city-hue-atm-bun-bo-city","Có ATM gần Bún bò Huế không?","Is there an ATM near Bun bo Hue?","Có ATM gần Bún bò Huế không?","Is there an ATM near Bun bo Hue?","koh ay tee em gun boon bo hweh khong","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"4","active_review","dish","viet-phrase-city-hue-place-bun-bo-city","city-hue-place-bun-bo-city","viet-phrase-city-hue-place-bun-bo-city:place-brief","place-brief","viet-phrase-city-hue-place-bun-bo-city:place-brief:phrase:1:c70ad59cc13b3692","1","city-hue-bun-bo","viet-phrase-city-hue-bun-bo","resolved_one_canonical_page","viet-phrase-city-hue-bun-bo","Tôi muốn ăn bún bò Huế","I want to eat bun bo Hue","Tôi muốn ăn bún bò Huế","I want to eat bun bo Hue","toy moon an boon bo hweh","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"4","active_review","dish","viet-phrase-city-hue-place-bun-bo-city","city-hue-place-bun-bo-city","viet-phrase-city-hue-place-bun-bo-city:place-brief","place-brief","viet-phrase-city-hue-place-bun-bo-city:place-brief:phrase:2:3bcc6b9c75533f18","2","city-hue-eat-near-bun-bo-city","viet-phrase-city-hue-eat-near-bun-bo-city","resolved_one_canonical_page","viet-phrase-city-hue-eat-near-bun-bo-city","Ăn gần Bún bò Huế","Eat near Bun bo Hue","Ăn gần Bún bò Huế","Eat near Bun bo Hue","an gun boon bo hweh","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"4","active_review","dish","viet-phrase-city-hue-place-bun-bo-city","city-hue-place-bun-bo-city","viet-phrase-city-hue-place-bun-bo-city:how-to-order","how-to-order","viet-phrase-city-hue-place-bun-bo-city:how-to-order:phrase:0:2a6935a0e0092aeb","0","ves-not-too-spicy","viet-phrase-ves-not-too-spicy","resolved_one_canonical_page","viet-phrase-ves-not-too-spicy","Không cay quá nhé.","Not too spicy, please.","Không cay quá nhé.","Not too spicy, please.","khong kai kwa nyeh","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"4","active_review","dish","viet-phrase-city-hue-place-bun-bo-city","city-hue-place-bun-bo-city","viet-phrase-city-hue-place-bun-bo-city:ingredients-diet","ingredients-diet","viet-phrase-city-hue-place-bun-bo-city:ingredients-diet:phrase:0:66889ae062c64e49","0","ves-whats-in-this-dish","viet-phrase-ves-whats-in-this-dish","resolved_one_canonical_page","viet-phrase-ves-whats-in-this-dish","Món này có gì?","What is in this dish?","Món này có gì?","What is in this dish?","mon nay koh zee","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"4","active_review","dish","viet-phrase-city-hue-place-bun-bo-city","city-hue-place-bun-bo-city","viet-phrase-city-hue-place-bun-bo-city:explore-next","explore-next","viet-phrase-city-hue-place-bun-bo-city:explore-next:phrase:0:7fe7c42bc0d17dba","0","coffee-7","viet-phrase-coffee-7","resolved_one_canonical_page","viet-phrase-coffee-7","Tính tiền giúp tôi","Please let me pay","Tính tiền giúp tôi","Please let me pay","ting tyen zoop toy","ready","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"5","reference_completed","journey_place","viet-phrase-city-danang-place-ba-na-hills","city-danang-place-ba-na-hills","viet-phrase-city-danang-place-ba-na-hills:quick-say","quick-say","viet-phrase-city-danang-place-ba-na-hills:quick-say:phrase:0:8ed2314ff4ef0d50","0","ves-two-tickets-ba-na-hills","viet-phrase-ves-two-tickets-ba-na-hills","resolved_one_canonical_page","viet-phrase-ves-two-tickets-ba-na-hills","Dạ, cho tôi hai vé lên Bà Nà Hills.","Two tickets to Ba Na Hills, please.","Dạ, cho tôi hai vé lên Bà Nà Hills.","Two tickets to Ba Na Hills, please.","yah cho toy high veh len ba na hills","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"5","reference_completed","journey_place","viet-phrase-city-danang-place-ba-na-hills","city-danang-place-ba-na-hills","viet-phrase-city-danang-place-ba-na-hills:journey-flow","journey-flow","viet-phrase-city-danang-place-ba-na-hills:journey-flow:phrase:0:4b1b2c4c9b6a3dda","0","city-danang-go-ba-na-hills","viet-phrase-city-danang-go-ba-na-hills","resolved_one_canonical_page","viet-phrase-city-danang-go-ba-na-hills","Đi Bà Nà Hills","Go to Ba Na Hills","Đi Bà Nà Hills","Go to Ba Na Hills","dee bah na hills","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"5","reference_completed","journey_place","viet-phrase-city-danang-place-ba-na-hills","city-danang-place-ba-na-hills","viet-phrase-city-danang-place-ba-na-hills:journey-flow","journey-flow","viet-phrase-city-danang-place-ba-na-hills:journey-flow:phrase:1:8ed2314ff4ef0d50","1","ves-two-tickets-ba-na-hills","viet-phrase-ves-two-tickets-ba-na-hills","resolved_one_canonical_page","viet-phrase-ves-two-tickets-ba-na-hills","Dạ, cho tôi hai vé lên Bà Nà Hills.","Two tickets to Ba Na Hills, please.","Dạ, cho tôi hai vé lên Bà Nà Hills.","Two tickets to Ba Na Hills, please.","yah cho toy high veh len ba na hills","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"5","reference_completed","journey_place","viet-phrase-city-danang-place-ba-na-hills","city-danang-place-ba-na-hills","viet-phrase-city-danang-place-ba-na-hills:journey-flow","journey-flow","viet-phrase-city-danang-place-ba-na-hills:journey-flow:phrase:2:21921a7e50c1bcd7","2","ves-where-cable-car","viet-phrase-ves-where-cable-car","resolved_one_canonical_page","viet-phrase-ves-where-cable-car","Cáp treo ở đâu?","Where is the cable car?","Cáp treo ở đâu?","Where is the cable car?","cap treo uh dow","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"5","reference_completed","journey_place","viet-phrase-city-danang-place-ba-na-hills","city-danang-place-ba-na-hills","viet-phrase-city-danang-place-ba-na-hills:journey-flow","journey-flow","viet-phrase-city-danang-place-ba-na-hills:journey-flow:phrase:3:781e592185f21f7f","3","ves-take-photo-for-me","viet-phrase-ves-take-photo-for-me","resolved_one_canonical_page","viet-phrase-ves-take-photo-for-me","Bạn chụp giúp tôi được không?","Can you take a photo for me?","Bạn chụp giúp tôi được không?","Can you take a photo for me?","ban choop zoop toy duoc khong","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"5","reference_completed","journey_place","viet-phrase-city-danang-place-ba-na-hills","city-danang-place-ba-na-hills","viet-phrase-city-danang-place-ba-na-hills:journey-flow","journey-flow","viet-phrase-city-danang-place-ba-na-hills:journey-flow:phrase:4:d376c225a6c56b1e","4","store-1","viet-phrase-store-1","resolved_one_canonical_page","viet-phrase-store-1","Cho tôi chai nước","A bottle of water please","Cho tôi chai nước","A bottle of water please","cho toy chai nook","ready","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"5","reference_completed","journey_place","viet-phrase-city-danang-place-ba-na-hills","city-danang-place-ba-na-hills","viet-phrase-city-danang-place-ba-na-hills:journey-flow","journey-flow","viet-phrase-city-danang-place-ba-na-hills:journey-flow:phrase:5:5c060e8b7e64e78f","5","ves-call-taxi-for-me","viet-phrase-ves-call-taxi-for-me","resolved_one_canonical_page","viet-phrase-ves-call-taxi-for-me","Gọi giúp tôi taxi được không?","Can you call me a taxi?","Gọi giúp tôi taxi được không?","Can you call me a taxi?","goy zoop toy tak see duoc khong","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"5","reference_completed","journey_place","viet-phrase-city-danang-place-ba-na-hills","city-danang-place-ba-na-hills","viet-phrase-city-danang-place-ba-na-hills:key-phrases","key-phrases","viet-phrase-city-danang-place-ba-na-hills:key-phrases:phrase:0:4b1b2c4c9b6a3dda","0","city-danang-go-ba-na-hills","viet-phrase-city-danang-go-ba-na-hills","resolved_one_canonical_page","viet-phrase-city-danang-go-ba-na-hills","Đi Bà Nà Hills","Go to Ba Na Hills","Đi Bà Nà Hills","Go to Ba Na Hills","dee bah na hills","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"5","reference_completed","journey_place","viet-phrase-city-danang-place-ba-na-hills","city-danang-place-ba-na-hills","viet-phrase-city-danang-place-ba-na-hills:key-phrases","key-phrases","viet-phrase-city-danang-place-ba-na-hills:key-phrases:phrase:1:8ed2314ff4ef0d50","1","ves-two-tickets-ba-na-hills","viet-phrase-ves-two-tickets-ba-na-hills","resolved_one_canonical_page","viet-phrase-ves-two-tickets-ba-na-hills","Dạ, cho tôi hai vé lên Bà Nà Hills.","Two tickets to Ba Na Hills, please.","Dạ, cho tôi hai vé lên Bà Nà Hills.","Two tickets to Ba Na Hills, please.","yah cho toy high veh len ba na hills","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"5","reference_completed","journey_place","viet-phrase-city-danang-place-ba-na-hills","city-danang-place-ba-na-hills","viet-phrase-city-danang-place-ba-na-hills:key-phrases","key-phrases","viet-phrase-city-danang-place-ba-na-hills:key-phrases:phrase:2:21921a7e50c1bcd7","2","ves-where-cable-car","viet-phrase-ves-where-cable-car","resolved_one_canonical_page","viet-phrase-ves-where-cable-car","Cáp treo ở đâu?","Where is the cable car?","Cáp treo ở đâu?","Where is the cable car?","cap treo uh dow","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"5","reference_completed","journey_place","viet-phrase-city-danang-place-ba-na-hills","city-danang-place-ba-na-hills","viet-phrase-city-danang-place-ba-na-hills:key-phrases","key-phrases","viet-phrase-city-danang-place-ba-na-hills:key-phrases:phrase:3:781e592185f21f7f","3","ves-take-photo-for-me","viet-phrase-ves-take-photo-for-me","resolved_one_canonical_page","viet-phrase-ves-take-photo-for-me","Bạn chụp giúp tôi được không?","Can you take a photo for me?","Bạn chụp giúp tôi được không?","Can you take a photo for me?","ban choop zoop toy duoc khong","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"5","reference_completed","journey_place","viet-phrase-city-danang-place-ba-na-hills","city-danang-place-ba-na-hills","viet-phrase-city-danang-place-ba-na-hills:key-phrases","key-phrases","viet-phrase-city-danang-place-ba-na-hills:key-phrases:phrase:4:5c060e8b7e64e78f","4","ves-call-taxi-for-me","viet-phrase-ves-call-taxi-for-me","resolved_one_canonical_page","viet-phrase-ves-call-taxi-for-me","Gọi giúp tôi taxi được không?","Can you call me a taxi?","Gọi giúp tôi taxi được không?","Can you call me a taxi?","goy zoop toy tak see duoc khong","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"5","reference_completed","journey_place","viet-phrase-city-danang-place-ba-na-hills","city-danang-place-ba-na-hills","viet-phrase-city-danang-place-ba-na-hills:explore-next","explore-next","viet-phrase-city-danang-place-ba-na-hills:explore-next:phrase:0:2d76ffe2b59a88dc","0","city-danang-where-ba-na-hills","viet-phrase-city-danang-where-ba-na-hills","resolved_one_canonical_page","viet-phrase-city-danang-where-ba-na-hills","Bà Nà Hills ở đâu?","Where is Ba Na Hills?","Bà Nà Hills ở đâu?","Where is Ba Na Hills?","bah na hills uh dow","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"5","reference_completed","journey_place","viet-phrase-city-danang-place-ba-na-hills","city-danang-place-ba-na-hills","viet-phrase-city-danang-place-ba-na-hills:explore-next","explore-next","viet-phrase-city-danang-place-ba-na-hills:explore-next:phrase:1:f70b2016ef0e989d","1","city-danang-stop-ba-na-hills","viet-phrase-city-danang-stop-ba-na-hills","resolved_one_canonical_page","viet-phrase-city-danang-stop-ba-na-hills","Dừng ở Bà Nà Hills","Stop at Ba Na Hills","Dừng ở Bà Nà Hills","Stop at Ba Na Hills","zoong uh bah na hills","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"5","reference_completed","journey_place","viet-phrase-city-danang-place-ba-na-hills","city-danang-place-ba-na-hills","viet-phrase-city-danang-place-ba-na-hills:explore-next","explore-next","viet-phrase-city-danang-place-ba-na-hills:explore-next:phrase:2:07af5f4450d5ebd1","2","city-danang-eat-near-ba-na-hills","viet-phrase-city-danang-eat-near-ba-na-hills","resolved_one_canonical_page","viet-phrase-city-danang-eat-near-ba-na-hills","Ăn gần Bà Nà Hills","Eat near Ba Na Hills","Ăn gần Bà Nà Hills","Eat near Ba Na Hills","an gun bah na hills","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"5","reference_completed","journey_place","viet-phrase-city-danang-place-ba-na-hills","city-danang-place-ba-na-hills","viet-phrase-city-danang-place-ba-na-hills:explore-next","explore-next","viet-phrase-city-danang-place-ba-na-hills:explore-next:phrase:3:1c7b876cfb89429b","3","city-danang-atm-ba-na-hills","viet-phrase-city-danang-atm-ba-na-hills","resolved_one_canonical_page","viet-phrase-city-danang-atm-ba-na-hills","Có ATM gần Bà Nà Hills không?","Is there an ATM near Ba Na Hills?","Có ATM gần Bà Nà Hills không?","Is there an ATM near Ba Na Hills?","koh ay tee em gun bah na hills khong","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"6","active_review","place_navigation","viet-phrase-city-danang-place-dragon-bridge","city-danang-place-dragon-bridge","viet-phrase-city-danang-place-dragon-bridge:quick-say","quick-say","viet-phrase-city-danang-place-dragon-bridge:quick-say:phrase:0:bfe8e48e95b6b8fd","0","city-danang-place-dragon-bridge","viet-phrase-city-danang-place-dragon-bridge","resolved_one_canonical_page","viet-phrase-city-danang-place-dragon-bridge","Cầu Rồng","Dragon Bridge","Cầu Rồng","Dragon Bridge","cow zong","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"6","active_review","place_navigation","viet-phrase-city-danang-place-dragon-bridge","city-danang-place-dragon-bridge","viet-phrase-city-danang-place-dragon-bridge:place-brief","place-brief","viet-phrase-city-danang-place-dragon-bridge:place-brief:phrase:0:ed725cccbcabd6c3","0","city-danang-atm-dragon-bridge","viet-phrase-city-danang-atm-dragon-bridge","resolved_one_canonical_page","viet-phrase-city-danang-atm-dragon-bridge","Có ATM gần cầu Rồng không?","Is there an ATM near Dragon Bridge?","Có ATM gần cầu Rồng không?","Is there an ATM near Dragon Bridge?","koh ay tee em gun cow zong khong","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"6","active_review","place_navigation","viet-phrase-city-danang-place-dragon-bridge","city-danang-place-dragon-bridge","viet-phrase-city-danang-place-dragon-bridge:place-brief","place-brief","viet-phrase-city-danang-place-dragon-bridge:place-brief:phrase:1:3a82bf38021315a3","1","city-danang-eat-near-dragon-bridge","viet-phrase-city-danang-eat-near-dragon-bridge","resolved_one_canonical_page","viet-phrase-city-danang-eat-near-dragon-bridge","Ăn gần Cầu Rồng","Eat near Dragon Bridge","Ăn gần Cầu Rồng","Eat near Dragon Bridge","an gun cow rong","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"6","active_review","place_navigation","viet-phrase-city-danang-place-dragon-bridge","city-danang-place-dragon-bridge","viet-phrase-city-danang-place-dragon-bridge:place-brief","place-brief","viet-phrase-city-danang-place-dragon-bridge:place-brief:phrase:2:9800aff6619b90ab","2","city-danang-go-dragon-bridge","viet-phrase-city-danang-go-dragon-bridge","resolved_one_canonical_page","viet-phrase-city-danang-go-dragon-bridge","Đi cầu Rồng","Go to Dragon Bridge","Đi cầu Rồng","Go to Dragon Bridge","dee cow zong","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"6","active_review","place_navigation","viet-phrase-city-danang-place-dragon-bridge","city-danang-place-dragon-bridge","viet-phrase-city-danang-place-dragon-bridge:use-it-with","use-it-with","viet-phrase-city-danang-place-dragon-bridge:use-it-with:phrase:0:8856b638d251477f","0","ves-drop-near-dragon-bridge","viet-phrase-ves-drop-near-dragon-bridge","resolved_one_canonical_page","viet-phrase-ves-drop-near-dragon-bridge","Cho tôi xuống gần Cầu Rồng.","Let me off near Dragon Bridge.","Cho tôi xuống gần Cầu Rồng.","Let me off near Dragon Bridge.","cho toy zoong gun cow rong","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"6","active_review","place_navigation","viet-phrase-city-danang-place-dragon-bridge","city-danang-place-dragon-bridge","viet-phrase-city-danang-place-dragon-bridge:use-it-with","use-it-with","viet-phrase-city-danang-place-dragon-bridge:use-it-with:phrase:1:21bee9415495b106","1","city-danang-where-dragon-bridge","viet-phrase-city-danang-where-dragon-bridge","resolved_one_canonical_page","viet-phrase-city-danang-where-dragon-bridge","Cầu Rồng ở đâu?","Where is Dragon Bridge?","Cầu Rồng ở đâu?","Where is Dragon Bridge?","cow zong uh dow","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"6","active_review","place_navigation","viet-phrase-city-danang-place-dragon-bridge","city-danang-place-dragon-bridge","viet-phrase-city-danang-place-dragon-bridge:use-it-with","use-it-with","viet-phrase-city-danang-place-dragon-bridge:use-it-with:phrase:2:781e592185f21f7f","2","ves-take-photo-for-me","viet-phrase-ves-take-photo-for-me","resolved_one_canonical_page","viet-phrase-ves-take-photo-for-me","Bạn chụp giúp tôi được không?","Can you take a photo for me?","Bạn chụp giúp tôi được không?","Can you take a photo for me?","ban choop zoop toy duoc khong","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"6","active_review","place_navigation","viet-phrase-city-danang-place-dragon-bridge","city-danang-place-dragon-bridge","viet-phrase-city-danang-place-dragon-bridge:explore-next","explore-next","viet-phrase-city-danang-place-dragon-bridge:explore-next:phrase:0:a25ebc44c71fe01b","0","city-danang-stop-dragon-bridge","viet-phrase-city-danang-stop-dragon-bridge","resolved_one_canonical_page","viet-phrase-city-danang-stop-dragon-bridge","Dừng ở Cầu Rồng","Stop at Dragon Bridge","Dừng ở Cầu Rồng","Stop at Dragon Bridge","zoong uh cow rong","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"7","active_review","place_journey","viet-phrase-city-danang-place-marble-mountains","city-danang-place-marble-mountains","viet-phrase-city-danang-place-marble-mountains:quick-say","quick-say","viet-phrase-city-danang-place-marble-mountains:quick-say:phrase:0:7a2ef102aeb90402","0","city-danang-ticket-marble-mountains","viet-phrase-city-danang-ticket-marble-mountains","resolved_one_canonical_page","viet-phrase-city-danang-ticket-marble-mountains","Một vé vào Ngũ Hành Sơn","One ticket to Marble Mountains","Một vé vào Ngũ Hành Sơn","One ticket to Marble Mountains","mot veh vow ngoo hanh son","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"7","active_review","place_journey","viet-phrase-city-danang-place-marble-mountains","city-danang-place-marble-mountains","viet-phrase-city-danang-place-marble-mountains:place-brief","place-brief","viet-phrase-city-danang-place-marble-mountains:place-brief:phrase:0:f8f2ffebe2c8187b","0","city-danang-go-marble-mountains","viet-phrase-city-danang-go-marble-mountains","resolved_one_canonical_page","viet-phrase-city-danang-go-marble-mountains","Đi Ngũ Hành Sơn","Go to Marble Mountains","Đi Ngũ Hành Sơn","Go to Marble Mountains","dee ngu hanh son","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"7","active_review","place_journey","viet-phrase-city-danang-place-marble-mountains","city-danang-place-marble-mountains","viet-phrase-city-danang-place-marble-mountains:place-brief","place-brief","viet-phrase-city-danang-place-marble-mountains:place-brief:phrase:1:635fd918f2af03c4","1","city-danang-stop-marble-mountains","viet-phrase-city-danang-stop-marble-mountains","resolved_one_canonical_page","viet-phrase-city-danang-stop-marble-mountains","Dừng ở Ngũ Hành Sơn","Stop at Marble Mountains","Dừng ở Ngũ Hành Sơn","Stop at Marble Mountains","zoong uh ngu hanh son","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"7","active_review","place_journey","viet-phrase-city-danang-place-marble-mountains","city-danang-place-marble-mountains","viet-phrase-city-danang-place-marble-mountains:use-it-with","use-it-with","viet-phrase-city-danang-place-marble-mountains:use-it-with:phrase:0:0d4a6678b8224269","0","city-danang-time-marble-mountains","viet-phrase-city-danang-time-marble-mountains","resolved_one_canonical_page","viet-phrase-city-danang-time-marble-mountains","Từ đây đến Ngũ Hành Sơn bao lâu?","How long from here to Marble Mountains?","Từ đây đến Ngũ Hành Sơn bao lâu?","How long from here to Marble Mountains?","tuh day den ngoo hanh son bao low","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"7","active_review","place_journey","viet-phrase-city-danang-place-marble-mountains","city-danang-place-marble-mountains","viet-phrase-city-danang-place-marble-mountains:key-phrases","key-phrases","viet-phrase-city-danang-place-marble-mountains:key-phrases:phrase:0:3a9210f0f45efd5a","0","v500-sigh-acti-where-is-the-entrance","viet-phrase-v500-sigh-acti-where-is-the-entrance","resolved_one_canonical_page","viet-phrase-v500-sigh-acti-where-is-the-entrance","Lối vào ở đâu?","Where is the entrance?","Lối vào ở đâu?","Where is the entrance?","Loi vao o dau","ready","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"7","active_review","place_journey","viet-phrase-city-danang-place-marble-mountains","city-danang-place-marble-mountains","viet-phrase-city-danang-place-marble-mountains:key-phrases","key-phrases","viet-phrase-city-danang-place-marble-mountains:key-phrases:phrase:1:e7b495e9d02b1c0c","1","ves-where-driver-waits","viet-phrase-ves-where-driver-waits","resolved_one_canonical_page","viet-phrase-ves-where-driver-waits","Tài xế chờ ở đâu?","Where does the driver wait?","Tài xế chờ ở đâu?","Where does the driver wait?","tai seh cho uh dow","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"7","active_review","place_journey","viet-phrase-city-danang-place-marble-mountains","city-danang-place-marble-mountains","viet-phrase-city-danang-place-marble-mountains:key-phrases","key-phrases","viet-phrase-city-danang-place-marble-mountains:key-phrases:phrase:2:5c060e8b7e64e78f","2","ves-call-taxi-for-me","viet-phrase-ves-call-taxi-for-me","resolved_one_canonical_page","viet-phrase-ves-call-taxi-for-me","Gọi giúp tôi taxi được không?","Can you call me a taxi?","Gọi giúp tôi taxi được không?","Can you call me a taxi?","goy zoop toy tak see duoc khong","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"7","active_review","place_journey","viet-phrase-city-danang-place-marble-mountains","city-danang-place-marble-mountains","viet-phrase-city-danang-place-marble-mountains:explore-next","explore-next","viet-phrase-city-danang-place-marble-mountains:explore-next:phrase:0:9800aff6619b90ab","0","city-danang-go-dragon-bridge","viet-phrase-city-danang-go-dragon-bridge","resolved_one_canonical_page","viet-phrase-city-danang-go-dragon-bridge","Đi cầu Rồng","Go to Dragon Bridge","Đi cầu Rồng","Go to Dragon Bridge","dee cow zong","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"8","active_review","place_navigation","viet-phrase-city-danang-place-son-tra","city-danang-place-son-tra","viet-phrase-city-danang-place-son-tra:quick-say","quick-say","viet-phrase-city-danang-place-son-tra:quick-say:phrase:0:45c0d4d1317d6467","0","city-danang-go-son-tra","viet-phrase-city-danang-go-son-tra","resolved_one_canonical_page","viet-phrase-city-danang-go-son-tra","Đi bán đảo Sơn Trà","Go to Son Tra Peninsula","Đi bán đảo Sơn Trà","Go to Son Tra Peninsula","dee ban dao son chah","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"8","active_review","place_navigation","viet-phrase-city-danang-place-son-tra","city-danang-place-son-tra","viet-phrase-city-danang-place-son-tra:place-brief","place-brief","viet-phrase-city-danang-place-son-tra:place-brief:phrase:0:9800aff6619b90ab","0","city-danang-go-dragon-bridge","viet-phrase-city-danang-go-dragon-bridge","resolved_one_canonical_page","viet-phrase-city-danang-go-dragon-bridge","Đi cầu Rồng","Go to Dragon Bridge","Đi cầu Rồng","Go to Dragon Bridge","dee cow zong","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
