"selected_order","batch_role","selection_group","page_id","phrase_id","section_id","section_key","sort_order","current_section_title","current_section_body","current_presentation","generated_section_source_path","source_path","linked_phrase_row_count","breakdown_row_count","reviewer_notes","review_status","import_approval"
"8","active_review","place_navigation","viet-phrase-city-danang-place-son-tra","city-danang-place-son-tra","viet-phrase-city-danang-place-son-tra:at-glance","at-glance","0","At a glance","Sơn Trà is an area, not just one door. The page should help the user clarify which stop they mean and keep the driver/pickup context visible.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"8","active_review","place_navigation","viet-phrase-city-danang-place-son-tra","city-danang-place-son-tra","viet-phrase-city-danang-place-son-tra:quick-say","quick-say","1","Quick say","Đi bán đảo Sơn Trà. — Go to Son Tra Peninsula.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"8","active_review","place_navigation","viet-phrase-city-danang-place-son-tra","city-danang-place-son-tra","viet-phrase-city-danang-place-son-tra:breakdown","breakdown","2","Break it down","Bán đảo means peninsula. Sơn Trà is the local name. Treat the full phrase as a route-area name.","breakdown-strip","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","3","","REVIEW_ONLY","REVIEW_ONLY"
"8","active_review","place_navigation","viet-phrase-city-danang-place-son-tra","city-danang-place-son-tra","viet-phrase-city-danang-place-son-tra:place-brief","place-brief","4","What it is","Use this for a driver, hotel desk, or tour desk when the user is trying to reach the area or a stop inside it.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","2","0","","REVIEW_ONLY","REVIEW_ONLY"
"8","active_review","place_navigation","viet-phrase-city-danang-place-son-tra","city-danang-place-son-tra","viet-phrase-city-danang-place-son-tra:use-it-with","use-it-with","5","Use it with","Đi bán đảo Sơn Trà. / Chùa Linh Ứng ở đâu? / Anh chờ tôi ở đây được không? / Mấy giờ quay lại?","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","3","0","","REVIEW_ONLY","REVIEW_ONLY"
"8","active_review","place_navigation","viet-phrase-city-danang-place-son-tra","city-danang-place-son-tra","viet-phrase-city-danang-place-son-tra:when-to-use","when-to-use","6","When to use it","Use it when the destination is the broader area, then narrow to the exact stop with a map pin.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"8","active_review","place_navigation","viet-phrase-city-danang-place-son-tra","city-danang-place-son-tra","viet-phrase-city-danang-place-son-tra:good-to-know","good-to-know","7","Good to know","Because this is an area, the map pin matters. The phrase alone may not identify the exact stop.","tip-callout","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"8","active_review","place_navigation","viet-phrase-city-danang-place-son-tra","city-danang-place-son-tra","viet-phrase-city-danang-place-son-tra:explore-next","explore-next","8","Explore next","Connect to: Linh Ứng Pagoda, Dragon Bridge, My Khe Beach, return pickup, wait here.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","2","0","","REVIEW_ONLY","REVIEW_ONLY"
"9","active_review","street_pronouncer","viet-phrase-city-danang-place-bach-dang-street","city-danang-place-bach-dang-street","viet-phrase-city-danang-place-bach-dang-street:at-glance","at-glance","0","At a glance","This is a street-audio page. The user likely needs to say the street to a driver, hotel desk, or local while showing an address.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"9","active_review","street_pronouncer","viet-phrase-city-danang-place-bach-dang-street","city-danang-place-bach-dang-street","viet-phrase-city-danang-place-bach-dang-street:quick-say","quick-say","1","Quick say","Đường Bạch Đằng. Play the street name by itself, then play the full taxi sentence.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"9","active_review","street_pronouncer","viet-phrase-city-danang-place-bach-dang-street","city-danang-place-bach-dang-street","viet-phrase-city-danang-place-bach-dang-street:breakdown","breakdown","2","Break it down","Đường means street. Bạch Đằng is the street name. Keep Bạch Đằng together in audio.","breakdown-strip","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","3","","REVIEW_ONLY","REVIEW_ONLY"
"9","active_review","street_pronouncer","viet-phrase-city-danang-place-bach-dang-street","city-danang-place-bach-dang-street","viet-phrase-city-danang-place-bach-dang-street:place-brief","place-brief","4","What it is","Đường Bạch Đằng is a street in Da Nang, useful when an address, pickup point, hotel note, or walking route names the street. Learn the Vietnamese name so a driver, hotel desk, or nearby staff member can recognize the exact place quickly.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","3","0","","REVIEW_ONLY","REVIEW_ONLY"
"9","active_review","street_pronouncer","viet-phrase-city-danang-place-bach-dang-street","city-danang-place-bach-dang-street","viet-phrase-city-danang-place-bach-dang-street:use-it-with","use-it-with","5","Use it with","The place name works best with something visible: a map pin, address, ticket screen, hotel note, entrance sign, or pickup point.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"9","active_review","street_pronouncer","viet-phrase-city-danang-place-bach-dang-street","city-danang-place-bach-dang-street","viet-phrase-city-danang-place-bach-dang-street:when-to-use","when-to-use","6","When to use it","Use this when the street name is the anchor for a map, ride, ticket counter, hotel desk, entrance, pickup point, or walking route. Say the name once, then show the map pin or address.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"9","active_review","street_pronouncer","viet-phrase-city-danang-place-bach-dang-street","city-danang-place-bach-dang-street","viet-phrase-city-danang-place-bach-dang-street:show-driver","show-driver","7","Show the driver","Cho tôi đến đường Bạch Đằng. — Please take me to Bach Dang Street.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"9","active_review","street_pronouncer","viet-phrase-city-danang-place-bach-dang-street","city-danang-place-bach-dang-street","viet-phrase-city-danang-place-bach-dang-street:confirm","confirm","8","Confirm","Đây có phải đường Bạch Đằng không? — Is this Bach Dang Street?","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"9","active_review","street_pronouncer","viet-phrase-city-danang-place-bach-dang-street","city-danang-place-bach-dang-street","viet-phrase-city-danang-place-bach-dang-street:drop-off","drop-off","9","Drop off","Cho tôi xuống ở đây được không? — Can you drop me off here?","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"9","active_review","street_pronouncer","viet-phrase-city-danang-place-bach-dang-street","city-danang-place-bach-dang-street","viet-phrase-city-danang-place-bach-dang-street:good-to-know","good-to-know","10","Good to know","Street names should always have two audio versions: street-only and full sentence.","tip-callout","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"9","active_review","street_pronouncer","viet-phrase-city-danang-place-bach-dang-street","city-danang-place-bach-dang-street","viet-phrase-city-danang-place-bach-dang-street:explore-next","explore-next","11","Explore next","Connect to: go by Bach Dang Street, stop at Bach Dang Street, near here, wrong place, show address.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"10","active_review","street_pronouncer","viet-phrase-city-danang-place-nguyen-van-linh-street","city-danang-place-nguyen-van-linh-street","viet-phrase-city-danang-place-nguyen-van-linh-street:at-glance","at-glance","0","At a glance","This page solves a real traveler problem: the street name is hard to pronounce from spelling. Make the audio the main value.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"10","active_review","street_pronouncer","viet-phrase-city-danang-place-nguyen-van-linh-street","city-danang-place-nguyen-van-linh-street","viet-phrase-city-danang-place-nguyen-van-linh-street:quick-say","quick-say","1","Quick say","Đường Nguyễn Văn Linh. Practice street-only audio first, then the taxi sentence.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"10","active_review","street_pronouncer","viet-phrase-city-danang-place-nguyen-van-linh-street","city-danang-place-nguyen-van-linh-street","viet-phrase-city-danang-place-nguyen-van-linh-street:breakdown","breakdown","2","Break it down","Đường means street. Nguyễn Văn Linh is the street name. Do not split the personal name into fake meanings for travelers.","breakdown-strip","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","3","","REVIEW_ONLY","REVIEW_ONLY"
"10","active_review","street_pronouncer","viet-phrase-city-danang-place-nguyen-van-linh-street","city-danang-place-nguyen-van-linh-street","viet-phrase-city-danang-place-nguyen-van-linh-street:place-brief","place-brief","4","What it is","Đường Nguyễn Văn Linh is a street in Da Nang, useful when an address, pickup point, hotel note, or walking route names the street. Learn the Vietnamese name so a driver, hotel desk, or nearby staff member can recognize the exact place quickly.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","3","0","","REVIEW_ONLY","REVIEW_ONLY"
"10","active_review","street_pronouncer","viet-phrase-city-danang-place-nguyen-van-linh-street","city-danang-place-nguyen-van-linh-street","viet-phrase-city-danang-place-nguyen-van-linh-street:use-it-with","use-it-with","5","Use it with","The place name works best with something visible: a map pin, address, ticket screen, hotel note, entrance sign, or pickup point.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"10","active_review","street_pronouncer","viet-phrase-city-danang-place-nguyen-van-linh-street","city-danang-place-nguyen-van-linh-street","viet-phrase-city-danang-place-nguyen-van-linh-street:when-to-use","when-to-use","6","When to use it","Use this when the street name is the anchor for a map, ride, ticket counter, hotel desk, entrance, pickup point, or walking route. Say the name once, then show the map pin or address.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"10","active_review","street_pronouncer","viet-phrase-city-danang-place-nguyen-van-linh-street","city-danang-place-nguyen-van-linh-street","viet-phrase-city-danang-place-nguyen-van-linh-street:show-driver","show-driver","7","Show the driver","Cho tôi đến đường Nguyễn Văn Linh. — Please take me to Nguyen Van Linh Street.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"10","active_review","street_pronouncer","viet-phrase-city-danang-place-nguyen-van-linh-street","city-danang-place-nguyen-van-linh-street","viet-phrase-city-danang-place-nguyen-van-linh-street:confirm","confirm","8","Confirm","Đây có phải đường Nguyễn Văn Linh không? — Is this Nguyen Van Linh Street?","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"10","active_review","street_pronouncer","viet-phrase-city-danang-place-nguyen-van-linh-street","city-danang-place-nguyen-van-linh-street","viet-phrase-city-danang-place-nguyen-van-linh-street:wrong-place","wrong-place","9","Wrong place","Hình như không đúng chỗ. — I think this is not the right place.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"10","active_review","street_pronouncer","viet-phrase-city-danang-place-nguyen-van-linh-street","city-danang-place-nguyen-van-linh-street","viet-phrase-city-danang-place-nguyen-van-linh-street:good-to-know","good-to-know","10","Good to know","For long Vietnamese street names, full-sentence audio is more useful than dictionary-style spelling.","tip-callout","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"10","active_review","street_pronouncer","viet-phrase-city-danang-place-nguyen-van-linh-street","city-danang-place-nguyen-van-linh-street","viet-phrase-city-danang-place-nguyen-van-linh-street:explore-next","explore-next","11","Explore next","Connect to: go to Nguyen Van Linh Street, stop here, near here, wrong place, show address.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"11","active_review","street_pronouncer","viet-phrase-city-danang-place-vo-nguyen-giap-street","city-danang-place-vo-nguyen-giap-street","viet-phrase-city-danang-place-vo-nguyen-giap-street:at-glance","at-glance","0","At a glance","Use this when an address, hotel, beach stop, or Grab pickup mentions Đường Võ Nguyên Giáp and the traveler needs to say it out loud.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"11","active_review","street_pronouncer","viet-phrase-city-danang-place-vo-nguyen-giap-street","city-danang-place-vo-nguyen-giap-street","viet-phrase-city-danang-place-vo-nguyen-giap-street:quick-say","quick-say","1","Quick say","Đường Võ Nguyên Giáp. Play street-only audio, then the full sentence.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"11","active_review","street_pronouncer","viet-phrase-city-danang-place-vo-nguyen-giap-street","city-danang-place-vo-nguyen-giap-street","viet-phrase-city-danang-place-vo-nguyen-giap-street:breakdown","breakdown","2","Break it down","Đường means street. Võ Nguyên Giáp is the street name. Keep the name as a single audio unit.","breakdown-strip","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","3","","REVIEW_ONLY","REVIEW_ONLY"
"11","active_review","street_pronouncer","viet-phrase-city-danang-place-vo-nguyen-giap-street","city-danang-place-vo-nguyen-giap-street","viet-phrase-city-danang-place-vo-nguyen-giap-street:place-brief","place-brief","4","What it is","Đường Võ Nguyên Giáp is a street in Da Nang, useful when an address, pickup point, hotel note, or walking route names the street. Learn the Vietnamese name so a driver, hotel desk, or nearby staff member can recognize the exact place quickly.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","3","0","","REVIEW_ONLY","REVIEW_ONLY"
"11","active_review","street_pronouncer","viet-phrase-city-danang-place-vo-nguyen-giap-street","city-danang-place-vo-nguyen-giap-street","viet-phrase-city-danang-place-vo-nguyen-giap-street:use-it-with","use-it-with","5","Use it with","The place name works best with something visible: a map pin, address, ticket screen, hotel note, entrance sign, or pickup point.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"11","active_review","street_pronouncer","viet-phrase-city-danang-place-vo-nguyen-giap-street","city-danang-place-vo-nguyen-giap-street","viet-phrase-city-danang-place-vo-nguyen-giap-street:when-to-use","when-to-use","6","When to use it","Use this when the street name is the anchor for a map, ride, ticket counter, hotel desk, entrance, pickup point, or walking route. Say the name once, then show the map pin or address.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"11","active_review","street_pronouncer","viet-phrase-city-danang-place-vo-nguyen-giap-street","city-danang-place-vo-nguyen-giap-street","viet-phrase-city-danang-place-vo-nguyen-giap-street:show-driver","show-driver","7","Show the driver","Cho tôi đến đường Võ Nguyên Giáp. — Please take me to Vo Nguyen Giap Street.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"11","active_review","street_pronouncer","viet-phrase-city-danang-place-vo-nguyen-giap-street","city-danang-place-vo-nguyen-giap-street","viet-phrase-city-danang-place-vo-nguyen-giap-street:confirm","confirm","8","Confirm","Đây có phải đường Võ Nguyên Giáp không? — Is this Vo Nguyen Giap Street?","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"11","active_review","street_pronouncer","viet-phrase-city-danang-place-vo-nguyen-giap-street","city-danang-place-vo-nguyen-giap-street","viet-phrase-city-danang-place-vo-nguyen-giap-street:pickup","pickup","9","Pickup","Tôi đang ở đường Võ Nguyên Giáp. — I’m on Vo Nguyen Giap Street.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"11","active_review","street_pronouncer","viet-phrase-city-danang-place-vo-nguyen-giap-street","city-danang-place-vo-nguyen-giap-street","viet-phrase-city-danang-place-vo-nguyen-giap-street:good-to-know","good-to-know","10","Good to know","Street pages are most useful when the Vietnamese name is easy to show and hear: play the street name first, then play the full driver sentence.","tip-callout","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"11","active_review","street_pronouncer","viet-phrase-city-danang-place-vo-nguyen-giap-street","city-danang-place-vo-nguyen-giap-street","viet-phrase-city-danang-place-vo-nguyen-giap-street:explore-next","explore-next","11","Explore next","Connect to: My Khe Beach, stop here, wrong location, show address, taxi return.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"12","active_review","route_ticket","viet-phrase-city-danang-go-ba-na-hills","city-danang-go-ba-na-hills","viet-phrase-city-danang-go-ba-na-hills:at-glance","at-glance","0","At a glance","Use this short route phrase when Ba Na Hills is the destination and the map or ride screen already gives the rest of the context.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"12","active_review","route_ticket","viet-phrase-city-danang-go-ba-na-hills","city-danang-go-ba-na-hills","viet-phrase-city-danang-go-ba-na-hills:quick-say","quick-say","1","Quick say","Start with Đi Bà Nà Hills when ""Go to Ba Na Hills"" is the immediate thing you need to say in Da Nang.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"12","active_review","route_ticket","viet-phrase-city-danang-go-ba-na-hills","city-danang-go-ba-na-hills","viet-phrase-city-danang-go-ba-na-hills:breakdown","breakdown","2","Break it down","These pieces make the sentence useful beyond this one Da Nang stop.","breakdown-strip","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","3","","REVIEW_ONLY","REVIEW_ONLY"
"12","active_review","route_ticket","viet-phrase-city-danang-go-ba-na-hills","city-danang-go-ba-na-hills","viet-phrase-city-danang-go-ba-na-hills:relationship-words","relationship-words","3","Relationship words","Vietnamese often uses a relationship word where English uses one all-purpose you. Use these when the person's age or role is clear; if you are unsure, keep the main phrase simple and friendly.","relationship-shelf","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","7","0","","REVIEW_ONLY","REVIEW_ONLY"
"12","active_review","route_ticket","viet-phrase-city-danang-go-ba-na-hills","city-danang-go-ba-na-hills","viet-phrase-city-danang-go-ba-na-hills:place-anchor","place-anchor","4","Place anchor","Bà Nà Hills is the city anchor inside this phrase. Learn the anchor on its own, then use it inside the full sentence when the route, food stop, or errand is real.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"12","active_review","route_ticket","viet-phrase-city-danang-go-ba-na-hills","city-danang-go-ba-na-hills","viet-phrase-city-danang-go-ba-na-hills:when-to-use","when-to-use","5","When to use it","Use it when a ride, walk, or drop-off is already about Bà Nà Hills. Show the map pin first, say the phrase once, then let the other person answer with a route, stop, or time.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","3","0","","REVIEW_ONLY","REVIEW_ONLY"
"12","active_review","route_ticket","viet-phrase-city-danang-go-ba-na-hills","city-danang-go-ba-na-hills","viet-phrase-city-danang-go-ba-na-hills:good-to-know","good-to-know","6","Good to know","It is clipped on purpose. In a taxi, on foot, or at a hotel desk, the place name carries the important detail.","tip-callout","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"12","active_review","route_ticket","viet-phrase-city-danang-go-ba-na-hills","city-danang-go-ba-na-hills","viet-phrase-city-danang-go-ba-na-hills:explore-next","explore-next","7","Explore next","Stay inside Da Nang with these nearby or next-step pages.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"13","active_review","place_navigation","viet-phrase-city-danang-where-ba-na-hills","city-danang-where-ba-na-hills","viet-phrase-city-danang-where-ba-na-hills:at-glance","at-glance","0","At a glance","Use this when you need someone to point you toward the ticket area, pickup point, or next step connected to Bà Nà Hills.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"13","active_review","place_navigation","viet-phrase-city-danang-where-ba-na-hills","city-danang-where-ba-na-hills","viet-phrase-city-danang-where-ba-na-hills:quick-say","quick-say","1","Quick say","Bà Nà Hills ở đâu? — Where is Ba Na Hills?","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"13","active_review","place_navigation","viet-phrase-city-danang-where-ba-na-hills","city-danang-where-ba-na-hills","viet-phrase-city-danang-where-ba-na-hills:breakdown","breakdown","2","Break it down","Bà Nà Hills -> place name | ở đâu? -> where?","breakdown-strip","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","3","","REVIEW_ONLY","REVIEW_ONLY"
"13","active_review","place_navigation","viet-phrase-city-danang-where-ba-na-hills","city-danang-where-ba-na-hills","viet-phrase-city-danang-where-ba-na-hills:relationship-words","relationship-words","3","Relationship words","Vietnamese often uses a relationship word where English uses one all-purpose you. Use these when the person's age or role is clear; if you are unsure, keep the main phrase simple and friendly.","relationship-shelf","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","7","0","","REVIEW_ONLY","REVIEW_ONLY"
"13","active_review","place_navigation","viet-phrase-city-danang-where-ba-na-hills","city-danang-where-ba-na-hills","viet-phrase-city-danang-where-ba-na-hills:place-anchor","place-anchor","4","Place anchor","Bà Nà Hills is the city anchor inside this phrase. Learn the anchor on its own, then use it inside the full sentence when the route, food stop, or errand is real.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"13","active_review","place_navigation","viet-phrase-city-danang-where-ba-na-hills","city-danang-where-ba-na-hills","viet-phrase-city-danang-where-ba-na-hills:when-to-use","when-to-use","5","When to use it","Use at the hotel desk, ticket area, station, or pickup zone when the exact next step is unclear.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","3","0","","REVIEW_ONLY","REVIEW_ONLY"
"13","active_review","place_navigation","viet-phrase-city-danang-where-ba-na-hills","city-danang-where-ba-na-hills","viet-phrase-city-danang-where-ba-na-hills:what-happens-next","what-happens-next","6","What happens next","The answer may be a point, a counter name, a direction, or a gesture. Follow the gesture first, then ask again if needed.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"13","active_review","place_navigation","viet-phrase-city-danang-where-ba-na-hills","city-danang-where-ba-na-hills","viet-phrase-city-danang-where-ba-na-hills:recovery","recovery","7","Recovery","If the answer is too fast, use: Làm ơn nói lại. — Please say that again.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","2","0","","REVIEW_ONLY","REVIEW_ONLY"
"13","active_review","place_navigation","viet-phrase-city-danang-where-ba-na-hills","city-danang-where-ba-na-hills","viet-phrase-city-danang-where-ba-na-hills:good-to-know","good-to-know","8","Good to know","Where-questions should include likely replies and recovery phrases, not just the sentence.","tip-callout","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"13","active_review","place_navigation","viet-phrase-city-danang-where-ba-na-hills","city-danang-where-ba-na-hills","viet-phrase-city-danang-where-ba-na-hills:explore-next","explore-next","9","Explore next","Connect to: cable car, two tickets, return taxi, please say that again.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"14","active_review","route_ticket","viet-phrase-city-danang-ticket-marble-mountains","city-danang-ticket-marble-mountains","viet-phrase-city-danang-ticket-marble-mountains:at-glance","at-glance","0","At a glance","Use this at an entrance or ticket counter for the Marble Mountains.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"14","active_review","route_ticket","viet-phrase-city-danang-ticket-marble-mountains","city-danang-ticket-marble-mountains","viet-phrase-city-danang-ticket-marble-mountains:quick-say","quick-say","1","Quick say","Start with Một vé vào Ngũ Hành Sơn when ""One ticket to Marble Mountains"" is the immediate thing you need to say in Da Nang.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"14","active_review","route_ticket","viet-phrase-city-danang-ticket-marble-mountains","city-danang-ticket-marble-mountains","viet-phrase-city-danang-ticket-marble-mountains:breakdown","breakdown","2","Break it down","These pieces make the sentence useful beyond this one Da Nang stop.","breakdown-strip","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","4","","REVIEW_ONLY","REVIEW_ONLY"
"14","active_review","route_ticket","viet-phrase-city-danang-ticket-marble-mountains","city-danang-ticket-marble-mountains","viet-phrase-city-danang-ticket-marble-mountains:place-anchor","place-anchor","4","Place anchor","Ngũ Hành Sơn is the city anchor inside this phrase. Learn the anchor on its own, then use it inside the full sentence when the route, food stop, or errand is real.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"14","active_review","route_ticket","viet-phrase-city-danang-ticket-marble-mountains","city-danang-ticket-marble-mountains","viet-phrase-city-danang-ticket-marble-mountains:when-to-use","when-to-use","5","When to use it","Use it at a hotel desk, ticket counter, ride pickup, or street corner when Ngũ Hành Sơn is the place you are trying to reach or recognize.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","3","0","","REVIEW_ONLY","REVIEW_ONLY"
"14","active_review","route_ticket","viet-phrase-city-danang-ticket-marble-mountains","city-danang-ticket-marble-mountains","viet-phrase-city-danang-ticket-marble-mountains:good-to-know","good-to-know","6","Good to know","Một vé vào is a reusable attraction phrase; the local name is the part to practice.","tip-callout","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
