"phraseID","targetText","englishText","scenarioID","expansionFamily","difficulty","practiceBuckets","audioStatus","status"
"vpe-take-me-place-cho-toi-den-khu-vuc-hut-thuoc","Cho tôi đến khu vực hút thuốc","Please take me to the smoking area.","local-services-everyday-tasks","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-khu-vuc-hut-thuoc","Dừng ở khu vực hút thuốc","Stop at the smoking area.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-bai-gui-xe-may-o-dau","bãi gửi xe máy ở đâu?","Where is motorbike parking?","transport","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-bai-gui-xe-may-gan-day-khong","bãi gửi xe máy gần đây không?","Is motorbike parking nearby?","transport","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-bai-gui-xe-may","Cho tôi đến bãi gửi xe máy","Please take me to motorbike parking.","transport","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-bai-gui-xe-may","Dừng ở bãi gửi xe máy","Stop at motorbike parking.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-tram-y-te-o-dau","trạm y tế ở đâu?","Where is a medical station?","health-pharmacy","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-tram-y-te-gan-day-khong","trạm y tế gần đây không?","Is a medical station nearby?","health-pharmacy","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-tram-y-te","Cho tôi đến trạm y tế","Please take me to a medical station.","health-pharmacy","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-tram-y-te","Dừng ở trạm y tế","Stop at a medical station.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-phong-cau-nguyen-o-dau","phòng cầu nguyện ở đâu?","Where is a prayer room?","airport-border-arrival","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-phong-cau-nguyen-gan-day-khong","phòng cầu nguyện gần đây không?","Is a prayer room nearby?","airport-border-arrival","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-phong-cau-nguyen","Cho tôi đến phòng cầu nguyện","Please take me to a prayer room.","airport-border-arrival","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-phong-cau-nguyen","Dừng ở phòng cầu nguyện","Stop at a prayer room.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-cua-khoi-hanh-o-dau","cửa khởi hành ở đâu?","Where is the departure door?","airport-border-arrival","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-cua-khoi-hanh-gan-day-khong","cửa khởi hành gần đây không?","Is the departure door nearby?","airport-border-arrival","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-cua-khoi-hanh","Cho tôi đến cửa khởi hành","Please take me to the departure door.","airport-border-arrival","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-cua-khoi-hanh","Dừng ở cửa khởi hành","Stop at the departure door.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-quay-hoan-thue-o-dau","quầy hoàn thuế ở đâu?","Where is the tax-refund counter?","money-numbers-prices","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-quay-hoan-thue-gan-day-khong","quầy hoàn thuế gần đây không?","Is the tax-refund counter nearby?","money-numbers-prices","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-quay-hoan-thue","Cho tôi đến quầy hoàn thuế","Please take me to the tax-refund counter.","money-numbers-prices","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-quay-hoan-thue","Dừng ở quầy hoàn thuế","Stop at the tax-refund counter.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-khu-kiem-tra-an-ninh-o-dau","khu kiểm tra an ninh ở đâu?","Where is security screening?","airport-border-arrival","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-khu-kiem-tra-an-ninh-gan-day-khong","khu kiểm tra an ninh gần đây không?","Is security screening nearby?","airport-border-arrival","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-khu-kiem-tra-an-ninh","Cho tôi đến khu kiểm tra an ninh","Please take me to security screening.","airport-border-arrival","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-khu-kiem-tra-an-ninh","Dừng ở khu kiểm tra an ninh","Stop at security screening.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-duong-mot-chieu-o-dau","đường một chiều ở đâu?","Where is a one-way street?","directions-navigation","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-duong-mot-chieu-gan-day-khong","đường một chiều gần đây không?","Is a one-way street nearby?","directions-navigation","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-duong-mot-chieu","Cho tôi đến đường một chiều","Please take me to a one-way street.","transport","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-duong-mot-chieu","Dừng ở đường một chiều","Stop at a one-way street.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-nga-tu-o-dau","ngã tư ở đâu?","Where is the intersection?","directions-navigation","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-nga-tu-gan-day-khong","ngã tư gần đây không?","Is the intersection nearby?","directions-navigation","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-nga-tu","Cho tôi đến ngã tư","Please take me to the intersection.","transport","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-nga-tu","Dừng ở ngã tư","Stop at the intersection.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-hem-nay-o-dau","hẻm này ở đâu?","Where is this alley?","directions-navigation","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-hem-nay-gan-day-khong","hẻm này gần đây không?","Is this alley nearby?","directions-navigation","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-hem-nay","Cho tôi đến hẻm này","Please take me to this alley.","transport","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-hem-nay","Dừng ở hẻm này","Stop at this alley.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-ban-huong-dan-o-dau","bàn hướng dẫn ở đâu?","Where is the help desk?","local-services-everyday-tasks","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-ban-huong-dan-gan-day-khong","bàn hướng dẫn gần đây không?","Is the help desk nearby?","local-services-everyday-tasks","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-ban-huong-dan","Cho tôi đến bàn hướng dẫn","Please take me to the help desk.","local-services-everyday-tasks","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-ban-huong-dan","Dừng ở bàn hướng dẫn","Stop at the help desk.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-quay-giu-do-o-dau","quầy giữ đồ ở đâu?","Where is the bag check?","local-services-everyday-tasks","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-quay-giu-do-gan-day-khong","quầy giữ đồ gần đây không?","Is the bag check nearby?","local-services-everyday-tasks","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-quay-giu-do","Cho tôi đến quầy giữ đồ","Please take me to the bag check.","local-services-everyday-tasks","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-quay-giu-do","Dừng ở quầy giữ đồ","Stop at the bag check.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-phong-y-te-o-dau","phòng y tế ở đâu?","Where is the medical room?","health-pharmacy","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-phong-y-te-gan-day-khong","phòng y tế gần đây không?","Is the medical room nearby?","health-pharmacy","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-phong-y-te","Cho tôi đến phòng y tế","Please take me to the medical room.","health-pharmacy","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-phong-y-te","Dừng ở phòng y tế","Stop at the medical room.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-may-in-o-dau","máy in ở đâu?","Where is a printer?","local-services-everyday-tasks","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-may-in-gan-day-khong","máy in gần đây không?","Is a printer nearby?","local-services-everyday-tasks","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-may-in","Cho tôi đến máy in","Please take me to a printer.","local-services-everyday-tasks","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-may-in","Dừng ở máy in","Stop at a printer.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-may-photocopy-o-dau","máy photocopy ở đâu?","Where is a copier?","local-services-everyday-tasks","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-may-photocopy-gan-day-khong","máy photocopy gần đây không?","Is a copier nearby?","local-services-everyday-tasks","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-may-photocopy","Cho tôi đến máy photocopy","Please take me to a copier.","local-services-everyday-tasks","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-may-photocopy","Dừng ở máy photocopy","Stop at a copier.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-cay-nuoc-nong-o-dau","cây nước nóng ở đâu?","Where is a hot-water dispenser?","bathroom-personal-needs","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-cay-nuoc-nong-gan-day-khong","cây nước nóng gần đây không?","Is a hot-water dispenser nearby?","bathroom-personal-needs","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-cay-nuoc-nong","Cho tôi đến cây nước nóng","Please take me to a hot-water dispenser.","bathroom-personal-needs","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-cay-nuoc-nong","Dừng ở cây nước nóng","Stop at a hot-water dispenser.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-quay-dat-tour-o-dau","quầy đặt tour ở đâu?","Where is the tour desk?","sightseeing-activities","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-quay-dat-tour-gan-day-khong","quầy đặt tour gần đây không?","Is the tour desk nearby?","sightseeing-activities","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-quay-dat-tour","Cho tôi đến quầy đặt tour","Please take me to the tour desk.","sightseeing-activities","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-quay-dat-tour","Dừng ở quầy đặt tour","Stop at the tour desk.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-diem-hen-o-dau","điểm hẹn ở đâu?","Where is the meeting point?","time-dates-booking","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-diem-hen-gan-day-khong","điểm hẹn gần đây không?","Is the meeting point nearby?","time-dates-booking","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-diem-hen","Cho tôi đến điểm hẹn","Please take me to the meeting point.","time-dates-booking","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-diem-hen","Dừng ở điểm hẹn","Stop at the meeting point.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-need-item-toi-can-nuoc-suoi","Tôi cần nước suối","I need bottled water.","food-drink","need-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-buy-item-toi-muon-mua-nuoc-suoi","Tôi muốn mua nước suối","I want to buy bottled water.","food-drink","buy-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-price-item-nuoc-suoi-bao-nhieu-tien","nước suối bao nhiêu tiền?","How much is bottled water?","money-numbers-prices","price-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor|likely-reply","planned","approved"
"vpe-need-item-toi-can-nuoc-loc","Tôi cần nước lọc","I need filtered water.","food-drink","need-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-have-item-co-nuoc-loc-khong","Có nước lọc không?","Do you have filtered water?","food-drink","have-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor|likely-reply","planned","approved"
"vpe-buy-item-toi-muon-mua-nuoc-loc","Tôi muốn mua nước lọc","I want to buy filtered water.","food-drink","buy-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-price-item-nuoc-loc-bao-nhieu-tien","nước lọc bao nhiêu tiền?","How much is filtered water?","money-numbers-prices","price-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor|likely-reply","planned","approved"
"vpe-need-item-toi-can-nuoc-nong","Tôi cần nước nóng","I need hot water.","food-drink","need-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-have-item-co-nuoc-nong-khong","Có nước nóng không?","Do you have hot water?","food-drink","have-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor|likely-reply","planned","approved"
"vpe-buy-item-toi-muon-mua-nuoc-nong","Tôi muốn mua nước nóng","I want to buy hot water.","food-drink","buy-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-price-item-nuoc-nong-bao-nhieu-tien","nước nóng bao nhiêu tiền?","How much is hot water?","money-numbers-prices","price-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor|likely-reply","planned","approved"
"vpe-need-item-toi-can-da","Tôi cần đá","I need ice.","food-drink","need-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-have-item-co-da-khong","Có đá không?","Do you have ice?","food-drink","have-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor|likely-reply","planned","approved"
"vpe-buy-item-toi-muon-mua-da","Tôi muốn mua đá","I want to buy ice.","food-drink","buy-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-price-item-da-bao-nhieu-tien","đá bao nhiêu tiền?","How much is ice?","money-numbers-prices","price-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor|likely-reply","planned","approved"
"vpe-have-item-co-khan-giay-khong","Có khăn giấy không?","Do you have tissues?","bathroom-personal-needs","have-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor|likely-reply","planned","approved"
"vpe-buy-item-toi-muon-mua-khan-giay","Tôi muốn mua khăn giấy","I want to buy tissues.","shopping","buy-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-price-item-khan-giay-bao-nhieu-tien","khăn giấy bao nhiêu tiền?","How much is tissues?","money-numbers-prices","price-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor|likely-reply","planned","approved"
"vpe-need-item-toi-can-giay-ve-sinh","Tôi cần giấy vệ sinh","I need toilet paper.","bathroom-personal-needs","need-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-buy-item-toi-muon-mua-giay-ve-sinh","Tôi muốn mua giấy vệ sinh","I want to buy toilet paper.","shopping","buy-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-price-item-giay-ve-sinh-bao-nhieu-tien","giấy vệ sinh bao nhiêu tiền?","How much is toilet paper?","money-numbers-prices","price-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor|likely-reply","planned","approved"
"vpe-need-item-toi-can-xa-phong","Tôi cần xà phòng","I need soap.","bathroom-personal-needs","need-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-buy-item-toi-muon-mua-xa-phong","Tôi muốn mua xà phòng","I want to buy soap.","shopping","buy-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-price-item-xa-phong-bao-nhieu-tien","xà phòng bao nhiêu tiền?","How much is soap?","money-numbers-prices","price-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor|likely-reply","planned","approved"
"vpe-have-item-co-kem-chong-nang-khong","Có kem chống nắng không?","Do you have sunscreen?","shopping","have-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor|likely-reply","planned","approved"
"vpe-buy-item-toi-muon-mua-kem-chong-nang","Tôi muốn mua kem chống nắng","I want to buy sunscreen.","shopping","buy-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-price-item-kem-chong-nang-bao-nhieu-tien","kem chống nắng bao nhiêu tiền?","How much is sunscreen?","money-numbers-prices","price-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor|likely-reply","planned","approved"
"vpe-need-item-toi-can-thuoc-dau-dau","Tôi cần thuốc đau đầu","I need headache medicine.","health-pharmacy","need-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-have-item-co-thuoc-dau-dau-khong","Có thuốc đau đầu không?","Do you have headache medicine?","health-pharmacy","have-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor|likely-reply","planned","approved"
"vpe-buy-item-toi-muon-mua-thuoc-dau-dau","Tôi muốn mua thuốc đau đầu","I want to buy headache medicine.","shopping","buy-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-price-item-thuoc-dau-dau-bao-nhieu-tien","thuốc đau đầu bao nhiêu tiền?","How much is headache medicine?","money-numbers-prices","price-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor|likely-reply","planned","approved"
"vpe-need-item-toi-can-thuoc-dau-bung","Tôi cần thuốc đau bụng","I need stomach medicine.","health-pharmacy","need-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-have-item-co-thuoc-dau-bung-khong","Có thuốc đau bụng không?","Do you have stomach medicine?","health-pharmacy","have-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor|likely-reply","planned","approved"
"vpe-buy-item-toi-muon-mua-thuoc-dau-bung","Tôi muốn mua thuốc đau bụng","I want to buy stomach medicine.","shopping","buy-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-price-item-thuoc-dau-bung-bao-nhieu-tien","thuốc đau bụng bao nhiêu tiền?","How much is stomach medicine?","money-numbers-prices","price-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor|likely-reply","planned","approved"
"vpe-need-item-toi-can-thuoc-say-xe","Tôi cần thuốc say xe","I need motion-sickness medicine.","health-pharmacy","need-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-buy-item-toi-muon-mua-thuoc-say-xe","Tôi muốn mua thuốc say xe","I want to buy motion-sickness medicine.","shopping","buy-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-price-item-thuoc-say-xe-bao-nhieu-tien","thuốc say xe bao nhiêu tiền?","How much is motion-sickness medicine?","money-numbers-prices","price-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor|likely-reply","planned","approved"
"vpe-need-item-toi-can-bang-ca-nhan","Tôi cần băng cá nhân","I need bandages.","health-pharmacy","need-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-have-item-co-bang-ca-nhan-khong","Có băng cá nhân không?","Do you have bandages?","health-pharmacy","have-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor|likely-reply","planned","approved"
"vpe-buy-item-toi-muon-mua-bang-ca-nhan","Tôi muốn mua băng cá nhân","I want to buy bandages.","shopping","buy-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-price-item-bang-ca-nhan-bao-nhieu-tien","băng cá nhân bao nhiêu tiền?","How much is bandages?","money-numbers-prices","price-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor|likely-reply","planned","approved"
"vpe-need-item-toi-can-khau-trang","Tôi cần khẩu trang","I need a face mask.","health-pharmacy","need-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-have-item-co-khau-trang-khong","Có khẩu trang không?","Do you have a face mask?","health-pharmacy","have-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor|likely-reply","planned","approved"
"vpe-buy-item-toi-muon-mua-khau-trang","Tôi muốn mua khẩu trang","I want to buy a face mask.","shopping","buy-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-price-item-khau-trang-bao-nhieu-tien","khẩu trang bao nhiêu tiền?","How much is a face mask?","money-numbers-prices","price-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor|likely-reply","planned","approved"
"vpe-need-item-toi-can-sac-dien-thoai","Tôi cần sạc điện thoại","I need a phone charger.","phone-internet-power","need-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-have-item-co-sac-dien-thoai-khong","Có sạc điện thoại không?","Do you have a phone charger?","phone-internet-power","have-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor|likely-reply","planned","approved"
"vpe-buy-item-toi-muon-mua-sac-dien-thoai","Tôi muốn mua sạc điện thoại","I want to buy a phone charger.","shopping","buy-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-price-item-sac-dien-thoai-bao-nhieu-tien","sạc điện thoại bao nhiêu tiền?","How much is a phone charger?","money-numbers-prices","price-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor|likely-reply","planned","approved"
"vpe-need-item-toi-can-day-sac","Tôi cần dây sạc","I need a charging cable.","phone-internet-power","need-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-have-item-co-day-sac-khong","Có dây sạc không?","Do you have a charging cable?","phone-internet-power","have-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor|likely-reply","planned","approved"
"vpe-buy-item-toi-muon-mua-day-sac","Tôi muốn mua dây sạc","I want to buy a charging cable.","shopping","buy-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-price-item-day-sac-bao-nhieu-tien","dây sạc bao nhiêu tiền?","How much is a charging cable?","money-numbers-prices","price-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor|likely-reply","planned","approved"
"vpe-need-item-toi-can-pin-du-phong","Tôi cần pin dự phòng","I need a power bank.","phone-internet-power","need-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-have-item-co-pin-du-phong-khong","Có pin dự phòng không?","Do you have a power bank?","phone-internet-power","have-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor|likely-reply","planned","approved"
"vpe-buy-item-toi-muon-mua-pin-du-phong","Tôi muốn mua pin dự phòng","I want to buy a power bank.","shopping","buy-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-price-item-pin-du-phong-bao-nhieu-tien","pin dự phòng bao nhiêu tiền?","How much is a power bank?","money-numbers-prices","price-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor|likely-reply","planned","approved"
"vpe-need-item-toi-can-the-sim","Tôi cần thẻ SIM","I need a SIM card.","phone-internet-power","need-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor","planned","approved"
"vpe-have-item-co-the-sim-khong","Có thẻ SIM không?","Do you have a SIM card?","phone-internet-power","have-item","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|distractor|likely-reply","planned","approved"
