item_id,menu_type,category,subcategory,popular,vietnamese_item,english_translation,romanized_no_tones,sound_out,notes,at_a_glance,usually_includes,good_to_know,common_options,quick_say_vietnamese,quick_say_english,quick_say_sound_out,what_it_is,how_to_enjoy,how_locals_order,worth_knowing,regional_association,origin_posture,traveler_caution,helper_phrase_ids,order_line_audio_policy,editorial_status
food-banh-mi-ga,Food,"Bánh mì, bread & buns",,false,Bánh mì gà,Chicken sandwich,Banh mi ga,bahn mee gah,,"A chicken bánh mì with shredded or grilled gà, crisp pickles, herbs, and bright chili, pâté, or Maggi-style seasoning inside Vietnam's famous airy baguette.",baguette | chicken | pickled vegetables | cilantro | chili optional,Ask whether it has pâté if you avoid pork liver.,no chili | extra pâté | extra pickles | toasted bread,Cho tôi một ổ bánh mì gà.,I’d like one chicken bánh mì.,chaw toy moht oh bahn mee gah,"Bánh mì gà usually means chicken layered into a Vietnamese baguette with cucumber, cilantro, pickled carrot and daikon, and a swipe of pâté, chili, or Maggi-style soy seasoning depending on the stall.",Look for a vendor turning over sandwiches quickly so the bread stays fresh. It is a good first bánh mì if you want something lighter than pork but still full of herb-and-pickle snap.,"Order bánh mì gà when you want chicken instead of pork. Ask for no chili, extra pickles, or less mayonnaise-style spread before the sandwich is closed.","Chicken bánh mì shows how the sandwich stayed alive by adapting. The French-influenced loaf remains, but the filling can shift to chicken while the Vietnamese identity comes from herbs, đồ chua, chili, and quick street service.",,origin-story,,menu-not-spicy | menu-less-spicy | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-banh-mi-bo-kho,Food,"Bánh mì, bread & buns",,false,Bánh mì bò kho,Bread served with beef stew,Banh mi bo kho,bahn mee baw kaw,,"Bánh mì bò kho is Vietnamese beef stew served with crisp baguette for dipping. The stew is warm, aromatic, and rich with beef, carrots, and gentle spice.",baguette | beef stew | carrots | herbs | spiced broth,"This is not a filled sandwich. Tear the bread and dip it into the broth, then use herbs, lime, or chili to brighten the stew.",extra bread | less spicy | extra herbs | share size,Cho tôi một phần bò kho bánh mì.,I’d like one order of beef stew with bread.,chaw toy moht fuhn baw kaw banh mee,"Bánh mì bò kho is Vietnamese beef stew served with bread for dipping. The bowl brings tender beef, carrots, warm spice, herbs, and broth that the baguette is meant to catch.","Tear the bread and dip it into the stew while the broth is hot. Add herbs, lime, or chili gradually so the warm spice stays balanced.","Bánh mì bò kho is ordered as stew plus bread, not a normal sandwich. Ask for extra bread if you like dipping, and ask less spicy before the bò kho broth is ladled.","This order shows another side of bánh mì: bread as a tool for broth, not just a sandwich. Bò kho itself is a Vietnamese comfort stew with beef, carrots, and aromatics.",Vietnam,cultural-context,,menu-not-spicy | menu-less-spicy | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-banh-mi-pate,Food,"Bánh mì, bread & buns",,false,Bánh mì pate,Pâté sandwich,Banh mi pate,bahn mee pah-tay,,"Bánh mì pate carries the bánh mì story in one loaf: French-style pâté and bread reshaped by Vietnam’s herbs, pickles, chili, and street-food pace.",baguette | pâté | pickles | cilantro | chili optional,"Pâté is usually liver-based. If that flavor is not for you, choose grilled pork, chicken, or egg, but try to notice how the pickles and herbs are designed to balance the richness.",no chili | extra pickles | less pâté | toasted bread,Cho tôi một ổ bánh mì pate.,I’d like one pâté bánh mì.,chaw toy moht oh bahn mee pah-tay,"Bánh mì pate is a Vietnamese baguette sandwich where liver pâté gives the rich, silky base. The Vietnamese part is just as important: sharp đồ chua pickles, cilantro, cucumber, chili, and a light crackly loaf keep the pâté from feeling heavy.",Eat it while the bread is warm so the pâté softens into the crumb. Extra pickles are not decoration; their sour crunch is what makes the rich French-influenced spread feel Vietnamese.,"Order bánh mì pate when you want pâté to lead, then ask for extra pickles or no chili before the vendor closes the bread. Locals still eat it because it is fast, cheap, portable, and satisfying for breakfast or a street snack.","Bánh mì grew from French colonial bread and pâté, then Vietnam made it its own by using lighter baguettes, herbs, đồ chua, chili, and made-to-order street carts. The pâté version keeps that history visible.",,origin-story,Contains liver pâté.,menu-not-spicy | menu-less-spicy | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-banh-mi-xiu-mai,Food,"Bánh mì, bread & buns",,false,Bánh mì xíu mại,Meatball bánh mì,Banh mi xiu mai,bahn mee see-ew my,,"Bánh mì xíu mại is a meatball bánh mì, often saucier than the cold-cut versions. The pork meatballs and tomato-like sauce make the bread softer and more comforting.",baguette | pork meatballs | tomato-rich xíu mại sauce | pickles | cilantro,This one can be messy in a good way. Eat it sitting down if the bread is filled with tomato-pork xíu mại sauce rather than dry toppings.,no chili | extra bread | extra pickles | less spicy,Cho tôi một ổ bánh mì xíu mại.,I’d like one xíu mại bánh mì.,chaw toy moht oh bahn mee see-ew my,"Bánh mì xíu mại is a meatball bánh mì, often with soft pork meatballs in tomato-forward xíu mại gravy, plus herbs, pickles, and bread for soaking up the juices.","Use the bread to catch the tomato-pork juices, and eat before the baguette softens too much. Ask for no chili before the meatballs are spooned in.","Order bánh mì xíu mại when you want the saucy meatball version. Ask for extra bread, no chili, or xíu mại in a bowl if the shop offers it.","Xíu mại in Vietnam usually points to soft pork meatballs, often tomato-bright and spoonable rather than dim sum. With bánh mì, it turns the French-influenced loaf into a Vietnamese comfort food for soaking, scooping, and quick breakfasts.",,origin-story,Usually contains pork.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-banh-mi-chay,Food,"Bánh mì, bread & buns",,false,Bánh mì chay,Vegetarian bánh mì,Banh mi chay,bahn mee chai,,"Bánh mì chay is vegetarian bánh mì, usually with tofu, mushrooms, mock meat, pickles, cucumber, cilantro, chili, and vegetarian seasoning.",baguette | tofu or mock meat | mushrooms optional | pickles and cucumber | cilantro,"Chay means vegetarian, but strict vegetarians should still ask about fish sauce, egg, and dairy because Maggi-style soy seasoning, chili, or pâté spreads vary.",vegetarian | no fish sauce | no chili | extra pickles,Cho tôi một ổ bánh mì chay.,I’d like one vegetarian bánh mì.,chaw toy moht oh bahn mee chai,"Bánh mì chay keeps the crisp baguette, pickles, herbs, and chili of bánh mì but uses tofu, mushrooms, or mock meat instead of pork. Strict vegetarians should still ask about fish sauce or pâté at mixed stalls.","Eat it fresh while the bread is crisp. If you are strict vegetarian, ask about nước mắm and pâté before the sandwich is assembled.",Order bánh mì chay and repeat chay if the stall also sells meat sandwiches. Ask không nước mắm and không pate if you need the vegetarian boundary to be clear.,"Bánh mì chay shows the sandwich’s Vietnamese flexibility: the French-influenced loaf stays, but Buddhist vegetarian habits and tofu or mushroom fillings make it work on meat-free days.",,origin-story,"Ask about fish sauce, egg, or dairy if strict vegetarian.",menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-fish-sauce | menu-pack-to-go,text-only,handwritten-reviewed
food-banh-bao,Food,"Bánh mì, bread & buns",,false,Bánh bao,Steamed bun,Banh bao,bahn bow,,"Bánh bao is a soft steamed bun with a sealed savory filling inside slightly sweet dough. It is warm, portable, and closer to a filled bun than a sandwich.",steamed bun | savory filling | soft dough | egg optional | pork optional,Do not ask for this toasted like bánh mì. The point is the soft steamed dough and hidden filling.,warm | takeaway | ask what filling | no egg,Cho tôi một cái bánh bao.,I’d like one order of steamed bun.,chaw toy moht kai bahn bow,"Bánh bao is a Vietnamese steamed bun, often with pork, egg, mushroom, or other savory filling sealed inside fluffy dough.",Eat it warm and split carefully if you want to check the filling first. The bun can be more filling than it looks.,"Bánh bao is a warm takeaway bun order; ask what filling is inside if the tray is mixed. Locals buy it for a quick breakfast or snack, so ask for it warmed before leaving.","Bánh bao sits in Vietnam’s bakery and snack world, but it is steamed rather than baked or toasted.",,category-context,May contain pork and egg.,menu-not-spicy | menu-less-spicy | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-banh-bao-xa-xiu,Food,"Bánh mì, bread & buns",,false,Bánh bao xá xíu,BBQ pork steamed bun,Banh bao xa xiu,bahn bow sah see-ew,,Bánh bao xá xíu is a steamed bun filled with sweet-savory barbecue pork. The soft dough and saucy pork are the appeal.,steamed bun | xá xíu pork | sweet-salty glaze | soft dough,"Xá xíu means char siu-style pork. This is a pork bun, not a crisp baguette sandwich.",warm | takeaway | extra filling | share size,Cho tôi một cái bánh bao xá xíu.,I’d like one char siu steamed bun.,chaw toy moht kai bahn bow sah see-ew,Bánh bao xá xíu is a soft steamed bun filled with sweet-salty barbecue pork.,"Eat warm while the dough is soft. If pork is a no, choose bánh bao chay instead.",Order bánh bao xá xíu when you want the barbecue pork steamed-bun version. Ask whether it has egg inside if you care about the filling.,Xá xíu reflects Chinese-Vietnamese roast-pork flavor inside a Vietnamese snack-counter bun.,,category-context,Contains pork.,menu-not-spicy | menu-less-spicy | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-banh-bao-chay,Food,"Bánh mì, bread & buns",,false,Bánh bao chay,Vegetarian steamed bun,Banh bao chay,bahn bow chai,,"Bánh bao chay is a vegetarian steamed bun, usually filled with mushrooms, vegetables, tofu, or mock meat depending on the shop.",steamed bun | vegetarian filling | mushrooms or vegetables | soft dough,"Chay signals vegetarian, but ask about egg or dairy if strict. The bun should be steamed, soft, and warm.",warm | takeaway | ask about egg | extra filling,Cho tôi một cái bánh bao chay.,I’d like one order of vegetarian steamed bun.,chaw toy moht kai bahn bow chai,Bánh bao chay is the vegetarian version of a steamed bun: soft dough around a savory plant-based filling.,Eat it warm and check the filling if strict vegetarian details matter.,"Bánh bao chay is a warm takeaway bun order; ask what filling is inside if the tray is mixed. Locals buy it for a quick breakfast or snack, so ask for it warmed before leaving.","Chay is the useful menu word here. It tells you this is not the pork-and-egg steamed bun lane. In Vietnam, bánh bao belongs to the snack-counter world: soft steamed dough, hidden filling, and quick takeaway warmth rather than crisp baguette texture.",,category-context,Ask about egg or dairy if strict vegetarian.,menu-not-spicy | menu-less-spicy | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-banh-tieu,Food,"Bánh mì, bread & buns",,false,Bánh tiêu,Hollow sesame donut,Banh tieu,bahn tee-ew,,"Bánh tiêu is a hollow sesame donut with a crisp outside, airy middle, and gentle sweetness. It is a street snack, not a sandwich.",fried sesame dough | hollow center | light sweetness,"Freshness matters most. The outside should still have a little crackle, while the center stays light and hollow.",freshly fried | takeaway | share size,Cho tôi một cái bánh tiêu.,I’d like one order of hollow sesame donut.,chaw toy moht kai bahn tee-ew,"Bánh tiêu is a hollow sesame donut with a crisp outside, airy middle, and gentle sweetness. It is a street snack or bakery bite rather than a filled dessert.","Eat it fresh if possible, while the outside still crackles. It is best simple: sesame aroma, light sweetness, and warm dough.","Bánh tiêu is best ordered freshly fried, when the sesame shell is still airy and warm. Buy a few to share, and eat it soon because the hollow crunch fades quickly.","Bánh tiêu belongs to Vietnam’s everyday snack world, where fried dough, sesame, and portable bakery treats sit beside savory bread orders.",,cultural-context,,menu-not-spicy | menu-less-spicy | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-banh-pate-so,Food,"Bánh mì, bread & buns",,false,Bánh patê sô,Savory puff pastry,Banh pate so,bahn pah-tay soh,,Bánh patê sô is a savory puff pastry with flaky layers and seasoned filling. It belongs to Vietnam’s bakery-counter snack lane.,puff pastry | savory filling | buttery layers,"It is best warm, when the pastry is flaky and the filling is aromatic. Treat it as a quick bakery snack, not a bánh mì.",warm | takeaway | share size,Cho tôi một cái bánh patê sô.,I’d like one order of savory puff pastry.,chaw toy moht kai bahn pah-tay soh,Bánh patê sô is a savory puff pastry with flaky layers and seasoned filling. It is familiar in shape but belongs naturally to Vietnamese bakery counters.,Eat it warm for the best flaky texture. It works as a quick bakery snack rather than a full sandwich.,"Bánh patê sô is a bakery-style order, so ask whether it is warm from the oven. Locals treat the flaky pastry as a quick snack; share size makes sense if you are tasting several items.","Patê sô reflects Vietnam’s bakery culture, where flaky pastry and savory fillings sit beside bánh mì and sweet snacks.",,cultural-context,May contain pork.,menu-not-spicy | menu-less-spicy | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-goi-cuon,Food,"Rolls, appetizers & street snacks",,true,Gỏi cuốn,Fresh spring rolls,Goi cuon,goy kwun,,"Gỏi cuốn are fresh spring rolls wrapped in rice paper with herbs, noodles, and a light filling. They are cool, clean, and great as a starter or snack.",rice paper | fresh spring rolls | rice vermicelli | herbs | peanut sauce or nước chấm,"The peanut-hoisin dip or nước chấm, a lime-fish-sauce dip changes the flavor. Peanut sauce is richer; nước chấm is lighter, salty, sweet, and bright.",peanut sauce | nước chấm | more herbs | no chili,Cho tôi một phần gỏi cuốn.,I’d like one order of fresh spring rolls.,chaw toy moht fuhn goy kwun,"Gỏi cuốn are fresh rice-paper rolls with herbs, noodles, and a light filling such as shrimp, pork, or tofu. They are cool, clean, and a gentle way into Vietnamese flavors.","Dip, do not soak. Peanut sauce is richer; nước chấm is lighter, salty-sweet, and brighter.","Gỏi cuốn is ordered by the plate or by the roll, then matched with the dip you want. If peanuts are a problem, ask before choosing peanut-hoisin; nước chấm is the brighter fish-sauce-lime option.","These rolls are often called fresh spring rolls in English, which helps distinguish them from fried chả giò or nem rán. In Vietnam, snacks like this depend on rice paper, herbs, peanut-hoisin dip or nước chấm, a lime-fish-sauce dip, and stall texture; the same name can shift by region.",Vietnam,name-and-menu-context,,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-peanuts | menu-pack-to-go,text-only,handwritten-reviewed
food-goi-cuon-tom-thit,Food,"Rolls, appetizers & street snacks",,true,Gỏi cuốn tôm thịt,Fresh spring rolls with shrimp and pork,Goi cuon tom thit,goy kwun tom tit,,"Gỏi cuốn tôm thịt is fresh rolls with shrimp and pork, usually with rice paper, herbs, noodles, lettuce, and peanut or fish sauce.",rice paper | shrimp and pork | rice vermicelli | herbs | peanut sauce or nước chấm,Contains or may contain seafood or shellfish.,peanut-free | extra herbs | nước chấm | no pork,Cho tôi một phần gỏi cuốn tôm thịt.,I’d like one order of fresh spring rolls with shrimp and pork.,chaw toy moht fuhn goy kwun tom tit,"Gỏi cuốn tôm thịt is a fresh rice-paper roll with shrimp, pork, herbs, lettuce, and noodles. Peanut-hoisin dip makes it nutty and rich, while nước chấm keeps it lighter.","Eat the rolls cool, dipping each bite in peanut-hoisin or nước chấm depending on the shop. The rice paper should stay soft and the herbs should taste fresh.","Order gỏi cuốn tôm thịt by the plate or by the roll, then choose the dip. Ask about peanuts before choosing peanut-hoisin if allergies matter.","This is the classic fresh roll: shrimp, pork, herbs, noodles, and rice paper, a lighter counterpoint to fried spring rolls.",,category-context,Contains or may contain seafood or shellfish.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-peanuts | menu-pack-to-go,text-only,handwritten-reviewed
food-nem-cuon,Food,"Rolls, appetizers & street snacks",,false,Nem cuốn,"Fresh rolls, northern style",Nem cuon,nem kwun,,"Nem cuốn is fresh nem rolls, usually with rice paper, herbs, noodles, pork or shrimp depending on the shop, and peanut-hoisin dip or nước chấm, a lime-fish-sauce dip.","rice paper | fresh rolls, northern style | rice vermicelli | herbs | peanut sauce or nước chấm","If peanut-hoisin dip or nước chấm, a lime-fish-sauce dip comes separately, start with a small dip; it can be salty, sweet, sour, and spicy at once.",peanut-free | extra herbs | nước chấm | no pork,Cho tôi một phần nem cuốn.,"I’d like one order of fresh rolls, northern style.",chaw toy moht fuhn nem kwun,"Nem cuốn is a cool rice-paper roll with herbs, noodles, and pork or shrimp depending on the shop. Peanut-hoisin dip makes it rich; nước chấm makes it lighter and sharper.","Eat nem cuốn fresh, before the herbs wilt and the rice paper dries. Dip each bite lightly so the roll stays clean and bright.","Order nem cuốn by the plate or by the roll, then ask which dip comes with it. If peanuts are a problem, say no peanuts before the dip arrives.","Across Vietnam, nem cuốn can overlap with fresh-roll language in different regions, so the filling and dip matter more than the English translation.",,category-context,,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-peanuts | menu-pack-to-go,text-only,handwritten-reviewed
food-nem-nuong-cuon,Food,"Rolls, appetizers & street snacks",,false,Nem nướng cuốn,Grilled pork sausage rolls,Nem nuong cuon,nem noong kwun,,"Nem nướng cuốn is fresh rolls with grilled pork sausage, usually with nem nướng, herbs, pickles, rice paper, and a thick Nha Trang-style peanut-garlic dip.",rice paper | pork | rice vermicelli | herbs | thick Nha Trang-style peanut-garlic dip,May contain pork.,extra rice paper | no peanuts | no chili | extra herbs,Cho tôi một phần nem nướng cuốn.,I’d like one order of grilled pork sausage rolls.,chaw toy moht fuhn nem noong kwun,"Nem nướng cuốn is grilled pork sausage wrapped with rice paper, herbs, cucumber, pickles, noodles, and a thick peanut-garlic dip. It is smoky, crunchy, fresh, and rich at once.","Build each roll with nem nướng, herbs, crunch, and noodles, then dip into the thick peanut-garlic dip. Use less dip at first; it can be sweet and rich.","Order nem nướng cuốn when you want the roll-it-yourself version of grilled pork sausage. Ask for extra rice paper, no peanuts, or no chili before the platter arrives.","Nha Trang-style nem nướng is famous for the dip and the crunchy bits inside the roll, not just the pork sausage.",,category-context,May contain pork.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-cha-gio,Food,"Rolls, appetizers & street snacks",,true,Chả giò,Fried spring rolls,Cha gio,chah yaw,,"Chả giò is Vietnamese fried spring rolls, usually with crisp shell, pork or mixed filling, lettuce, herbs, and fish sauce.",fried wrapper | fried spring rolls | vegetables | herbs | nước chấm,"If nước chấm, a lime-fish-sauce dip with sugar, garlic, and chili comes separately, start with a small dip; it can be salty, sweet, sour, and spicy at once.",extra lettuce | extra herbs | no chili | extra nước chấm,Cho tôi một phần chả giò.,I’d like one order of fried spring rolls.,chaw toy moht fuhn chah yaw,"Chả giò are southern Vietnamese fried spring rolls, usually pork or mixed filling in a crisp wrapper, served with lettuce, herbs, and nước chấm.","Wrap a hot fried roll in lettuce or herbs, then dip in nước chấm. The greens cool the fried shell and keep each bite fresh.","Order chả giò as a shared starter or alongside bún. Ask for no chili in the nước chấm, and use the lettuce and herbs instead of eating the rolls plain.","In southern Vietnam, chả giò is the fried-roll word visitors need; in the north, you may see nem rán for a similar idea.",,category-context,,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-cha-gio-tom-thit,Food,"Rolls, appetizers & street snacks",,false,Chả giò tôm thịt,Fried spring rolls with shrimp and pork,Cha gio tom thit,chah yaw tom tit,,"Chả giò tôm thịt is fried spring rolls with shrimp and pork, usually with rice paper or wheat wrapper, herbs, lettuce, and nước chấm.",fried wrapper | shrimp and pork filling | lettuce | fresh herbs | nước chấm,Contains or may contain seafood or shellfish.,extra lettuce | extra herbs | no chili | extra nước chấm,Cho tôi một phần chả giò tôm thịt.,I’d like one order of fried spring rolls with shrimp and pork.,chaw toy moht fuhn chah yaw tom tit,"Chả giò tôm thịt are fried spring rolls filled with shrimp and pork, served crisp with lettuce, herbs, and nước chấm.","Wrap the crisp roll in lettuce or herbs, then dip lightly in nước chấm. The shrimp-pork filling is richer when the greens stay fresh.",Order chả giò tôm thịt when you want the shrimp-and-pork fried roll. Ask for no chili in the nước chấm or extra lettuce before sharing.,"Tôm thịt means shrimp and pork, a useful filling phrase across rolls, dumplings, and noodle dishes.",,category-context,Contains or may contain seafood or shellfish.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-nem-ran,Food,"Rolls, appetizers & street snacks",,false,Nem rán,Northern fried spring rolls,Nem ran,nem rahn,,"Nem rán is northern fried spring rolls, usually with pork, glass noodles, wood ear, crisp wrapper, lettuce, and nước chấm, a lime-fish-sauce dip with sugar, garlic, and chili.",fried wrapper | northern fried spring rolls | vegetables | herbs | nước chấm,"Northern-style fried rolls often include pork, mushroom, and glass noodles; dip lightly so the crisp wrapper stays crisp.",extra herbs | extra lettuce | no chili | extra nước chấm,Cho tôi một phần nem rán.,I’d like one order of northern fried spring rolls.,chaw toy moht fuhn nem rahn,"Nem rán are northern fried spring rolls, often filled with pork, glass noodles, wood ear mushroom, and vegetables, then served with herbs and nước chấm.","Wrap a piece in herbs or lettuce if served, then dip in nước chấm. Eat while crisp, before the fried wrapper softens.",Order nem rán as the northern fried-roll name. Ask for no chili in the nước chấm and use the herbs to balance the fried shell.,"Nem rán and chả giò can refer to similar fried-roll territory, but the regional wording helps you read menus from north to south.",,category-context,,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-bi-cuon,Food,"Rolls, appetizers & street snacks",,false,Bì cuốn,Shredded pork skin rolls,Bi cuon,bee kwun,,"Bì cuốn is fresh rolls with shredded pork skin, usually with rice paper, herbs, noodles, thính, and nước chấm, a lime-fish-sauce dip with sugar, garlic, and chili.",rice paper | shredded pork skin | toasted rice powder | herbs | nước chấm,May contain pork.,nước chấm on the side | extra herbs | no pork | no chili,Cho tôi một phần bì cuốn.,I’d like one order of shredded pork skin rolls.,chaw toy moht fuhn bee kwun,"Bì cuốn are rice-paper rolls filled with shredded pork skin, toasted rice powder, herbs, noodles, and often nước chấm. The toasted rice powder gives the pork its nutty aroma.","Dip lightly so the rice paper stays intact and the toasted-rice aroma of the bì remains clear. Eat soon, while the herbs are fresh.","Order bì cuốn by the plate or roll. Ask for nước chấm on the side, no pork, or extra herbs before the rolls are served.","Bì means shredded pork skin mixed with thính, toasted rice powder; it is much more aromatic than the English phrase suggests.",,category-context,May contain pork.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-bo-bia,Food,"Rolls, appetizers & street snacks",,false,Bò bía,Jicama and sausage rolls,Bo bia,baw bee-ah,,"Bò bía is thin fresh rolls with jicama and sausage, usually with egg, herbs, dried shrimp, and peanut-hoisin sauce.",rice paper | jicama | sausage or egg | herbs | hoisin-peanut sauce,"If peanut-hoisin dip or nước chấm, a lime-fish-sauce dip comes separately, start with a small dip; it can be salty, sweet, sour, and spicy at once.",no peanuts | no dried shrimp | extra herbs | less chili,Cho tôi một phần bò bía.,I’d like one order of jicama and sausage rolls.,chaw toy moht fuhn baw bee-ah,"Bò bía is a soft rice-paper roll with jicama, Chinese sausage, egg, dried shrimp, herbs, and peanut-hoisin dip. It is sweet, savory, crunchy, and snacky.",Dip each roll in peanut-hoisin and eat while the rice paper is still soft. Ask about peanuts or dried shrimp if allergies matter.,Order bò bía as a snack by the roll or plate. Ask for no peanuts or no dried shrimp before the roll is made.,"At Vietnamese snack stalls, bò bía is not a beef roll; the usual flavor comes from jicama, sausage, egg, herbs, and peanut-hoisin dip.",,category-context,,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-peanuts | menu-pack-to-go,text-only,handwritten-reviewed
food-chao-tom,Food,"Rolls, appetizers & street snacks",,false,Chạo tôm,Sugarcane shrimp,Chao tom,chow tom,,"Chạo tôm is grilled shrimp paste on sugarcane, usually served with herbs, rice paper, noodles, and nước chấm.",shrimp paste | sugarcane | rice paper | fresh herbs | nước chấm,Contains or may contain seafood or shellfish.,extra rice paper | extra herbs | no chili | extra nước chấm,Cho tôi một phần chạo tôm.,I’d like one order of sugarcane shrimp.,chaw toy moht fuhn chow tom,"Chạo tôm is springy shrimp paste wrapped around sugarcane and grilled. You pull off the shrimp, wrap it with herbs and rice paper if served, then dip for a sweet, smoky, seafood-rich bite.","Slide the shrimp paste from the sugarcane, build a bite with herbs, noodles, and rice paper if provided, then dip lightly. The sugarcane gives aroma more than something to chew through.","Order chạo tôm as a shared starter or roll-your-own plate. Ask for extra rice paper, extra herbs, or no chili in the nước chấm before the plate arrives.","Chạo tôm is associated with central Vietnamese celebration food, especially Huế-style spreads where grilled, wrapped, and dipped bites matter.",,category-context,Contains or may contain seafood or shellfish.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-bo-la-lot,Food,"Rolls, appetizers & street snacks",,true,Bò lá lốt,Beef wrapped in betel leaves,Bo la lot,baw lah loht,,"Bò lá lốt is beef wrapped in betel leaves, usually with grilled aroma, herbs, rice paper, and nước chấm, a lime-fish-sauce dip with sugar, garlic, and chili.","beef in betel leaves | herbs | rice paper optional | nước chấm, a lime-fish-sauce dip with sugar, garlic, and chili","Rice paper may be served depending on the shop; if you want to wrap, ask for bánh tráng.",extra rice paper | extra herbs | no chili | extra nước chấm,Cho tôi một phần bò lá lốt.,I’d like one order of beef wrapped in betel leaves.,chaw toy moht fuhn baw lah loht,"Bò lá lốt is seasoned beef wrapped in aromatic lá lốt leaves and grilled. It is often eaten with herbs, rice paper, noodles, and nước chấm so the smoky leaf perfumes the whole bite.","Wrap a beef roll with herbs, noodles, and rice paper if served, then dip lightly in nước chấm. The lá lốt aroma should stay noticeable.",Order bò lá lốt as a shared grilled snack. Ask for extra rice paper or herbs if you want to eat it the local wrap-and-dip way.,"In Vietnam, lá lốt is piper lolot, often called wild betel leaf; it gives the beef a peppery herbal smell travelers remember.",,category-context,,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-banh-xeo,Food,"Rolls, appetizers & street snacks",,true,Bánh xèo,Crispy Vietnamese pancake,Banh xeo,bahn say-oh,,"Bánh xèo is a crisp turmeric-rice pancake eaten by tearing pieces into rice paper or lettuce with herbs, then dipping in nước chấm.",rice flour batter | pork and shrimp | bean sprouts | rice paper or lettuce | fresh herbs and nước chấm,"Fresh herbs are part of the flavor, not a garnish. Skip chili if you want the nước chấm milder.",extra rice paper | extra herbs | no chili | extra nước chấm,Cho tôi một phần bánh xèo.,I’d like one order of crispy Vietnamese pancake.,chaw toy moht fuhn bahn say-oh,"Bánh xèo is a sizzling turmeric-rice pancake folded around pork, shrimp, bean sprouts, and herbs. The local fun is not fork-and-knife pancake eating: you tear it, wrap it with rice paper or lettuce and herbs, then dip in nước chấm.","Tear off a crisp piece, tuck it into rice paper or lettuce with herbs, roll or fold it, then dip lightly in nước chấm. The herbs and wrapper are part of the dish, not decoration.","Order bánh xèo expecting a hands-on wrap-and-dip plate. Ask for extra bánh tráng or herbs if the table is sharing, and say no chili in the nước chấm before dipping starts.","Bánh xèo changes by region, but the eating ritual is the traveler key: crisp pancake, fresh herbs, rice paper or lettuce, and bright fish-sauce dip in one bite.",Vietnam,regional-variation,,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-banh-khot,Food,"Rolls, appetizers & street snacks",,true,Bánh khọt,Mini savory coconut pancakes,Banh khot,bahn kawt,,"Bánh khọt is mini crispy turmeric pancakes, usually with shrimp, coconut richness, herbs, and fish sauce.",rice flour batter | coconut milk | shrimp | lettuce or rice paper | herbs and nước chấm,"If nước chấm, a lime-fish-sauce dip with sugar, garlic, and chili comes separately, start with a small dip; it can be salty, sweet, sour, and spicy at once.",extra rice paper | extra herbs | no chili | extra nước chấm,Cho tôi một phần bánh khọt.,I’d like one order of mini savory coconut pancakes.,chaw toy moht fuhn bahn kawt,"Bánh khọt are tiny turmeric-coconut rice pancakes, often topped with shrimp and eaten with herbs, lettuce or rice paper, and nước chấm.","Wrap each hot mini pancake in lettuce, herbs, or rice paper if served, then dip in nước chấm. Eat while the edges are still crisp.","Order bánh khọt for sharing while hot. Ask for extra herbs, extra bánh tráng, or no chili in the nước chấm before the tray arrives.","Bánh khọt is strongly linked with Vũng Tàu and southern coastal snacking, where crisp edges, shrimp, coconut richness, and herbs do the work.",,category-context,,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
