item_id,menu_type,category,popular,vietnamese_item,english_translation,sound_out,at_a_glance,usually_includes,good_to_know,quick_say_vietnamese,quick_say_english,helper_phrase_ids,order_line_audio_policy,editorial_status
food-banh-bao-chay,Food,"Bánh mì, bread & buns",false,Bánh bao chay,Vegetarian steamed bun,bahn bow chai,"Bánh bao chay is a vegetarian steamed bun, usually filled with mushrooms, vegetables, tofu, or mock meat depending on the shop.",steamed bun | vegetarian filling | mushrooms or vegetables | soft dough,"Chay signals vegetarian, but ask about egg or dairy if strict. The bun should be steamed, soft, and warm.",Cho tôi một cái bánh bao chay.,I’d like one order of vegetarian steamed bun.,menu-not-spicy | menu-less-spicy | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-banh-tieu,Food,"Bánh mì, bread & buns",false,Bánh tiêu,Hollow sesame donut,bahn tee-ew,"Bánh tiêu is a hollow sesame donut with a crisp outside, airy middle, and gentle sweetness. It is a street snack, not a sandwich.",fried sesame dough | hollow center | light sweetness,"Freshness matters most. The outside should still have a little crackle, while the center stays light and hollow.",Cho tôi một cái bánh tiêu.,I’d like one order of hollow sesame donut.,menu-not-spicy | menu-less-spicy | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-banh-pate-so,Food,"Bánh mì, bread & buns",false,Bánh patê sô,Savory puff pastry,bahn pah-tay soh,Bánh patê sô is a savory puff pastry with flaky layers and seasoned filling. It belongs to Vietnam’s bakery-counter snack lane.,puff pastry | savory filling | buttery layers,"It is best warm, when the pastry is flaky and the filling is aromatic. Treat it as a quick bakery snack, not a bánh mì.",Cho tôi một cái bánh patê sô.,I’d like one order of savory puff pastry.,menu-not-spicy | menu-less-spicy | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-goi-cuon,Food,"Rolls, appetizers & street snacks",true,Gỏi cuốn,Fresh spring rolls,goy kwun,"Gỏi cuốn are fresh spring rolls wrapped in rice paper with herbs, noodles, and a light filling. They are cool, clean, and great as a starter or snack.",rice paper | fresh spring rolls | rice vermicelli | herbs | peanut sauce or fish-sauce dip,"Peanut-hoisin dip and fish-sauce-lime dip change the flavor. Peanut sauce is richer; fish-sauce dip is lighter, salty, sweet, and bright.",Cho tôi một phần gỏi cuốn.,I’d like one order of fresh spring rolls.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-peanuts | menu-pack-to-go,text-only,handwritten-reviewed
food-goi-cuon-tom-thit,Food,"Rolls, appetizers & street snacks",true,Gỏi cuốn tôm thịt,Fresh spring rolls with shrimp and pork,goy kwun tom tit,"Gỏi cuốn tôm thịt is fresh rolls with shrimp and pork, usually with rice paper, herbs, noodles, lettuce, and peanut or fish sauce.",rice paper | shrimp and pork | rice vermicelli | herbs | peanut sauce or fish-sauce dip,Contains or may contain seafood or shellfish.,Cho tôi một phần gỏi cuốn tôm thịt.,I’d like one order of fresh spring rolls with shrimp and pork.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-peanuts | menu-pack-to-go,text-only,handwritten-reviewed
food-nem-cuon,Food,"Rolls, appetizers & street snacks",false,Nem cuốn,"Fresh rolls, northern style",nem kwun,"Nem cuốn is fresh nem rolls, usually with rice paper, herbs, noodles, pork or shrimp depending on the shop, and peanut-hoisin dip or fish-sauce-lime dip.","rice paper | fresh rolls, northern style | rice vermicelli | herbs | peanut sauce or fish-sauce dip","If peanut-hoisin dip or fish-sauce-lime dip comes separately, start with a small dip; it can be salty, sweet, sour, and spicy at once.",Cho tôi một phần nem cuốn.,"I’d like one order of fresh rolls, northern style.",menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-peanuts | menu-pack-to-go,text-only,handwritten-reviewed
food-nem-nuong-cuon,Food,"Rolls, appetizers & street snacks",false,Nem nướng cuốn,Grilled pork sausage rolls,nem noong kwun,"Nem nướng cuốn is fresh rolls with grilled pork sausage, usually with nem nướng, herbs, pickles, rice paper, and a thick Nha Trang-style peanut-garlic dip.",rice paper | pork | rice vermicelli | herbs | thick Nha Trang-style peanut-garlic dip,May contain pork.,Cho tôi một phần nem nướng cuốn.,I’d like one order of grilled pork sausage rolls.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-cha-gio,Food,"Rolls, appetizers & street snacks",true,Chả giò,Fried spring rolls,chah yaw,"Chả giò is Vietnamese fried spring rolls, usually with crisp shell, pork or mixed filling, lettuce, herbs, and fish sauce.",fried wrapper | fried spring rolls | vegetables | herbs | fish-sauce dip,"If sweet-sour fish-sauce dip comes separately, start with a small dip; it can be salty, sweet, sour, and spicy at once.",Cho tôi một phần chả giò.,I’d like one order of fried spring rolls.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-cha-gio-tom-thit,Food,"Rolls, appetizers & street snacks",false,Chả giò tôm thịt,Fried spring rolls with shrimp and pork,chah yaw tom tit,"Chả giò tôm thịt is fried spring rolls with shrimp and pork, usually with rice paper or wheat wrapper, herbs, lettuce, and fish-sauce dip.",fried wrapper | shrimp and pork filling | lettuce | fresh herbs | fish-sauce dip,Contains or may contain seafood or shellfish.,Cho tôi một phần chả giò tôm thịt.,I’d like one order of fried spring rolls with shrimp and pork.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-nem-ran,Food,"Rolls, appetizers & street snacks",false,Nem rán,Northern fried spring rolls,nem rahn,"Nem rán is northern fried spring rolls, usually with pork, glass noodles, wood ear, crisp wrapper, lettuce, and sweet-sour fish-sauce dip.",fried wrapper | northern fried spring rolls | vegetables | herbs | fish-sauce dip,"Northern-style fried rolls often include pork, mushroom, and glass noodles; dip lightly so the crisp wrapper stays crisp.",Cho tôi một phần nem rán.,I’d like one order of northern fried spring rolls.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-bi-cuon,Food,"Rolls, appetizers & street snacks",false,Bì cuốn,Shredded pork skin rolls,bee kwun,"Bì cuốn is fresh rolls with shredded pork skin, usually with rice paper, herbs, noodles, thính, and sweet-sour fish-sauce dip.",rice paper | shredded pork skin | toasted rice powder | herbs | fish-sauce dip,May contain pork.,Cho tôi một phần bì cuốn.,I’d like one order of shredded pork skin rolls.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-bo-bia,Food,"Rolls, appetizers & street snacks",false,Bò bía,Jicama and sausage rolls,baw bee-ah,"Bò bía is thin fresh rolls with jicama and sausage, usually with egg, herbs, dried shrimp, and peanut-hoisin sauce.",rice paper | jicama | sausage or egg | herbs | hoisin-peanut sauce,"If peanut-hoisin dip or fish-sauce-lime dip comes separately, start with a small dip; it can be salty, sweet, sour, and spicy at once.",Cho tôi một phần bò bía.,I’d like one order of jicama and sausage rolls.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-peanuts | menu-pack-to-go,text-only,handwritten-reviewed
food-chao-tom,Food,"Rolls, appetizers & street snacks",false,Chạo tôm,Sugarcane shrimp,chow tom,"Chạo tôm is grilled shrimp paste on sugarcane, usually served with herbs, rice paper, noodles, and fish-sauce dip.",shrimp paste | sugarcane | rice paper | fresh herbs | fish-sauce dip,Contains or may contain seafood or shellfish.,Cho tôi một phần chạo tôm.,I’d like one order of sugarcane shrimp.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-bo-la-lot,Food,"Rolls, appetizers & street snacks",true,Bò lá lốt,Beef wrapped in betel leaves,baw lah loht,"Bò lá lốt is beef wrapped in betel leaves, usually with grilled aroma, herbs, rice paper, and sweet-sour fish-sauce dip.",beef in betel leaves | herbs | rice paper optional | sweet-sour fish-sauce dip,"Rice paper may be served depending on the shop; if you want to wrap, ask for rice paper.",Cho tôi một phần bò lá lốt.,I’d like one order of beef wrapped in betel leaves.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-banh-xeo,Food,"Rolls, appetizers & street snacks",true,Bánh xèo,Crispy Vietnamese pancake,bahn say-oh,"Bánh xèo is a crisp turmeric-rice pancake eaten by tearing pieces into rice paper or lettuce with herbs, then dipping in the fish-sauce dip.",rice flour batter | pork and shrimp | bean sprouts | rice paper or lettuce | fresh herbs and fish-sauce dip,"Fresh herbs are part of the flavor, not a garnish. Skip chili if you want the fish-sauce dip milder.",Cho tôi một phần bánh xèo.,I’d like one order of crispy Vietnamese pancake.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-banh-khot,Food,"Rolls, appetizers & street snacks",true,Bánh khọt,Mini savory coconut pancakes,bahn kawt,"Bánh khọt is mini crispy turmeric pancakes, usually with shrimp, coconut richness, herbs, and fish sauce.",rice flour batter | coconut milk | shrimp | lettuce or rice paper | herbs and fish-sauce dip,"If sweet-sour fish-sauce dip comes separately, start with a small dip; it can be salty, sweet, sour, and spicy at once.",Cho tôi một phần bánh khọt.,I’d like one order of mini savory coconut pancakes.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-banh-can,Food,"Rolls, appetizers & street snacks",false,Bánh căn,Mini crispy rice pancakes,bahn kan,"Bánh căn is small griddled rice cakes, usually with quail egg or seafood, herbs, and sweet-sour fish-sauce dip.",rice batter | quail egg or seafood | scallions | herbs | fish-sauce dip,"Quail egg, shrimp, or pork may be cooked into the little cakes; ask before ordering if you need a plain or vegetarian set.",Cho tôi một phần bánh căn.,I’d like one order of mini crispy rice pancakes.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-banh-beo,Food,"Rolls, appetizers & street snacks",false,Bánh bèo,Steamed rice cakes with shrimp topping,bahn beh-oh,"Tiny steamed rice cakes from central Vietnam, topped with shrimp floss, scallion oil, and fish sauce for spoon-by-spoon bites.",steamed rice cakes | shrimp topping | scallion oil | fried shallots | fish-sauce dip,"If you avoid shrimp, ask whether the shrimp topping or nước mắm can be left off.",Cho tôi một phần bánh bèo.,I’d like one order of steamed rice cakes with shrimp topping.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-banh-bot-loc,Food,"Rolls, appetizers & street snacks",false,Bánh bột lọc,Clear tapioca dumplings with shrimp and pork,bahn boht lawk,"Bánh bột lọc is translucent tapioca dumplings, usually with shrimp and pork, chewy wrapper, banana leaf, and fish sauce.",tapioca wrapper | shrimp | pork | banana leaf optional | fish-sauce dip,Contains or may contain seafood or shellfish.,Cho tôi một phần bánh bột lọc.,I’d like one order of clear tapioca dumplings with shrimp and pork.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-banh-nam,Food,"Rolls, appetizers & street snacks",false,Bánh nậm,Flat steamed rice dumplings,bahn nahm,"Bánh nậm is flat steamed rice dumplings in banana leaf, usually with shrimp-pork topping and fish sauce.",rice flour sheet | banana leaf | shrimp or pork topping | scallion oil | fish-sauce dip,"If sweet-sour fish-sauce dip comes separately, start with a small dip; it can be salty, sweet, sour, and spicy at once.",Cho tôi một phần bánh nậm.,I’d like one order of flat steamed rice dumplings.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-banh-cuon,Food,"Rolls, appetizers & street snacks",true,Bánh cuốn,Steamed rice rolls,bahn kwun,"Bánh cuốn is steamed rice rolls, usually with minced pork, wood ear mushroom, fried shallot, herbs, and fish-sauce dip.",steamed rice rolls | pork and mushroom filling | fried shallots | herbs | fish-sauce dip,Bánh cuốn is often a breakfast or snack plate with chả lụa on the side. Spoon the fish-sauce dip gradually so the rice sheets stay silky.,Cho tôi một phần bánh cuốn.,I’d like one order of steamed rice rolls.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-banh-trang-nuong,Food,"Rolls, appetizers & street snacks",true,Bánh tráng nướng,"Grilled rice paper, Vietnamese pizza",bahn chang noong,"Bánh tráng nướng is grilled rice paper “pizza”, usually with egg, scallion, dried shrimp or sausage, chili sauce, and crackle.",grilled rice paper | egg or toppings | scallions | chili sauce,"Often called “Vietnamese pizza,” but expect rice paper, egg, dried shrimp or sausage, scallions, and chili rather than cheese-heavy pizza.",Cho tôi một phần bánh tráng nướng.,"I’d like one order of grilled rice paper, Vietnamese pizza.",menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-banh-trang-tron,Food,"Rolls, appetizers & street snacks",true,Bánh tráng trộn,Mixed rice paper salad,bahn chang chohn,"Bánh tráng trộn is tossed rice paper salad, usually with shredded rice paper, green mango, herbs, quail egg, dried beef or shrimp, and chili.",rice paper strips | green mango | herbs | chili dressing | snack toppings,"This snack often includes dried shrimp, quail egg, peanuts, chili, and tart tamarind dressing; ask no chili early if heat matters.",Cho tôi một phần bánh tráng trộn.,I’d like one order of mixed rice paper salad.,menu-not-spicy | menu-less-spicy | menu-ask-peanuts | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-goi-ngo-sen-tom-thit,Food,"Rolls, appetizers & street snacks",false,Gỏi ngó sen tôm thịt,Lotus stem salad with shrimp and pork,goy ngoh sen tom tit,"Gỏi ngó sen tôm thịt is lotus-stem salad with shrimp and pork, usually with crisp lotus stems, herbs, peanuts, and sweet-tart dressing.",lotus stem | shrimp and pork | fresh herbs | peanuts | fish-sauce lime dressing,Contains or may contain seafood or shellfish.,Cho tôi một phần gỏi ngó sen tôm thịt.,I’d like one order of lotus stem salad with shrimp and pork.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-peanuts | menu-pack-to-go,text-only,handwritten-reviewed
food-goi-xoai,Food,"Rolls, appetizers & street snacks",false,Gỏi xoài,Green mango salad,goy swai,"Gỏi xoài is green mango salad, usually with herbs, peanuts, dried shrimp or seafood, and chili-fish sauce dressing.",green mango | herbs | peanuts | dried shrimp optional | fish-sauce-lime dressing,"Ask about dried shrimp, dried beef, peanuts, and chili before it is tossed; those small toppings change the whole salad.",Cho tôi một phần gỏi xoài.,I’d like one order of green mango salad.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-peanuts | menu-pack-to-go,text-only,handwritten-reviewed
food-goi-du-du,Food,"Rolls, appetizers & street snacks",false,Gỏi đu đủ,Green papaya salad,goy doo doo,"Gỏi đu đủ is green papaya salad, usually with herbs, peanuts, dried beef or shrimp, and tart fish sauce dressing.",green papaya | herbs | peanuts | fish-sauce-lime dressing | dried beef or shrimp optional,Ask for no chili if you want Gỏi đu đủ mild.,Cho tôi một phần gỏi đu đủ.,I’d like one order of green papaya salad.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-peanuts | menu-pack-to-go,text-only,handwritten-reviewed
food-goi-ga,Food,"Rolls, appetizers & street snacks",false,Gỏi gà,Vietnamese chicken salad,goy gah,"Gỏi gà is chicken salad, usually with cabbage, rau răm, onion, peanuts, and lime-fish sauce dressing.",shredded chicken | cabbage or herbs | onion | peanuts | fish-sauce lime dressing,"Chicken salad often uses fish sauce, rau răm, onion, and peanuts; the herb bite is part of the dish.",Cho tôi một phần gỏi gà.,I’d like one order of Vietnamese chicken salad.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-peanuts | menu-pack-to-go,text-only,handwritten-reviewed
food-nom-bo-kho,Food,"Rolls, appetizers & street snacks",false,Nộm bò khô,Green papaya salad with dried beef,nohm baw koh,"Nộm bò khô is dried beef salad, usually with green papaya, herbs, peanuts, and tangy dressing.",green papaya | dried beef | peanuts | herbs | fish-sauce-lime dressing,"This Hanoi-style snack is about dried beef, green papaya, herbs, peanuts, and chili. Ask for less spice or no peanuts before mixing.",Cho tôi một phần nộm bò khô.,I’d like one order of green papaya salad with dried beef.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-peanuts | menu-pack-to-go,text-only,handwritten-reviewed
food-sup-cua,Food,"Rolls, appetizers & street snacks",false,Súp cua,Crab soup,soop koo-ah,"Súp cua is a thick crab soup with egg ribbons, pepper, cilantro, and sometimes corn or asparagus. It is warm, silky, and snack-sized.",crab soup | egg ribbons | corn or asparagus | cilantro | pepper,"A little pepper or chili can wake up the bowl, but the texture should stay silky and crab-sweet.",Cho tôi một tô súp cua.,I’d like one bowl of crab soup.,menu-not-spicy | menu-less-spicy | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-ca-vien-chien,Food,"Rolls, appetizers & street snacks",false,Cá viên chiên,Fried fish balls,kah vee-en chee-en,"Cá viên chiên is fried fish balls, usually with skewers, chili sauce, and lime-pepper salt dip or ginger fish sauce.",fish balls | fried edges | skewers optional | chili dip | cucumber optional,Ask for no chili if you want Cá viên chiên mild.,Cho tôi một phần cá viên chiên.,I’d like one order of fried fish balls.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-khoai-lang-chien,Food,"Rolls, appetizers & street snacks",false,Khoai lang chiên,Fried sweet potato,kwai lahng chee-en,"Khoai lang chiên is fried sweet potato with a crisp outside and soft orange or yellow center, often eaten as a simple street snack.",sweet potato | light batter or crisp edges | salt or sugar | hot oil frying,"This is snack food, not a saucy dish. Eat it hot when the outside is crisp and the sweet potato center is still soft.",Cho tôi một phần khoai lang chiên.,I’d like one order of fried sweet potato.,menu-not-spicy | menu-less-spicy | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-khoai-tay-chien,Food,"Rolls, appetizers & street snacks",false,Khoai tây chiên,French fries,kwai tay chee-en,"Khoai tây chiên is fried potatoes: salty, crisp, familiar, and often ordered as a snack or side at cafés and casual restaurants.",potatoes | salt | crisp fried edges | ketchup or chili sauce if served,"This is the familiar fries order. It is useful for picky eaters, kids, or a quick snack, but it is not where the menu shows its deepest Vietnamese flavor.",Cho tôi một phần khoai tây chiên.,I’d like one order of french fries.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-ca-kho-to,Food,Seafood,true,Cá kho tộ,Caramelized fish in clay pot,kah kaw toh,"Cá kho tộ is fish simmered in a clay pot with fish sauce, caramelized sugar, pepper, and sometimes pork fat until the fish-sauce caramel braise turns dark and glossy.",fish | fish sauce caramel | black pepper | clay pot | rice on the side,"The clay-pot glaze is a fish-sauce caramel: salty, sweet, peppery, and concentrated. Eat it with plain rice and ask about bones if you prefer easier pieces.",Cho tôi một phần cá kho tộ.,I’d like one order of caramelized fish in clay pot.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-fish-sauce | menu-pack-to-go,text-only,handwritten-reviewed
food-ca-chien-xu,Food,Seafood,false,Cá chiên xù,Crispy fried fish,kah chee-en soo,"Crisp-fried fish with a golden crust, usually eaten with rice, herbs, and a lime-pepper salt dip or ginger fish sauce that cuts through the crunch.",fried fish | crisp crumb or batter | fresh herbs or cucumber | fish sauce or tamarind dip | rice if ordered as a meal,"Ask about bones before ordering, especially with whole fish. Crisp fish is best eaten hot, with herbs and a bright fish-sauce or tamarind dip if served.",Cho tôi một phần cá chiên xù.,I’d like one order of crispy fried fish.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-ca-hap-xi-dau,Food,Seafood,false,Cá hấp xì dầu,Steamed fish with soy sauce,kah hup see dow,"Cá hấp xì dầu is fish steamed with soy sauce, usually with ginger, scallion, onion, and savory juices.",fish | soy sauce | ginger | scallions | herbs,Whole fish can have bones; ask whether bones remain if that worries you.,Cho tôi một phần cá hấp xì dầu.,I’d like one order of steamed fish with soy sauce.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-ca-hap-gung,Food,Seafood,false,Cá hấp gừng,Steamed fish with ginger,kah hup goong,"Cá hấp gừng is fish steamed with ginger, usually with scallion, soy or fish sauce, herbs, and clean broth.",steamed fish | ginger | scallions | soy or fish-sauce seasoning | herbs,"Ask about bones before ordering whole fish, and eat it hot while the ginger aroma is still clean.",Cho tôi một phần cá hấp gừng.,I’d like one order of steamed fish with ginger.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-ca-nuong-muoi-ot,Food,Seafood,false,Cá nướng muối ớt,Grilled fish with chili salt,kah noong moo-ee uht,"Cá nướng muối ớt is salt-chili grilled fish, usually with charred skin, chili-salt rub, herbs, lime, and a dipping salt or fish-sauce dip.",whole or cut fish | chili-salt rub | fresh herbs | lime | dipping salt or fish-sauce dip,Ask for less spicy if heat is a concern.,Cho tôi một phần cá nướng muối ớt.,I’d like one order of grilled fish with chili salt.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-ca-loc-nuong-trui,Food,Seafood,true,Cá lóc nướng trui,Grilled snakehead fish,kah lawk noong choo-ee,"Cá lóc nướng trui is snakehead fish grilled whole, usually with smoky skin, herbs, rice paper, and tamarind or fish sauce.",whole snakehead fish | smoky grilled skin | rice paper | fresh herbs | fish-sauce dip or tamarind dip,Whole fish can have bones; ask whether bones remain if that worries you.,Cho tôi một phần cá lóc nướng trui.,I’d like one order of grilled snakehead fish.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-ca-dieu-hong-chien-xu,Food,Seafood,false,Cá diêu hồng chiên xù,Crispy fried red tilapia,kah yee-ew hawng chee-en soo,"Cá diêu hồng chiên xù is crispy fried red tilapia, usually with whole fish, golden skin, herbs, rice paper or rice, and lime-pepper salt dip or ginger fish sauce.",whole red tilapia | crispy fried skin | fresh herbs | rice paper or rice | lime-pepper salt or ginger fish sauce,Ask for no chili if you want Cá diêu hồng chiên xù mild.,Cho tôi một phần cá diêu hồng chiên xù.,I’d like one order of crispy fried red tilapia.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-cha-ca-la-vong,Food,Seafood,true,Chả cá Lã Vọng,Turmeric fish with dill,chah kah lah vawng,"Chả cá Lã Vọng is Hanoi-style turmeric fish with dill and scallions, eaten with rice vermicelli, peanuts, herbs, and usually mắm tôm or a milder fish-sauce dip.",turmeric fish | dill | scallions | rice vermicelli | peanuts,This is not fish cake. The famous version is about hot turmeric-marinated fish and dill at the table.,Cho tôi một phần chả cá Lã Vọng.,I’d like one order of turmeric fish with dill.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-fish-sauce | menu-ask-peanuts,text-only,handwritten-reviewed
food-cha-ca-chien,Food,Seafood,false,Chả cá chiên,Fried fish cake,chah kah chee-en,"Chả cá chiên is fried fish cakes, usually with springy fish paste, dill or herbs, and lime-pepper salt dip or ginger fish sauce.",fish cake | fried edges | herbs optional | chili optional | fish-sauce dip or dipping salt,Contains fish and may be served with chili by default.,Cho tôi một phần chả cá chiên.,I’d like one order of fried fish cake.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-tom-rang-muoi,Food,Seafood,false,Tôm rang muối,Salt-roasted shrimp,tom rang moo-ee,"Tôm rang muối is salt-roasted shrimp, usually with garlic, chili, crisp shells, and rice.",shrimp in shell | salt crust | garlic | chili | fried aromatics,Contains or may contain seafood or shellfish.,Cho tôi một phần tôm rang muối.,I’d like one order of salt-roasted shrimp.,menu-not-spicy | menu-less-spicy | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-tom-rim-man,Food,Seafood,false,Tôm rim mặn,Savory caramelized shrimp,tom reem mahn,"Tôm rim mặn is shrimp simmered salty-sweet, usually with fish sauce caramel, pepper, and rice.",shrimp | fish-sauce caramel | black pepper | scallions | plain rice,Contains or may contain seafood or shellfish.,Cho tôi một phần tôm rim mặn.,I’d like one order of savory caramelized shrimp.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-tom-hap-nuoc-dua,Food,Seafood,false,Tôm hấp nước dừa,Shrimp steamed in coconut water,tom hup nook yoo-uh,"Tôm hấp nước dừa is shrimp steamed in coconut water, usually with sweet broth, herbs, and salt-pepper-lime dip.",shrimp | coconut water | dipping salt | lime optional | herbs optional,Contains or may contain seafood or shellfish.,Cho tôi một phần tôm hấp nước dừa.,I’d like one order of shrimp steamed in coconut water.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-tom-nuong-muoi-ot,Food,Seafood,false,Tôm nướng muối ớt,Grilled shrimp with chili salt,tom noong moo-ee uht,"Tôm nướng muối ớt is salt-chili grilled shrimp, usually with smoky shells, chili-salt rub, lime, herbs, and a dipping salt.",shrimp | chili-salt rub | lime | fresh herbs | dipping salt,Contains or may contain seafood or shellfish.,Cho tôi một phần tôm nướng muối ớt.,I’d like one order of grilled shrimp with chili salt.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-tom-chien-xu,Food,Seafood,false,Tôm chiên xù,Breaded fried shrimp,tom chee-en soo,"Tôm chiên xù is breaded fried shrimp with a golden crisp coating and sweet shrimp inside, often shared as a snack or seafood starter.",shrimp | crisp breading | hot oil frying | lettuce or cucumber | chili or mayo-style dip if served,Eat it hot so the coating stays crisp. Ask whether the shrimp are peeled if you prefer an easier bite.,Cho tôi một phần tôm chiên xù.,I’d like one order of breaded fried shrimp.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-muc-xao-chua-ngot,Food,Seafood,false,Mực xào chua ngọt,Squid stir-fried with sweet-and-sour sauce,mook sow choo-ah ngawt,"Mực xào chua ngọt is sweet-and-sour squid, usually with pineapple or tomato, onion, cucumber, and rice.",squid | sweet-sour glaze | pineapple or tomato | onion and bell pepper | plain rice,"Chua ngọt means sour-sweet. The squid should stay springy while pineapple, tomato, or vinegar brightness keeps the glaze from tasting heavy.",Cho tôi một phần mực xào chua ngọt.,I’d like one order of squid stir-fried with sweet-and-sour sauce.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-muc-hap-gung,Food,Seafood,false,Mực hấp gừng,Steamed squid with ginger,mook hup goong,"Mực hấp gừng is squid steamed with ginger, usually with scallion, herbs, and ginger fish sauce.",squid | ginger | scallions | light dip | herbs optional,"Fresh squid should smell clean and gingery, not fishy.",Cho tôi một phần mực hấp gừng.,I’d like one order of steamed squid with ginger.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
