phrase_id,scenario_id,family_id,family_title,english_text,target_text,pronunciation,audio_key,audio_status,status,context,search_aliases,notes
,shopping,v500-shop-can-you-put-it-in-a-bag,Can you put it in a bag,Can you put it in a bag?,Bạn có thể bỏ nó vào túi được không?,Ban co the bo no vao tui duoc khong,v500-shop-can-you-put-it-in-a-bag,ready,approved,"Use this while comparing items, checking fit, or fixing a purchase problem at the counter.",can you put it in a bag?|can you put it in a bag,"autonomous-500 from cleanup: Shopping & Markets / Returns, Packing & Delivery / keep_as_is; selected as premium fill"
,shopping,v500-shop-can-you-show-me-another-one,Can you show me another one,Can you show me another one?,Bạn có thể cho tôi xem một cái khác được không?,Ban co the cho toi xem mot cai khac duoc khong,v500-shop-can-you-show-me-another-one,ready,approved,"Use this while comparing items, checking fit, or fixing a purchase problem at the counter.",can you show me another one?|can you show me another one,autonomous-500 from cleanup: Shopping & Markets / Browsing & Availability / keep_as_is; selected as premium fill
,shopping,v500-shop-is-this-new,Is this new,Is this new?,Cái này có mới không?,Cai nay co moi khong,v500-shop-is-this-new,ready,approved,"Use this while comparing items, checking fit, or fixing a purchase problem at the counter.",is this new?|is this new,"autonomous-500 from cleanup: Shopping & Markets / Quality, Condition & Authenticity / keep_as_is; selected as premium fill"
,shopping,v500-shop-can-i-touch-it,Can I touch it,Can I touch it?,Tôi có thể chạm vào nó được không?,Toi co the cham vao no duoc khong,v500-shop-can-i-touch-it,ready,approved,"Use this while comparing items, checking fit, or fixing a purchase problem at the counter.",can i touch it?|can i touch it,autonomous-500 from cleanup: Shopping & Markets / Browsing & Availability / keep_as_is; selected as premium fill
,shopping,v500-shop-this-is-too-big,This is too big,This is too big,Cái này quá lớn,Cai nay qua lon,v500-shop-this-is-too-big,ready,approved,"Use this while comparing items, checking fit, or fixing a purchase problem at the counter.",this is too big,"autonomous-500 from cleanup: Shopping & Markets / Sizes, Colors & Trying On / keep_as_is; selected as premium fill"
,shopping,v500-shop-can-i-return-it,Can I return it,Can I return it?,Tôi có thể trả lại nó được không?,Toi co the tra lai no duoc khong,v500-shop-can-i-return-it,ready,approved,"Use this while comparing items, checking fit, or fixing a purchase problem at the counter.",can i return it?|can i return it,"autonomous-500 from cleanup: Shopping & Markets / Returns, Packing & Delivery / keep_as_is; selected as premium fill"
,shopping,v500-shop-do-you-have-this,Do you have this,Do you have this?,Bạn có cái này không?,Ban co cai nay khong,v500-shop-do-you-have-this,ready,approved,"Use this while comparing items, checking fit, or fixing a purchase problem at the counter.",do you have this?|do you have this,autonomous-500 from cleanup: Shopping & Markets / Browsing & Availability / keep_as_is; selected as premium fill
,shopping,v500-shop-this-is-too-small,This is too small,This is too small,Cái này quá nhỏ,Cai nay qua nho,v500-shop-this-is-too-small,ready,approved,"Use this while comparing items, checking fit, or fixing a purchase problem at the counter.",this is too small,"autonomous-500 from cleanup: Shopping & Markets / Sizes, Colors & Trying On / keep_as_is; selected as premium fill"
,shopping,v500-shop-okay-ill-take-it,"Okay, I’ll take it","Okay, I’ll take it","Được rồi, tôi sẽ lấy nó",Duoc roi toi se lay no,v500-shop-okay-ill-take-it,ready,approved,"Use this while comparing items, checking fit, or fixing a purchase problem at the counter.","okay, i’ll take it|okay i ll take it",autonomous-500 from cleanup: Shopping & Markets / Market Bargaining / keep_as_is; selected as premium fill
,phone-internet-power,v500-phon-inte-powe-my-phone-got-wet,My phone got wet,My phone got wet,Điện thoại của tôi bị ướt,Dien thoai cua toi bi uot,v500-phon-inte-powe-my-phone-got-wet,ready,approved,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",my phone got wet,"autonomous-500 from cleanup: Phone, Internet & Apps / Phone Repair & Accessories / keep_as_is; selected as premium fill"
,phone-internet-power,v500-phon-inte-powe-my-screen-is-broken,My screen is broken,My screen is broken,Màn hình của tôi bị hỏng,Man hinh cua toi bi hong,v500-phon-inte-powe-my-screen-is-broken,ready,approved,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",my screen is broken,"autonomous-500 from cleanup: Phone, Internet & Apps / Phone Repair & Accessories / keep_as_is; selected as premium fill"
,phone-internet-power,v500-phon-inte-powe-can-i-use-the-wi-fi,Can I use the Wi-Fi,Can I use the Wi-Fi?,Tôi có thể sử dụng Wi-Fi không?,Toi co the su dung Wi-Fi khong,v500-phon-inte-powe-can-i-use-the-wi-fi,ready,approved,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",can i use the wi-fi?|can i use the wi fi,"autonomous-500 from cleanup: Phone, Internet & Apps / Wi-Fi & Passwords / keep_as_is; selected as premium fill"
,phone-internet-power,v500-phon-inte-powe-can-i-borrow-a-charger,Can I borrow a charger,Can I borrow a charger?,Tôi có thể mượn bộ sạc được không?,Toi co the muon bo sac duoc khong,v500-phon-inte-powe-can-i-borrow-a-charger,ready,approved,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",can i borrow a charger?|can i borrow a charger,"autonomous-500 from cleanup: Phone, Internet & Apps / Calls, Messages & Charging / keep_as_is; selected as premium fill"
,phone-internet-power,v500-phon-inte-powe-i-need-a-charging-cable,I need a charging cable,I need a charging cable,Tôi cần một cáp sạc,Toi can mot cap sac,v500-phon-inte-powe-i-need-a-charging-cable,ready,approved,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",i need a charging cable,"autonomous-500 from cleanup: Phone, Internet & Apps / Phone Repair & Accessories / keep_as_is; selected as premium fill"
,phone-internet-power,v500-phon-inte-powe-can-i-make-a-phone-call,Can I make a phone call,Can I make a phone call?,Tôi có thể gọi điện thoại được không?,Toi co the goi dien thoai duoc khong,v500-phon-inte-powe-can-i-make-a-phone-call,ready,approved,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",can i make a phone call?|can i make a phone call,"autonomous-500 from cleanup: Phone, Internet & Apps / Calls, Messages & Charging / keep_as_is; selected as premium fill"
,phone-internet-power,v500-phon-inte-powe-please-write-the-password,Please write the password,Please write the password,Vui lòng viết mật khẩu,Vui long viet mat khau,v500-phon-inte-powe-please-write-the-password,ready,approved,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",please write the password,"autonomous-500 from cleanup: Phone, Internet & Apps / Wi-Fi & Passwords / keep_as_is; selected as premium fill"
,phone-internet-power,v500-phon-inte-powe-the-internet-is-very-slow,The internet is very slow,The internet is very slow,Internet rất chậm,Internet rat cham,v500-phon-inte-powe-the-internet-is-very-slow,ready,approved,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",the internet is very slow,"autonomous-500 from cleanup: Phone, Internet & Apps / Wi-Fi & Passwords / keep_as_is; selected as premium fill"
,phone-internet-power,v500-phon-inte-powe-where-can-i-fix-my-phone,Where can I fix my phone,Where can I fix my phone?,Tôi có thể sửa điện thoại ở đâu?,Toi co the sua dien thoai o dau,v500-phon-inte-powe-where-can-i-fix-my-phone,ready,approved,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",where can i fix my phone?|where can i fix my phone,"autonomous-500 from cleanup: Phone, Internet & Apps / Phone Repair & Accessories / keep_as_is; selected as premium fill"
,phone-internet-power,v500-phon-inte-powe-can-you-install-it-for-me,Can you install it for me,Can you install it for me?,Bạn có thể cài đặt nó cho tôi được không?,Ban co the cai dat no cho toi duoc khong,v500-phon-inte-powe-can-you-install-it-for-me,ready,approved,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",can you install it for me?|can you install it for me,"autonomous-500 from cleanup: Phone, Internet & Apps / SIM, eSIM & Data / keep_as_is; selected as premium fill"
,phone-internet-power,v500-phon-inte-powe-how-many-days-is-it-valid,How many days is it valid,How many days is it valid?,Có hiệu lực trong bao nhiêu ngày?,Co hieu luc trong bao nhieu ngay,v500-phon-inte-powe-how-many-days-is-it-valid,ready,approved,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",how many days is it valid?|how many days is it valid,"autonomous-500 from cleanup: Phone, Internet & Apps / SIM, eSIM & Data / keep_as_is; selected as premium fill"
,phone-internet-power,v500-phon-inte-powe-can-you-activate-it-for-me,Can you activate it for me,Can you activate it for me?,Bạn có thể kích hoạt nó cho tôi được không?,Ban co the kich hoat no cho toi duoc khong,v500-phon-inte-powe-can-you-activate-it-for-me,ready,approved,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",can you activate it for me?|can you activate it for me,"autonomous-500 from cleanup: Phone, Internet & Apps / SIM, eSIM & Data / keep_as_is; selected as premium fill"
,phone-internet-power,v500-phon-inte-powe-can-you-restart-the-router,Can you restart the router,Can you restart the router?,Bạn có thể khởi động lại bộ định tuyến không?,Ban co the khoi dong lai bo dinh tuyen khong,v500-phon-inte-powe-can-you-restart-the-router,ready,approved,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",can you restart the router?|can you restart the router,"autonomous-500 from cleanup: Phone, Internet & Apps / Wi-Fi & Passwords / keep_as_is; selected as premium fill"
,phone-internet-power,v500-phon-inte-powe-i-need-a-sim-card-with-data,I need a SIM card with data,I need a SIM card with data,Tôi cần một thẻ SIM có dữ liệu,Toi can mot the SIM co du lieu,v500-phon-inte-powe-i-need-a-sim-card-with-data,ready,approved,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",i need a sim card with data,"autonomous-500 from cleanup: Phone, Internet & Apps / SIM, eSIM & Data / keep_as_is; selected as premium fill"
,bathroom-personal-needs,v500-bath-pers-need-where-is-the-toilet,Where is the toilet,Where is the toilet?,Nhà vệ sinh ở đâu?,Nha ve sinh o dau,v500-bath-pers-need-where-is-the-toilet,ready,approved,"Use this for urgent bathroom, hygiene, or small comfort needs that still matter on the road.",where is the toilet?|where is the toilet,autonomous-500 from cleanup: Daily Practical Needs / Bathroom & Hygiene / keep_as_is; selected as premium fill
,bathroom-personal-needs,v500-bath-pers-need-where-can-i-buy-shampoo,Where can I buy shampoo,Where can I buy shampoo?,Tôi có thể mua dầu gội ở đâu?,Toi co the mua dau goi o dau,v500-bath-pers-need-where-can-i-buy-shampoo,ready,approved,"Use this for urgent bathroom, hygiene, or small comfort needs that still matter on the road.",where can i buy shampoo?|where can i buy shampoo,autonomous-500 from cleanup: Daily Practical Needs / Bathroom & Hygiene / keep_as_is; selected as premium fill
,bathroom-personal-needs,v500-bath-pers-need-where-can-i-wash-my-hands,Where can I wash my hands,Where can I wash my hands?,Tôi có thể rửa tay ở đâu?,Toi co the rua tay o dau,v500-bath-pers-need-where-can-i-wash-my-hands,ready,approved,"Use this for urgent bathroom, hygiene, or small comfort needs that still matter on the road.",where can i wash my hands?|where can i wash my hands,autonomous-500 from cleanup: Daily Practical Needs / Bathroom & Hygiene / keep_as_is; selected as premium fill
,bathroom-personal-needs,v500-bath-pers-need-do-you-have-hand-sanitizer,Do you have hand sanitizer,Do you have hand sanitizer?,Bạn có nước rửa tay khô không?,Ban co nuoc rua tay kho khong,v500-bath-pers-need-do-you-have-hand-sanitizer,ready,approved,"Use this for urgent bathroom, hygiene, or small comfort needs that still matter on the road.",do you have hand sanitizer?|do you have hand sanitizer,autonomous-500 from cleanup: Daily Practical Needs / Bathroom & Hygiene / keep_as_is; selected as premium fill
,bathroom-personal-needs,v500-bath-pers-need-where-can-i-buy-toothpaste,Where can I buy toothpaste,Where can I buy toothpaste?,Tôi có thể mua kem đánh răng ở đâu?,Toi co the mua kem danh rang o dau,v500-bath-pers-need-where-can-i-buy-toothpaste,ready,approved,"Use this for urgent bathroom, hygiene, or small comfort needs that still matter on the road.",where can i buy toothpaste?|where can i buy toothpaste,autonomous-500 from cleanup: Daily Practical Needs / Bathroom & Hygiene / keep_as_is; selected as premium fill
,bathroom-personal-needs,v500-bath-pers-need-is-there-a-public-bathroom-nearby,Is there a public bathroom nearby,Is there a public bathroom nearby?,Có phòng tắm công cộng nào gần đây không?,Co phong tam cong cong nao gan day khong,v500-bath-pers-need-is-there-a-public-bathroom-nearby,ready,approved,"Use this for urgent bathroom, hygiene, or small comfort needs that still matter on the road.",is there a public bathroom nearby?|is there a public bathroom nearby,autonomous-500 from cleanup: Daily Practical Needs / Bathroom & Hygiene / keep_as_is; selected as premium fill
,emergency-safety,v500-emer-safe-there-is-a-fire,There is a fire,There is a fire,Có một ngọn lửa,Co mot ngon lua,v500-emer-safe-there-is-a-fire,ready,approved,"Use this when safety, theft, documents, police, or urgent help needs to be clear right now.",there is a fire,"autonomous-500 from cleanup: Safety, Problems & Emergency Help / Accidents, Fire & Ambulance / keep_as_is; selected as premium fill"
,emergency-safety,v500-emer-safe-i-need-first-aid,I need first aid,I need first aid,Tôi cần sơ cứu,Toi can so cuu,v500-emer-safe-i-need-first-aid,ready,approved,"Use this when safety, theft, documents, police, or urgent help needs to be clear right now.",i need first aid,"autonomous-500 from cleanup: Safety, Problems & Emergency Help / Accidents, Fire & Ambulance / keep_as_is; selected as premium fill"
,emergency-safety,v500-emer-safe-stop-following-me,Stop following me,Stop following me,Dừng theo dõi tôi,Dung theo doi toi,v500-emer-safe-stop-following-me,ready,approved,"Use this when safety, theft, documents, police, or urgent help needs to be clear right now.",stop following me,"autonomous-500 from cleanup: Safety, Problems & Emergency Help / Harassment, Scams & Unsafe Situations / keep_as_is; selected as premium fill"
,emergency-safety,v500-emer-safe-someone-is-injured,Someone is injured,Someone is injured,Có người bị thương,Co nguoi bi thuong,v500-emer-safe-someone-is-injured,ready,approved,"Use this when safety, theft, documents, police, or urgent help needs to be clear right now.",someone is injured,"autonomous-500 from cleanup: Safety, Problems & Emergency Help / Accidents, Fire & Ambulance / keep_as_is; selected as premium fill"
,emergency-safety,v500-emer-safe-please-stay-near-me,Please stay near me,Please stay near me,Xin hãy ở gần tôi,Xin hay o gan toi,v500-emer-safe-please-stay-near-me,ready,approved,"Use this when safety, theft, documents, police, or urgent help needs to be clear right now.",please stay near me,"autonomous-500 from cleanup: Safety, Problems & Emergency Help / Harassment, Scams & Unsafe Situations / keep_as_is; selected as premium fill"
,emergency-safety,v500-emer-safe-my-friend-needs-help,My friend needs help,My friend needs help,Bạn tôi cần giúp đỡ,Ban toi can giup do,v500-emer-safe-my-friend-needs-help,ready,approved,"Use this when safety, theft, documents, police, or urgent help needs to be clear right now.",my friend needs help,"autonomous-500 from cleanup: Safety, Problems & Emergency Help / Accidents, Fire & Ambulance / keep_as_is; selected as premium fill"
,emergency-safety,v500-emer-safe-i-lost-my-credit-card,I lost my credit card,I lost my credit card,Tôi bị mất thẻ tín dụng,Toi bi mat the tin dung,v500-emer-safe-i-lost-my-credit-card,ready,approved,"Use this when safety, theft, documents, police, or urgent help needs to be clear right now.",i lost my credit card,"autonomous-500 from cleanup: Safety, Problems & Emergency Help / Lost, Stolen & Left Behind / keep_as_is; selected as premium fill"
,emergency-safety,v500-emer-safe-please-leave-me-alone,Please leave me alone,Please leave me alone,Xin hãy để tôi yên,Xin hay de toi yen,v500-emer-safe-please-leave-me-alone,ready,approved,"Use this when safety, theft, documents, police, or urgent help needs to be clear right now.",please leave me alone,"autonomous-500 from cleanup: Safety, Problems & Emergency Help / Harassment, Scams & Unsafe Situations / keep_as_is; selected as premium fill"
,emergency-safety,v500-emer-safe-my-passport-is-missing,My passport is missing,My passport is missing,Hộ chiếu của tôi bị mất,Ho chieu cua toi bi mat,v500-emer-safe-my-passport-is-missing,ready,approved,"Use this when safety, theft, documents, police, or urgent help needs to be clear right now.",my passport is missing,"autonomous-500 from cleanup: Safety, Problems & Emergency Help / Lost, Stolen & Left Behind / keep_as_is; selected as premium fill"
,emergency-safety,v500-emer-safe-please-call-the-police,Please call the police,Please call the police,Hãy gọi cảnh sát,Hay goi canh sat,v500-emer-safe-please-call-the-police,ready,approved,"Use this when safety, theft, documents, police, or urgent help needs to be clear right now.",please call the police,"autonomous-500 from cleanup: Safety, Problems & Emergency Help / General Help & Urgency / keep_as_is; selected as premium fill"
,emergency-safety,v500-emer-safe-please-call-an-ambulance,Please call an ambulance,Please call an ambulance,Hãy gọi xe cấp cứu,Hay goi xe cap cuu,v500-emer-safe-please-call-an-ambulance,ready,approved,"Use this when safety, theft, documents, police, or urgent help needs to be clear right now.",please call an ambulance,"autonomous-500 from cleanup: Safety, Problems & Emergency Help / General Help & Urgency / keep_as_is; selected as premium fill"
,emergency-safety,v500-emer-safe-i-do-not-have-my-passport,I do not have my passport,I do not have my passport,Tôi không có hộ chiếu,Toi khong co ho chieu,v500-emer-safe-i-do-not-have-my-passport,ready,approved,"Use this when safety, theft, documents, police, or urgent help needs to be clear right now.",i do not have my passport,"autonomous-500 from cleanup: Safety, Problems & Emergency Help / Embassy, Contacts & Recovery / keep_as_is; selected as premium fill"
,emergency-safety,v500-emer-safe-there-has-been-an-accident,There has been an accident,There has been an accident,Đã có một tai nạn,Da co mot tai nan,v500-emer-safe-there-has-been-an-accident,ready,approved,"Use this when safety, theft, documents, police, or urgent help needs to be clear right now.",there has been an accident,"autonomous-500 from cleanup: Safety, Problems & Emergency Help / Accidents, Fire & Ambulance / keep_as_is; selected as premium fill"
,social-small-talk,v500-soci-smal-talk-will-it-rain-today,Will it rain today,Will it rain today?,Hôm nay trời có mưa không?,Hom nay troi co mua khong,v500-soci-smal-talk-will-it-rain-today,ready,approved,"Use this when you want to stay friendly, set a boundary, or keep the social moment easy to manage.",will it rain today?|will it rain today,"autonomous-500 from cleanup: Out & About: Sightseeing, Activities & Social / Weather, Comfort & Plans / keep_as_is; selected as premium fill"
,social-small-talk,v500-soci-smal-talk-can-we-go-somewhere-cooler,Can we go somewhere cooler,Can we go somewhere cooler?,Chúng ta có thể đi đâu đó mát mẻ hơn được không?,Chung ta co the di dau do mat me hon duoc khong,v500-soci-smal-talk-can-we-go-somewhere-cooler,ready,approved,"Use this when you want to stay friendly, set a boundary, or keep the social moment easy to manage.",can we go somewhere cooler?|can we go somewhere cooler,"autonomous-500 from cleanup: Out & About: Sightseeing, Activities & Social / Weather, Comfort & Plans / keep_as_is; selected as premium fill"
,social-small-talk,v500-soci-smal-talk-i-need-to-rest-for-a-moment,I need to rest for a moment,I need to rest for a moment,Tôi cần nghỉ ngơi một lát,Toi can nghi ngoi mot lat,v500-soci-smal-talk-i-need-to-rest-for-a-moment,ready,approved,"Use this when you want to stay friendly, set a boundary, or keep the social moment easy to manage.",i need to rest for a moment,"autonomous-500 from cleanup: Out & About: Sightseeing, Activities & Social / Weather, Comfort & Plans / keep_as_is; selected as premium fill"
,social-small-talk,v500-soci-smal-talk-please-do-not-take-my-photo,Please do not take my photo,Please do not take my photo,Làm ơn đừng chụp ảnh tôi,Lam on dung chup anh toi,v500-soci-smal-talk-please-do-not-take-my-photo,ready,approved,"Use this when you want to stay friendly, set a boundary, or keep the social moment easy to manage.",please do not take my photo,"autonomous-500 from cleanup: Out & About: Sightseeing, Activities & Social / Polite Refusals & Boundaries / keep_as_is; selected as premium fill"
,social-small-talk,v500-soci-smal-talk-where-can-i-buy-a-raincoat,Where can I buy a raincoat,Where can I buy a raincoat?,Tôi có thể mua áo mưa ở đâu?,Toi co the mua ao mua o dau,v500-soci-smal-talk-where-can-i-buy-a-raincoat,ready,approved,"Use this when you want to stay friendly, set a boundary, or keep the social moment easy to manage.",where can i buy a raincoat?|where can i buy a raincoat,"autonomous-500 from cleanup: Out & About: Sightseeing, Activities & Social / Weather, Comfort & Plans / keep_as_is; selected as premium fill"
,social-small-talk,v500-soci-smal-talk-i-want-to-be-alone-thank-you,"I want to be alone, thank you","I want to be alone, thank you","Tôi muốn ở một mình, cảm ơn bạn",Toi muon o mot minh cam on ban,v500-soci-smal-talk-i-want-to-be-alone-thank-you,ready,approved,"Use this when you want to stay friendly, set a boundary, or keep the social moment easy to manage.","i want to be alone, thank you|i want to be alone thank you","autonomous-500 from cleanup: Out & About: Sightseeing, Activities & Social / Polite Refusals & Boundaries / keep_as_is; selected as premium fill"
,social-small-talk,v500-soci-smal-talk-where-can-i-wait-out-the-rain,Where can I wait out the rain,Where can I wait out the rain?,Tôi có thể chờ mưa ở đâu?,Toi co the cho mua o dau,v500-soci-smal-talk-where-can-i-wait-out-the-rain,ready,approved,"Use this when you want to stay friendly, set a boundary, or keep the social moment easy to manage.",where can i wait out the rain?|where can i wait out the rain,"autonomous-500 from cleanup: Out & About: Sightseeing, Activities & Social / Weather, Comfort & Plans / keep_as_is; selected as premium fill"
,social-small-talk,v500-soci-smal-talk-no-thank-you-im-not-interested,"No thank you, I’m not interested","No thank you, I’m not interested","Không, cảm ơn, tôi không quan tâm",Khong cam on toi khong quan tam,v500-soci-smal-talk-no-thank-you-im-not-interested,ready,approved,"Use this when you want to stay friendly, set a boundary, or keep the social moment easy to manage.","no thank you, i’m not interested|no thank you i m not interested","autonomous-500 from cleanup: Out & About: Sightseeing, Activities & Social / Polite Refusals & Boundaries / keep_as_is; selected as premium fill"
,sightseeing-activities,v500-sigh-acti-where-is-the-entrance,Where is the entrance,Where is the entrance?,Lối vào ở đâu?,Loi vao o dau,v500-sigh-acti-where-is-the-entrance,ready,approved,"Use this for tickets, tours, photos, meeting points, and attraction logistics while you are out.",where is the entrance?|where is the entrance,"autonomous-500 from cleanup: Out & About: Sightseeing, Activities & Social / Attractions & Sightseeing / keep_as_is; selected as premium fill"
,sightseeing-activities,v500-sigh-acti-where-can-i-buy-tickets,Where can I buy tickets,Where can I buy tickets?,Tôi có thể mua vé ở đâu?,Toi co the mua ve o dau,v500-sigh-acti-where-can-i-buy-tickets,ready,approved,"Use this for tickets, tours, photos, meeting points, and attraction logistics while you are out.",where can i buy tickets?|where can i buy tickets,"autonomous-500 from cleanup: Out & About: Sightseeing, Activities & Social / Attractions & Sightseeing / keep_as_is; selected as premium fill"
,sightseeing-activities,v500-sigh-acti-can-i-have-a-map,Can I have a map,Can I have a map?,Tôi có thể có bản đồ được không?,Toi co the co ban do duoc khong,v500-sigh-acti-can-i-have-a-map,ready,approved,"Use this for tickets, tours, photos, meeting points, and attraction logistics while you are out.",can i have a map?|can i have a map,"autonomous-500 from cleanup: Out & About: Sightseeing, Activities & Social / Attractions & Sightseeing / keep_as_is; selected as premium fill"
,sightseeing-activities,v500-sigh-acti-can-i-join-today,Can I join today,Can I join today?,Tôi có thể tham gia ngay hôm nay không?,Toi co the tham gia ngay hom nay khong,v500-sigh-acti-can-i-join-today,ready,approved,"Use this for tickets, tours, photos, meeting points, and attraction logistics while you are out.",can i join today?|can i join today,"autonomous-500 from cleanup: Out & About: Sightseeing, Activities & Social / Tours, Activities & Classes / keep_as_is; selected as premium fill"
,sightseeing-activities,v500-sigh-acti-where-is-the-exit,Where is the exit,Where is the exit?,Lối ra ở đâu?,Loi ra o dau,v500-sigh-acti-where-is-the-exit,ready,approved,"Use this for tickets, tours, photos, meeting points, and attraction logistics while you are out.",where is the exit?|where is the exit,"autonomous-500 from cleanup: Out & About: Sightseeing, Activities & Social / Attractions & Sightseeing / keep_as_is; selected as premium fill"
,sightseeing-activities,v500-sigh-acti-what-should-i-avoid,What should I avoid,What should I avoid?,Tôi nên tránh những gì?,Toi nen tranh nhung gi,v500-sigh-acti-what-should-i-avoid,ready,approved,"Use this for tickets, tours, photos, meeting points, and attraction logistics while you are out.",what should i avoid?|what should i avoid,"autonomous-500 from cleanup: Out & About: Sightseeing, Activities & Social / Recommendations & Local Tips / keep_as_is; selected as premium fill"
,local-services-everyday-tasks,v500-loca-serv-ever-task-i-need-tissues,I need tissues,I need tissues,Tôi cần khăn giấy,Toi can khan giay,v500-loca-serv-ever-task-i-need-tissues,ready,approved,"Use this for errands, printing, laundry, basic supplies, and other practical tasks that keep the trip moving.",i need tissues,"autonomous-500 from cleanup: Daily Practical Needs / Water, Snacks & Basic Items / keep_as_is; selected as premium fill"
,local-services-everyday-tasks,v500-loca-serv-ever-task-is-there-a-ramp,Is there a ramp,Is there a ramp?,Có đoạn đường nối không?,Co doan duong noi khong,v500-loca-serv-ever-task-is-there-a-ramp,ready,approved,"Use this for errands, printing, laundry, basic supplies, and other practical tasks that keep the trip moving.",is there a ramp?|is there a ramp,"autonomous-500 from cleanup: Daily Practical Needs / Family, Accessibility & Comfort / keep_as_is; selected as premium fill"
,local-services-everyday-tasks,v500-loca-serv-ever-task-can-you-fix-this,Can you fix this,Can you fix this?,Bạn có thể sửa cái này được không?,Ban co the sua cai nay duoc khong,v500-loca-serv-ever-task-can-you-fix-this,ready,approved,"Use this for errands, printing, laundry, basic supplies, and other practical tasks that keep the trip moving.",can you fix this?|can you fix this,"autonomous-500 from cleanup: Daily Practical Needs / Repairs, Tailoring & Practical Services / keep_as_is; selected as premium fill"
,local-services-everyday-tasks,v500-loca-serv-ever-task-how-much-per-page,How much per page,How much per page?,Bao nhiêu một trang?,Bao nhieu mot trang,v500-loca-serv-ever-task-how-much-per-page,ready,approved,"Use this for errands, printing, laundry, basic supplies, and other practical tasks that keep the trip moving.",how much per page?|how much per page,"autonomous-500 from cleanup: Daily Practical Needs / Printing, Copying & Documents / keep_as_is; selected as premium fill"
,local-services-everyday-tasks,v500-loca-serv-ever-task-i-need-an-umbrella,I need an umbrella,I need an umbrella,Tôi cần một chiếc ô,Toi can mot chiec o,v500-loca-serv-ever-task-i-need-an-umbrella,ready,approved,"Use this for errands, printing, laundry, basic supplies, and other practical tasks that keep the trip moving.",i need an umbrella,"autonomous-500 from cleanup: Daily Practical Needs / Water, Snacks & Basic Items / keep_as_is; selected as premium fill"
,local-services-everyday-tasks,v500-loca-serv-ever-task-one-item-is-missing,One item is missing,One item is missing,Một mặt hàng bị thiếu,Mot mat hang bi thieu,v500-loca-serv-ever-task-one-item-is-missing,ready,approved,"Use this for errands, printing, laundry, basic supplies, and other practical tasks that keep the trip moving.",one item is missing,autonomous-500 from cleanup: Daily Practical Needs / Laundry & Cleaning / keep_as_is; selected as premium fill
,local-services-everyday-tasks,v500-loca-serv-ever-task-i-need-a-rain-poncho,I need a rain poncho,I need a rain poncho,Tôi cần một chiếc áo mưa,Toi can mot chiec ao mua,v500-loca-serv-ever-task-i-need-a-rain-poncho,ready,approved,"Use this for errands, printing, laundry, basic supplies, and other practical tasks that keep the trip moving.",i need a rain poncho,"autonomous-500 from cleanup: Daily Practical Needs / Water, Snacks & Basic Items / keep_as_is; selected as premium fill"
,local-services-everyday-tasks,v500-loca-serv-ever-task-i-need-bottled-water,I need bottled water,I need bottled water,Tôi cần nước đóng chai,Toi can nuoc dong chai,v500-loca-serv-ever-task-i-need-bottled-water,ready,approved,"Use this for errands, printing, laundry, basic supplies, and other practical tasks that keep the trip moving.",i need bottled water,"autonomous-500 from cleanup: Daily Practical Needs / Water, Snacks & Basic Items / keep_as_is; selected as premium fill"
,local-services-everyday-tasks,v500-loca-serv-ever-task-is-there-an-elevator,Is there an elevator,Is there an elevator?,Có thang máy không?,Co thang may khong,v500-loca-serv-ever-task-is-there-an-elevator,ready,approved,"Use this for errands, printing, laundry, basic supplies, and other practical tasks that keep the trip moving.",is there an elevator?|is there an elevator,"autonomous-500 from cleanup: Daily Practical Needs / Family, Accessibility & Comfort / keep_as_is; selected as premium fill"
,local-services-everyday-tasks,v500-loca-serv-ever-task-how-long-will-it-take,How long will it take,How long will it take?,Sẽ mất bao lâu?,Se mat bao lau,v500-loca-serv-ever-task-how-long-will-it-take,ready,approved,"Use this for errands, printing, laundry, basic supplies, and other practical tasks that keep the trip moving.",how long will it take?|how long will it take,"autonomous-500 from cleanup: Daily Practical Needs / Repairs, Tailoring & Practical Services / keep_as_is; selected as premium fill"
,polite-basics,v900-poli-basi-may-i,Ask permission,May I?,Tôi có thể không?,Toi co the khong,v900-poli-basi-may-i,ready,approved,Use this when you need a very short permission check and want a quick yes-or-no answer.,ask permission|may i?|may i,"cleanup import: Essentials & Politeness / Yes, No & Permissions / keep_as_is; selected as 900 premium fill"
