place_catalog_id,city_id,city_name,vietnamese_name,english_name,kind,place_kind,source_notes,target_hero_image
hoian-an-hoi-island,hoian,Hoi An,Đảo An Hội,An Hoi Island,neighborhood,neighborhood,Existing city-library; Hoi An local references.,HeroCityHoianPlaceAnHoiIsland
hoian-ancient-town,hoian,Hoi An,Phố cổ Hội An,Hoi An Ancient Town,neighborhood,neighborhood,Existing city-library; Vietnam Tourism Hoi An; UNESCO.,HeroCityHoianPlaceAncientTown
hoian-ancient-town-ticket-booth,hoian,Hoi An,Quầy vé phố cổ Hội An,Hoi An Ancient Town ticket booth,attraction,attraction,Hoi An heritage and local map references; no rule or fee claims.,HeroCityHoianPlaceAncientTownTicketBooth
hoian-bach-dang-boat-pier,hoian,Hoi An,Bến thuyền Bạch Đằng,Bach Dang boat pier,port,port,Local map and Hoi An river references.,HeroCityHoianPlaceBachDangBoatPier
hoian-bach-dang-street,hoian,Hoi An,Đường Bạch Đằng ở Hội An,Bach Dang Street,street,street,UNESCO river and old-town context; local map references.,HeroCityHoianPlaceBachDangStreet
hoian-bale-well,hoian,Hoi An,Giếng Bà Lễ,Bale Well,restaurant,restaurant,Local food and venue references; local-name spelling kept conservative.,HeroCityHoianPlaceBaleWell
hoian-banh-dap-hen-xao,hoian,Hoi An,Bánh đập hến xào ở Hội An,Cracked rice paper and clams,dish,dish,Hoi An and Cam Nam food references.,HeroCityHoianPlaceBanhDapHenXao
hoian-banh-mi,hoian,Hoi An,Bánh mì Hội An,Banh mi in Hoi An,dish,dish,Vietnam food and Hoi An local references.,HeroCityHoianPlaceBanhMi
hoian-banh-mi-phuong,hoian,Hoi An,Bánh mì Phượng,Banh Mi Phuong,restaurant,restaurant,Existing city-library; Vietnam Tourism and local food references.,HeroCityHoianPlaceBanhMiPhuong
hoian-banh-xeo,hoian,Hoi An,Bánh xèo Hội An,Hoi An banh xeo,dish,dish,Central Vietnam food references.,HeroCityHoianPlaceBanhXeo
hoian-bay-mau-coconut-forest,hoian,Hoi An,Rừng dừa Bảy Mẫu,Bay Mau Coconut Forest,nature,nature,Existing city-library; Vietnam Tourism and Hoi An local references.,HeroCityHoianPlaceBayMauCoconutForest
hoian-bebe-tailor,hoian,Hoi An,BeBe Tailor,BeBe Tailor,market,market,Local shopping and venue references; no branch or quality claims.,HeroCityHoianPlaceBebeTailor
hoian-bus-station,hoian,Hoi An,Bến xe Hội An,Hoi An Bus Station,station,station,Local transport and map references.,HeroCityHoianPlaceBusStation
hoian-cam-chau,hoian,Hoi An,Cẩm Châu,Cam Chau,neighborhood,neighborhood,Existing city-library; Hoi An local references.,HeroCityHoianPlaceCamChau
hoian-cam-kim-island,hoian,Hoi An,Cẩm Kim,Cam Kim Island,village,village,Local map and Hoi An references.,HeroCityHoianPlaceCamKimIsland
hoian-cam-nam,hoian,Hoi An,Cẩm Nam,Cam Nam,neighborhood,neighborhood,Existing city-library; Hoi An local references.,HeroCityHoianPlaceCamNam
hoian-cam-pho,hoian,Hoi An,Cẩm Phô,Cam Pho,neighborhood,neighborhood,Hoi An local and map references.,HeroCityHoianPlaceCamPho
hoian-cam-thanh,hoian,Hoi An,Cẩm Thanh,Cam Thanh,neighborhood,neighborhood,Existing city-library via Cam Thanh Coconut Village; Vietnam Tourism Hoi An.,HeroCityHoianPlaceCamThanh
hoian-cam-thanh-basket-boat,hoian,Hoi An,Thuyền thúng Cẩm Thanh,Cam Thanh basket boat,experience,experience,Vietnam Tourism Hoi An; Cam Thanh basket boat notes.,HeroCityHoianPlaceCamThanhBasketBoat
hoian-cam-thanh-coconut-village,hoian,Hoi An,Làng dừa Cẩm Thanh,Cam Thanh Coconut Village,village,village,Existing city-library; Vietnam Tourism Hoi An.,HeroCityHoianPlaceCamThanhCoconutVillage
hoian-cantonese-assembly-hall,hoian,Hoi An,Hội quán Quảng Đông,Cantonese Assembly Hall,landmark,landmark,Hoi An World Heritage and local heritage references.,HeroCityHoianPlaceCantoneseAssemblyHall
hoian-cao-lau-city,hoian,Hoi An,Cao lầu ở Hội An,Cao lau in Hoi An,dish,dish,Existing city-library; Vietnam Tourism Hoi An.,HeroCityHoianPlaceCaoLauCity
hoian-cargo-club,hoian,Hoi An,Cargo Club,Cargo Club,restaurant,restaurant,"Local venue references; no schedule, menu, or quality claims.",HeroCityHoianPlaceCargoClub
hoian-cham-islands,hoian,Hoi An,Cù Lao Chàm,Cham Islands,nature,nature,Existing city-library; Vietnam Tourism Hoi An; UNESCO-related context.,HeroCityHoianPlaceChamIslands
hoian-cham-islands-snorkel-boat,hoian,Hoi An,Tàu đi Cù Lao Chàm,Cham Islands snorkel boat,experience,experience,Vietnam Tourism Hoi An; Cham Islands references.,HeroCityHoianPlaceChamIslandsSnorkelBoat
hoian-che-bap-cam-nam,hoian,Hoi An,Chè bắp Cẩm Nam ở Hội An,Cam Nam corn sweet soup,dessert,dessert,Hoi An and Cam Nam food references.,HeroCityHoianPlaceCheBapCamNam
hoian-chuc-thanh-pagoda,hoian,Hoi An,Chùa Chúc Thánh,Chuc Thanh Pagoda,landmark,landmark,Hoi An heritage and local listing references.,HeroCityHoianPlaceChucThanhPagoda
hoian-cocobox,hoian,Hoi An,Cocobox,Cocobox,cafe,cafe,Local cafe and venue references; no schedule or quality claims.,HeroCityHoianPlaceCocobox
hoian-com-ga,hoian,Hoi An,Cơm gà Hội An,Hoi An chicken rice,dish,dish,Hoi An food references.,HeroCityHoianPlaceComGa
hoian-cooking-class,hoian,Hoi An,Lớp học nấu ăn Hội An,Hoi An cooking class,experience,experience,Vietnam Tourism Hoi An food and countryside material.,HeroCityHoianPlaceCookingClass
hoian-countryside-bicycle-loop,hoian,Hoi An,Đạp xe vùng quê Hội An,Hoi An countryside bicycle loop,experience,experience,Vietnam Tourism Hoi An cycling material.,HeroCityHoianPlaceCountrysideBicycleLoop
hoian-cua-dai-beach,hoian,Hoi An,Biển Cửa Đại,Cua Dai Beach,beach,beach,Existing city-library; Vietnam Tourism and Hoi An local references.,HeroCityHoianPlaceCuaDaiBeach
hoian-cua-dai-estuary,hoian,Hoi An,Cửa Đại,Cua Dai Estuary,nature,nature,UNESCO river/coast material; local map references.,HeroCityHoianPlaceCuaDaiEstuary
hoian-cua-dai-pier,hoian,Hoi An,Bến tàu Cửa Đại,Cua Dai Pier,port,port,Vietnam Tourism Hoi An and Cham Islands references.,HeroCityHoianPlaceCuaDaiPier
hoian-duc-an-old-house,hoian,Hoi An,Nhà cổ Đức An,Duc An Old House,landmark,landmark,Hoi An World Heritage and local heritage references.,HeroCityHoianPlaceDucAnOldHouse
hoian-espresso-station,hoian,Hoi An,The Espresso Station,The Espresso Station,cafe,cafe,Local cafe and venue references.,HeroCityHoianPlaceEspressoStation
hoian-faifo-coffee,hoian,Hoi An,Faifo Coffee,Faifo Coffee,cafe,cafe,Existing city-library; Hoi An local references.,HeroCityHoianPlaceFaifoCoffee
hoian-folk-culture-museum,hoian,Hoi An,Bảo tàng Văn hóa Dân gian,Museum of Folk Culture,museum,museum,Hoi An heritage and local listing references.,HeroCityHoianPlaceFolkCultureMuseum
hoian-from-danang-airport,hoian,Hoi An,Sân bay Đà Nẵng đi Hội An,Da Nang Airport for Hoi An,airport,airport,Vietnam Tourism Hoi An transport context.,HeroCityHoianPlaceFromDanangAirport
hoian-from-danang-railway-station,hoian,Hoi An,Ga Đà Nẵng đi Hội An,Da Nang Railway Station for Hoi An,station,station,Vietnam Tourism Hoi An transport context; Da Nang references.,HeroCityHoianPlaceFromDanangRailwayStation
hoian-fujian-assembly-hall,hoian,Hoi An,Hội quán Phúc Kiến,Fujian Assembly Hall,landmark,landmark,Existing city-library; Vietnam Tourism Hoi An; Hoi An World Heritage.,HeroCityHoianPlaceFujianAssemblyHall
hoian-hainan-assembly-hall,hoian,Hoi An,Hội quán Hải Nam,Hainan Assembly Hall,landmark,landmark,Hoi An heritage and local listing references.,HeroCityHoianPlaceHainanAssemblyHall
hoian-handicraft-workshop,hoian,Hoi An,Xưởng thủ công mỹ nghệ Hội An,Hoi An Handicraft Workshop,attraction,attraction,Hoi An heritage and craft references.,HeroCityHoianPlaceHandicraftWorkshop
hoian-history-culture-museum,hoian,Hoi An,Bảo tàng Lịch sử - Văn hóa Hội An,Museum of History and Culture,museum,museum,Hoi An heritage and local listing references.,HeroCityHoianPlaceHistoryCultureMuseum
hoian-hoai-river,hoian,Hoi An,Sông Hoài,Hoai River,river,river,Existing city-library; Vietnam Tourism Hoi An.,HeroCityHoianPlaceHoaiRiver
hoian-japanese-bridge,hoian,Hoi An,Chùa Cầu,Japanese Covered Bridge,landmark,landmark,Existing city-library; Vietnam Tourism Hoi An; UNESCO; Hoi An World Heritage.,HeroCityHoianPlaceJapaneseBridge
hoian-kim-bong-carpentry-village,hoian,Hoi An,Làng mộc Kim Bồng,Kim Bong Carpentry Village,village,village,Existing city-library; Hoi An local references.,HeroCityHoianPlaceKimBongCarpentryVillage
hoian-lantern-boat,hoian,Hoi An,Thuyền hoa đăng Hội An,Lantern boat ride,experience,experience,Vietnam Tourism and Hoi An local references.,HeroCityHoianPlaceLanternBoat
hoian-lantern-making-class,hoian,Hoi An,Lớp làm lồng đèn Hội An,Lantern-making class,experience,experience,Hoi An tourism and craft references.,HeroCityHoianPlaceLanternMakingClass
hoian-lune-center,hoian,Hoi An,Hoi An Lune Center,Hoi An Lune Center,experience,experience,Venue and local tourism references; no schedule or show claims.,HeroCityHoianPlaceLuneCenter
hoian-madam-khanh,hoian,Hoi An,Madam Khánh,Madam Khanh,restaurant,restaurant,Local food and venue references; no ranking claims.,HeroCityHoianPlaceMadamKhanh
hoian-mai-fish,hoian,Hoi An,Mai Fish,Mai Fish,restaurant,restaurant,"Local venue references; no schedule, menu, or quality claims.",HeroCityHoianPlaceMaiFish
hoian-mango-mango,hoian,Hoi An,Mango Mango,Mango Mango,restaurant,restaurant,"Local venue references; no schedule, menu, or quality claims.",HeroCityHoianPlaceMangoMango
hoian-market,hoian,Hoi An,Chợ Hội An,Hoi An Market,market,market,Existing city-library; Vietnam Tourism Hoi An.,HeroCityHoianPlaceMarket
hoian-memories-land,hoian,Hoi An,Đảo Ký ức Hội An,Hoi An Memories Land,attraction,attraction,Existing city-library; Hoi An local tourism references.,HeroCityHoianPlaceMemoriesLand
hoian-metiseko,hoian,Hoi An,Metiseko,Metiseko,market,market,Local shopping and venue references; no quality claims.,HeroCityHoianPlaceMetiseko
hoian-mi-quang,hoian,Hoi An,Mì Quảng ở Hội An,Mi Quang in Hoi An,dish,dish,Central Vietnam food references.,HeroCityHoianPlaceMiQuang
hoian-minh-an-ward,hoian,Hoi An,Phường Minh An,Minh An Ward,neighborhood,neighborhood,Local map and Hoi An listing references.,HeroCityHoianPlaceMinhAnWard
hoian-morning-glory,hoian,Hoi An,Morning Glory Hội An,Morning Glory Hoi An,restaurant,restaurant,Existing city-library; Quang Nam Tourism Morning Glory reference.,HeroCityHoianPlaceMorningGlory
hoian-mot-herbal-drink,hoian,Hoi An,Nước Mót ở Hội An,Mot herbal drink,drink,drink,Local food and drink references; no venue-detail claims.,HeroCityHoianPlaceMotHerbalDrink
hoian-museum,hoian,Hoi An,Bảo tàng Hội An,Hoi An Museum,museum,museum,Hoi An heritage and local listing references.,HeroCityHoianPlaceMuseum
hoian-my-son-sanctuary,hoian,Hoi An,Thánh địa Mỹ Sơn,My Son Sanctuary,landmark,landmark,Existing city-library; Vietnam Tourism Hoi An; UNESCO.,HeroCityHoianPlaceMySonSanctuary
hoian-nguyen-hoang-night-market,hoian,Hoi An,Chợ đêm Nguyễn Hoàng,Nguyen Hoang Night Market,market,market,Existing city-library; Hoi An local references.,HeroCityHoianPlaceNguyenHoangNightMarket
hoian-nguyen-phuc-chu-street,hoian,Hoi An,Phố Nguyễn Phúc Chu,Nguyen Phuc Chu Street,street,street,Local map and Hoi An listing references.,HeroCityHoianPlaceNguyenPhucChuStreet
hoian-nguyen-thai-hoc-street,hoian,Hoi An,Phố Nguyễn Thái Học,Nguyen Thai Hoc Street,street,street,UNESCO old-town street-plan context; local map references.,HeroCityHoianPlaceNguyenThaiHocStreet
hoian-night-market,hoian,Hoi An,Chợ đêm Hội An,Hoi An Night Market,market,market,Existing city-library; Vietnam Tourism and Hoi An local references.,HeroCityHoianPlaceNightMarket
hoian-nu-eatery,hoian,Hoi An,Nu Eatery,Nu Eatery,restaurant,restaurant,"Local venue references; no schedule, menu, or quality claims.",HeroCityHoianPlaceNuEatery
hoian-phin-coffee,hoian,Hoi An,Phin Coffee,Phin Coffee,cafe,cafe,Local cafe and venue references.,HeroCityHoianPlacePhinCoffee
hoian-phung-hung-old-house,hoian,Hoi An,Nhà cổ Phùng Hưng,Phung Hung Old House,landmark,landmark,Hoi An World Heritage and local heritage references.,HeroCityHoianPlacePhungHungOldHouse
hoian-pottery-workshop,hoian,Hoi An,Xưởng gốm Thanh Hà,Thanh Ha pottery workshop,experience,experience,Thanh Ha pottery village; Hoi An tourism and craft references.,HeroCityHoianPlacePotteryWorkshop
hoian-precious-heritage-museum,hoian,Hoi An,Bảo tàng Di sản Vô giá,Precious Heritage Museum,museum,museum,Existing city-library; Hoi An tourism references.,HeroCityHoianPlacePreciousHeritageMuseum
hoian-quan-cong-temple,hoian,Hoi An,Miếu Quan Công,Quan Cong Temple,landmark,landmark,Existing city-library; Hoi An World Heritage.,HeroCityHoianPlaceQuanCongTemple
hoian-quan-thang-old-house,hoian,Hoi An,Nhà cổ Quân Thắng,Quan Thang Old House,landmark,landmark,Hoi An heritage and local listing references.,HeroCityHoianPlaceQuanThangOldHouse
hoian-reach-out-tea-house,hoian,Hoi An,Reaching Out Tea House,Reaching Out Tea House,cafe,cafe,Existing city-library; Hoi An local references.,HeroCityHoianPlaceReachOutTeaHouse
hoian-reaching-out-arts-crafts,hoian,Hoi An,Reaching Out Arts & Crafts,Reaching Out Arts & Crafts,experience,experience,Venue references; related Reaching Out Tea House entry.,HeroCityHoianPlaceReachingOutArtsCrafts
hoian-rice-fields,hoian,Hoi An,Cánh đồng Hội An,Hoi An rice fields,nature,nature,Vietnam Tourism Hoi An cycling material.,HeroCityHoianPlaceRiceFields
hoian-roastery,hoian,Hoi An,Hoi An Roastery,Hoi An Roastery,cafe,cafe,Local cafe references; branch-specific details omitted.,HeroCityHoianPlaceRoastery
hoian-rosies-cafe,hoian,Hoi An,Rosie's Cafe,Rosie's Cafe,cafe,cafe,Local cafe and venue references; no schedule or quality claims.,HeroCityHoianPlaceRosiesCafe
hoian-sa-huynh-culture-museum,hoian,Hoi An,Bảo tàng Văn hóa Sa Huỳnh,Museum of Sa Huynh Culture,museum,museum,Hoi An heritage and local listing references.,HeroCityHoianPlaceSaHuynhCultureMuseum
hoian-silk-village,hoian,Hoi An,Làng lụa Hội An,Hoi An Silk Village,market,market,Hoi An tourism and craft references.,HeroCityHoianPlaceSilkVillage
hoian-streets-restaurant-cafe,hoian,Hoi An,STREETS Restaurant Cafe,STREETS Restaurant Cafe,cafe,cafe,Venue references; capitalization follows the listed venue name.,HeroCityHoianPlaceStreetsRestaurantCafe
hoian-tailor-fitting,hoian,Hoi An,Thử đồ may đo Hội An,Hoi An tailor fitting,market,market,Hoi An tourism and tailor-venue references; no quality claims.,HeroCityHoianPlaceTailorFitting
hoian-tan-ky-old-house,hoian,Hoi An,Nhà cổ Tấn Ký,Tan Ky Old House,landmark,landmark,Existing city-library; Vietnam Tourism Hoi An; Hoi An World Heritage.,HeroCityHoianPlaceTanKyOldHouse
hoian-thanh-ha,hoian,Hoi An,Làng gốm Thanh Hà,Thanh Ha Pottery Village,village,village,Existing city-library; Vietnam Tourism and Hoi An local references.,HeroCityHoianPlaceThanhHa
hoian-the-field,hoian,Hoi An,The Field Hội An,The Field Hoi An,restaurant,restaurant,"Local venue references; no schedule, menu, or quality claims.",HeroCityHoianPlaceTheField
hoian-thu-bon-river,hoian,Hoi An,Sông Thu Bồn,Thu Bon River,river,river,Existing city-library; UNESCO; Vietnam Tourism Hoi An.,HeroCityHoianPlaceThuBonRiver
hoian-tra-nhieu-village,hoian,Hoi An,Làng Trà Nhiêu,Tra Nhieu Village,village,village,Hoi An and Quang Nam tourism references.,HeroCityHoianPlaceTraNhieuVillage
hoian-tra-que,hoian,Hoi An,Làng rau Trà Quế,Tra Que Vegetable Village,village,village,Existing city-library; Vietnam Tourism Hoi An.,HeroCityHoianPlaceTraQue
hoian-trade-ceramics-museum,hoian,Hoi An,Bảo tàng Gốm sứ Mậu dịch,Museum of Trade Ceramics,museum,museum,Hoi An heritage references; UNESCO trading-port context.,HeroCityHoianPlaceTradeCeramicsMuseum
hoian-traditional-art-performance-house,hoian,Hoi An,Nhà biểu diễn nghệ thuật cổ truyền Hội An,Traditional Art Performance House,experience,experience,Hoi An heritage and local listing references; no schedule claims.,HeroCityHoianPlaceTraditionalArtPerformanceHouse
hoian-tran-phu-street,hoian,Hoi An,Phố Trần Phú,Tran Phu Street,street,street,Existing city-library; Vietnam Tourism Hoi An.,HeroCityHoianPlaceTranPhuStreet
hoian-trieu-chau-assembly-hall,hoian,Hoi An,Hội quán Triều Châu,Trieu Chau Assembly Hall,landmark,landmark,Hoi An World Heritage and local heritage references.,HeroCityHoianPlaceTrieuChauAssemblyHall
hoian-u-cafe,hoian,Hoi An,U Cafe Hội An,U Cafe Hoi An,cafe,cafe,Local cafe and venue references; no schedule or quality claims.,HeroCityHoianPlaceUCafe
hoian-vys-market,hoian,Hoi An,Vy's Market Restaurant,Vy's Market Restaurant,restaurant,restaurant,Local food and venue references; no menu or quality claims.,HeroCityHoianPlaceVysMarket
hoian-white-rose-dumplings,hoian,Hoi An,Bánh bao bánh vạc ở Hội An,White rose dumplings,dish,dish,Vietnam Tourism Hoi An.,HeroCityHoianPlaceWhiteRoseDumplings
hoian-white-rose-restaurant,hoian,Hoi An,Nhà hàng White Rose,White Rose Restaurant,restaurant,restaurant,Local food and venue references; no exclusivity claims.,HeroCityHoianPlaceWhiteRoseRestaurant
hoian-wonton,hoian,Hoi An,Hoành thánh Hội An,Hoi An wonton,dish,dish,Vietnam Tourism Hoi An.,HeroCityHoianPlaceWonton
hoian-yaly-couture,hoian,Hoi An,Yaly Couture,Yaly Couture,market,market,Hoi An heritage article and local venue references; no quality claims.,HeroCityHoianPlaceYalyCouture
hue-an-cuu-market,hue,Hue,Chợ An Cựu,An Cuu Market,market,market,References: existing city library; Hue tourism portal specialities.,HeroCityHuePlaceAnCuuMarket
hue-an-dinh-palace,hue,Hue,Cung An Định,An Dinh Palace,landmark,landmark,References: existing city library; Hue tourism portal famous places.,HeroCityHuePlaceAnDinhPalace
hue-an-hien-garden-house,hue,Hue,Nhà vườn An Hiên,An Hien Garden House,landmark,landmark,References: Hue tourism portal famous places.,HeroCityHuePlaceAnHienGardenHouse
hue-ancient-hue-gallery-cuisine,hue,Hue,Ancient Hue Gallery Cuisine,Ancient Hue Gallery Cuisine,restaurant,restaurant,References: Hue tourism portal restaurants.,HeroCityHuePlaceAncientHueGalleryCuisine
hue-ancient-hue-restaurant,hue,Hue,Ancient Hue Restaurant,Ancient Hue Restaurant,restaurant,restaurant,References: Hue tourism portal restaurants.,HeroCityHuePlaceAncientHueRestaurant
hue-ancient-space-restaurant,hue,Hue,Không gian xưa,Ancient Space Restaurant,restaurant,restaurant,References: Hue tourism portal restaurants.,HeroCityHuePlaceAncientSpaceRestaurant
hue-ba-van-banh-loc,hue,Hue,Bánh lọc Bà Vân,Ba Van Banh Loc,restaurant,restaurant,References: Hue tourism portal restaurants.,HeroCityHuePlaceBaVanBanhLoc
hue-bach-ma-national-park,hue,Hue,Vườn quốc gia Bạch Mã,Bach Ma National Park,park,park,References: Hue tourism portal natural-scenery materials; park listings.,HeroCityHuePlaceBachMaNationalPark
hue-banh-beo,hue,Hue,Bánh bèo ở Huế,Banh beo,dish,dish,References: Vietnam Tourism Hue food; Hue tourism portal cuisine materials.,HeroCityHuePlaceBanhBeo
hue-banh-bot-loc,hue,Hue,Bánh bột lọc ở Huế,Banh bot loc,dish,dish,References: Vietnam Tourism Hue food; Hue tourism portal restaurant listings for Bà Vân.,HeroCityHuePlaceBanhBotLoc
hue-banh-khoai,hue,Hue,Bánh khoái ở Huế,Banh khoai,dish,dish,References: Vietnam Tourism Hue food; Hue tourism portal cuisine materials.,HeroCityHuePlaceBanhKhoai
hue-banh-nam,hue,Hue,Bánh nậm ở Huế,Banh nam,dish,dish,References: Vietnam Tourism Hue food; Hue tourism portal cuisine materials.,HeroCityHuePlaceBanhNam
hue-bao-quoc-pagoda,hue,Hue,Chùa Báo Quốc,Bao Quoc Pagoda,landmark,landmark,References: Hue tourism portal famous places.,HeroCityHuePlaceBaoQuocPagoda
hue-bao-vinh-ancient-town,hue,Hue,Phố cổ Bao Vinh,Bao Vinh Ancient Town,neighborhood,neighborhood,References: existing city library; Hue tourism portal.,HeroCityHuePlaceBaoVinhAncientTown
hue-ben-ngu-market,hue,Hue,Chợ Bến Ngự,Ben Ngu Market,market,market,References: Hue tourism portal specialities; local map references.,HeroCityHuePlaceBenNguMarket
hue-ben-trang-cafe-bistro,hue,Hue,Bến Trắng Cafe & Bistro,Ben Trang Cafe & Bistro,cafe,cafe,References: Hue tourism portal coffee shops.,HeroCityHuePlaceBenTrangCafeBistro
hue-bun-bo-city,hue,Hue,Bún bò Huế,Bun bo Hue,dish,dish,References: existing city library; Vietnam Tourism Hue food; Vietnam Airlines Hue bun bo guide.,HeroCityHuePlaceBunBoCity
hue-bun-hen,hue,Hue,Bún hến ở Huế,Bun hen,dish,dish,References: Hue cuisine listings.,HeroCityHuePlaceBunHen
hue-bun-thit-nuong,hue,Hue,Bún thịt nướng ở Huế,Bun thit nuong,dish,dish,References: Vietnam Tourism Hue food.,HeroCityHuePlaceBunThitNuong
hue-che-hue,hue,Hue,Chè Huế,Hue sweet soup,dessert,dessert,References: Hue tourism portal cuisine materials.,HeroCityHuePlaceCheHue
hue-chu-van-an-street,hue,Hue,Đường Chu Văn An,Chu Van An Street,street,street,References: local maps and Hue travel listings.,HeroCityHuePlaceChuVanAnStreet
hue-com-am-phu,hue,Hue,Cơm âm phủ ở Huế,Com am phu,dish,dish,References: Hue cuisine listings.,HeroCityHuePlaceComAmPhu
hue-com-hen,hue,Hue,Cơm hến ở Huế,Com hen,dish,dish,References: Vietnam Tourism Hue food; Hue cuisine listings.,HeroCityHuePlaceComHen
hue-cyclo-citadel-loop,hue,Hue,Xích lô quanh Kinh thành,Citadel cyclo loop,experience,experience,References: Hue tourism and Vietnam Tourism materials.,HeroCityHuePlaceCycloCitadelLoop
hue-dai-nam-restaurant,hue,Hue,Nhà hàng Đại Nam,Dai Nam Restaurant,restaurant,restaurant,References: Hue tourism portal restaurants.,HeroCityHuePlaceDaiNamRestaurant
hue-de-po-cafe,hue,Hue,De Po Cafe,De Po Cafe,cafe,cafe,References: Hue tourism portal coffee shops.,HeroCityHuePlaceDePoCafe
hue-diem-phung-thi-art-center,hue,Hue,Trung tâm Nghệ thuật Điềm Phùng Thị,Diem Phung Thi Art Center,museum,museum,References: Hue tourism portal Hue Fine Arts Museum article.,HeroCityHuePlaceDiemPhungThiArtCenter
hue-dien-tho-palace,hue,Hue,Cung Diên Thọ,Dien Tho Palace,landmark,landmark,References: UNESCO Complex of Hue Monuments.,HeroCityHuePlaceDienThoPalace
hue-dong-ba-bun-bo,hue,Hue,Bún bò chợ Đông Ba ở Huế,Bun bo at Dong Ba Market,dish,dish,References: existing city library; Vietnam Airlines Hue bun bo guide; Vietnam Tourism Hue food.,HeroCityHuePlaceDongBaBunBo
hue-dong-ba-market,hue,Hue,Chợ Đông Ba,Dong Ba Market,market,market,References: existing city library; Vietnam Tourism Hue; Hue tourism portal specialities.,HeroCityHuePlaceDongBaMarket
hue-dong-khanh-tomb,hue,Hue,Lăng Đồng Khánh,Tomb of Dong Khanh,landmark,landmark,References: existing city library; UNESCO Complex of Hue Monuments.,HeroCityHuePlaceDongKhanhTomb
hue-duc-duc-tomb,hue,Hue,Lăng Dục Đức,Tomb of Duc Duc,landmark,landmark,References: Hue tourism portal famous places; UNESCO Complex of Hue Monuments.,HeroCityHuePlaceDucDucTomb
hue-duyet-thi-duong-theater,hue,Hue,Duyệt Thị Đường,Duyet Thi Duong Royal Theater,experience,experience,References: Hue tourism portal heritage articles; UNESCO Complex of Hue Monuments.,HeroCityHuePlaceDuyetThiDuongTheater
hue-flag-tower,hue,Hue,Kỳ Đài Huế,Hue Flag Tower,landmark,landmark,References: UNESCO Complex of Hue Monuments.,HeroCityHuePlaceFlagTower
hue-forbidden-purple-city,hue,Hue,Tử Cấm Thành,Forbidden Purple City,landmark,landmark,References: UNESCO Complex of Hue Monuments.,HeroCityHuePlaceForbiddenPurpleCity
hue-gia-hoi,hue,Hue,Gia Hội,Gia Hoi,neighborhood,neighborhood,References: Hue tourism portal speciality listings; local map references.,HeroCityHuePlaceGiaHoi
hue-gia-long-tomb,hue,Hue,Lăng Gia Long,Tomb of Gia Long,landmark,landmark,References: existing city library; UNESCO Complex of Hue Monuments.,HeroCityHuePlaceGiaLongTomb
hue-hen-island,hue,Hue,Cồn Hến,Hen Island,neighborhood,neighborhood,References: existing city library; Hue tourism portal.,HeroCityHuePlaceHenIsland
hue-hon-chen-temple,hue,Hue,Điện Hòn Chén,Hon Chen Temple,landmark,landmark,References: Hue tourism portal famous places; UNESCO Complex of Hue Monuments.,HeroCityHuePlaceHonChenTemple
hue-huyen-tran-temple,hue,Hue,Đền Huyền Trân,Huyen Tran Princess Temple,landmark,landmark,References: existing city library; Hue tourism portal famous places.,HeroCityHuePlaceHuyenTranTemple
hue-imperial-city,hue,Hue,Kinh thành Huế,Hue Imperial City,landmark,landmark,References: existing city library; Vietnam Tourism Hue; UNESCO Complex of Hue Monuments.,HeroCityHuePlaceImperialCity
hue-incense-village-workshop,hue,Hue,Trải nghiệm làm hương Thủy Xuân,Incense village workshop,experience,experience,References: existing Thuy Xuan anchor; Hue tourism portal craft and village materials.,HeroCityHuePlaceIncenseVillageWorkshop
hue-khai-dinh-tomb,hue,Hue,Lăng Khải Định,Tomb of Khai Dinh,landmark,landmark,References: existing city library; Vietnam Tourism Hue; Hue tourism portal famous places.,HeroCityHuePlaceKhaiDinhTomb
hue-khong-gian-hoai-co-coffee,hue,Hue,Không Gian Hoài Cổ Coffee,Khong Gian Hoai Co Coffee,cafe,cafe,References: Hue tourism portal coffee shops.,HeroCityHuePlaceKhongGianHoaiCoCoffee
hue-kim-long,hue,Hue,Kim Long,Kim Long,neighborhood,neighborhood,References: Hue tourism portal famous places and restaurant listings.,HeroCityHuePlaceKimLong
hue-kodo-cafe,hue,Hue,KODO Cafe,KODO Cafe,cafe,cafe,References: Hue tourism portal coffee shops.,HeroCityHuePlaceKodoCafe
hue-lagoon-seafood-boat,hue,Hue,Thuyền hải sản phá Tam Giang,Lagoon seafood boat,experience,experience,References: Hue tourism portal Tam Giang and Ru Cha materials.,HeroCityHuePlaceLagoonSeafoodBoat
hue-lang-thang-coffee,hue,Hue,Lang Thang Coffee,Lang Thang Coffee,cafe,cafe,References: Hue tourism portal coffee shops.,HeroCityHuePlaceLangThangCoffee
hue-lap-an-lagoon,hue,Hue,Đầm Lập An,Lap An Lagoon,nature,nature,References: Hue tourism portal famous places.,HeroCityHuePlaceLapAnLagoon
hue-le-ba-dang-art-center,hue,Hue,Trung tâm Nghệ thuật Lê Bá Đảng,Le Ba Dang Art Center,museum,museum,References: Hue tourism portal Hue Fine Arts Museum article.,HeroCityHuePlaceLeBaDangArtCenter
hue-le-ba-dang-memory-space,hue,Hue,Không gian lưu niệm Lê Bá Đảng,Le Ba Dang Memory Space,museum,museum,References: Hue tourism portal famous places.,HeroCityHuePlaceLeBaDangMemorySpace
