"page_id","phrase_id","source_lane","pageKind","section_id","section_key","sort_order","current_section_title","current_section_body","current_presentation","generated_section_source_path","source_path","proposed_section_title","proposed_section_body","proposed_presentation","reviewer_notes","review_status","import_approval","approved_by","approved_at"
"viet-phrase-city-hoian-place-thu-bon-river","city-hoian-place-thu-bon-river","city-v1","place","viet-phrase-city-hoian-place-thu-bon-river:use-it-with","use-it-with","5","Use it with","The place name works best with something visible: a map pin, address, ticket screen, hotel note, entrance sign, or pickup point.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-place-thu-bon-river","city-hoian-place-thu-bon-river","city-v1","place","viet-phrase-city-hoian-place-thu-bon-river:when-to-use","when-to-use","6","When to use it","Use this when the riverfront area name is the anchor for a map, ride, ticket counter, hotel desk, entrance, pickup point, or walking route. Say the name once, then show the map pin or address.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-place-thu-bon-river","city-hoian-place-thu-bon-river","city-v1","place","viet-phrase-city-hoian-place-thu-bon-river:good-to-know","good-to-know","7","Good to know","Treat the full name as one travel phrase. If pronunciation feels hard, say it once and point to the map pin right away.","tip-callout","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-place-thu-bon-river","city-hoian-place-thu-bon-river","city-v1","place","viet-phrase-city-hoian-place-thu-bon-river:explore-next","explore-next","8","Explore next","Stay inside Hoi An with these nearby or next-step pages.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-place-tra-que","city-hoian-place-tra-que","city-v1","place","viet-phrase-city-hoian-place-tra-que:at-glance","at-glance","0","At a glance","Làng rau Trà Quế is a village name to recognize before you ask for a ride, ticket, entrance, route, or meeting point in Hoi An. Keep the map pin visible so the answer stays tied to the exact place.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-place-tra-que","city-hoian-place-tra-que","city-v1","place","viet-phrase-city-hoian-place-tra-que:quick-say","quick-say","1","Quick say","Practice the place name by itself first. It helps when you point to a map, confirm a ride, ask at a desk, or listen for this stop in a longer answer.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-place-tra-que","city-hoian-place-tra-que","city-v1","place","viet-phrase-city-hoian-place-tra-que:breakdown","breakdown","2","Break it down","Learn the reusable place or food words, and treat the rest as name recognition when there is no simple reliable literal meaning.","breakdown-strip","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-place-tra-que","city-hoian-place-tra-que","city-v1","place","viet-phrase-city-hoian-place-tra-que:place-brief","place-brief","4","What it is","Làng rau Trà Quế is a village in Hoi An, useful for tours, bike routes, short rides, and day-trip planning. Learn the Vietnamese name so a driver, hotel desk, or nearby staff member can recognize the exact place quickly.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-place-tra-que","city-hoian-place-tra-que","city-v1","place","viet-phrase-city-hoian-place-tra-que:use-it-with","use-it-with","5","Use it with","The place name works best with something visible: a map pin, address, ticket screen, hotel note, entrance sign, or pickup point.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-place-tra-que","city-hoian-place-tra-que","city-v1","place","viet-phrase-city-hoian-place-tra-que:when-to-use","when-to-use","6","When to use it","Use this when the village name is the anchor for a map, ride, ticket counter, hotel desk, entrance, pickup point, or walking route. Say the name once, then show the map pin or address.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-place-tra-que","city-hoian-place-tra-que","city-v1","place","viet-phrase-city-hoian-place-tra-que:good-to-know","good-to-know","7","Good to know","Treat the full name as one travel phrase. If pronunciation feels hard, say it once and point to the map pin right away.","tip-callout","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-place-tra-que","city-hoian-place-tra-que","city-v1","place","viet-phrase-city-hoian-place-tra-que:explore-next","explore-next","8","Explore next","Stay inside Hoi An with these nearby or next-step pages.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-place-tran-phu-street","city-hoian-place-tran-phu-street","city-v1","place","viet-phrase-city-hoian-place-tran-phu-street:at-glance","at-glance","0","At a glance","Phố Trần Phú is a street name to say slowly and show with an address in Hoi An. The street name anchors taxis, pickup points, hotel notes, and walking directions.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-place-tran-phu-street","city-hoian-place-tran-phu-street","city-v1","place","viet-phrase-city-hoian-place-tran-phu-street:quick-say","quick-say","1","Quick say","Practice the place name by itself first. It helps when you point to a map, confirm a ride, ask at a desk, or listen for this stop in a longer answer.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-place-tran-phu-street","city-hoian-place-tran-phu-street","city-v1","place","viet-phrase-city-hoian-place-tran-phu-street:breakdown","breakdown","2","Break it down","Learn the reusable place or food words, and treat the rest as name recognition when there is no simple reliable literal meaning.","breakdown-strip","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-place-tran-phu-street","city-hoian-place-tran-phu-street","city-v1","place","viet-phrase-city-hoian-place-tran-phu-street:place-brief","place-brief","4","What it is","Phố Trần Phú is a street in Hoi An, useful when an address, pickup point, hotel note, or walking route names the street. Learn the Vietnamese name so a driver, hotel desk, or nearby staff member can recognize the exact place quickly.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-place-tran-phu-street","city-hoian-place-tran-phu-street","city-v1","place","viet-phrase-city-hoian-place-tran-phu-street:use-it-with","use-it-with","5","Use it with","The place name works best with something visible: a map pin, address, ticket screen, hotel note, entrance sign, or pickup point.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-place-tran-phu-street","city-hoian-place-tran-phu-street","city-v1","place","viet-phrase-city-hoian-place-tran-phu-street:when-to-use","when-to-use","6","When to use it","Use this when the street name is the anchor for a map, ride, ticket counter, hotel desk, entrance, pickup point, or walking route. Say the name once, then show the map pin or address.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-place-tran-phu-street","city-hoian-place-tran-phu-street","city-v1","place","viet-phrase-city-hoian-place-tran-phu-street:good-to-know","good-to-know","7","Good to know","Say the place name slowly and show the address if you have it. Streets and neighborhoods can sound similar when traffic is loud.","tip-callout","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-place-tran-phu-street","city-hoian-place-tran-phu-street","city-v1","place","viet-phrase-city-hoian-place-tran-phu-street:explore-next","explore-next","8","Explore next","Stay inside Hoi An with these nearby or next-step pages.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-reservation-morning-glory","city-hoian-reservation-morning-glory","city-v1","phrase","viet-phrase-city-hoian-reservation-morning-glory:at-glance","at-glance","0","At a glance","Use this at the restaurant entrance when staff need to find your booking.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-reservation-morning-glory","city-hoian-reservation-morning-glory","city-v1","phrase","viet-phrase-city-hoian-reservation-morning-glory:quick-say","quick-say","1","Quick say","Start with Tôi có đặt bàn ở Morning Glory Hội An when ""I have a reservation at Morning Glory Hoi An"" is the immediate thing you need to say in Hoi An.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-reservation-morning-glory","city-hoian-reservation-morning-glory","city-v1","phrase","viet-phrase-city-hoian-reservation-morning-glory:breakdown","breakdown","2","Break it down","These pieces make the sentence useful beyond this one Hoi An stop.","breakdown-strip","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-reservation-morning-glory","city-hoian-reservation-morning-glory","city-v1","phrase","viet-phrase-city-hoian-reservation-morning-glory:place-anchor","place-anchor","4","Place anchor","Morning Glory Hội An is the city anchor inside this phrase. Learn the anchor on its own, then use it inside the full sentence when the route, food stop, or errand is real.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-reservation-morning-glory","city-hoian-reservation-morning-glory","city-v1","phrase","viet-phrase-city-hoian-reservation-morning-glory:when-to-use","when-to-use","5","When to use it","Use it when the food stop, cafe, dish, or reservation is the real goal. Keep Morning Glory Hội An visible so staff can point you to the right counter, table, or street.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-reservation-morning-glory","city-hoian-reservation-morning-glory","city-v1","phrase","viet-phrase-city-hoian-reservation-morning-glory:good-to-know","good-to-know","6","Good to know","The restaurant name stays in English; the Vietnamese frame around it does the work.","tip-callout","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-reservation-morning-glory","city-hoian-reservation-morning-glory","city-v1","phrase","viet-phrase-city-hoian-reservation-morning-glory:explore-next","explore-next","7","Explore next","Stay inside Hoi An with these nearby or next-step pages.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-an-bang-beach","city-hoian-stop-an-bang-beach","city-v1","phrase","viet-phrase-city-hoian-stop-an-bang-beach:at-glance","at-glance","0","At a glance","Use this in a car, taxi, or ride pickup when An Bang Beach is the drop-off landmark you want.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-an-bang-beach","city-hoian-stop-an-bang-beach","city-v1","phrase","viet-phrase-city-hoian-stop-an-bang-beach:quick-say","quick-say","1","Quick say","Start with Dừng ở Biển An Bàng when ""Stop at An Bang Beach"" is the immediate thing you need to say in Hoi An.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-an-bang-beach","city-hoian-stop-an-bang-beach","city-v1","phrase","viet-phrase-city-hoian-stop-an-bang-beach:breakdown","breakdown","2","Break it down","These pieces make the sentence useful beyond this one Hoi An stop.","breakdown-strip","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-an-bang-beach","city-hoian-stop-an-bang-beach","city-v1","phrase","viet-phrase-city-hoian-stop-an-bang-beach:place-anchor","place-anchor","4","Place anchor","Biển An Bàng is the city anchor inside this phrase. Learn the anchor on its own, then use it inside the full sentence when the route, food stop, or errand is real.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-an-bang-beach","city-hoian-stop-an-bang-beach","city-v1","phrase","viet-phrase-city-hoian-stop-an-bang-beach:when-to-use","when-to-use","5","When to use it","Use it when a ride, walk, or drop-off is already about Biển An Bàng. Show the map pin first, say the phrase once, then let the other person answer with a route, stop, or time.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-an-bang-beach","city-hoian-stop-an-bang-beach","city-v1","phrase","viet-phrase-city-hoian-stop-an-bang-beach:good-to-know","good-to-know","6","Good to know","Dừng ở keeps the request polite and clear. Show the pin if the place has more than one entrance or side street.","tip-callout","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-an-bang-beach","city-hoian-stop-an-bang-beach","city-v1","phrase","viet-phrase-city-hoian-stop-an-bang-beach:explore-next","explore-next","7","Explore next","Stay inside Hoi An with these nearby or next-step pages.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-an-hoi-island","city-hoian-stop-an-hoi-island","city-v1","phrase","viet-phrase-city-hoian-stop-an-hoi-island:at-glance","at-glance","0","At a glance","Use this in a car, taxi, or ride pickup when An Hoi Island is the drop-off landmark you want.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-an-hoi-island","city-hoian-stop-an-hoi-island","city-v1","phrase","viet-phrase-city-hoian-stop-an-hoi-island:quick-say","quick-say","1","Quick say","Start with Dừng ở Đảo An Hội when ""Stop at An Hoi Island"" is the immediate thing you need to say in Hoi An.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-an-hoi-island","city-hoian-stop-an-hoi-island","city-v1","phrase","viet-phrase-city-hoian-stop-an-hoi-island:breakdown","breakdown","2","Break it down","These pieces make the sentence useful beyond this one Hoi An stop.","breakdown-strip","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-an-hoi-island","city-hoian-stop-an-hoi-island","city-v1","phrase","viet-phrase-city-hoian-stop-an-hoi-island:place-anchor","place-anchor","4","Place anchor","Đảo An Hội is the city anchor inside this phrase. Learn the anchor on its own, then use it inside the full sentence when the route, food stop, or errand is real.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-an-hoi-island","city-hoian-stop-an-hoi-island","city-v1","phrase","viet-phrase-city-hoian-stop-an-hoi-island:when-to-use","when-to-use","5","When to use it","Use it when a ride, walk, or drop-off is already about Đảo An Hội. Show the map pin first, say the phrase once, then let the other person answer with a route, stop, or time.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-an-hoi-island","city-hoian-stop-an-hoi-island","city-v1","phrase","viet-phrase-city-hoian-stop-an-hoi-island:good-to-know","good-to-know","6","Good to know","Dừng ở keeps the request polite and clear. Show the pin if the place has more than one entrance or side street.","tip-callout","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-an-hoi-island","city-hoian-stop-an-hoi-island","city-v1","phrase","viet-phrase-city-hoian-stop-an-hoi-island:explore-next","explore-next","7","Explore next","Stay inside Hoi An with these nearby or next-step pages.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-ancient-town","city-hoian-stop-ancient-town","city-v1","phrase","viet-phrase-city-hoian-stop-ancient-town:at-glance","at-glance","0","At a glance","Use this in a car, taxi, or ride pickup when Hoi An Ancient Town is the drop-off landmark you want.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-ancient-town","city-hoian-stop-ancient-town","city-v1","phrase","viet-phrase-city-hoian-stop-ancient-town:quick-say","quick-say","1","Quick say","Start with Dừng ở Phố cổ Hội An when ""Stop at Hoi An Ancient Town"" is the immediate thing you need to say in Hoi An.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-ancient-town","city-hoian-stop-ancient-town","city-v1","phrase","viet-phrase-city-hoian-stop-ancient-town:breakdown","breakdown","2","Break it down","These pieces make the sentence useful beyond this one Hoi An stop.","breakdown-strip","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-ancient-town","city-hoian-stop-ancient-town","city-v1","phrase","viet-phrase-city-hoian-stop-ancient-town:place-anchor","place-anchor","4","Place anchor","Phố cổ Hội An is the city anchor inside this phrase. Learn the anchor on its own, then use it inside the full sentence when the route, food stop, or errand is real.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-ancient-town","city-hoian-stop-ancient-town","city-v1","phrase","viet-phrase-city-hoian-stop-ancient-town:when-to-use","when-to-use","5","When to use it","Use it when a ride, walk, or drop-off is already about Phố cổ Hội An. Show the map pin first, say the phrase once, then let the other person answer with a route, stop, or time.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-ancient-town","city-hoian-stop-ancient-town","city-v1","phrase","viet-phrase-city-hoian-stop-ancient-town:good-to-know","good-to-know","6","Good to know","Dừng ở keeps the request polite and clear. Show the pin if the place has more than one entrance or side street.","tip-callout","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-ancient-town","city-hoian-stop-ancient-town","city-v1","phrase","viet-phrase-city-hoian-stop-ancient-town:explore-next","explore-next","7","Explore next","Stay inside Hoi An with these nearby or next-step pages.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-banh-mi-phuong","city-hoian-stop-banh-mi-phuong","city-v1","phrase","viet-phrase-city-hoian-stop-banh-mi-phuong:at-glance","at-glance","0","At a glance","Use this in a car, taxi, or ride pickup when Banh Mi Phuong is the drop-off landmark you want.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-banh-mi-phuong","city-hoian-stop-banh-mi-phuong","city-v1","phrase","viet-phrase-city-hoian-stop-banh-mi-phuong:quick-say","quick-say","1","Quick say","Start with Dừng ở Bánh mì Phượng when ""Stop at Banh Mi Phuong"" is the immediate thing you need to say in Hoi An.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-banh-mi-phuong","city-hoian-stop-banh-mi-phuong","city-v1","phrase","viet-phrase-city-hoian-stop-banh-mi-phuong:breakdown","breakdown","2","Break it down","These pieces make the sentence useful beyond this one Hoi An stop.","breakdown-strip","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-banh-mi-phuong","city-hoian-stop-banh-mi-phuong","city-v1","phrase","viet-phrase-city-hoian-stop-banh-mi-phuong:place-anchor","place-anchor","4","Place anchor","Bánh mì Phượng is the city anchor inside this phrase. Learn the anchor on its own, then use it inside the full sentence when the route, food stop, or errand is real.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-banh-mi-phuong","city-hoian-stop-banh-mi-phuong","city-v1","phrase","viet-phrase-city-hoian-stop-banh-mi-phuong:when-to-use","when-to-use","5","When to use it","Use it when a ride, walk, or drop-off is already about Bánh mì Phượng. Show the map pin first, say the phrase once, then let the other person answer with a route, stop, or time.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-banh-mi-phuong","city-hoian-stop-banh-mi-phuong","city-v1","phrase","viet-phrase-city-hoian-stop-banh-mi-phuong:good-to-know","good-to-know","6","Good to know","Dừng ở keeps the request polite and clear. Show the pin if the place has more than one entrance or side street.","tip-callout","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-banh-mi-phuong","city-hoian-stop-banh-mi-phuong","city-v1","phrase","viet-phrase-city-hoian-stop-banh-mi-phuong:explore-next","explore-next","7","Explore next","Stay inside Hoi An with these nearby or next-step pages.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-bay-mau-coconut-forest","city-hoian-stop-bay-mau-coconut-forest","city-v1","phrase","viet-phrase-city-hoian-stop-bay-mau-coconut-forest:at-glance","at-glance","0","At a glance","Use this in a car, taxi, or ride pickup when Bay Mau Coconut Forest is the drop-off landmark you want.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-bay-mau-coconut-forest","city-hoian-stop-bay-mau-coconut-forest","city-v1","phrase","viet-phrase-city-hoian-stop-bay-mau-coconut-forest:quick-say","quick-say","1","Quick say","Start with Dừng ở Rừng dừa Bảy Mẫu when ""Stop at Bay Mau Coconut Forest"" is the immediate thing you need to say in Hoi An.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-bay-mau-coconut-forest","city-hoian-stop-bay-mau-coconut-forest","city-v1","phrase","viet-phrase-city-hoian-stop-bay-mau-coconut-forest:breakdown","breakdown","2","Break it down","These pieces make the sentence useful beyond this one Hoi An stop.","breakdown-strip","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-bay-mau-coconut-forest","city-hoian-stop-bay-mau-coconut-forest","city-v1","phrase","viet-phrase-city-hoian-stop-bay-mau-coconut-forest:place-anchor","place-anchor","4","Place anchor","Rừng dừa Bảy Mẫu is the city anchor inside this phrase. Learn the anchor on its own, then use it inside the full sentence when the route, food stop, or errand is real.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-bay-mau-coconut-forest","city-hoian-stop-bay-mau-coconut-forest","city-v1","phrase","viet-phrase-city-hoian-stop-bay-mau-coconut-forest:when-to-use","when-to-use","5","When to use it","Use it when a ride, walk, or drop-off is already about Rừng dừa Bảy Mẫu. Show the map pin first, say the phrase once, then let the other person answer with a route, stop, or time.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-bay-mau-coconut-forest","city-hoian-stop-bay-mau-coconut-forest","city-v1","phrase","viet-phrase-city-hoian-stop-bay-mau-coconut-forest:good-to-know","good-to-know","6","Good to know","Dừng ở keeps the request polite and clear. Show the pin if the place has more than one entrance or side street.","tip-callout","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-bay-mau-coconut-forest","city-hoian-stop-bay-mau-coconut-forest","city-v1","phrase","viet-phrase-city-hoian-stop-bay-mau-coconut-forest:explore-next","explore-next","7","Explore next","Stay inside Hoi An with these nearby or next-step pages.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-cam-chau","city-hoian-stop-cam-chau","city-v1","phrase","viet-phrase-city-hoian-stop-cam-chau:at-glance","at-glance","0","At a glance","Use this in a car, taxi, or ride pickup when Cam Chau is the drop-off landmark you want.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-cam-chau","city-hoian-stop-cam-chau","city-v1","phrase","viet-phrase-city-hoian-stop-cam-chau:quick-say","quick-say","1","Quick say","Start with Dừng ở Cẩm Châu when ""Stop at Cam Chau"" is the immediate thing you need to say in Hoi An.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-cam-chau","city-hoian-stop-cam-chau","city-v1","phrase","viet-phrase-city-hoian-stop-cam-chau:breakdown","breakdown","2","Break it down","These pieces make the sentence useful beyond this one Hoi An stop.","breakdown-strip","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-cam-chau","city-hoian-stop-cam-chau","city-v1","phrase","viet-phrase-city-hoian-stop-cam-chau:place-anchor","place-anchor","4","Place anchor","Cẩm Châu is the city anchor inside this phrase. Learn the anchor on its own, then use it inside the full sentence when the route, food stop, or errand is real.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-cam-chau","city-hoian-stop-cam-chau","city-v1","phrase","viet-phrase-city-hoian-stop-cam-chau:when-to-use","when-to-use","5","When to use it","Use it when a ride, walk, or drop-off is already about Cẩm Châu. Show the map pin first, say the phrase once, then let the other person answer with a route, stop, or time.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-cam-chau","city-hoian-stop-cam-chau","city-v1","phrase","viet-phrase-city-hoian-stop-cam-chau:good-to-know","good-to-know","6","Good to know","Dừng ở keeps the request polite and clear. Show the pin if the place has more than one entrance or side street.","tip-callout","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-cam-chau","city-hoian-stop-cam-chau","city-v1","phrase","viet-phrase-city-hoian-stop-cam-chau:explore-next","explore-next","7","Explore next","Stay inside Hoi An with these nearby or next-step pages.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-cam-nam","city-hoian-stop-cam-nam","city-v1","phrase","viet-phrase-city-hoian-stop-cam-nam:at-glance","at-glance","0","At a glance","Use this in a car, taxi, or ride pickup when Cam Nam is the drop-off landmark you want.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
"viet-phrase-city-hoian-stop-cam-nam","city-hoian-stop-cam-nam","city-v1","phrase","viet-phrase-city-hoian-stop-cam-nam:quick-say","quick-say","1","Quick say","Start with Dừng ở Cẩm Nam when ""Stop at Cam Nam"" is the immediate thing you need to say in Hoi An.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","","","","not_started","","",""
