priority,status,pageID,title,profile,currentHeroImageName,targetHeroImageName,assetPath,targetAssetPath,currentPx,targetPx,targetRepoPx,sourceMasterPx,targetComponent,focalPoint,safeZone,currentIssue,nextAction,generationPrompt,negativePrompt,proofRequired,sourceOwnership,receiptOrProof,notes
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-danang-place-hoa-trung-lake,Hồ Hòa Trung / Hoa Trung Lake,landmark,HeroCityDanang,HeroCityDanangPlaceHoaTrungLake,native-ios/Resources/Assets.xcassets/HeroCityDanang.imageset/hero-city-danang.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 25-35%; landmark silhouette must be recognizable",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Hồ Hòa Trung / Hoa Trung Lake with the real visual cue a first-time traveler would recognize. Specific subject guidance: Photorealistic owned asset: broad lake with grassy banks and distant hills, soft sunrise, no tents or people close-up.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hanoi-place-hoan-kiem,Hồ Hoàn Kiếm / Hoan Kiem Lake,landmark,HeroCityHanoi,HeroCityHanoiPlaceHoanKiemLake,native-ios/Resources/Assets.xcassets/HeroCityHanoi.imageset/hero-city-hanoi.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 25-35%; landmark silhouette must be recognizable",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Hồ Hoàn Kiếm / Hoan Kiem Lake with the real visual cue a first-time traveler would recognize. Specific subject guidance: Photorealistic Hoan Kiem Lake with Turtle Tower, red-flower trees, soft late-afternoon light.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hanoi-place-west-lake,Hồ Tây / West Lake,landmark,HeroCityHanoi,HeroCityHanoiPlaceWestLake,native-ios/Resources/Assets.xcassets/HeroCityHanoi.imageset/hero-city-hanoi.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 25-35%; landmark silhouette must be recognizable",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Hồ Tây / West Lake with the real visual cue a first-time traveler would recognize. Specific subject guidance: Wide West Lake view with shoreline cafes and sunset haze, photorealistic.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hanoi-place-truc-bach-lake,Hồ Trúc Bạch / Truc Bach Lake,landmark,HeroCityHanoi,HeroCityHanoiPlaceTrucBachLake,native-ios/Resources/Assets.xcassets/HeroCityHanoi.imageset/hero-city-hanoi.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 25-35%; landmark silhouette must be recognizable",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Hồ Trúc Bạch / Truc Bach Lake with the real visual cue a first-time traveler would recognize. Specific subject guidance: Truc Bach Lake with lakeside cafes and calm water, realistic photo.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hanoi-place-imperial-citadel,Hoàng thành Thăng Long / Imperial Citadel of Thang Long,landmark,HeroCityHanoi,HeroCityHanoiPlaceImperialCitadel,native-ios/Resources/Assets.xcassets/HeroCityHanoi.imageset/hero-city-hanoi.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 25-35%; landmark silhouette must be recognizable",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Hoàng thành Thăng Long / Imperial Citadel of Thang Long with the real visual cue a first-time traveler would recognize. Specific subject guidance: Ancient citadel gate and brick courtyard, warm Hanoi daylight, realistic travel documentary style.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hoian-place-lune-center,Hoi An Lune Center / Hoi An Lune Center,landmark,HeroCityHoian,HeroCityHoianPlaceLuneCenter,native-ios/Resources/Assets.xcassets/HeroCityHoian.imageset/hero-city-hoian.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 25-35%; landmark silhouette must be recognizable",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Hoi An Lune Center / Hoi An Lune Center with the real visual cue a first-time traveler would recognize. Specific subject guidance: Photorealistic owned asset: bamboo-inspired riverside theatre exterior at dusk, neutral signage, lantern glow.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hoian-place-hainan-assembly-hall,Hội quán Hải Nam / Hainan Assembly Hall,landmark,HeroCityHoian,HeroCityHoianPlaceHainanAssemblyHall,native-ios/Resources/Assets.xcassets/HeroCityHoian.imageset/hero-city-hoian.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 25-35%; landmark silhouette must be recognizable",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Hội quán Hải Nam / Hainan Assembly Hall with the real visual cue a first-time traveler would recognize. Specific subject guidance: Photorealistic owned asset: quiet assembly hall courtyard with incense coils and yellow-red facade, no worshipper close-ups.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hoian-place-fujian-assembly-hall,Hội quán Phúc Kiến / Fujian Assembly Hall,landmark,HeroCityHoian,HeroCityHoianPlaceFujianAssemblyHall,native-ios/Resources/Assets.xcassets/HeroCityHoian.imageset/hero-city-hoian.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 25-35%; landmark silhouette must be recognizable",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Hội quán Phúc Kiến / Fujian Assembly Hall with the real visual cue a first-time traveler would recognize. Specific subject guidance: Photorealistic owned asset: ornate red-and-gold assembly hall courtyard, incense smoke, no close-up worshippers.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hoian-place-cantonese-assembly-hall,Hội quán Quảng Đông / Cantonese Assembly Hall,landmark,HeroCityHoian,HeroCityHoianPlaceCantoneseAssemblyHall,native-ios/Resources/Assets.xcassets/HeroCityHoian.imageset/hero-city-hoian.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 25-35%; landmark silhouette must be recognizable",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Hội quán Quảng Đông / Cantonese Assembly Hall with the real visual cue a first-time traveler would recognize. Specific subject guidance: Photorealistic owned asset: colorful Chinese assembly hall gate with lanterns and tiled roof, no readable plaques.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hoian-place-trieu-chau-assembly-hall,Hội quán Triều Châu / Trieu Chau Assembly Hall,landmark,HeroCityHoian,HeroCityHoianPlaceTrieuChauAssemblyHall,native-ios/Resources/Assets.xcassets/HeroCityHoian.imageset/hero-city-hoian.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 25-35%; landmark silhouette must be recognizable",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Hội quán Triều Châu / Trieu Chau Assembly Hall with the real visual cue a first-time traveler would recognize. Specific subject guidance: Photorealistic owned asset: ornate temple hall facade with carved wood and red lanterns, natural daylight.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hcmc-place-nhieu-loc-canal,Kênh Nhiêu Lộc - Thị Nghè / Nhieu Loc - Thi Nghe Canal,landmark,HeroCityHcmc,HeroCityHcmcPlaceNhieuLocCanal,native-ios/Resources/Assets.xcassets/HeroCityHcmc.imageset/hero-city-hcmc.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 25-35%; landmark silhouette must be recognizable",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Kênh Nhiêu Lộc - Thị Nghè / Nhieu Loc - Thi Nghe Canal with the real visual cue a first-time traveler would recognize. Specific subject guidance: Saigon canal with bridges, apartment buildings, evening lights, realistic photo.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hue-place-le-ba-dang-memory-space,Không gian lưu niệm Lê Bá Đảng / Le Ba Dang Memory Space,landmark,HeroCityHue,HeroCityHuePlaceLeBaDangMemorySpace,native-ios/Resources/Assets.xcassets/HeroCityHue.imageset/hero-city-hue.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 25-35%; landmark silhouette must be recognizable",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Không gian lưu niệm Lê Bá Đảng / Le Ba Dang Memory Space with the real visual cue a first-time traveler would recognize. Specific subject guidance: Photorealistic contemporary art gallery set in Hue greenery, clean concrete and glass, soft daylight.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-danang-place-an-thuong-street-area,Khu An Thượng / An Thuong Area,landmark,HeroCityDanang,HeroCityDanangPlaceAnThuongStreetArea,native-ios/Resources/Assets.xcassets/HeroCityDanang.imageset/hero-city-danang.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 25-35%; landmark silhouette must be recognizable",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Khu An Thượng / An Thuong Area with the real visual cue a first-time traveler would recognize. Specific subject guidance: Photorealistic owned asset: narrow cafe street near the beach with signs blurred, evening lanterns, no exact storefront copy.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-danang-place-hoa-phu-thanh,Khu du lịch Hòa Phú Thành / Hoa Phu Thanh,landmark,HeroCityDanang,HeroCityDanangPlaceHoaPhuThanh,native-ios/Resources/Assets.xcassets/HeroCityDanang.imageset/hero-city-danang.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 25-35%; landmark silhouette must be recognizable",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Khu du lịch Hòa Phú Thành / Hoa Phu Thanh with the real visual cue a first-time traveler would recognize. Specific subject guidance: Photorealistic owned asset: forested stream recreation area with simple rafting gear, realistic daylight, no logos.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hcmc-place-japan-town,Khu phố Nhật Lê Thánh Tôn / Japan Town Saigon,landmark,HeroCityHcmc,HeroCityHcmcPlaceJapanTown,native-ios/Resources/Assets.xcassets/HeroCityHcmc.imageset/hero-city-hcmc.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 25-35%; landmark silhouette must be recognizable",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Khu phố Nhật Lê Thánh Tôn / Japan Town Saigon with the real visual cue a first-time traveler would recognize. Specific subject guidance: Narrow Saigon alley with Japanese restaurant signs and lanterns, realistic photo.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hanoi-place-french-quarter,Khu phố Pháp / French Quarter,landmark,HeroCityHanoi,HeroCityHanoiPlaceFrenchQuarter,native-ios/Resources/Assets.xcassets/HeroCityHanoi.imageset/hero-city-hanoi.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 25-35%; landmark silhouette must be recognizable",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Khu phố Pháp / French Quarter with the real visual cue a first-time traveler would recognize. Specific subject guidance: Wide French Quarter boulevard with colonial facades and scooters, realistic photo.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hue-place-kim-long,Kim Long / Kim Long,landmark,HeroCityHue,HeroCityHuePlaceKimLong,native-ios/Resources/Assets.xcassets/HeroCityHue.imageset/hero-city-hue.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 25-35%; landmark silhouette must be recognizable",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Kim Long / Kim Long with the real visual cue a first-time traveler would recognize. Specific subject guidance: Photorealistic leafy Kim Long lane with garden-house wall, old gate, and calm morning light.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hue-place-imperial-city,Kinh thành Huế / Hue Imperial City,landmark,HeroCityHue,HeroCityHuePlaceImperialCity,native-ios/Resources/Assets.xcassets/HeroCityHue.imageset/hero-city-hue.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 25-35%; landmark silhouette must be recognizable",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Kinh thành Huế / Hue Imperial City with the real visual cue a first-time traveler would recognize. Specific subject guidance: Photorealistic morning view through imperial walls and tiled roofs, warm Hue light, no crowds in foreground.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hue-place-flag-tower,Kỳ Đài Huế / Hue Flag Tower,landmark,HeroCityHue,HeroCityHuePlaceFlagTower,native-ios/Resources/Assets.xcassets/HeroCityHue.imageset/hero-city-hue.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 25-35%; landmark silhouette must be recognizable",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Kỳ Đài Huế / Hue Flag Tower with the real visual cue a first-time traveler would recognize. Specific subject guidance: Photorealistic tall flag tower before Hue Citadel ramparts, broad stone plaza, Vietnam flag visible.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
