priority,pageID,title,profile,sectionID,kind,text,audioKey
P1_scenario_phrase,viet-family-vpe-pronoun-help-chu-giup-toi-doi-phong-duoc-khong,Chú giúp tôi đổi phòng được không? / Can you help me change rooms?,singlePhrase,hero,hero,Chú giúp tôi đổi phòng được không?,audio-authored-chu-giup-toi-doi-phong-duoc-khong-6531c0da33
P1_scenario_phrase,viet-family-vpe-pronoun-help-chu-giup-toi-doi-phong-duoc-khong,Chú giúp tôi đổi phòng được không? / Can you help me change rooms?,singlePhrase,practice-pairs,phrase,Em giúp tôi chỉ đường được không?,audio-authored-em-giup-toi-chi-duong-duoc-khong-a538bbfa2e
P1_scenario_phrase,viet-family-vpe-pronoun-help-chu-giup-toi-doi-phong-duoc-khong,Chú giúp tôi đổi phòng được không? / Can you help me change rooms?,singlePhrase,practice-pairs,phrase,Em giúp tôi đọc số này được không?,audio-authored-em-giup-toi-doc-so-nay-duoc-khong-3c0e6fdd6d
P1_scenario_phrase,viet-family-vpe-pronoun-help-chu-giup-toi-doi-phong-duoc-khong,Chú giúp tôi đổi phòng được không? / Can you help me change rooms?,singlePhrase,practice-pairs,phrase,Em giúp tôi gọi taxi được không?,audio-authored-em-giup-toi-goi-taxi-duoc-khong-d6a5828121
P1_scenario_phrase,viet-family-vpe-pronoun-help-chu-giup-toi-doi-phong-duoc-khong,Chú giúp tôi đổi phòng được không? / Can you help me change rooms?,singlePhrase,explore-next,phrase,Em giúp tôi gọi xe công nghệ được không?,audio-authored-em-giup-toi-goi-xe-cong-nghe-duoc-khong-506da86d00
P1_scenario_phrase,viet-family-vpe-pronoun-help-chu-giup-toi-doi-phong-duoc-khong,Chú giúp tôi đổi phòng được không? / Can you help me change rooms?,singlePhrase,explore-next,phrase,Em giúp tôi viết địa chỉ được không?,audio-authored-em-giup-toi-viet-dia-chi-duoc-khong-c36be47194
P1_scenario_phrase,viet-family-vpe-pronoun-help-chu-giup-toi-goi-taxi-duoc-khong,Chú giúp tôi gọi taxi được không? / Can you help me call a taxi?,singlePhrase,hero,hero,Chú giúp tôi gọi taxi được không?,audio-authored-chu-giup-toi-goi-taxi-duoc-khong-22bd3c255c
P1_scenario_phrase,viet-family-vpe-pronoun-help-chu-giup-toi-goi-taxi-duoc-khong,Chú giúp tôi gọi taxi được không? / Can you help me call a taxi?,singlePhrase,practice-pairs,phrase,Chú giúp tôi gọi xe công nghệ được không?,audio-authored-chu-giup-toi-goi-xe-cong-nghe-duoc-khong-b152bd823f
P1_scenario_phrase,viet-family-vpe-pronoun-help-chu-giup-toi-kiem-tra-dat-phong-duoc-khong,Chú giúp tôi kiểm tra đặt phòng được không? / Can you help me check my reservation?,singlePhrase,practice-pairs,phrase,Chú giúp tôi sạc điện thoại được không?,audio-authored-chu-giup-toi-sac-dien-thoai-duoc-khong-6738784c6a
P1_scenario_phrase,viet-family-vpe-pronoun-help-chu-giup-toi-kiem-tra-dat-phong-duoc-khong,Chú giúp tôi kiểm tra đặt phòng được không? / Can you help me check my reservation?,singlePhrase,explore-next,phrase,Chú giúp tôi sửa Wi-Fi được không?,audio-authored-chu-giup-toi-sua-wi-fi-duoc-khong-d4a51e6b8f
P1_scenario_phrase,viet-family-vpe-pronoun-help-co-giup-toi-doi-phong-duoc-khong,Cô giúp tôi đổi phòng được không? / Can you help me change rooms?,singlePhrase,hero,hero,Cô giúp tôi đổi phòng được không?,audio-authored-co-giup-toi-doi-phong-duoc-khong-4afcc55549
P1_scenario_phrase,viet-family-vpe-pronoun-help-co-giup-toi-kiem-tra-dat-phong-duoc-khong,Cô giúp tôi kiểm tra đặt phòng được không? / Can you help me check my reservation?,singlePhrase,practice-pairs,phrase,Cô giúp tôi sạc điện thoại được không?,audio-authored-co-giup-toi-sac-dien-thoai-duoc-khong-9714b6f404
P1_scenario_phrase,viet-family-vpe-pronoun-help-co-giup-toi-kiem-tra-dat-phong-duoc-khong,Cô giúp tôi kiểm tra đặt phòng được không? / Can you help me check my reservation?,singlePhrase,explore-next,phrase,Cô giúp tôi sửa Wi-Fi được không?,audio-authored-co-giup-toi-sua-wi-fi-duoc-khong-50165915ab
P1_scenario_phrase,viet-family-vpe-pronoun-help-em-giup-toi-doi-phong-duoc-khong,Em giúp tôi đổi phòng được không? / Can you help me change rooms?,singlePhrase,hero,hero,Em giúp tôi đổi phòng được không?,audio-authored-em-giup-toi-doi-phong-duoc-khong-de2a4edf85
P1_scenario_phrase,viet-family-vpe-pronoun-help-em-giup-toi-kiem-tra-dat-phong-duoc-khong,Em giúp tôi kiểm tra đặt phòng được không? / Can you help me check my reservation?,singlePhrase,practice-pairs,phrase,Em giúp tôi sạc điện thoại được không?,audio-authored-em-giup-toi-sac-dien-thoai-duoc-khong-0d2a26ce16
P1_scenario_phrase,viet-family-vpe-pronoun-help-em-giup-toi-kiem-tra-dat-phong-duoc-khong,Em giúp tôi kiểm tra đặt phòng được không? / Can you help me check my reservation?,singlePhrase,explore-next,phrase,Em giúp tôi sửa Wi-Fi được không?,audio-authored-em-giup-toi-sua-wi-fi-duoc-khong-051539fa81
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-atm,Dừng ở ATM / Stop at an ATM.,singlePhrase,hero,hero,Dừng ở ATM,audio-authored-dung-o-atm-a95b6a2479
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-atm,Dừng ở ATM / Stop at an ATM.,singlePhrase,practice-pairs,phrase,Dừng ở bến tàu,audio-authored-dung-o-ben-tau-6656868d29
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-atm,Dừng ở ATM / Stop at an ATM.,singlePhrase,practice-pairs,phrase,Dừng ở bến xe,audio-authored-dung-o-ben-xe-7e2004c1d4
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-atm,Dừng ở ATM / Stop at an ATM.,singlePhrase,practice-pairs,phrase,Dừng ở cửa ra,audio-authored-dung-o-cua-ra-54c5ba6b1c
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-atm,Dừng ở ATM / Stop at an ATM.,singlePhrase,explore-next,phrase,Dừng ở ga tàu,audio-authored-dung-o-ga-tau-f10a95c7bd
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-atm,Dừng ở ATM / Stop at an ATM.,singlePhrase,explore-next,phrase,Dừng ở sân bay,audio-authored-dung-o-san-bay-eb95bb0d80
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-atm,Dừng ở ATM / Stop at an ATM.,singlePhrase,explore-next,phrase,Dừng ở bãi biển,audio-authored-dung-o-bai-bien-06ab190042
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-atm,Dừng ở ATM / Stop at an ATM.,singlePhrase,explore-next,phrase,Dừng ở bãi đậu xe,audio-authored-dung-o-bai-dau-xe-bfb7d28f4e
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-atm,Dừng ở ATM / Stop at an ATM.,singlePhrase,explore-next,phrase,Dừng ở bãi gửi xe máy,audio-authored-dung-o-bai-gui-xe-may-84226e2b71
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-atm,Dừng ở ATM / Stop at an ATM.,singlePhrase,explore-next,phrase,Dừng ở bàn hướng dẫn,audio-authored-dung-o-ban-huong-dan-5296dabbf0
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-bai-bien,Dừng ở bãi biển / Stop at the beach.,singlePhrase,practice-pairs,phrase,Dừng ở bảo tàng,audio-authored-dung-o-bao-tang-8d8d47aa07
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-bai-bien,Dừng ở bãi biển / Stop at the beach.,singlePhrase,practice-pairs,phrase,Dừng ở chùa,audio-authored-dung-o-chua-553c0d70b6
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-bai-bien,Dừng ở bãi biển / Stop at the beach.,singlePhrase,practice-pairs,phrase,Dừng ở nhà thờ,audio-authored-dung-o-nha-tho-e848cf1ee1
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-bai-bien,Dừng ở bãi biển / Stop at the beach.,singlePhrase,explore-next,phrase,Dừng ở phố đi bộ,audio-authored-dung-o-pho-di-bo-ae36a4bd63
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-bai-bien,Dừng ở bãi biển / Stop at the beach.,singlePhrase,explore-next,phrase,Dừng ở trung tâm thương mại,audio-authored-dung-o-trung-tam-thuong-mai-46379ab492
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-bai-dau-xe,Dừng ở bãi đậu xe / Stop at the parking lot.,singlePhrase,practice-pairs,phrase,Dừng ở bến phà,audio-authored-dung-o-ben-pha-120f567078
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-bai-dau-xe,Dừng ở bãi đậu xe / Stop at the parking lot.,singlePhrase,practice-pairs,phrase,Dừng ở điểm bán SIM,audio-authored-dung-o-diem-ban-sim-49c3df906f
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-bai-dau-xe,Dừng ở bãi đậu xe / Stop at the parking lot.,singlePhrase,practice-pairs,phrase,Dừng ở khu ẩm thực,audio-authored-dung-o-khu-am-thuc-01a51e4cb0
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-bai-dau-xe,Dừng ở bãi đậu xe / Stop at the parking lot.,singlePhrase,explore-next,phrase,Dừng ở trạm xăng,audio-authored-dung-o-tram-xang-fbd230cf7c
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-bai-dau-xe,Dừng ở bãi đậu xe / Stop at the parking lot.,singlePhrase,explore-next,phrase,Dừng ở văn phòng du lịch,audio-authored-dung-o-van-phong-du-lich-98bf09bb42
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-bai-gui-xe-may,Dừng ở bãi gửi xe máy / Stop at motorbike parking.,singlePhrase,practice-pairs,phrase,Dừng ở cửa khởi hành,audio-authored-dung-o-cua-khoi-hanh-1dffeacb0d
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-bai-gui-xe-may,Dừng ở bãi gửi xe máy / Stop at motorbike parking.,singlePhrase,practice-pairs,phrase,Dừng ở khu kiểm tra an ninh,audio-authored-dung-o-khu-kiem-tra-an-ninh-2d6b412629
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-bai-gui-xe-may,Dừng ở bãi gửi xe máy / Stop at motorbike parking.,singlePhrase,practice-pairs,phrase,Dừng ở phòng cầu nguyện,audio-authored-dung-o-phong-cau-nguyen-f2f8e1f7fe
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-bai-gui-xe-may,Dừng ở bãi gửi xe máy / Stop at motorbike parking.,singlePhrase,explore-next,phrase,Dừng ở quầy hoàn thuế,audio-authored-dung-o-quay-hoan-thue-bd6bbaaaa1
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-bai-gui-xe-may,Dừng ở bãi gửi xe máy / Stop at motorbike parking.,singlePhrase,explore-next,phrase,Dừng ở trạm y tế,audio-authored-dung-o-tram-y-te-ca478d68d4
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-ban-huong-dan,Dừng ở bàn hướng dẫn / Stop at the help desk.,singlePhrase,practice-pairs,phrase,Dừng ở cây nước nóng,audio-authored-dung-o-cay-nuoc-nong-94d51347b6
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-ban-huong-dan,Dừng ở bàn hướng dẫn / Stop at the help desk.,singlePhrase,practice-pairs,phrase,Dừng ở máy in,audio-authored-dung-o-may-in-5b8224927c
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-ban-huong-dan,Dừng ở bàn hướng dẫn / Stop at the help desk.,singlePhrase,practice-pairs,phrase,Dừng ở máy photocopy,audio-authored-dung-o-may-photocopy-40eeaaeb63
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-ban-huong-dan,Dừng ở bàn hướng dẫn / Stop at the help desk.,singlePhrase,explore-next,phrase,Dừng ở phòng y tế,audio-authored-dung-o-phong-y-te-8a3d2ecf43
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-ban-huong-dan,Dừng ở bàn hướng dẫn / Stop at the help desk.,singlePhrase,explore-next,phrase,Dừng ở quầy giữ đồ,audio-authored-dung-o-quay-giu-do-80ff08c779
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-bao-tang,Dừng ở bảo tàng / Stop at the museum.,singlePhrase,practice-pairs,phrase,Dừng ở bưu điện,audio-authored-dung-o-buu-dien-6518f4b2a3
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-ben-pha,Dừng ở bến phà / Stop at the ferry pier.,singlePhrase,practice-pairs,phrase,Dừng ở cửa hàng điện thoại,audio-authored-dung-o-cua-hang-dien-thoai-4a2bd19d20
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-ben-pha,Dừng ở bến phà / Stop at the ferry pier.,singlePhrase,practice-pairs,phrase,Dừng ở phòng thay đồ,audio-authored-dung-o-phong-thay-do-daa5a1a104
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-ben-pha,Dừng ở bến phà / Stop at the ferry pier.,singlePhrase,explore-next,phrase,Dừng ở quầy thanh toán,audio-authored-dung-o-quay-thanh-toan-61c52e7da1
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-ben-tau,Dừng ở bến tàu / Stop at the boat pier.,singlePhrase,practice-pairs,phrase,Dừng ở lối vào,audio-authored-dung-o-loi-vao-ecf6f96732
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-ben-tau,Dừng ở bến tàu / Stop at the boat pier.,singlePhrase,explore-next,phrase,Dừng ở thang máy,audio-authored-dung-o-thang-may-a7a7c5e28a
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-benh-vien,Dừng ở bệnh viện / Stop at the hospital.,singlePhrase,hero,hero,Dừng ở bệnh viện,audio-authored-dung-o-benh-vien-0af372485a
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-benh-vien,Dừng ở bệnh viện / Stop at the hospital.,singlePhrase,practice-pairs,phrase,Dừng ở chợ,audio-authored-dung-o-cho-eee0d82e72
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-benh-vien,Dừng ở bệnh viện / Stop at the hospital.,singlePhrase,practice-pairs,phrase,Dừng ở đồn công an,audio-authored-dung-o-don-cong-an-0999e63363
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-benh-vien,Dừng ở bệnh viện / Stop at the hospital.,singlePhrase,practice-pairs,phrase,Dừng ở khách sạn,audio-authored-dung-o-khach-san-5104b24211
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-benh-vien,Dừng ở bệnh viện / Stop at the hospital.,singlePhrase,explore-next,phrase,Dừng ở nhà hàng,audio-authored-dung-o-nha-hang-57437480bc
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-benh-vien,Dừng ở bệnh viện / Stop at the hospital.,singlePhrase,explore-next,phrase,Dừng ở quán cà phê,audio-authored-dung-o-quan-ca-phe-15d8667bb0
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-buu-dien,Dừng ở bưu điện / Stop at the post office.,singlePhrase,practice-pairs,phrase,Dừng ở cổng lên máy bay,audio-authored-dung-o-cong-len-may-bay-8c386c5532
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-buu-dien,Dừng ở bưu điện / Stop at the post office.,singlePhrase,practice-pairs,phrase,Dừng ở khu lấy hành lý,audio-authored-dung-o-khu-lay-hanh-ly-66f3cabbd0
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-buu-dien,Dừng ở bưu điện / Stop at the post office.,singlePhrase,practice-pairs,phrase,Dừng ở máy bán vé,audio-authored-dung-o-may-ban-ve-968f9dfdc5
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-buu-dien,Dừng ở bưu điện / Stop at the post office.,singlePhrase,explore-next,phrase,Dừng ở ngân hàng,audio-authored-dung-o-ngan-hang-074d735d8b
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-buu-dien,Dừng ở bưu điện / Stop at the post office.,singlePhrase,explore-next,phrase,Dừng ở quầy vé,audio-authored-dung-o-quay-ve-2354f0e0bd
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cau,Dừng ở cầu / Stop at the bridge.,singlePhrase,hero,hero,Dừng ở cầu,audio-authored-dung-o-cau-2f8b966d01
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cau,Dừng ở cầu / Stop at the bridge.,singlePhrase,practice-pairs,phrase,Dừng ở công viên,audio-authored-dung-o-cong-vien-ccca6b68fb
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cau,Dừng ở cầu / Stop at the bridge.,singlePhrase,practice-pairs,phrase,Dừng ở hiệu kính thuốc,audio-authored-dung-o-hieu-kinh-thuoc-67739e71cd
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cau,Dừng ở cầu / Stop at the bridge.,singlePhrase,practice-pairs,phrase,Dừng ở hồ,audio-authored-dung-o-ho-7cc7de6657
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cau,Dừng ở cầu / Stop at the bridge.,singlePhrase,explore-next,phrase,Dừng ở sông,audio-authored-dung-o-song-5df424ad8b
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cau,Dừng ở cầu / Stop at the bridge.,singlePhrase,explore-next,phrase,Dừng ở tiệm giặt ủi,audio-authored-dung-o-tiem-giat-ui-58fcadecab
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cay-nuoc-nong,Dừng ở cây nước nóng / Stop at a hot-water dispenser.,singlePhrase,practice-pairs,phrase,Dừng ở điểm hẹn,audio-authored-dung-o-diem-hen-05e5455e53
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cay-nuoc-nong,Dừng ở cây nước nóng / Stop at a hot-water dispenser.,singlePhrase,practice-pairs,phrase,Dừng ở nhà thuốc,audio-authored-dung-o-nha-thuoc-b9f9c5e219
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cay-nuoc-nong,Dừng ở cây nước nóng / Stop at a hot-water dispenser.,singlePhrase,practice-pairs,phrase,Dừng ở nhà vệ sinh,audio-authored-dung-o-nha-ve-sinh-0946783e44
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cay-nuoc-nong,Dừng ở cây nước nóng / Stop at a hot-water dispenser.,singlePhrase,explore-next,phrase,Dừng ở quầy đặt tour,audio-authored-dung-o-quay-dat-tour-45683d9d88
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cay-nuoc-nong,Dừng ở cây nước nóng / Stop at a hot-water dispenser.,singlePhrase,explore-next,phrase,Dừng ở quầy lễ tân,audio-authored-dung-o-quay-le-tan-250ce0dcaa
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cho,Dừng ở chợ / Stop at the market.,singlePhrase,explore-next,phrase,Dừng ở siêu thị,audio-authored-dung-o-sieu-thi-6416d259c4
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cho-dau-taxi,Dừng ở chỗ đậu taxi / Stop at the taxi stand.,singlePhrase,hero,hero,Dừng ở chỗ đậu taxi,audio-authored-dung-o-cho-dau-taxi-ef44f478bb
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cho-gui-hanh-ly,Dừng ở chỗ gửi hành lý / Stop at luggage storage.,singlePhrase,hero,hero,Dừng ở chỗ gửi hành lý,audio-authored-dung-o-cho-gui-hanh-ly-b05b032964
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cho-gui-hanh-ly,Dừng ở chỗ gửi hành lý / Stop at luggage storage.,singlePhrase,explore-next,phrase,Dừng ở phòng khám,audio-authored-dung-o-phong-kham-b16ba3842b
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cho-ngoi,Dừng ở chỗ ngồi / Stop at a seat.,singlePhrase,hero,hero,Dừng ở chỗ ngồi,audio-authored-dung-o-cho-ngoi-99e80b26f8
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cho-ngoi,Dừng ở chỗ ngồi / Stop at a seat.,singlePhrase,practice-pairs,phrase,Dừng ở đường chính,audio-authored-dung-o-duong-chinh-bcffb7f184
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cho-ngoi,Dừng ở chỗ ngồi / Stop at a seat.,singlePhrase,explore-next,phrase,Dừng ở lối sang đường,audio-authored-dung-o-loi-sang-duong-75c3dbad12
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cho-ngoi,Dừng ở chỗ ngồi / Stop at a seat.,singlePhrase,explore-next,phrase,Dừng ở phố cổ,audio-authored-dung-o-pho-co-748115fcd2
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cong-len-may-bay,Dừng ở cổng lên máy bay / Stop at the boarding gate.,singlePhrase,practice-pairs,phrase,Dừng ở cửa hải quan,audio-authored-dung-o-cua-hai-quan-3ad52316da
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cong-len-may-bay,Dừng ở cổng lên máy bay / Stop at the boarding gate.,singlePhrase,explore-next,phrase,Dừng ở trạm sạc,audio-authored-dung-o-tram-sac-2a0b24a660
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cong-vien,Dừng ở công viên / Stop at the park.,singlePhrase,practice-pairs,phrase,Dừng ở phòng chờ,audio-authored-dung-o-phong-cho-566fa8774e
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cong-vien,Dừng ở công viên / Stop at the park.,singlePhrase,practice-pairs,phrase,Dừng ở quầy an ninh,audio-authored-dung-o-quay-an-ninh-092ccbe35f
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cong-vien,Dừng ở công viên / Stop at the park.,singlePhrase,explore-next,phrase,Dừng ở tiệm cắt tóc,audio-authored-dung-o-tiem-cat-toc-e7da794e9d
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cua-hang-dien-thoai,Dừng ở cửa hàng điện thoại / Stop at the phone shop.,singlePhrase,explore-next,phrase,Dừng ở thùng rác,audio-authored-dung-o-thung-rac-1505cb31b3
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cua-hang-dien-thoai,Dừng ở cửa hàng điện thoại / Stop at the phone shop.,singlePhrase,explore-next,phrase,Dừng ở vòi nước,audio-authored-dung-o-voi-nuoc-7a58b7aa84
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cua-hang-tien-loi,Dừng ở cửa hàng tiện lợi / Stop at a convenience store.,singlePhrase,hero,hero,Dừng ở cửa hàng tiện lợi,audio-authored-dung-o-cua-hang-tien-loi-0396252b0c
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cua-hang-tien-loi,Dừng ở cửa hàng tiện lợi / Stop at a convenience store.,singlePhrase,practice-pairs,phrase,Dừng ở điểm đón xe,audio-authored-dung-o-diem-don-xe-30ba456b3c
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cua-hang-tien-loi,Dừng ở cửa hàng tiện lợi / Stop at a convenience store.,singlePhrase,explore-next,phrase,Dừng ở trạm xe buýt,audio-authored-dung-o-tram-xe-buyt-7cef3a7e3c
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cua-khoi-hanh,Dừng ở cửa khởi hành / Stop at the departure door.,singlePhrase,practice-pairs,phrase,Dừng ở đường một chiều,audio-authored-dung-o-duong-mot-chieu-91bece16dc
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cua-khoi-hanh,Dừng ở cửa khởi hành / Stop at the departure door.,singlePhrase,practice-pairs,phrase,Dừng ở hẻm này,audio-authored-dung-o-hem-nay-b768d067f1
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cua-khoi-hanh,Dừng ở cửa khởi hành / Stop at the departure door.,singlePhrase,explore-next,phrase,Dừng ở ngã tư,audio-authored-dung-o-nga-tu-37c17f8032
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cua-ra,Dừng ở cửa ra / Stop at the exit.,singlePhrase,practice-pairs,phrase,Dừng ở quầy đổi tiền,audio-authored-dung-o-quay-doi-tien-5c5ad86585
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-cua-ra,Dừng ở cửa ra / Stop at the exit.,singlePhrase,explore-next,phrase,Dừng ở quầy thông tin,audio-authored-dung-o-quay-thong-tin-bded698234
P1_scenario_phrase,viet-family-vpe-stop-at-place-dung-o-hieu-kinh-thuoc,Dừng ở hiệu kính thuốc / Stop at an optical shop.,singlePhrase,practice-pairs,phrase,Dừng ở khu vực hút thuốc,audio-authored-dung-o-khu-vuc-hut-thuoc-83a74b702e
P1_scenario_phrase,viet-family-vpe-take-me-place-cho-toi-den-bai-dau-xe,Cho tôi đến bãi đậu xe / Please take me to the parking lot.,singlePhrase,practice-pairs,phrase,Cho tôi đến bến phà,audio-authored-cho-toi-den-ben-pha-cdb8b16836
P1_scenario_phrase,viet-family-vpe-take-me-place-cho-toi-den-bai-dau-xe,Cho tôi đến bãi đậu xe / Please take me to the parking lot.,singlePhrase,practice-pairs,phrase,Cho tôi đến điểm bán SIM,audio-authored-cho-toi-den-diem-ban-sim-a09b20cfaa
P1_scenario_phrase,viet-family-vpe-take-me-place-cho-toi-den-bai-dau-xe,Cho tôi đến bãi đậu xe / Please take me to the parking lot.,singlePhrase,practice-pairs,phrase,Cho tôi đến khu ẩm thực,audio-authored-cho-toi-den-khu-am-thuc-b1eb5256b6
P1_scenario_phrase,viet-family-vpe-take-me-place-cho-toi-den-bai-dau-xe,Cho tôi đến bãi đậu xe / Please take me to the parking lot.,singlePhrase,explore-next,phrase,Cho tôi đến trạm xăng,audio-authored-cho-toi-den-tram-xang-c5943ed757
P1_scenario_phrase,viet-family-vpe-take-me-place-cho-toi-den-bai-dau-xe,Cho tôi đến bãi đậu xe / Please take me to the parking lot.,singlePhrase,explore-next,phrase,Cho tôi đến văn phòng du lịch,audio-authored-cho-toi-den-van-phong-du-lich-cf9254a956
P1_scenario_phrase,viet-family-vpe-take-me-place-cho-toi-den-bai-gui-xe-may,Cho tôi đến bãi gửi xe máy / Please take me to motorbike parking.,singlePhrase,practice-pairs,phrase,Cho tôi đến cửa khởi hành,audio-authored-cho-toi-den-cua-khoi-hanh-b4b6d06954
P1_scenario_phrase,viet-family-vpe-take-me-place-cho-toi-den-bai-gui-xe-may,Cho tôi đến bãi gửi xe máy / Please take me to motorbike parking.,singlePhrase,practice-pairs,phrase,Cho tôi đến khu kiểm tra an ninh,audio-authored-cho-toi-den-khu-kiem-tra-an-ninh-72df81c4ce
P1_scenario_phrase,viet-family-vpe-take-me-place-cho-toi-den-bai-gui-xe-may,Cho tôi đến bãi gửi xe máy / Please take me to motorbike parking.,singlePhrase,practice-pairs,phrase,Cho tôi đến phòng cầu nguyện,audio-authored-cho-toi-den-phong-cau-nguyen-34fd5dd3b5
P1_scenario_phrase,viet-family-vpe-take-me-place-cho-toi-den-bai-gui-xe-may,Cho tôi đến bãi gửi xe máy / Please take me to motorbike parking.,singlePhrase,explore-next,phrase,Cho tôi đến quầy hoàn thuế,audio-authored-cho-toi-den-quay-hoan-thue-b7525cd99d
P1_scenario_phrase,viet-family-vpe-take-me-place-cho-toi-den-bai-gui-xe-may,Cho tôi đến bãi gửi xe máy / Please take me to motorbike parking.,singlePhrase,explore-next,phrase,Cho tôi đến trạm y tế,audio-authored-cho-toi-den-tram-y-te-4b4a7a19da
P1_scenario_phrase,viet-family-vpe-take-me-place-cho-toi-den-ben-pha,Cho tôi đến bến phà / Please take me to the ferry pier.,singlePhrase,practice-pairs,phrase,Cho tôi đến cửa hàng điện thoại,audio-authored-cho-toi-den-cua-hang-dien-thoai-ab15186eb1
