patch_id,page_id,phrase_id,review_status,import_approval,operation,target_id,target_order,current_value,proposed_value,reason_for_change,new_linked_phrase_required,canonical_target_id,audio_policy,asset_policy,validator_rule,jojo_question
B001-REL-035,viet-phrase-city-hoian-place-cao-lau-city,city-hoian-place-cao-lau-city,REVIEW_ONLY,REVIEW_ONLY,DEMOTE_RELATION_REVIEW_ONLY,relation:22dfd0ffaf00147a,0,"{""target_id"":""viet-phrase-city-hoian-atm-cao-lau-city"",""target_page_id"":""viet-phrase-city-hoian-atm-cao-lau-city"",""relation_type"":""see_also"",""display_label"":""What it is"",""reason"":""Authored What it is row links these phrase pages.""}","{""target_id"":""viet-phrase-city-hoian-atm-cao-lau-city"",""target_page_id"":""viet-phrase-city-hoian-atm-cao-lau-city"",""display_label"":""Explore next"",""relation_type"":""see_also"",""sort_order"":90,""suppress"":false}",ATM help is secondary to the core page task.,,viet-phrase-city-hoian-atm-cao-lau-city,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-036,viet-phrase-city-hoian-place-cao-lau-city,city-hoian-place-cao-lau-city,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_RELATION_REVIEW_ONLY,relation:52321026ef54b516,0,"{""target_id"":""viet-phrase-food-vegetarian"",""target_page_id"":""viet-phrase-food-vegetarian"",""relation_type"":""see_also"",""display_label"":""Ingredients and diet"",""reason"":""Authored Ingredients and diet row links these phrase pages.""}","{""target_id"":""viet-phrase-food-vegetarian"",""target_page_id"":""viet-phrase-food-vegetarian"",""display_label"":""Ingredients and diet"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",This relation supports the traveler’s next likely action.,,viet-phrase-food-vegetarian,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-037,viet-phrase-city-hoian-place-cao-lau-city,city-hoian-place-cao-lau-city,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:b0bf62f46758efd6,0,"{""target_id"":""viet-phrase-city-hoian-stop-cao-lau-city"",""target_page_id"":""viet-phrase-city-hoian-stop-cao-lau-city"",""relation_type"":""see_also"",""display_label"":""How to order"",""reason"":""Authored How to order row links these phrase pages.""}","{""target_id"":""viet-phrase-city-hoian-stop-cao-lau-city"",""target_page_id"":""viet-phrase-city-hoian-stop-cao-lau-city"",""display_label"":""How to order"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-hoian-stop-cao-lau-city,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-038,viet-phrase-city-hoian-place-cao-lau-city,city-hoian-place-cao-lau-city,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_RELATION_REVIEW_ONLY,relation:c283981d731fb461,0,"{""target_id"":""viet-phrase-city-hoian-where-cao-lau-city"",""target_page_id"":""viet-phrase-city-hoian-where-cao-lau-city"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-city-hoian-where-cao-lau-city"",""target_page_id"":""viet-phrase-city-hoian-where-cao-lau-city"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":0,""suppress"":false}",This relation supports the traveler’s next likely action.,,viet-phrase-city-hoian-where-cao-lau-city,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-039,viet-phrase-city-hoian-place-cao-lau-city,city-hoian-place-cao-lau-city,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_RELATION_REVIEW_ONLY,relation:5d5afee60429dd7d,1,"{""target_id"":""viet-phrase-food-peanut-allergy"",""target_page_id"":""viet-phrase-food-peanut-allergy"",""relation_type"":""see_also"",""display_label"":""Ingredients and diet"",""reason"":""Authored Ingredients and diet row links these phrase pages.""}","{""target_id"":""viet-phrase-food-peanut-allergy"",""target_page_id"":""viet-phrase-food-peanut-allergy"",""display_label"":""Ingredients and diet"",""relation_type"":""see_also"",""sort_order"":1,""suppress"":false}",This relation supports the traveler’s next likely action.,,viet-phrase-food-peanut-allergy,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-040,viet-phrase-city-hoian-place-cao-lau-city,city-hoian-place-cao-lau-city,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:5fa8297a2223b0fd,1,"{""target_id"":""viet-phrase-city-hoian-cao-lau"",""target_page_id"":""viet-phrase-city-hoian-cao-lau"",""relation_type"":""see_also"",""display_label"":""What it is"",""reason"":""Authored What it is row links these phrase pages.""}","{""target_id"":""viet-phrase-city-hoian-cao-lau"",""target_page_id"":""viet-phrase-city-hoian-cao-lau"",""display_label"":""What it is"",""relation_type"":""see_also"",""sort_order"":1,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-hoian-cao-lau,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-041,viet-phrase-city-hoian-place-cao-lau-city,city-hoian-place-cao-lau-city,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:a1c4e8789312ce77,2,"{""target_id"":""viet-phrase-food-3"",""target_page_id"":""viet-phrase-food-3"",""relation_type"":""see_also"",""display_label"":""Ingredients and diet"",""reason"":""Authored Ingredients and diet row links these phrase pages.""}","{""target_id"":""viet-phrase-food-3"",""target_page_id"":""viet-phrase-food-3"",""display_label"":""Ingredients and diet"",""relation_type"":""see_also"",""sort_order"":2,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-food-3,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-042,viet-phrase-city-hoian-place-cao-lau-city,city-hoian-place-cao-lau-city,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:bec07c523a66690b,2,"{""target_id"":""viet-phrase-city-hoian-go-cao-lau-city"",""target_page_id"":""viet-phrase-city-hoian-go-cao-lau-city"",""relation_type"":""see_also"",""display_label"":""What it is"",""reason"":""Authored What it is row links these phrase pages.""}","{""target_id"":""viet-phrase-city-hoian-go-cao-lau-city"",""target_page_id"":""viet-phrase-city-hoian-go-cao-lau-city"",""display_label"":""What it is"",""relation_type"":""see_also"",""sort_order"":2,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-hoian-go-cao-lau-city,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-043,viet-phrase-city-hoian-place-cao-lau-city,city-hoian-place-cao-lau-city,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:1fcd4bbc61cf65ab,3,"{""target_id"":""viet-phrase-v900-food-drin-i-do-not-eat-pork"",""target_page_id"":""viet-phrase-v900-food-drin-i-do-not-eat-pork"",""relation_type"":""see_also"",""display_label"":""Ingredients and diet"",""reason"":""Authored Ingredients and diet row links these phrase pages.""}","{""target_id"":""viet-phrase-v900-food-drin-i-do-not-eat-pork"",""target_page_id"":""viet-phrase-v900-food-drin-i-do-not-eat-pork"",""display_label"":""Ingredients and diet"",""relation_type"":""see_also"",""sort_order"":3,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-v900-food-drin-i-do-not-eat-pork,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-044,viet-phrase-city-hoian-place-cao-lau-city,city-hoian-place-cao-lau-city,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:2f66606144f7dd0e,4,"{""target_id"":""viet-phrase-v900-food-drin-i-do-not-eat-seafood"",""target_page_id"":""viet-phrase-v900-food-drin-i-do-not-eat-seafood"",""relation_type"":""see_also"",""display_label"":""Ingredients and diet"",""reason"":""Authored Ingredients and diet row links these phrase pages.""}","{""target_id"":""viet-phrase-v900-food-drin-i-do-not-eat-seafood"",""target_page_id"":""viet-phrase-v900-food-drin-i-do-not-eat-seafood"",""display_label"":""Ingredients and diet"",""relation_type"":""see_also"",""sort_order"":4,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-v900-food-drin-i-do-not-eat-seafood,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-045,viet-phrase-city-hue-place-bun-bo-city,city-hue-place-bun-bo-city,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:17e281a97160a4d0,0,"{""target_id"":""viet-phrase-coffee-7"",""target_page_id"":""viet-phrase-coffee-7"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-coffee-7"",""target_page_id"":""viet-phrase-coffee-7"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-coffee-7,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-046,viet-phrase-city-hue-place-bun-bo-city,city-hue-place-bun-bo-city,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:ab530fd6f9ed2403,0,"{""target_id"":""viet-phrase-ves-whats-in-this-dish"",""target_page_id"":""viet-phrase-ves-whats-in-this-dish"",""relation_type"":""see_also"",""display_label"":""Ingredients and diet"",""reason"":""Authored Ingredients and diet row links these phrase pages.""}","{""target_id"":""viet-phrase-ves-whats-in-this-dish"",""target_page_id"":""viet-phrase-ves-whats-in-this-dish"",""display_label"":""Ingredients and diet"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-ves-whats-in-this-dish,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-047,viet-phrase-city-hue-place-bun-bo-city,city-hue-place-bun-bo-city,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:b271e850421c9bf1,0,"{""target_id"":""viet-phrase-ves-order-bun-bo-hue-bowl"",""target_page_id"":""viet-phrase-ves-order-bun-bo-hue-bowl"",""relation_type"":""see_also"",""display_label"":""Quick say"",""reason"":""Authored Quick say row links these phrase pages.""}","{""target_id"":""viet-phrase-ves-order-bun-bo-hue-bowl"",""target_page_id"":""viet-phrase-ves-order-bun-bo-hue-bowl"",""display_label"":""Quick say"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-ves-order-bun-bo-hue-bowl,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-048,viet-phrase-city-hue-place-bun-bo-city,city-hue-place-bun-bo-city,REVIEW_ONLY,REVIEW_ONLY,DEMOTE_RELATION_REVIEW_ONLY,relation:d1d266319493be15,0,"{""target_id"":""viet-phrase-city-hue-atm-bun-bo-city"",""target_page_id"":""viet-phrase-city-hue-atm-bun-bo-city"",""relation_type"":""see_also"",""display_label"":""What it is"",""reason"":""Authored What it is row links these phrase pages.""}","{""target_id"":""viet-phrase-city-hue-atm-bun-bo-city"",""target_page_id"":""viet-phrase-city-hue-atm-bun-bo-city"",""display_label"":""Explore next"",""relation_type"":""see_also"",""sort_order"":90,""suppress"":false}",ATM help is secondary to the core page task.,,viet-phrase-city-hue-atm-bun-bo-city,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-049,viet-phrase-city-hue-place-bun-bo-city,city-hue-place-bun-bo-city,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_RELATION_REVIEW_ONLY,relation:f090dc3bbd7fff76,0,"{""target_id"":""viet-phrase-ves-not-too-spicy"",""target_page_id"":""viet-phrase-ves-not-too-spicy"",""relation_type"":""see_also"",""display_label"":""How to order"",""reason"":""Authored How to order row links these phrase pages.""}","{""target_id"":""viet-phrase-ves-not-too-spicy"",""target_page_id"":""viet-phrase-ves-not-too-spicy"",""display_label"":""How to order"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",This relation supports the traveler’s next likely action.,,viet-phrase-ves-not-too-spicy,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-050,viet-phrase-city-hue-place-bun-bo-city,city-hue-place-bun-bo-city,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:52d7113456a1d05d,1,"{""target_id"":""viet-phrase-city-hue-bun-bo"",""target_page_id"":""viet-phrase-city-hue-bun-bo"",""relation_type"":""see_also"",""display_label"":""What it is"",""reason"":""Authored What it is row links these phrase pages.""}","{""target_id"":""viet-phrase-city-hue-bun-bo"",""target_page_id"":""viet-phrase-city-hue-bun-bo"",""display_label"":""What it is"",""relation_type"":""see_also"",""sort_order"":1,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-hue-bun-bo,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-051,viet-phrase-city-hue-place-bun-bo-city,city-hue-place-bun-bo-city,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:27ef1a5d558a7de2,2,"{""target_id"":""viet-phrase-city-hue-eat-near-bun-bo-city"",""target_page_id"":""viet-phrase-city-hue-eat-near-bun-bo-city"",""relation_type"":""see_also"",""display_label"":""What it is"",""reason"":""Authored What it is row links these phrase pages.""}","{""target_id"":""viet-phrase-city-hue-eat-near-bun-bo-city"",""target_page_id"":""viet-phrase-city-hue-eat-near-bun-bo-city"",""display_label"":""What it is"",""relation_type"":""see_also"",""sort_order"":2,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-hue-eat-near-bun-bo-city,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-052,viet-phrase-city-danang-place-ba-na-hills,city-danang-place-ba-na-hills,REVIEW_ONLY,REVIEW_ONLY,REFERENCE_KEEP_RELATION_REVIEW_ONLY,relation:12b979009395d245,0,"{""target_id"":""viet-phrase-city-danang-where-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-where-ba-na-hills"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-where-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-where-ba-na-hills"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":0,""suppress"":false}",Bà Nà Hills is the completed reference page for this batch.,,viet-phrase-city-danang-where-ba-na-hills,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-053,viet-phrase-city-danang-place-ba-na-hills,city-danang-place-ba-na-hills,REVIEW_ONLY,REVIEW_ONLY,REFERENCE_KEEP_RELATION_REVIEW_ONLY,relation:a34dfe9dcd3d055c,0,"{""target_id"":""viet-phrase-city-danang-go-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-go-ba-na-hills"",""relation_type"":""see_also"",""display_label"":""Journey flow"",""reason"":""Authored Journey flow row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-go-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-go-ba-na-hills"",""display_label"":""Journey flow"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Bà Nà Hills is the completed reference page for this batch.,,viet-phrase-city-danang-go-ba-na-hills,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-054,viet-phrase-city-danang-place-ba-na-hills,city-danang-place-ba-na-hills,REVIEW_ONLY,REVIEW_ONLY,REFERENCE_KEEP_RELATION_REVIEW_ONLY,relation:dae98ed85ba63314,0,"{""target_id"":""viet-phrase-ves-two-tickets-ba-na-hills"",""target_page_id"":""viet-phrase-ves-two-tickets-ba-na-hills"",""relation_type"":""see_also"",""display_label"":""Quick say"",""reason"":""Authored Quick say row links these phrase pages.""}","{""target_id"":""viet-phrase-ves-two-tickets-ba-na-hills"",""target_page_id"":""viet-phrase-ves-two-tickets-ba-na-hills"",""display_label"":""Quick say"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Bà Nà Hills is the completed reference page for this batch.,,viet-phrase-ves-two-tickets-ba-na-hills,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-055,viet-phrase-city-danang-place-ba-na-hills,city-danang-place-ba-na-hills,REVIEW_ONLY,REVIEW_ONLY,REFERENCE_KEEP_RELATION_REVIEW_ONLY,relation:d41d514b8827ffd2,1,"{""target_id"":""viet-phrase-city-danang-stop-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-stop-ba-na-hills"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-stop-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-stop-ba-na-hills"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":1,""suppress"":false}",Bà Nà Hills is the completed reference page for this batch.,,viet-phrase-city-danang-stop-ba-na-hills,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-056,viet-phrase-city-danang-place-ba-na-hills,city-danang-place-ba-na-hills,REVIEW_ONLY,REVIEW_ONLY,REFERENCE_KEEP_RELATION_REVIEW_ONLY,relation:838ae36deca9369e,2,"{""target_id"":""viet-phrase-ves-where-cable-car"",""target_page_id"":""viet-phrase-ves-where-cable-car"",""relation_type"":""see_also"",""display_label"":""Journey flow"",""reason"":""Authored Journey flow row links these phrase pages.""}","{""target_id"":""viet-phrase-ves-where-cable-car"",""target_page_id"":""viet-phrase-ves-where-cable-car"",""display_label"":""Journey flow"",""relation_type"":""see_also"",""sort_order"":2,""suppress"":false}",Bà Nà Hills is the completed reference page for this batch.,,viet-phrase-ves-where-cable-car,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-057,viet-phrase-city-danang-place-ba-na-hills,city-danang-place-ba-na-hills,REVIEW_ONLY,REVIEW_ONLY,REFERENCE_KEEP_RELATION_REVIEW_ONLY,relation:c1728f0df24c699e,2,"{""target_id"":""viet-phrase-city-danang-eat-near-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-eat-near-ba-na-hills"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-eat-near-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-eat-near-ba-na-hills"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":2,""suppress"":false}",Bà Nà Hills is the completed reference page for this batch.,,viet-phrase-city-danang-eat-near-ba-na-hills,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-058,viet-phrase-city-danang-place-ba-na-hills,city-danang-place-ba-na-hills,REVIEW_ONLY,REVIEW_ONLY,REFERENCE_KEEP_RELATION_REVIEW_ONLY,relation:6f2bdc46d80d18e2,3,"{""target_id"":""viet-phrase-city-danang-atm-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-atm-ba-na-hills"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-atm-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-atm-ba-na-hills"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":3,""suppress"":false}",Bà Nà Hills is the completed reference page for this batch.,,viet-phrase-city-danang-atm-ba-na-hills,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-059,viet-phrase-city-danang-place-ba-na-hills,city-danang-place-ba-na-hills,REVIEW_ONLY,REVIEW_ONLY,REFERENCE_KEEP_RELATION_REVIEW_ONLY,relation:fbb3189fd2f7863a,3,"{""target_id"":""viet-phrase-ves-take-photo-for-me"",""target_page_id"":""viet-phrase-ves-take-photo-for-me"",""relation_type"":""see_also"",""display_label"":""Journey flow"",""reason"":""Authored Journey flow row links these phrase pages.""}","{""target_id"":""viet-phrase-ves-take-photo-for-me"",""target_page_id"":""viet-phrase-ves-take-photo-for-me"",""display_label"":""Journey flow"",""relation_type"":""see_also"",""sort_order"":3,""suppress"":false}",Bà Nà Hills is the completed reference page for this batch.,,viet-phrase-ves-take-photo-for-me,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-060,viet-phrase-city-danang-place-ba-na-hills,city-danang-place-ba-na-hills,REVIEW_ONLY,REVIEW_ONLY,REFERENCE_KEEP_RELATION_REVIEW_ONLY,relation:b54ecdfcb6bc960a,4,"{""target_id"":""viet-phrase-store-1"",""target_page_id"":""viet-phrase-store-1"",""relation_type"":""see_also"",""display_label"":""Journey flow"",""reason"":""Authored Journey flow row links these phrase pages.""}","{""target_id"":""viet-phrase-store-1"",""target_page_id"":""viet-phrase-store-1"",""display_label"":""Journey flow"",""relation_type"":""see_also"",""sort_order"":4,""suppress"":false}",Bà Nà Hills is the completed reference page for this batch.,,viet-phrase-store-1,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-061,viet-phrase-city-danang-place-ba-na-hills,city-danang-place-ba-na-hills,REVIEW_ONLY,REVIEW_ONLY,REFERENCE_KEEP_RELATION_REVIEW_ONLY,relation:acbea535c22a025d,5,"{""target_id"":""viet-phrase-ves-call-taxi-for-me"",""target_page_id"":""viet-phrase-ves-call-taxi-for-me"",""relation_type"":""see_also"",""display_label"":""Journey flow"",""reason"":""Authored Journey flow row links these phrase pages.""}","{""target_id"":""viet-phrase-ves-call-taxi-for-me"",""target_page_id"":""viet-phrase-ves-call-taxi-for-me"",""display_label"":""Journey flow"",""relation_type"":""see_also"",""sort_order"":5,""suppress"":false}",Bà Nà Hills is the completed reference page for this batch.,,viet-phrase-ves-call-taxi-for-me,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-062,viet-phrase-city-danang-place-dragon-bridge,city-danang-place-dragon-bridge,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:100ce3c651484663,0,"{""target_id"":""viet-phrase-city-danang-stop-dragon-bridge"",""target_page_id"":""viet-phrase-city-danang-stop-dragon-bridge"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-stop-dragon-bridge"",""target_page_id"":""viet-phrase-city-danang-stop-dragon-bridge"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-stop-dragon-bridge,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-063,viet-phrase-city-danang-place-dragon-bridge,city-danang-place-dragon-bridge,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_RELATION_REVIEW_ONLY,relation:10b3e0fa7a2456b5,0,"{""target_id"":""viet-phrase-ves-drop-near-dragon-bridge"",""target_page_id"":""viet-phrase-ves-drop-near-dragon-bridge"",""relation_type"":""see_also"",""display_label"":""Use it with"",""reason"":""Authored Use it with row links these phrase pages.""}","{""target_id"":""viet-phrase-ves-drop-near-dragon-bridge"",""target_page_id"":""viet-phrase-ves-drop-near-dragon-bridge"",""display_label"":""Use it with"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",This relation supports the traveler’s next likely action.,,viet-phrase-ves-drop-near-dragon-bridge,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-064,viet-phrase-city-danang-place-dragon-bridge,city-danang-place-dragon-bridge,REVIEW_ONLY,REVIEW_ONLY,DEMOTE_RELATION_REVIEW_ONLY,relation:bf816685edc45162,0,"{""target_id"":""viet-phrase-city-danang-atm-dragon-bridge"",""target_page_id"":""viet-phrase-city-danang-atm-dragon-bridge"",""relation_type"":""see_also"",""display_label"":""What it is"",""reason"":""Authored What it is row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-atm-dragon-bridge"",""target_page_id"":""viet-phrase-city-danang-atm-dragon-bridge"",""display_label"":""Explore next"",""relation_type"":""see_also"",""sort_order"":90,""suppress"":false}",ATM help is secondary to the core page task.,,viet-phrase-city-danang-atm-dragon-bridge,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-065,viet-phrase-city-danang-place-dragon-bridge,city-danang-place-dragon-bridge,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:a7eac1db06e01716,1,"{""target_id"":""viet-phrase-city-danang-eat-near-dragon-bridge"",""target_page_id"":""viet-phrase-city-danang-eat-near-dragon-bridge"",""relation_type"":""see_also"",""display_label"":""What it is"",""reason"":""Authored What it is row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-eat-near-dragon-bridge"",""target_page_id"":""viet-phrase-city-danang-eat-near-dragon-bridge"",""display_label"":""What it is"",""relation_type"":""see_also"",""sort_order"":1,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-eat-near-dragon-bridge,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-066,viet-phrase-city-danang-place-dragon-bridge,city-danang-place-dragon-bridge,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_RELATION_REVIEW_ONLY,relation:d36e692249628750,1,"{""target_id"":""viet-phrase-city-danang-where-dragon-bridge"",""target_page_id"":""viet-phrase-city-danang-where-dragon-bridge"",""relation_type"":""see_also"",""display_label"":""Use it with"",""reason"":""Authored Use it with row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-where-dragon-bridge"",""target_page_id"":""viet-phrase-city-danang-where-dragon-bridge"",""display_label"":""Use it with"",""relation_type"":""see_also"",""sort_order"":1,""suppress"":false}",This relation supports the traveler’s next likely action.,,viet-phrase-city-danang-where-dragon-bridge,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-067,viet-phrase-city-danang-place-dragon-bridge,city-danang-place-dragon-bridge,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:631dd2637ac47c63,2,"{""target_id"":""viet-phrase-city-danang-go-dragon-bridge"",""target_page_id"":""viet-phrase-city-danang-go-dragon-bridge"",""relation_type"":""see_also"",""display_label"":""What it is"",""reason"":""Authored What it is row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-go-dragon-bridge"",""target_page_id"":""viet-phrase-city-danang-go-dragon-bridge"",""display_label"":""What it is"",""relation_type"":""see_also"",""sort_order"":2,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-go-dragon-bridge,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-068,viet-phrase-city-danang-place-dragon-bridge,city-danang-place-dragon-bridge,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_RELATION_REVIEW_ONLY,relation:831b5dcee9756c59,2,"{""target_id"":""viet-phrase-ves-take-photo-for-me"",""target_page_id"":""viet-phrase-ves-take-photo-for-me"",""relation_type"":""see_also"",""display_label"":""Use it with"",""reason"":""Authored Use it with row links these phrase pages.""}","{""target_id"":""viet-phrase-ves-take-photo-for-me"",""target_page_id"":""viet-phrase-ves-take-photo-for-me"",""display_label"":""Use it with"",""relation_type"":""see_also"",""sort_order"":2,""suppress"":false}",This relation supports the traveler’s next likely action.,,viet-phrase-ves-take-photo-for-me,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
